ts_code,trade_date,up_limit,down_limit
000001.SZ,20260723,12.08,9.88
000002.SZ,20260723,3.51,2.87
000006.SZ,20260723,6.51,5.33
000007.SZ,20260723,9.94,8.14
000008.SZ,20260723,2.51,2.05
000009.SZ,20260723,6.71,5.49
000010.SZ,20260723,1.57,1.29
000011.SZ,20260723,7.51,6.15
000012.SZ,20260723,4.1,3.36
000014.SZ,20260723,9.45,7.73
000016.SZ,20260723,2.72,2.22
000017.SZ,20260723,5.68,4.64
000019.SZ,20260723,6.51,5.33
000020.SZ,20260723,10.56,8.64
000021.SZ,20260723,44.24,36.2
000025.SZ,20260723,15.0,12.28
000026.SZ,20260723,17.55,14.36
000027.SZ,20260723,7.13,5.83
000028.SZ,20260723,22.67,18.55
000029.SZ,20260723,22.06,18.05
000030.SZ,20260723,4.57,3.74
000031.SZ,20260723,2.32,1.9
000032.SZ,20260723,17.16,14.04
000034.SZ,20260723,30.15,24.67
000035.SZ,20260723,4.83,3.95
000036.SZ,20260723,4.51,3.69
000037.SZ,20260723,11.34,9.28
000039.SZ,20260723,8.89,7.27
000042.SZ,20260723,8.56,7.0
000045.SZ,20260723,9.54,7.8
000048.SZ,20260723,21.07,17.24
000049.SZ,20260723,26.1,21.36
000050.SZ,20260723,6.92,5.66
000055.SZ,20260723,3.53,2.89
000056.SZ,20260723,1.94,1.58
000058.SZ,20260723,6.64,5.44
000059.SZ,20260723,4.98,4.08
000060.SZ,20260723,6.9,5.64
000061.SZ,20260723,6.18,5.06
000062.SZ,20260723,24.65,20.17
000063.SZ,20260723,41.25,33.75
000065.SZ,20260723,9.97,8.15
000066.SZ,20260723,16.8,13.74
000068.SZ,20260723,2.77,2.27
000069.SZ,20260723,1.87,1.53
000070.SZ,20260723,14.71,12.03
000078.SZ,20260723,1.85,1.51
000088.SZ,20260723,4.75,3.89
000089.SZ,20260723,7.32,5.99
000090.SZ,20260723,3.56,2.92
000096.SZ,20260723,8.38,6.86
000099.SZ,20260723,15.29,12.51
000100.SZ,20260723,5.67,4.64
000151.SZ,20260723,9.77,7.99
000153.SZ,20260723,5.79,4.73
000155.SZ,20260723,12.29,10.05
000156.SZ,20260723,7.23,5.91
000157.SZ,20260723,8.05,6.59
000158.SZ,20260723,13.66,11.18
000159.SZ,20260723,5.57,4.55
000166.SZ,20260723,5.14,4.2
000301.SZ,20260723,13.01,10.65
000333.SZ,20260723,93.28,76.32
000338.SZ,20260723,29.54,24.17
000400.SZ,20260723,23.89,19.55
000401.SZ,20260723,3.93,3.21
000402.SZ,20260723,2.63,2.15
000403.SZ,20260723,10.53,8.61
000404.SZ,20260723,8.24,6.74
000407.SZ,20260723,4.14,3.38
000408.SZ,20260723,84.22,68.9
000409.SZ,20260723,8.95,7.33
000410.SZ,20260723,5.07,4.15
000411.SZ,20260723,10.05,8.23
000415.SZ,20260723,4.64,3.8
000417.SZ,20260723,6.13,5.01
000419.SZ,20260723,5.01,4.1
000420.SZ,20260723,3.97,3.25
000421.SZ,20260723,5.65,4.63
000422.SZ,20260723,14.0,11.46
