ts_code,trade_date,open,high,low,close,pre_close,vol,amount,pct_chg
000001.SZ,20260724,11.09,11.18,11.09,11.1,11.08,1140932.92,1269361.12177,0.1805
000002.SZ,20260724,3.14,3.17,3.07,3.07,3.17,1124050.79,349079.94524,-3.1546
000006.SZ,20260724,6.04,6.15,5.98,6.05,6.14,148374.14,89942.20784,-1.4658
000007.SZ,20260724,9.31,9.49,8.99,9.34,9.27,81812.0,75922.557,0.7551
000008.SZ,20260724,2.32,2.34,2.28,2.28,2.34,211184.0,48564.063,-2.5641
000009.SZ,20260724,6.24,6.3,6.07,6.08,6.24,222487.5,136604.80519,-2.5641
000010.SZ,20260724,1.52,1.53,1.43,1.44,1.53,162671.0,23992.973,-5.8824
000011.SZ,20260724,7.9,8.26,7.74,8.26,7.51,250392.93,204303.35218,9.9867
000012.SZ,20260724,3.77,3.8,3.71,3.74,3.81,205265.41,76896.52293,-1.8373
000014.SZ,20260724,8.89,9.05,8.78,8.79,8.9,61804.01,54992.69579,-1.236
000016.SZ,20260724,2.44,2.48,2.4,2.46,2.46,143478.52,34943.0394,0.0
000017.SZ,20260724,5.75,5.99,5.63,5.8,5.68,228836.13,133496.8267,2.1127
000019.SZ,20260724,6.0,6.06,5.87,5.87,6.04,50365.98,29901.54061,-2.8146
000020.SZ,20260724,9.9,9.96,9.7,9.74,9.96,22883.0,22467.116,-2.2088
000021.SZ,20260724,38.5,42.8,38.29,41.99,39.09,2096956.62,8593148.11245,7.4188
000025.SZ,20260724,13.92,14.5,13.74,14.14,13.94,74897.38,105416.77214,1.4347
000026.SZ,20260724,15.78,16.13,15.55,15.93,15.92,47301.2,75209.6012,0.0628
000027.SZ,20260724,6.55,6.59,6.31,6.33,6.56,330116.34,211981.60949,-3.5061
000028.SZ,20260724,20.46,20.72,20.16,20.16,20.6,24865.71,50540.18945,-2.1359
000029.SZ,20260724,19.9,20.05,19.1,19.24,19.95,48419.77,94483.90397,-3.5589
000030.SZ,20260724,4.2,4.23,4.13,4.13,4.21,79135.69,33005.11422,-1.9002
000031.SZ,20260724,2.12,2.14,2.06,2.06,2.14,285382.0,59608.085,-3.7383
000032.SZ,20260724,14.7,14.84,14.11,14.15,14.92,365008.08,525282.42756,-5.1609
000034.SZ,20260724,27.25,27.78,26.54,26.67,27.8,579050.59,1564735.03716,-4.0647
000035.SZ,20260724,4.92,5.18,4.57,4.57,4.83,841559.4,404835.8553,-5.383
000036.SZ,20260724,4.07,4.11,3.94,3.94,4.09,201575.5,81049.52,-3.6675
000037.SZ,20260724,9.47,9.64,8.97,8.97,9.97,399348.0,367681.732,-10.0301
000039.SZ,20260724,8.43,8.6,8.06,8.09,8.54,451698.9,370577.4406,-5.2693
000042.SZ,20260724,7.8,7.92,7.72,7.74,7.9,40082.34,31267.02782,-2.0253
001914.SZ,20260724,8.74,8.83,8.57,8.6,8.73,69358.35,60127.0945,-1.4891
000045.SZ,20260724,8.71,8.91,8.7,8.74,8.94,33929.0,29854.104,-2.2371
000048.SZ,20260724,19.06,19.12,18.04,18.04,18.88,120690.51,222995.82992,-4.4492
000049.SZ,20260724,24.02,24.28,23.42,23.63,24.29,62369.78,148435.38961,-2.7172
000050.SZ,20260724,6.31,6.32,6.14,6.15,6.38,238356.93,148290.01683,-3.605
000055.SZ,20260724,3.29,3.33,3.21,3.21,3.33,77114.0,25074.113,-3.6036
000056.SZ,20260724,1.88,1.91,1.85,1.88,1.89,126100.0,23745.156,-0.5291
000058.SZ,20260724,6.15,6.16,5.99,6.0,6.16,55612.0,33677.374,-2.5974
000059.SZ,20260724,4.62,4.66,4.49,4.5,4.63,265366.03,120496.76974,-2.8078
000060.SZ,20260724,6.25,6.3,6.11,6.11,6.43,994298.44,616569.51742,-4.9767
000061.SZ,20260724,5.69,5.76,5.52,5.54,5.72,161942.0,90700.771,-3.1469
000062.SZ,20260724,21.93,22.21,21.5,21.61,22.37,185048.58,403848.67117,-3.3974
000063.SZ,20260724,35.01,35.82,34.8,35.0,35.92,1791419.74,6307641.47156,-2.5612
000065.SZ,20260724,9.16,9.23,8.86,8.89,9.27,132630.3,119352.02747,-4.0992
000066.SZ,20260724,14.81,15.0,14.46,14.49,15.06,1015641.22,1492519.67391,-3.7849
000068.SZ,20260724,2.67,2.69,2.58,2.62,2.67,92626.0,24280.916,-1.8727
000069.SZ,20260724,1.69,1.71,1.63,1.64,1.7,570136.1,94636.9349,-3.5294
000070.SZ,20260724,13.34,13.49,12.85,13.0,13.68,383328.86,505030.56072,-4.9708
000078.SZ,20260724,1.58,1.63,1.53,1.53,1.62,993082.1,156305.59076,-5.5556
000088.SZ,20260724,4.36,4.38,4.32,4.33,4.34,148965.0,64775.89677,-0.2304
000089.SZ,20260724,6.65,6.69,6.51,6.54,6.64,108336.5,71453.98065,-1.506
000090.SZ,20260724,3.27,3.31,3.22,3.24,3.28,116590.65,37938.2429,-1.2195
000096.SZ,20260724,7.74,8.02,7.42,7.44,7.71,89555.1,68545.7708,-3.5019
000099.SZ,20260724,13.99,14.02,13.55,13.56,14.03,66151.47,90938.88676,-3.35
000100.SZ,20260724,5.07,5.11,5.02,5.04,5.16,4275242.4,2163255.50651,-2.3256
000151.SZ,20260724,9.2,9.33,8.95,9.0,9.31,59518.01,53926.442,-3.3298
000153.SZ,20260724,5.36,5.44,5.2,5.2,5.39,75894.8,40051.8798,-3.525
000155.SZ,20260724,12.14,12.43,11.62,11.66,12.29,752479.81,896262.00286,-5.1261
000156.SZ,20260724,6.6,6.62,6.46,6.48,6.63,64926.72,42326.59956,-2.2624
000157.SZ,20260724,7.45,7.48,7.35,7.39,7.49,438409.64,324504.10345,-1.3351
000158.SZ,20260724,12.4,12.68,12.13,12.14,12.55,258779.12,320360.76793,-3.2669
000159.SZ,20260724,5.2,5.35,5.02,5.03,5.26,99805.0,51400.328,-4.3726
000166.SZ,20260724,4.71,4.73,4.63,4.64,4.73,679849.05,317459.03578,-1.9027
000301.SZ,20260724,12.16,12.3,11.57,11.6,12.17,246787.21,292223.20923,-4.6836
000333.SZ,20260724,84.75,85.2,84.11,84.5,84.77,237910.82,2014365.0701,-0.3185
000338.SZ,20260724,27.55,28.06,27.07,27.62,27.99,653644.4,1804518.54196,-1.3219
000400.SZ,20260724,22.53,23.28,22.18,22.19,23.08,325206.56,738172.49378,-3.8562
000401.SZ,20260724,3.62,3.64,3.51,3.52,3.64,78292.02,27816.13202,-3.2967
000402.SZ,20260724,2.41,2.43,2.36,2.36,2.43,300381.88,71637.7572,-2.8807
000403.SZ,20260724,9.67,9.83,9.43,9.44,9.7,112862.69,107656.70185,-2.6804
000404.SZ,20260724,7.58,7.6,7.23,7.23,7.64,106406.05,78876.66114,-5.3665
000407.SZ,20260724,3.87,3.94,3.77,3.78,3.9,135957.0,52201.309,-3.0769
000408.SZ,20260724,77.8,79.36,77.0,77.27,79.46,122464.34,953073.1499,-2.7561
000409.SZ,20260724,8.28,8.43,8.18,8.29,8.32,69747.28,57911.17042,-0.3606
000410.SZ,20260724,4.68,4.76,4.6,4.6,4.74,142454.0,66577.621,-2.9536
000411.SZ,20260724,9.3,9.33,9.07,9.08,9.35,32395.01,29704.72623,-2.8877
