ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
000001.SZ,20260601,10.9,10.99,10.81,10.99,954595.69,1042306.45586,0.5489
000002.SZ,20260601,3.45,3.5,3.41,3.47,3284125.03,1135995.93281,-2.2535
000006.SZ,20260601,9.04,9.13,8.87,8.88,278446.99,249715.59132,-2.4176
000007.SZ,20260601,11.18,11.87,11.14,11.61,99468.2,115499.2518,2.4713
000008.SZ,20260601,2.56,2.61,2.54,2.61,334414.49,86464.47271,1.5564
000009.SZ,20260601,7.34,7.54,7.34,7.47,157354.78,117572.96717,0.9459
000010.SZ,20260601,2.21,2.21,2.21,2.21,50943.0,11258.403,5.2381
000011.SZ,20260601,7.36,7.62,7.23,7.57,47664.0,35718.733,2.9932
000012.SZ,20260601,4.06,4.3,4.02,4.16,685881.93,287832.49991,2.716
000014.SZ,20260601,10.6,11.34,10.55,11.19,104010.24,115672.63256,4.8735
000016.SZ,20260601,3.42,3.45,3.29,3.37,357253.46,120012.66772,-2.6012
000017.SZ,20260601,5.38,5.61,5.33,5.57,84192.14,46641.04242,2.9575
000019.SZ,20260601,6.47,6.67,6.4,6.67,122972.03,80938.19326,3.4109
000020.SZ,20260601,12.46,12.97,12.3,12.75,44735.0,57194.93,2.3274
000021.SZ,20260601,39.01,39.7,36.28,36.43,1815753.23,6862487.71575,-8.4443
000025.SZ,20260601,15.34,15.85,15.2,15.6,126714.45,196073.83905,-0.3831
000026.SZ,20260601,23.9,24.11,22.71,22.8,177993.53,413308.99685,-4.8017
000027.SZ,20260601,8.17,8.24,7.64,8.02,1239521.71,982552.26236,-0.7426
000028.SZ,20260601,23.51,23.64,23.32,23.62,24096.37,56620.67525,0.0
000029.SZ,20260601,24.4,25.58,23.79,23.93,101911.94,250055.74546,-3.3131
000030.SZ,20260601,4.6,4.7,4.56,4.68,111436.44,51776.62531,2.1834
000031.SZ,20260601,2.59,2.87,2.55,2.87,539678.0,150114.997,9.9617
000032.SZ,20260601,16.47,16.9,16.34,16.49,195611.22,325160.43592,0.1214
000034.SZ,20260601,26.39,27.75,26.38,26.59,689659.28,1868270.18452,2.9025
000035.SZ,20260601,5.89,5.96,5.81,5.9,315228.0,185676.156,0.1698
000036.SZ,20260601,5.13,5.26,5.08,5.19,281354.81,146281.9938,0.0
000037.SZ,20260601,12.25,12.65,11.31,12.65,1032596.09,1268046.51839,10.0
000039.SZ,20260601,11.02,11.19,10.74,10.81,396556.52,431542.22988,-1.9056
000042.SZ,20260601,9.75,10.0,9.69,9.94,59032.0,58172.868,1.4286
001914.SZ,20260601,9.65,10.1,9.57,10.07,126596.68,125302.95627,3.9216
000045.SZ,20260601,11.1,11.52,11.05,11.38,70786.0,80344.869,0.8865
000048.SZ,20260601,12.8,13.79,12.7,13.79,82742.62,110866.19563,9.9681
000049.SZ,20260601,25.33,25.95,25.33,25.52,70977.24,182324.99679,0.7899
000050.SZ,20260601,7.6,8.05,7.58,7.8,468363.0,367894.966,2.3622
000055.SZ,20260601,3.45,3.81,3.42,3.81,282069.91,105946.76871,10.1156
000056.SZ,20260601,1.52,1.63,1.52,1.56,666456.67,103711.20086,-2.5
000058.SZ,20260601,7.18,7.4,7.16,7.32,73921.4,54105.626,1.105
000059.SZ,20260601,4.4,4.58,4.39,4.56,278680.0,125451.321,2.9345
000060.SZ,20260601,7.71,8.01,7.66,7.68,2316877.7,1809617.72449,-0.3891
000061.SZ,20260601,6.4,6.67,6.28,6.6,214792.86,140424.96177,2.1672
000062.SZ,20260601,29.18,31.54,29.02,30.47,456651.69,1384358.17347,4.5642
000063.SZ,20260601,36.65,36.83,35.06,35.1,1615572.17,5788833.39478,-4.4118
000065.SZ,20260601,12.0,12.45,11.83,12.2,191479.32,231915.00416,-0.4894
000066.SZ,20260601,18.52,19.39,18.34,18.48,2826607.49,5314231.19657,3.8202
000068.SZ,20260601,3.19,3.21,3.1,3.16,227526.93,71988.87316,0.6369
000069.SZ,20260601,1.92,2.09,1.89,2.02,1090819.33,220203.0864,4.1237
000070.SZ,20260601,17.61,17.71,17.0,17.01,479583.3,827087.46285,-5.8661
000078.SZ,20260601,1.75,1.76,1.7,1.76,957897.23,167655.25912,4.7619
000088.SZ,20260601,4.47,4.51,4.41,4.5,269679.05,120558.93516,0.6711
000089.SZ,20260601,6.78,6.87,6.64,6.86,108746.01,73720.18785,0.8824
000090.SZ,20260601,3.84,4.01,3.65,3.87,1511519.75,576753.18543,0.5195
000096.SZ,20260601,8.23,8.51,8.17,8.5,78722.38,66219.65176,3.5323
000099.SZ,20260601,15.57,15.82,15.53,15.68,66397.0,104203.519,0.5128
000100.SZ,20260601,4.27,4.53,4.27,4.4,10253294.47,4534573.14412,2.8037
