ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
000001.SZ,20260811,0.3418,0.8129,0.6,21851063.8932,
000002.SZ,20260811,0.8367,1.2558,0.59,3853619.1685,
000006.SZ,20260811,1.2833,2.0367,0.96,916646.605,
000007.SZ,20260811,3.1226,4.7021,1.15,367581.328,
000008.SZ,20260811,0.8239,1.3532,0.73,662796.1588,
000009.SZ,20260811,1.9222,3.1851,0.63,2094321.768,
000010.SZ,20260811,1.8399,2.1734,0.67,179345.7588,
000011.SZ,20260811,1.9264,5.4227,0.93,487510.9038,
000012.SZ,20260811,0.926,1.3852,0.7,1171350.488,
000014.SZ,20260811,2.5399,3.8493,1.12,250033.7246,
000016.SZ,20260811,0.5549,0.826,0.53,614026.077,
000017.SZ,20260811,1.3297,2.4476,0.65,425916.2682,
000019.SZ,20260811,1.9011,2.923,0.64,712266.8154,
000020.SZ,20260811,1.3241,3.8768,0.67,316291.0604,
000021.SZ,20260811,7.1236,10.8281,0.77,6267566.0942,
000025.SZ,20260811,1.4805,3.2095,0.65,650035.9164,
000026.SZ,20260811,7.5588,13.67,1.95,812745.292,
000027.SZ,20260811,0.3814,1.5265,0.84,3030457.3663,
000028.SZ,20260811,1.9079,5.4849,3.09,1264237.3975,
000029.SZ,20260811,0.6005,1.9503,1.07,2324794.68,
000030.SZ,20260811,0.4183,1.5091,0.72,736079.0652,
000031.SZ,20260811,0.7253,2.8198,0.85,960134.1792,
000032.SZ,20260811,3.5026,5.2335,0.92,1787528.7503,
000034.SZ,20260811,3.9991,4.2716,0.74,2475760.926,
000035.SZ,20260811,1.4527,2.0979,0.67,1158195.8595,
000036.SZ,20260811,1.2441,1.7732,0.71,592411.4914,
000037.SZ,20260811,6.9108,11.7027,0.59,610598.5138,
000039.SZ,20260811,5.1626,5.8633,3.35,4847875.7497,
000042.SZ,20260811,1.2409,2.6615,1.74,584386.5369,
001914.SZ,20260811,0.4457,1.2005,0.53,925166.0722,
000045.SZ,20260811,0.8179,1.6767,0.55,505508.7564,
000048.SZ,20260811,2.7916,6.1156,0.76,1163264.9432,
000049.SZ,20260811,1.7465,3.2049,0.88,953134.4508,
000050.SZ,20260811,0.8435,1.5035,0.63,1624662.3252,
000055.SZ,20260811,0.9845,1.1984,0.73,375855.97,
000056.SZ,20260811,2.3093,2.8881,0.6,227045.4182,
000058.SZ,20260811,0.5718,1.9513,0.66,834754.0746,
000059.SZ,20260811,0.9763,1.8434,0.82,742141.3664,
000060.SZ,20260811,3.8048,5.4402,0.93,2971144.4025,
000061.SZ,20260811,0.8498,2.1513,0.68,1165172.2244,
000062.SZ,20260811,2.0713,6.2161,0.76,2432785.0318,
000063.SZ,20260811,2.1172,2.7788,0.61,16354905.8231,
000065.SZ,20260811,1.2124,2.324,0.61,1059235.2864,
000066.SZ,20260811,2.1553,3.5997,0.55,4699989.2887,
000068.SZ,20260811,1.0837,1.9028,0.85,298981.4355,
000069.SZ,20260811,0.5536,1.1152,0.46,1470909.7323,
000070.SZ,20260811,4.1707,6.8568,0.59,1247880.5973,
000078.SZ,20260811,4.0605,7.5666,1.01,465708.8241,
000088.SZ,20260811,0.6101,1.1729,0.84,2287772.652,
000089.SZ,20260811,0.5204,1.2093,0.63,1341203.253,
000090.SZ,20260811,0.7011,1.1603,0.71,653990.89,
000096.SZ,20260811,1.1771,2.5617,0.91,416592.0,
000099.SZ,20260811,0.7485,1.2197,0.71,1104696.6224,
000100.SZ,20260811,4.2683,4.397,1.57,10400431.2,
000151.SZ,20260811,1.4206,2.1537,0.67,356520.8008,
000153.SZ,20260811,3.6287,4.9685,1.81,274629.1305,
000155.SZ,20260811,1.9084,3.1524,0.79,2267094.6724,
000156.SZ,20260811,0.4434,0.8442,0.73,1274817.56,
000157.SZ,20260811,0.9362,1.2899,1.17,6123162.9216,
000158.SZ,20260811,1.3126,2.0001,0.45,2148540.8448,
000159.SZ,20260811,1.6234,2.1035,0.75,277355.822,
000166.SZ,20260811,0.1979,0.4803,0.6,11368134.803,
000301.SZ,20260811,0.5131,1.635,1.08,8587990.9785,
000333.SZ,20260811,0.284,0.4137,0.61,65186263.8618,
000338.SZ,20260811,1.7853,1.8133,0.95,26905646.9484,
000400.SZ,20260811,1.4848,2.397,0.61,2288844.0834,
000401.SZ,20260811,0.2559,0.7086,0.73,956212.92,
000402.SZ,20260811,1.9498,3.5404,1.35,759188.1946,
000403.SZ,20260811,1.1226,1.8149,1.13,1017875.6004,
000404.SZ,20260811,1.3803,1.9931,0.71,551924.7487,
000407.SZ,20260811,1.214,1.6248,0.69,359954.6423,
000408.SZ,20260811,2.1254,4.7798,1.9,12924720.1224,
000409.SZ,20260811,1.4358,2.2826,1.34,599054.4456,
000410.SZ,20260811,3.2728,4.4003,3.69,1388114.252,
000411.SZ,20260811,0.8496,2.632,1.11,556941.2126,
000415.SZ,20260811,0.6518,0.9064,0.71,2807772.6702,
000417.SZ,20260811,3.2594,5.2611,0.69,467150.6358,
000419.SZ,20260811,1.8457,3.3155,1.35,273965.6808,
000420.SZ,20260811,1.5268,2.0499,0.79,934369.954,
000421.SZ,20260811,1.1654,2.5381,0.81,313630.9722,
000422.SZ,20260811,3.4585,5.0107,1.35,1456275.9133,
000423.SZ,20260811,0.7735,1.1715,0.75,3430751.3016,
000425.SZ,20260811,1.3845,1.5237,1.01,9521214.095,
000426.SZ,20260811,6.3838,8.7852,1.19,6877037.4534,
000428.SZ,20260811,8.3392,18.6128,1.16,439157.106,
000429.SZ,20260811,0.9323,2.4408,0.95,2778681.3069,
000430.SZ,20260811,1.9517,2.4064,1.09,533549.7286,
000488.SZ,20260811,0.4711,0.6445,0.76,561818.1342,
000498.SZ,20260811,0.4525,1.1385,0.61,773116.116,
000501.SZ,20260811,0.597,1.0473,0.74,555981.7221,
000503.SZ,20260811,1.3478,1.8592,0.65,726605.355,
000504.SZ,20260811,1.9621,3.3054,0.83,285469.9815,
000505.SZ,20260811,1.5362,3.2884,0.54,415815.5144,
000506.SZ,20260811,18.2938,27.3046,1.64,1754914.6242,
000507.SZ,20260811,0.745,1.0728,0.67,458947.7151,
000509.SZ,20260811,1.673,2.7675,0.66,351985.984,
000510.SZ,20260811,10.4034,11.5987,0.94,1072691.1144,
000513.SZ,20260811,1.2639,2.1765,1.03,2730314.64,
000514.SZ,20260811,0.9327,2.5336,0.75,336664.629,
000516.SZ,20260811,0.7971,1.158,0.81,949292.2233,
000517.SZ,20260811,2.1397,7.2284,1.42,732302.175,
000518.SZ,20260811,8.0326,12.3885,1.35,434472.7164,
000519.SZ,20260811,2.5202,4.3042,0.75,2058202.202,
000520.SZ,20260811,1.075,1.5693,0.64,395724.6485,
000521.SZ,20260811,0.5675,0.7924,0.66,507752.4334,
000523.SZ,20260811,1.6471,4.4482,0.93,535956.802,
000524.SZ,20260811,0.8514,2.7661,0.73,633347.127,
000525.SZ,20260811,1.6017,2.0213,0.83,585019.4314,
000526.SZ,20260811,3.3515,4.8634,0.73,441746.4875,
000528.SZ,20260811,1.9918,2.6908,1.36,1671023.3355,
000529.SZ,20260811,0.6116,1.3802,0.78,283722.1344,
000530.SZ,20260811,1.8466,2.5819,0.92,424979.1,
000531.SZ,20260811,0.9893,2.0763,0.79,613385.3657,
000532.SZ,20260811,0.8629,1.6312,0.65,373663.7972,
000533.SZ,20260811,24.0224,38.7651,1.12,889080.192,
000534.SZ,20260811,1.6062,2.3148,0.57,1411449.345,
000536.SZ,20260811,1.4795,2.48,0.86,923854.9552,
000537.SZ,20260811,5.8777,18.9444,4.34,1802864.5983,
000538.SZ,20260811,0.4794,1.0946,0.82,9069406.7958,
000539.SZ,20260811,2.3024,6.5664,0.75,3108168.128,
000541.SZ,20260811,0.4872,0.969,0.78,757138.6674,
000543.SZ,20260811,1.0396,2.4551,0.88,1772687.1006,
000544.SZ,20260811,0.3702,1.4945,0.85,722241.2145,
000545.SZ,20260811,3.1726,3.7215,0.9,253616.1067,
000546.SZ,20260811,1.8029,2.7263,0.57,375604.1289,
000547.SZ,20260811,5.721,7.1876,1.22,2506398.2944,
000548.SZ,20260811,0.9256,1.3675,0.77,223149.4626,
000550.SZ,20260811,1.0799,3.408,1.37,1414807.746,
000551.SZ,20260811,2.2445,3.4846,0.46,655359.016,
000552.SZ,20260811,2.0806,3.665,1.07,1380768.7086,
000553.SZ,20260811,0.2841,1.7723,0.77,1260428.1838,
000554.SZ,20260811,6.1466,6.1466,1.16,313681.2993,
000555.SZ,20260811,3.4244,5.5825,1.16,1071400.401,
000557.SZ,20260811,0.4295,0.8217,0.79,538140.2643,
000558.SZ,20260811,1.6611,2.37,0.95,456385.2606,
000559.SZ,20260811,1.18,3.2567,0.93,3915438.2704,
000560.SZ,20260811,4.4123,5.888,0.97,522921.1998,
000561.SZ,20260811,0.9457,1.6805,0.83,659245.9629,
000563.SZ,20260811,0.4725,0.8371,0.57,1534191.12,
000564.SZ,20260811,1.0208,1.3803,0.78,2618419.1785,
000565.SZ,20260811,1.3804,2.3218,0.64,259721.7278,
000566.SZ,20260811,18.1083,23.4877,0.87,760255.9486,
000567.SZ,20260811,0.6834,2.7912,0.74,1209892.5099,
000568.SZ,20260811,0.555,1.1313,0.67,13273606.8252,
000570.SZ,20260811,1.3881,2.3514,0.7,352846.25,
000571.SZ,20260811,6.1015,8.6045,1.08,619277.2758,
