ts_code,trade_date,up_limit,down_limit
000001.SZ,20260520,11.95,9.77
000002.SZ,20260520,4.08,3.34
000004.SZ,20260520,2.9,2.62
000006.SZ,20260520,12.25,10.03
000007.SZ,20260520,13.57,11.11
000008.SZ,20260520,2.97,2.43
000009.SZ,20260520,8.64,7.07
000010.SZ,20260520,2.73,2.47
000011.SZ,20260520,8.73,7.15
000012.SZ,20260520,4.11,3.37
000014.SZ,20260520,13.21,10.81
000016.SZ,20260520,3.36,3.04
000017.SZ,20260520,6.5,5.32
000019.SZ,20260520,7.7,6.3
000020.SZ,20260520,14.82,12.12
000021.SZ,20260520,41.44,33.9
000025.SZ,20260520,17.13,14.01
000026.SZ,20260520,24.44,20.0
000027.SZ,20260520,8.54,6.98
000028.SZ,20260520,26.57,21.74
000029.SZ,20260520,32.36,26.48
000030.SZ,20260520,5.29,4.33
000031.SZ,20260520,3.15,2.57
000032.SZ,20260520,21.59,17.67
000034.SZ,20260520,34.06,27.86
000035.SZ,20260520,6.82,5.58
000036.SZ,20260520,6.24,5.1
000037.SZ,20260520,11.98,9.8
000039.SZ,20260520,12.8,10.48
000042.SZ,20260520,11.35,9.29
000045.SZ,20260520,13.5,11.04
000048.SZ,20260520,15.96,13.06
000049.SZ,20260520,29.08,23.8
000050.SZ,20260520,8.27,6.77
000055.SZ,20260520,4.1,3.36
000056.SZ,20260520,1.53,1.39
000058.SZ,20260520,8.79,7.19
000059.SZ,20260520,5.4,4.42
000060.SZ,20260520,8.03,6.57
000061.SZ,20260520,7.4,6.06
000062.SZ,20260520,35.98,29.44
000063.SZ,20260520,41.42,33.89
000065.SZ,20260520,13.63,11.15
000066.SZ,20260520,22.79,18.65
000068.SZ,20260520,3.65,2.99
000069.SZ,20260520,2.29,1.87
000070.SZ,20260520,20.64,16.88
000078.SZ,20260520,2.0,1.81
000088.SZ,20260520,5.03,4.11
000089.SZ,20260520,7.47,6.11
000090.SZ,20260520,3.76,3.08
000096.SZ,20260520,10.02,8.2
000099.SZ,20260520,18.73,15.33
000100.SZ,20260520,4.73,3.87
000151.SZ,20260520,13.4,10.96
000153.SZ,20260520,6.81,5.57
000155.SZ,20260520,17.8,14.56
000156.SZ,20260520,8.45,6.91
000157.SZ,20260520,7.99,6.53
000158.SZ,20260520,18.49,15.13
000159.SZ,20260520,7.85,6.43
000166.SZ,20260520,4.97,4.07
000301.SZ,20260520,13.88,11.36
000333.SZ,20260520,89.1,72.9
000338.SZ,20260520,36.47,29.84
000400.SZ,20260520,30.17,24.69
000401.SZ,20260520,4.52,3.7
000402.SZ,20260520,3.33,2.73
000403.SZ,20260520,11.9,9.74
000404.SZ,20260520,10.55,8.63
000407.SZ,20260520,5.1,4.18
000408.SZ,20260520,88.18,72.14
000409.SZ,20260520,10.99,8.99
000410.SZ,20260520,6.61,5.41
000411.SZ,20260520,13.13,10.75
000415.SZ,20260520,4.71,3.85
000417.SZ,20260520,9.53,7.79
000419.SZ,20260520,6.12,5.0
000420.SZ,20260520,5.41,4.43
000421.SZ,20260520,6.94,5.68
000422.SZ,20260520,16.32,13.36
000423.SZ,20260520,55.88,45.72
000425.SZ,20260520,10.34,8.46
000426.SZ,20260520,45.89,37.55
000428.SZ,20260520,4.09,3.35
000429.SZ,20260520,14.27,11.67
000430.SZ,20260520,8.2,6.71
000488.SZ,20260520,2.4,2.18
000498.SZ,20260520,5.91,4.83
000501.SZ,20260520,8.7,7.12
000503.SZ,20260520,8.54,6.98
000504.SZ,20260520,9.68,8.76
000505.SZ,20260520,7.21,5.9
000506.SZ,20260520,15.63,12.79
000507.SZ,20260520,5.94,4.86
000509.SZ,20260520,4.36,3.56
000510.SZ,20260520,15.1,12.36
000513.SZ,20260520,34.3,28.06
000514.SZ,20260520,5.32,4.36
000516.SZ,20260520,5.04,4.12
000517.SZ,20260520,2.18,1.78
000518.SZ,20260520,3.41,2.79
000519.SZ,20260520,19.17,15.69
000520.SZ,20260520,4.49,3.67
000521.SZ,20260520,6.14,5.02
000523.SZ,20260520,3.78,3.1
000524.SZ,20260520,10.46,8.56
000525.SZ,20260520,5.62,4.6
000526.SZ,20260520,37.07,30.33
000528.SZ,20260520,10.21,8.35
000529.SZ,20260520,5.92,4.84
000530.SZ,20260520,6.56,5.36
000531.SZ,20260520,8.32,6.8
000532.SZ,20260520,13.66,11.18
000533.SZ,20260520,15.07,12.33
000534.SZ,20260520,42.35,34.65
000536.SZ,20260520,4.39,3.59
000537.SZ,20260520,12.39,10.13
000538.SZ,20260520,55.97,45.79
000539.SZ,20260520,7.73,6.33
000541.SZ,20260520,5.82,4.76
000543.SZ,20260520,9.9,8.1
000544.SZ,20260520,9.13,7.47
000545.SZ,20260520,3.14,2.57
000546.SZ,20260520,6.82,5.58
000547.SZ,20260520,27.37,22.39
000548.SZ,20260520,5.61,4.59
000550.SZ,20260520,19.83,16.23
000551.SZ,20260520,19.35,15.83
000552.SZ,20260520,3.1,2.54
000553.SZ,20260520,7.35,6.01
000554.SZ,20260520,8.48,6.94
000555.SZ,20260520,15.53,12.71
000557.SZ,20260520,4.97,4.07
000558.SZ,20260520,4.24,3.47
000559.SZ,20260520,19.93,16.31
000560.SZ,20260520,3.26,2.66
000561.SZ,20260520,10.27,8.41
000563.SZ,20260520,3.41,2.79
000564.SZ,20260520,1.86,1.52
000565.SZ,20260520,8.87,7.25
000566.SZ,20260520,5.01,4.1
000567.SZ,20260520,7.16,5.86
000568.SZ,20260520,99.36,81.3
000570.SZ,20260520,6.96,5.7
000571.SZ,20260520,6.6,5.4
000572.SZ,20260520,5.57,4.55
000573.SZ,20260520,5.13,4.19
000576.SZ,20260520,9.3,7.61
000581.SZ,20260520,21.9,17.92
000582.SZ,20260520,14.14,11.57
000586.SZ,20260520,22.63,18.51
000589.SZ,20260520,5.23,4.28
000590.SZ,20260520,11.53,9.43
000591.SZ,20260520,6.72,5.5
000592.SZ,20260520,11.41,9.33
000593.SZ,20260520,26.79,21.92
000595.SZ,20260520,8.14,7.36
000596.SZ,20260520,105.6,86.4
000597.SZ,20260520,5.4,4.42
000598.SZ,20260520,7.33,5.99
000599.SZ,20260520,6.27,5.13
000600.SZ,20260520,11.97,9.79
000601.SZ,20260520,8.77,7.17
000603.SZ,20260520,36.92,30.2
000605.SZ,20260520,7.78,6.36
000607.SZ,20260520,4.42,3.62
000608.SZ,20260520,4.23,3.83
000609.SZ,20260520,16.22,14.68
000610.SZ,20260520,8.26,7.48
000612.SZ,20260520,13.18,10.78
000615.SZ,20260520,3.65,3.31
000617.SZ,20260520,9.45,7.73
000619.SZ,20260520,6.71,5.49
000620.SZ,20260520,3.66,3.0
000623.SZ,20260520,19.65,16.07
000625.SZ,20260520,9.48,7.76
000626.SZ,20260520,9.17,7.51
000628.SZ,20260520,68.49,56.03
000629.SZ,20260520,3.96,3.24
000630.SZ,20260520,6.62,5.42
000631.SZ,20260520,3.74,3.06
000632.SZ,20260520,4.52,4.09
000633.SZ,20260520,6.99,5.72
000635.SZ,20260520,8.67,7.09
000636.SZ,20260520,35.61,29.13
000637.SZ,20260520,5.2,4.26
000638.SZ,20260520,0.93,0.85
000639.SZ,20260520,1.64,1.48
000650.SZ,20260520,6.13,5.01
000651.SZ,20260520,43.52,35.6
000652.SZ,20260520,4.39,3.59
000655.SZ,20260520,8.4,6.88
000656.SZ,20260520,1.51,1.37
000657.SZ,20260520,59.37,48.57
000659.SZ,20260520,4.74,3.88
000661.SZ,20260520,91.72,75.04
000663.SZ,20260520,7.37,6.03
000665.SZ,20260520,5.48,4.48
000668.SZ,20260520,19.34,17.5
000669.SZ,20260520,5.1,4.62
000670.SZ,20260520,9.17,7.51
000672.SZ,20260520,19.97,16.34
000676.SZ,20260520,8.05,6.59
000677.SZ,20260520,2.4,2.18
000678.SZ,20260520,14.52,11.88
000679.SZ,20260520,7.59,6.21
000680.SZ,20260520,12.57,10.29
000681.SZ,20260520,24.75,20.25
000682.SZ,20260520,15.53,12.71
000683.SZ,20260520,8.51,6.97
000685.SZ,20260520,14.19,11.61
000686.SZ,20260520,9.1,7.44
000688.SZ,20260520,44.01,36.01
000690.SZ,20260520,6.3,5.16
000691.SZ,20260520,8.73,7.89
000692.SZ,20260520,5.71,4.67
000695.SZ,20260520,16.19,13.25
000697.SZ,20260520,12.96,10.6
000698.SZ,20260520,3.94,3.56
000700.SZ,20260520,15.3,12.52
000701.SZ,20260520,6.51,5.33
000702.SZ,20260520,7.52,6.16
000703.SZ,20260520,16.23,13.28
000705.SZ,20260520,8.47,6.93
000707.SZ,20260520,6.17,5.05
000708.SZ,20260520,16.13,13.19
000709.SZ,20260520,2.49,2.03
000710.SZ,20260520,11.51,9.41
000711.SZ,20260520,6.39,5.79
000712.SZ,20260520,11.95,9.77
000713.SZ,20260520,6.83,5.59
000715.SZ,20260520,6.06,4.96
000716.SZ,20260520,5.47,4.47
000717.SZ,20260520,2.59,2.12
000718.SZ,20260520,2.27,1.85
000719.SZ,20260520,15.62,12.78
000720.SZ,20260520,5.87,4.81
000721.SZ,20260520,7.29,5.97
000722.SZ,20260520,16.7,13.66
000723.SZ,20260520,4.52,3.7
000725.SZ,20260520,4.74,3.88
000726.SZ,20260520,6.81,5.57
000727.SZ,20260520,3.16,2.58
000728.SZ,20260520,7.82,6.4
000729.SZ,20260520,13.66,11.18
000731.SZ,20260520,7.04,5.76
000733.SZ,20260520,51.6,42.22
000735.SZ,20260520,6.82,5.58
000736.SZ,20260520,5.62,5.08
000737.SZ,20260520,15.41,12.61
000738.SZ,20260520,23.58,19.3
000739.SZ,20260520,18.04,14.76
000750.SZ,20260520,4.25,3.47
000751.SZ,20260520,6.15,5.03
000752.SZ,20260520,9.82,8.88
000753.SZ,20260520,6.91,5.65
000755.SZ,20260520,5.76,4.72
000756.SZ,20260520,15.81,12.93
000757.SZ,20260520,5.07,4.15
000758.SZ,20260520,7.7,6.3
000759.SZ,20260520,5.79,4.73
000761.SZ,20260520,2.99,2.45
000762.SZ,20260520,35.29,28.87
000766.SZ,20260520,25.65,20.99
000767.SZ,20260520,5.6,4.58
000768.SZ,20260520,25.76,21.08
000776.SZ,20260520,21.46,17.56
000777.SZ,20260520,21.33,17.45
000778.SZ,20260520,4.74,3.88
000779.SZ,20260520,8.93,7.31
000782.SZ,20260520,9.16,7.5
000783.SZ,20260520,9.24,7.56
000785.SZ,20260520,2.72,2.22
000786.SZ,20260520,27.19,22.25
000788.SZ,20260520,6.29,5.15
000789.SZ,20260520,5.25,4.29
000790.SZ,20260520,4.9,4.01
000791.SZ,20260520,10.68,8.74
000792.SZ,20260520,35.65,29.17
000793.SZ,20260520,2.85,2.57
000795.SZ,20260520,10.05,8.23
000796.SZ,20260520,5.23,4.28
000797.SZ,20260520,3.03,2.48
000798.SZ,20260520,9.98,8.16
000799.SZ,20260520,46.1,37.72
000800.SZ,20260520,6.96,5.7
000801.SZ,20260520,14.75,12.07
000802.SZ,20260520,5.71,4.67
000803.SZ,20260520,9.17,7.51
000807.SZ,20260520,33.01,27.01
000809.SZ,20260520,4.37,3.57
000810.SZ,20260520,13.84,11.32
000811.SZ,20260520,41.87,34.25
000812.SZ,20260520,4.42,3.62
000813.SZ,20260520,4.81,3.93
000815.SZ,20260520,23.23,19.01
000816.SZ,20260520,3.12,2.56
000818.SZ,20260520,18.16,14.86
000819.SZ,20260520,17.68,14.46
000820.SZ,20260520,3.92,3.54
000821.SZ,20260520,10.52,9.52
000822.SZ,20260520,5.93,4.85
000823.SZ,20260520,17.55,14.36
000825.SZ,20260520,4.47,3.65
000826.SZ,20260520,2.34,2.12
000828.SZ,20260520,11.02,9.02
000829.SZ,20260520,11.06,9.05
000830.SZ,20260520,15.5,12.68
000831.SZ,20260520,56.77,46.45
000833.SZ,20260520,29.83,24.41
000837.SZ,20260520,14.05,11.49
000838.SZ,20260520,1.96,1.78
000839.SZ,20260520,3.91,3.2
000848.SZ,20260520,9.79,8.01
000850.SZ,20260520,4.73,3.87
000852.SZ,20260520,7.71,6.31
000856.SZ,20260520,11.04,9.04
000858.SZ,20260520,94.36,77.2
000859.SZ,20260520,10.53,8.61
000860.SZ,20260520,13.05,10.67
000862.SZ,20260520,8.02,6.56
000863.SZ,20260520,6.4,5.24
000868.SZ,20260520,4.7,3.84
000869.SZ,20260520,21.09,17.25
000875.SZ,20260520,7.56,6.18
000876.SZ,20260520,9.17,7.51
000877.SZ,20260520,4.96,4.06
000878.SZ,20260520,19.78,16.18
000880.SZ,20260520,35.42,28.98
000881.SZ,20260520,8.81,7.21
000882.SZ,20260520,1.71,1.4
000883.SZ,20260520,5.68,4.64
000885.SZ,20260520,15.29,12.51
000886.SZ,20260520,5.81,4.75
000887.SZ,20260520,20.57,16.83
000888.SZ,20260520,12.05,9.86
000889.SZ,20260520,5.17,4.23
000890.SZ,20260520,12.85,10.51
000892.SZ,20260520,4.83,3.95
000893.SZ,20260520,54.82,44.86
000895.SZ,20260520,28.91,23.65
000897.SZ,20260520,2.28,1.86
000898.SZ,20260520,2.31,1.89
000899.SZ,20260520,15.73,12.87
000900.SZ,20260520,4.43,3.63
000901.SZ,20260520,24.4,19.96
000902.SZ,20260520,15.66,12.82
000903.SZ,20260520,2.07,1.87
000905.SZ,20260520,11.97,9.79
000906.SZ,20260520,7.11,5.81
000908.SZ,20260520,7.78,7.04
000909.SZ,20260520,5.36,4.85
000910.SZ,20260520,7.77,6.35
000911.SZ,20260520,6.63,5.99
000912.SZ,20260520,4.54,3.72
000913.SZ,20260520,13.63,11.15
000915.SZ,20260520,30.84,25.24
000917.SZ,20260520,9.35,7.65
000919.SZ,20260520,7.46,6.1
000920.SZ,20260520,12.25,10.03
000921.SZ,20260520,26.9,22.01
000922.SZ,20260520,17.73,14.51
000923.SZ,20260520,17.51,14.33
000925.SZ,20260520,9.75,7.97
000926.SZ,20260520,2.28,1.86
000927.SZ,20260520,3.0,2.46
000928.SZ,20260520,7.14,5.84
000929.SZ,20260520,12.2,11.04
000930.SZ,20260520,6.01,4.91
000931.SZ,20260520,4.98,4.08
000932.SZ,20260520,4.64,3.8
000933.SZ,20260520,32.75,26.79
000935.SZ,20260520,35.83,29.31
000936.SZ,20260520,8.29,6.79
000937.SZ,20260520,6.01,4.91
000938.SZ,20260520,35.74,29.24
000948.SZ,20260520,16.5,13.5
000949.SZ,20260520,8.32,6.8
000950.SZ,20260520,7.17,5.87
000951.SZ,20260520,23.6,19.31
000952.SZ,20260520,8.1,6.62
000953.SZ,20260520,7.73,6.33
000955.SZ,20260520,5.21,4.27
000957.SZ,20260520,12.52,10.24
000958.SZ,20260520,6.79,5.55
000959.SZ,20260520,4.29,3.51
000960.SZ,20260520,39.99,32.72
000962.SZ,20260520,61.05,49.95
000963.SZ,20260520,33.14,27.12
000965.SZ,20260520,3.95,3.23
000966.SZ,20260520,5.6,4.58
000967.SZ,20260520,14.66,12.0
000968.SZ,20260520,9.06,7.42
000969.SZ,20260520,23.66,19.36
000970.SZ,20260520,13.11,10.73
000972.SZ,20260520,4.01,3.63
000973.SZ,20260520,18.38,15.04
000975.SZ,20260520,26.43,21.63
000977.SZ,20260520,79.41,64.97
000978.SZ,20260520,7.19,5.89
000980.SZ,20260520,2.92,2.39
000981.SZ,20260520,4.58,3.74
000983.SZ,20260520,7.37,6.03
000985.SZ,20260520,20.8,17.02
000987.SZ,20260520,9.34,7.64
000988.SZ,20260520,174.24,142.56
000989.SZ,20260520,9.54,7.8
000990.SZ,20260520,11.79,9.65
000993.SZ,20260520,15.61,12.77
000995.SZ,20260520,15.64,12.8
000997.SZ,20260520,26.04,21.3
000998.SZ,20260520,9.63,7.88
000999.SZ,20260520,27.43,22.45
001201.SZ,20260520,14.16,11.58
001202.SZ,20260520,18.78,15.36
001203.SZ,20260520,44.09,36.07
001205.SZ,20260520,16.4,13.42
001206.SZ,20260520,19.7,16.12
001207.SZ,20260520,22.78,18.64
001208.SZ,20260520,20.7,16.94
001209.SZ,20260520,23.96,19.6
001210.SZ,20260520,33.3,27.24
001211.SZ,20260520,66.85,54.69
001212.SZ,20260520,60.42,49.44
001213.SZ,20260520,4.35,3.56
001215.SZ,20260520,48.92,40.02
001216.SZ,20260520,18.66,15.26
001217.SZ,20260520,12.38,10.13
001218.SZ,20260520,28.8,23.56
001219.SZ,20260520,15.62,12.78
001220.SZ,20260520,40.36,33.02
001221.SZ,20260520,62.99,51.53
001222.SZ,20260520,19.46,15.92
001223.SZ,20260520,70.61,57.77
001225.SZ,20260520,54.6,44.68
001226.SZ,20260520,59.91,49.01
001227.SZ,20260520,2.38,1.94
001228.SZ,20260520,34.87,28.53
001229.SZ,20260520,39.96,32.7
001230.SZ,20260520,28.46,23.28
001231.SZ,20260520,27.09,22.17
001233.SZ,20260520,63.01,51.55
001234.SZ,20260520,29.04,23.76
001236.SZ,20260520,10.48,8.58
001238.SZ,20260520,49.32,40.36
001239.SZ,20260520,16.37,13.39
001255.SZ,20260520,38.36,31.38
001256.SZ,20260520,28.99,23.72
001257.SZ,20260520,27.82,22.76
001258.SZ,20260520,11.56,9.46
001259.SZ,20260520,80.53,65.89
001260.SZ,20260520,24.23,19.83
001266.SZ,20260520,51.41,42.07
001267.SZ,20260520,70.24,57.47
001268.SZ,20260520,45.72,37.4
001269.SZ,20260520,24.49,20.03
001270.SZ,20260520,156.92,128.39
001277.SZ,20260520,40.68,33.28
001278.SZ,20260520,24.75,20.25
001279.SZ,20260520,36.19,29.61
001280.SZ,20260520,84.69,69.29
001282.SZ,20260520,23.29,19.05
001283.SZ,20260520,81.8,66.92
001285.SZ,20260520,57.22,46.82
001286.SZ,20260520,13.11,10.73
001287.SZ,20260520,31.2,25.52
001288.SZ,20260520,30.33,24.81
001289.SZ,20260520,19.65,16.07
001296.SZ,20260520,24.21,19.81
001298.SZ,20260520,25.69,21.02
001299.SZ,20260520,13.34,10.92
001300.SZ,20260520,19.4,15.88
001301.SZ,20260520,88.1,72.08
001306.SZ,20260520,81.5,66.68
001308.SZ,20260520,23.07,18.87
001309.SZ,20260520,769.08,629.24
001311.SZ,20260520,30.58,25.02
001312.SZ,20260520,26.79,21.92
001313.SZ,20260520,9.79,8.01
001314.SZ,20260520,60.35,49.37
001316.SZ,20260520,45.07,36.87
001317.SZ,20260520,62.63,51.25
001318.SZ,20260520,13.95,11.41
001319.SZ,20260520,26.72,21.86
001322.SZ,20260520,8.45,6.91
001323.SZ,20260520,25.58,20.93
001324.SZ,20260520,23.0,18.82
001325.SZ,20260520,51.45,42.09
001326.SZ,20260520,71.39,58.41
001328.SZ,20260520,33.68,27.56
001330.SZ,20260520,10.38,8.5
001331.SZ,20260520,64.56,52.82
001332.SZ,20260520,72.8,59.56
001333.SZ,20260520,29.54,24.17
001335.SZ,20260520,55.26,45.22
001336.SZ,20260520,33.26,27.22
001337.SZ,20260520,62.36,51.02
001338.SZ,20260520,12.91,10.57
001339.SZ,20260520,119.9,98.1
001356.SZ,20260520,12.36,10.12
001358.SZ,20260520,32.82,26.86
001359.SZ,20260520,110.06,90.05
001360.SZ,20260520,21.98,17.98
001365.SZ,20260520,999999.999,0.01
001366.SZ,20260520,17.05,13.95
001367.SZ,20260520,25.55,20.91
001368.SZ,20260520,31.02,25.38
001369.SZ,20260520,16.74,13.7
001373.SZ,20260520,45.71,37.4
001376.SZ,20260520,15.47,12.65
001378.SZ,20260520,31.46,25.74
001379.SZ,20260520,23.31,19.07
001380.SZ,20260520,21.96,17.96
001382.SZ,20260520,24.22,19.82
001386.SZ,20260520,19.86,16.25
001387.SZ,20260520,15.81,12.93
001388.SZ,20260520,43.22,35.36
001389.SZ,20260520,193.95,158.69
001390.SZ,20260520,21.51,17.6
001391.SZ,20260520,5.91,4.83
001393.SZ,20260520,999999.999,0.01
001395.SZ,20260520,42.11,34.45
001396.SZ,20260520,55.61,45.5
001400.SZ,20260520,188.87,154.53
001696.SZ,20260520,18.06,14.78
001872.SZ,20260520,24.74,20.24
001896.SZ,20260520,17.81,14.57
001914.SZ,20260520,10.73,8.78
001965.SZ,20260520,11.06,9.05
001979.SZ,20260520,9.94,8.14
002001.SZ,20260520,34.79,28.47
002003.SZ,20260520,10.42,8.52
002004.SZ,20260520,5.28,4.32
002005.SZ,20260520,2.93,2.65
002006.SZ,20260520,20.96,17.15
002007.SZ,20260520,15.48,12.66
002008.SZ,20260520,150.69,123.29
002009.SZ,20260520,30.87,25.25
002010.SZ,20260520,5.96,4.88
002011.SZ,20260520,14.16,11.58
002012.SZ,20260520,8.05,6.59
002014.SZ,20260520,12.44,10.18
002015.SZ,20260520,24.63,20.15
002016.SZ,20260520,5.54,4.54
002017.SZ,20260520,20.75,16.97
002019.SZ,20260520,11.52,9.42
002020.SZ,20260520,15.6,12.76
002021.SZ,20260520,3.37,2.75
002022.SZ,20260520,6.51,5.33
002023.SZ,20260520,14.67,12.01
002024.SZ,20260520,1.3,1.18
002025.SZ,20260520,80.2,65.62
002026.SZ,20260520,14.14,11.57
002027.SZ,20260520,6.3,5.16
002028.SZ,20260520,214.49,175.49
002029.SZ,20260520,11.35,9.29
002030.SZ,20260520,7.3,5.98
002031.SZ,20260520,9.22,7.54
002032.SZ,20260520,53.35,43.65
002033.SZ,20260520,10.07,8.24
002034.SZ,20260520,24.96,20.42
002035.SZ,20260520,6.17,5.05
002036.SZ,20260520,9.71,7.95
002037.SZ,20260520,9.17,7.51
002038.SZ,20260520,6.91,5.65
002039.SZ,20260520,23.23,19.01
002040.SZ,20260520,11.42,9.34
002041.SZ,20260520,10.45,8.55
002042.SZ,20260520,5.46,4.46
002043.SZ,20260520,15.13,12.38
002044.SZ,20260520,7.02,5.74
002045.SZ,20260520,12.44,10.18
002046.SZ,20260520,56.61,46.31
002047.SZ,20260520,5.68,5.14
002048.SZ,20260520,31.71,25.95
002049.SZ,20260520,89.07,72.87
002050.SZ,20260520,57.56,47.1
002051.SZ,20260520,11.64,9.52
002052.SZ,20260520,12.5,10.22
002053.SZ,20260520,13.81,11.3
002054.SZ,20260520,9.25,7.57
002055.SZ,20260520,6.73,6.09
002056.SZ,20260520,21.33,17.45
002057.SZ,20260520,10.31,8.43
002058.SZ,20260520,27.49,24.87
002059.SZ,20260520,5.03,4.11
002060.SZ,20260520,4.21,3.45
002061.SZ,20260520,4.14,3.38
002062.SZ,20260520,10.76,8.8
002063.SZ,20260520,7.33,5.99
002064.SZ,20260520,11.4,9.32
002065.SZ,20260520,9.36,7.66
002066.SZ,20260520,29.56,24.18
002067.SZ,20260520,5.81,4.75
002068.SZ,20260520,11.52,9.42
002069.SZ,20260520,4.1,3.36
002072.SZ,20260520,7.76,6.35
002073.SZ,20260520,6.77,5.54
002074.SZ,20260520,39.25,32.11
002075.SZ,20260520,4.64,3.8
