ts_code,trade_date,vol,price,amount
600000.SH,20260721,302500,9.12,2758800.0
600004.SH,20260721,74100,7.96,589836.0
600006.SH,20260721,63400,5.28,334752.0
600007.SH,20260721,5000,19.15,95750.0
600008.SH,20260721,114900,2.89,332061.0
600009.SH,20260721,45700,23.96,1094972.0
600010.SH,20260721,1670260,2.14,3574356.0
600011.SH,20260721,4258900,7.39,31473271.0
600012.SH,20260721,90508,18.56,1679828.0
600015.SH,20260721,290800,6.97,2026876.0
600016.SH,20260721,603200,3.54,2135328.0
600017.SH,20260721,80900,2.73,220857.0
600018.SH,20260721,270400,5.25,1419600.0
600019.SH,20260721,575400,5.86,3371844.0
600020.SH,20260721,93200,3.82,356024.0
600021.SH,20260721,1179700,16.0,18875200.0
600022.SH,20260721,546000,1.34,731640.0
600023.SH,20260721,562000,5.33,2995460.0
600025.SH,20260721,284100,10.13,2877933.0
600026.SH,20260721,489900,14.65,7177035.0
600027.SH,20260721,1248700,4.75,5931325.0
600028.SH,20260721,6249100,5.19,32432829.0
600029.SH,20260721,145300,5.02,729406.0
600030.SH,20260721,3729200,28.5,106282200.0
600031.SH,20260721,2715500,20.2,54853100.0
600032.SH,20260721,1087900,7.6,8268040.0
600033.SH,20260721,39500,3.6,142200.0
600035.SH,20260721,56700,3.58,202986.0
600036.SH,20260721,3229200,39.18,126520056.0
600037.SH,20260721,57300,6.66,381618.0
600038.SH,20260721,20300,25.66,520898.0
600039.SH,20260721,52007,8.80001,457662.0
600048.SH,20260721,1511300,5.0,7556500.0
600050.SH,20260721,4809900,4.44,21355956.0
600051.SH,20260721,20000,5.77,115400.0
600052.SH,20260721,2900,3.57,10353.0
600053.SH,20260721,300,6.97,2091.0
600054.SH,20260721,15800,10.97,173326.0
600055.SH,20260721,10800,10.6,114480.0
600056.SH,20260721,70040,9.59001,671684.0
600057.SH,20260721,77300,6.37,492401.0
600058.SH,20260721,63100,8.05,507955.0
600059.SH,20260721,24900,7.92,197208.0
600060.SH,20260721,8100,26.3,213030.0
600061.SH,20260721,120900,6.54,790686.0
600062.SH,20260721,24200,17.19,415998.0
600063.SH,20260721,165300,5.26,869478.0
600064.SH,20260721,86900,7.45,647405.0
600066.SH,20260721,90300,32.0,2889600.0
600067.SH,20260721,70600,2.63,185678.0
600071.SH,20260721,17000,14.46,245820.0
600072.SH,20260721,86500,8.22,711030.0
600073.SH,20260721,30300,5.23,158469.0
600075.SH,20260721,74200,4.4,326480.0
600076.SH,20260721,52900,2.68,141772.0
600078.SH,20260721,62200,8.93,555446.0
600079.SH,20260721,112600,17.62,1984012.0
600080.SH,20260721,20700,4.62,95634.0
600081.SH,20260721,10200,9.7,98940.0
600082.SH,20260721,8600,2.52,21672.0
600084.SH,20260721,17800,4.11,73158.0
600085.SH,20260721,62700,26.06,1633962.0
600088.SH,20260721,19000,10.91,207290.0
600089.SH,20260721,1766056,19.51,34455753.0
600094.SH,20260721,55800,3.72,207576.0
600095.SH,20260721,2091300,8.9,18612570.0
600096.SH,20260721,112400,28.2,3169680.0
