ts_code,trade_date,vol,price,amount
600000.SH,20260904,185100,9.27,1715877.0
600004.SH,20260904,12000,7.89,94680.0
600006.SH,20260904,37500,5.37,201375.0
600007.SH,20260904,1500,18.87,28305.0
600008.SH,20260904,253500,2.8,709800.0
600009.SH,20260904,11600,23.66,274456.0
600010.SH,20260904,595100,2.22,1321122.0
600011.SH,20260904,270300,6.88,1859664.0
600012.SH,20260904,41300,16.75,691775.0
600015.SH,20260904,401000,6.26,2510260.0
600016.SH,20260904,1587400,3.59,5698766.0
600017.SH,20260904,27100,2.85,77235.0
600018.SH,20260904,101100,5.53,559083.0
600019.SH,20260904,141100,5.85,825435.0
600020.SH,20260904,13300,3.92,52136.0
600021.SH,20260904,74200,13.34,989828.0
600022.SH,20260904,235600,1.33,313348.0
600023.SH,20260904,99600,4.93,491028.0
600025.SH,20260904,57500,9.82,564650.0
600026.SH,20260904,1243300,20.5,25487650.0
600027.SH,20260904,472500,4.78,2258550.0
600028.SH,20260904,234900,5.45,1280205.0
600029.SH,20260904,115600,4.98,575688.0
600030.SH,20260904,383200,27.96,10714272.0
600031.SH,20260904,80300,19.94,1601182.0
600032.SH,20260904,17600,6.8,119680.0
600033.SH,20260904,186500,3.58,667670.0
600035.SH,20260904,60400,3.74,225896.0
600036.SH,20260904,242200,41.05,9942310.0
600037.SH,20260904,36800,6.98,256864.0
600038.SH,20260904,33200,27.9,926280.0
600039.SH,20260904,181200,9.28,1681536.0
600048.SH,20260904,1307500,5.09,6655175.0
600050.SH,20260904,236300,4.26,1006638.0
600051.SH,20260904,50800,6.32,321056.0
600052.SH,20260904,57600,3.98,229248.0
600053.SH,20260904,1400,7.81,10934.0
600054.SH,20260904,239400,11.58,2772252.0
600055.SH,20260904,5500,11.06,60830.0
600056.SH,20260904,12300,9.06,111438.0
600057.SH,20260904,29900,6.44,192556.0
600058.SH,20260904,6700,9.89,66263.0
600059.SH,20260904,399400,8.59,3430846.0
600060.SH,20260904,12100,28.77,348117.0
600061.SH,20260904,134300,6.49,871607.0
600062.SH,20260904,5300,16.06,85118.0
600063.SH,20260904,79300,5.69,451217.0
600064.SH,20260904,66000,7.67,506220.0
600066.SH,20260904,40350,28.51,1150379.0
600067.SH,20260904,50500,2.89,145945.0
600071.SH,20260904,1000,16.71,16710.0
600072.SH,20260904,16800,8.84,148512.0
600073.SH,20260904,7300,5.64,41172.0
600075.SH,20260904,143100,4.85,694035.0
600076.SH,20260904,19300,3.22,62146.0
600078.SH,20260904,92600,10.97,1015822.0
600079.SH,20260904,10900,18.89,205901.0
600080.SH,20260904,62000,4.8,297600.0
600081.SH,20260904,2200,10.49,23078.0
600082.SH,20260904,34800,2.95,102660.0
600084.SH,20260904,8000,4.19,33520.0
600085.SH,20260904,6700,23.89,160063.0
600088.SH,20260904,632400,12.32,7791168.0
600089.SH,20260904,102500,18.92,1939300.0
600094.SH,20260904,36100,3.94,142234.0
600095.SH,20260904,511900,9.46,4842574.0
600096.SH,20260904,179300,30.95,5549335.0
600097.SH,20260904,8200,9.13,74866.0
600098.SH,20260904,63300,6.04,382332.0
600099.SH,20260904,19100,9.35,178585.0
600100.SH,20260904,59300,6.94,411542.0
600101.SH,20260904,16000,7.85,125600.0
600103.SH,20260904,3915800,3.6,14096880.0
600104.SH,20260904,67300,10.37,697901.0
600105.SH,20260904,271152,39.4,10683389.0
600106.SH,20260904,88400,4.59,405756.0
600107.SH,20260904,2000,6.35,12700.0
600108.SH,20260904,11471200,4.0,45884800.0
600109.SH,20260904,64800,8.69,563112.0
600110.SH,20260904,584800,11.43,6684264.0
600111.SH,20260904,51800,39.2,2030560.0
600113.SH,20260904,37296,29.4,1096502.0
600114.SH,20260904,24800,30.01,744248.0
600115.SH,20260904,1044900,3.42,3573558.0
600116.SH,20260904,37000,6.26,231620.0
600117.SH,20260904,55400,2.3,127420.0
600118.SH,20260904,76000,58.38,4436880.0
600119.SH,20260904,35300,5.1,180030.0
600120.SH,20260904,337100,4.94,1665274.0
600121.SH,20260904,7644000,5.13,39213720.0
600123.SH,20260904,81100,7.11,576621.0
600125.SH,20260904,14700,5.43,79821.0
600126.SH,20260904,116700,6.38,744546.0
600127.SH,20260904,5296000,11.83,62651680.0
600128.SH,20260904,33000,8.4,277200.0
600129.SH,20260904,27700,13.82,382814.0
600130.SH,20260904,219200,4.65,1019280.0
600131.SH,20260904,9801,14.76,144663.0
600132.SH,20260904,32200,39.77,1280594.0
600133.SH,20260904,62500,8.45,528125.0
600135.SH,20260904,3000,7.54,22620.0
600136.SH,20260904,92300,1.47,135681.0
600137.SH,20260904,11300,17.96,202948.0
600138.SH,20260904,72500,7.26,526350.0
600141.SH,20260904,128100,30.88,3955728.0
600143.SH,20260904,68300,13.9,949370.0
600148.SH,20260904,37700,16.72,630344.0
600149.SH,20260904,47400,5.15,244110.0
600150.SH,20260904,475180,34.5,16393710.0
600151.SH,20260904,28000,9.85,275800.0
600152.SH,20260904,40200,8.25,331650.0
600153.SH,20260904,38100,8.2,312420.0
600155.SH,20260904,78300,6.19,484677.0
600156.SH,20260904,56200,8.94,502428.0
600157.SH,20260904,833462,1.55,1291866.0
600158.SH,20260904,985301,7.32,7212403.0
600159.SH,20260904,129900,2.74,355926.0
600160.SH,20260904,79100,38.61,3054051.0
600161.SH,20260904,7800,12.25,95550.0
600162.SH,20260904,1202600,4.75,5712350.0
600163.SH,20260904,32100,5.19,166599.0
600165.SH,20260904,76700,3.19,244673.0
600166.SH,20260904,153100,2.87,439397.0
600167.SH,20260904,40500,5.79,234495.0
600168.SH,20260904,43300,4.45,192685.0
600169.SH,20260904,433100,2.14,926834.0
600170.SH,20260904,164100,2.26,370866.0
600171.SH,20260904,18358,22.99,422050.0
600172.SH,20260904,9123630,15.8,144153354.0
600173.SH,20260904,2400,6.15,14760.0
600176.SH,20260904,1569800,43.04,67564192.0
600177.SH,20260904,110200,8.26,910252.0
600178.SH,20260904,60400,10.08,608832.0
600179.SH,20260904,73500,4.63,340305.0
600180.SH,20260904,112600,1.42,159892.0
600182.SH,20260904,6000,13.04,78240.0
600183.SH,20260904,534049,145.2,77543915.0
