ts_code,trade_date,vol,price,amount
600000.SH,20260626,218919,8.86,1939622.0
600004.SH,20260626,48700,7.6,370120.0
600006.SH,20260626,12900,5.35,69015.0
600007.SH,20260626,57100,18.03,1029513.0
600008.SH,20260626,136300,2.84,387092.0
600009.SH,20260626,37600,23.2,872320.0
600010.SH,20260626,2998000,2.28,6835440.0
600011.SH,20260626,956500,7.4,7078100.0
600012.SH,20260626,5700,15.54,88578.0
600015.SH,20260626,345200,6.65,2295580.0
600016.SH,20260626,1003800,3.36,3372768.0
600017.SH,20260626,100800,2.57,259056.0
600018.SH,20260626,164300,4.83,793569.0
600019.SH,20260626,260400,5.48,1426992.0
600020.SH,20260626,64600,3.84,248064.0
600021.SH,20260626,283200,15.78,4468896.0
600022.SH,20260626,705300,1.25,881625.0
600023.SH,20260626,295600,5.3,1566680.0
600025.SH,20260626,88000,8.91,784080.0
600026.SH,20260626,2270700,20.8,47230560.0
600027.SH,20260626,626400,4.53,2837592.0
600028.SH,20260626,2879855,4.58,13189736.0
600029.SH,20260626,1677400,5.5,9225700.0
600030.SH,20260626,2047700,28.8,58973760.0
600031.SH,20260626,605600,17.64,10682784.0
600032.SH,20260626,189600,7.17,1359432.0
600033.SH,20260626,68500,3.35,229475.0
600035.SH,20260626,136400,3.48,474672.0
600036.SH,20260626,923300,36.38,33589654.0
600037.SH,20260626,39800,6.43,255914.0
600038.SH,20260626,10700,25.48,272636.0
600039.SH,20260626,5200,8.0,41600.0
600048.SH,20260626,631800,4.8,3032640.0
600050.SH,20260626,1160800,4.1,4759280.0
600051.SH,20260626,9400,5.78,54332.0
600052.SH,20260626,329700,3.65,1203405.0
600053.SH,20260626,13300,7.94,105602.0
600054.SH,20260626,37200,10.73,399156.0
600055.SH,20260626,6020,10.51,63270.0
600056.SH,20260626,48500,8.8,426800.0
600057.SH,20260626,4600,5.64,25944.0
600058.SH,20260626,400200,11.77,4710354.0
600059.SH,20260626,23500,7.55,177425.0
600060.SH,20260626,34800,25.28,879744.0
600061.SH,20260626,374700,6.74,2525478.0
600062.SH,20260626,17100,16.08,274968.0
600063.SH,20260626,844800,8.11,6851328.0
600064.SH,20260626,52400,7.27,380948.0
600066.SH,20260626,27400,26.57,728018.0
600067.SH,20260626,74900,3.07,229943.0
600071.SH,20260626,28000,16.91,473480.0
600072.SH,20260626,186400,8.76,1632864.0
600073.SH,20260626,20400,4.7,95880.0
600075.SH,20260626,112800,4.11,463608.0
600076.SH,20260626,422000,3.2,1350400.0
600078.SH,20260626,1209400,14.81,17911214.0
600079.SH,20260626,94500,16.62,1570590.0
600080.SH,20260626,11600,4.46,51736.0
600081.SH,20260626,10500,9.39,98595.0
600082.SH,20260626,133800,2.68,358584.0
600084.SH,20260626,26000,3.81,99060.0
600085.SH,20260626,47800,22.88,1093664.0
600088.SH,20260626,287400,11.23,3227502.0
600089.SH,20260626,577700,23.48,13564396.0
600094.SH,20260626,137100,3.72,510012.0
600095.SH,20260626,79100,8.05,636755.0
600096.SH,20260626,328700,33.58,11037746.0
600097.SH,20260626,6200,8.05,49910.0
600098.SH,20260626,142500,6.22,886350.0
600099.SH,20260626,3300,8.26,27258.0
600100.SH,20260626,59200,6.84,404928.0
600101.SH,20260626,45600,8.09,368904.0
600103.SH,20260626,271200,3.24,878688.0
600104.SH,20260626,288100,10.05,2895405.0
600105.SH,20260626,800040,72.81,58250912.0
600106.SH,20260626,263300,4.91,1292803.0
600107.SH,20260626,2700,5.5,14850.0
600108.SH,20260626,624800,3.28,2049344.0
600109.SH,20260626,291500,9.01,2626415.0
600110.SH,20260626,1766200,15.4,27199480.0
600111.SH,20260626,353800,48.89,17297282.0
600113.SH,20260626,66300,28.08,1861704.0
600114.SH,20260626,151200,41.47,6270264.0
600115.SH,20260626,3736700,4.09,15283103.0
600116.SH,20260626,51000,5.67,289170.0
600117.SH,20260626,32600,2.11,68786.0
600118.SH,20260626,104400,70.38,7347672.0
600119.SH,20260626,12500,4.22,52750.0
600120.SH,20260626,58000,4.53,262740.0
600121.SH,20260626,270100,3.73,1007473.0
600123.SH,20260626,88600,5.66,501476.0
600125.SH,20260626,18300,5.3,96990.0
600126.SH,20260626,190300,6.34,1206502.0
600127.SH,20260626,31600,5.19,164004.0
600128.SH,20260626,14800,7.93,117364.0
600129.SH,20260626,13300,12.31,163723.0
600130.SH,20260626,68600,4.56,312816.0
600131.SH,20260626,37100,15.66,580986.0
600132.SH,20260626,5300,41.95,222335.0
600133.SH,20260626,43000,7.99,343570.0
600135.SH,20260626,32500,7.95,258375.0
600136.SH,20260626,219300,1.26,276318.0
600137.SH,20260626,5700,16.68,95076.0
600138.SH,20260626,6700,6.78,45426.0
600141.SH,20260626,2418566,46.0,111254036.0
600143.SH,20260626,58300,16.11,939213.0
600148.SH,20260626,3400,14.9,50660.0
600149.SH,20260626,120300,4.55,547365.0
600150.SH,20260626,313200,35.2,11024640.0
600151.SH,20260626,120100,11.1,1333110.0
600152.SH,20260626,908800,11.81,10732928.0
600153.SH,20260626,20300,8.4,170520.0
600155.SH,20260626,179800,5.66,1017668.0
600156.SH,20260626,49700,8.64,429408.0
600157.SH,20260626,2150200,1.56,3354312.0
600158.SH,20260626,242800,7.03,1706884.0
600159.SH,20260626,18700,2.31,43197.0
600160.SH,20260626,514900,50.3,25899470.0
600161.SH,20260626,10300,11.77,121231.0
600162.SH,20260626,5998850,3.45,20696033.0
600163.SH,20260626,158400,5.23,828432.0
600165.SH,20260626,4100,2.67,10947.0
600166.SH,20260626,435700,3.09,1346313.0
600167.SH,20260626,21430,5.47,117222.0
600168.SH,20260626,21400,4.15,88810.0
600169.SH,20260626,425800,1.9,809020.0
600170.SH,20260626,317000,2.28,722760.0
600171.SH,20260626,659400,31.0,20441400.0
600172.SH,20260626,4761500,17.45,83088175.0
600173.SH,20260626,6100,6.12,37332.0
600176.SH,20260626,2913800,71.0,206879800.0
600177.SH,20260626,84000,7.42,623280.0
600178.SH,20260626,84400,9.7,818680.0
600179.SH,20260626,224600,4.6,1033160.0
600180.SH,20260626,786900,1.13,889197.0
600182.SH,20260626,3400,13.19,44846.0
600183.SH,20260626,545500,182.0,99281000.0
600184.SH,20260626,1584500,28.78,45601910.0
600185.SH,20260626,33400,4.63,154642.0
600186.SH,20260626,6002588,15.75,94540761.0
600187.SH,20260626,778700,1.28,996736.0
600188.SH,20260626,116100,18.36,2131596.0
600189.SH,20260626,47000,7.34,344980.0
600191.SH,20260626,263100,10.29,2707299.0
600192.SH,20260626,86100,7.04,606144.0
600193.SH,20260626,1021900,0.15,153285.0
600195.SH,20260626,32200,5.99,192878.0
600196.SH,20260626,92500,22.03,2037775.0
600197.SH,20260626,20200,9.78,197556.0
600198.SH,20260626,469400,9.45,4435830.0
600199.SH,20260626,38400,6.54,251136.0
600201.SH,20260626,90800,12.0,1089600.0
600202.SH,20260626,65500,4.6,301300.0
600203.SH,20260626,414300,12.3,5095890.0
600206.SH,20260626,1697900,56.15,95337085.0
600207.SH,20260626,89500,5.6,501200.0
600208.SH,20260626,147300,2.98,438954.0
600210.SH,20260626,20400,6.45,131580.0
600211.SH,20260626,3200,36.77,117664.0
600212.SH,20260626,37300,5.28,196944.0
600215.SH,20260626,36700,6.02,220934.0
600216.SH,20260626,73600,11.6,853760.0
600217.SH,20260626,140900,2.91,410019.0
600218.SH,20260626,46100,7.6,350360.0
600219.SH,20260626,405500,4.29,1739595.0
600221.SH,20260626,8046300,1.42,11425746.0
600222.SH,20260626,13800,6.97,96186.0
600223.SH,20260626,5100,5.09,25959.0
600226.SH,20260626,2211600,11.01,24349716.0
600227.SH,20260626,89800,2.54,228092.0
600228.SH,20260626,135200,10.79,1458808.0
600229.SH,20260626,11300,4.82,54466.0
600230.SH,20260626,30200,14.0,422800.0
600231.SH,20260626,87400,1.67,145958.0
600232.SH,20260626,14700,6.71,98637.0
600233.SH,20260626,22700,15.57,353439.0
600234.SH,20260626,7200,28.31,203832.0
600235.SH,20260626,16400,5.11,83804.0
