ts_code,trade_date,up_limit,down_limit
000001.SZ,20260624,11.78,9.64
000002.SZ,20260624,3.4,2.78
000004.SZ,20260624,0.34,0.28
000006.SZ,20260624,8.65,7.07
000007.SZ,20260624,14.54,11.9
000008.SZ,20260624,2.7,2.21
000009.SZ,20260624,7.45,6.09
000010.SZ,20260624,2.1,1.9
000011.SZ,20260624,8.1,6.62
000012.SZ,20260624,5.14,4.2
000014.SZ,20260624,11.18,9.14
000016.SZ,20260624,2.75,2.49
000017.SZ,20260624,5.82,4.76
000019.SZ,20260624,6.71,5.49
000020.SZ,20260624,12.93,10.58
000021.SZ,20260624,50.27,41.13
000025.SZ,20260624,17.48,14.3
000026.SZ,20260624,23.82,19.49
000027.SZ,20260624,7.55,6.17
000028.SZ,20260624,22.44,18.36
000029.SZ,20260624,31.96,26.15
000030.SZ,20260624,4.73,3.87
000031.SZ,20260624,2.6,2.12
000032.SZ,20260624,25.34,20.74
000034.SZ,20260624,27.65,22.63
000035.SZ,20260624,5.57,4.55
000036.SZ,20260624,5.46,4.46
000037.SZ,20260624,10.92,8.94
000039.SZ,20260624,9.38,7.68
000042.SZ,20260624,10.89,8.91
000045.SZ,20260624,11.74,9.6
000048.SZ,20260624,22.73,18.59
000049.SZ,20260624,26.09,21.35
000050.SZ,20260624,10.99,8.99
000055.SZ,20260624,3.97,3.25
000056.SZ,20260624,1.93,1.75
000058.SZ,20260624,7.3,5.98
000059.SZ,20260624,4.46,3.65
000060.SZ,20260624,8.72,7.14
000061.SZ,20260624,6.42,5.26
000062.SZ,20260624,34.39,28.13
000063.SZ,20260624,41.81,34.21
000065.SZ,20260624,13.1,10.72
000066.SZ,20260624,19.55,15.99
000068.SZ,20260624,3.49,2.85
000069.SZ,20260624,1.94,1.58
000070.SZ,20260624,27.59,22.57
000078.SZ,20260624,1.55,1.41
000088.SZ,20260624,4.64,3.8
000089.SZ,20260624,6.88,5.63
000090.SZ,20260624,3.69,3.02
000096.SZ,20260624,8.33,6.81
000099.SZ,20260624,17.41,14.25
000100.SZ,20260624,5.34,4.37
000151.SZ,20260624,14.61,11.95
000153.SZ,20260624,5.96,4.88
000155.SZ,20260624,14.04,11.48
000156.SZ,20260624,7.44,6.08
000157.SZ,20260624,8.12,6.64
000158.SZ,20260624,15.86,12.98
000159.SZ,20260624,6.45,5.27
000166.SZ,20260624,5.07,4.15
000301.SZ,20260624,13.08,10.7
000333.SZ,20260624,85.88,70.26
000338.SZ,20260624,33.07,27.05
000400.SZ,20260624,24.96,20.42
000401.SZ,20260624,4.0,3.28
000402.SZ,20260624,3.01,2.47
000403.SZ,20260624,10.74,8.78
000404.SZ,20260624,8.32,6.8
000407.SZ,20260624,4.36,3.56
000408.SZ,20260624,79.75,65.25
000409.SZ,20260624,9.71,7.95
000410.SZ,20260624,5.57,4.55
000411.SZ,20260624,10.58,8.66
000415.SZ,20260624,4.77,3.91
000417.SZ,20260624,8.51,6.97
000419.SZ,20260624,5.41,4.43
000420.SZ,20260624,4.68,3.83
000421.SZ,20260624,5.92,4.84
000422.SZ,20260624,15.13,12.38
000423.SZ,20260624,49.83,40.77
000425.SZ,20260624,9.57,7.83
000426.SZ,20260624,42.58,34.84
000428.SZ,20260624,3.7,3.02
000429.SZ,20260624,15.16,12.4
000430.SZ,20260624,8.42,6.89
000488.SZ,20260624,2.18,1.98
000498.SZ,20260624,5.5,4.5
000501.SZ,20260624,7.72,6.32
000503.SZ,20260624,7.59,6.21
000504.SZ,20260624,9.06,7.42
000505.SZ,20260624,5.95,4.87
000506.SZ,20260624,14.89,12.19
000507.SZ,20260624,5.26,4.3
000509.SZ,20260624,4.49,3.67
000510.SZ,20260624,26.51,21.69
000513.SZ,20260624,32.47,26.57
000514.SZ,20260624,4.41,3.61
000516.SZ,20260624,4.46,3.65
000517.SZ,20260624,1.99,1.63
000518.SZ,20260624,3.67,3.01
000519.SZ,20260624,24.1,19.72
000520.SZ,20260624,4.6,3.76
000521.SZ,20260624,5.94,4.86
000523.SZ,20260624,3.1,2.54
000524.SZ,20260624,9.85,8.06
000525.SZ,20260624,4.74,3.88
