ts_code,trade_date,open,high,low,close,pre_close,vol,amount,pct_chg
000001.SZ,20260805,11.41,11.5,11.18,11.25,11.44,1511509.93,1703942.51743,-1.6608
000002.SZ,20260805,3.25,3.28,3.24,3.28,3.26,1002436.9,326826.45702,0.6135
000006.SZ,20260805,6.67,6.8,6.66,6.79,6.7,161646.01,109014.56791,1.3433
000007.SZ,20260805,9.28,9.78,9.28,9.55,9.28,107023.62,102049.5906,2.9095
000008.SZ,20260805,2.44,2.45,2.41,2.42,2.44,287508.0,69786.573,-0.8197
000009.SZ,20260805,7.85,7.9,7.6,7.64,7.91,686039.56,527018.79834,-3.4134
000010.SZ,20260805,1.61,1.64,1.54,1.57,1.61,391781.51,61782.43252,-2.4845
000011.SZ,20260805,7.99,8.2,7.97,8.13,8.0,102750.0,83064.285,1.625
000012.SZ,20260805,3.92,3.97,3.9,3.96,3.95,282396.53,111035.89736,0.2532
000014.SZ,20260805,10.08,10.19,10.01,10.13,10.1,56201.0,56737.038,0.297
000016.SZ,20260805,2.57,2.66,2.57,2.62,2.58,190678.0,49804.085,1.5504
000017.SZ,20260805,6.07,6.27,6.02,6.2,6.07,95047.57,58522.70217,2.1417
000019.SZ,20260805,6.12,6.12,6.05,6.09,6.11,51157.18,31077.76314,-0.3273
000020.SZ,20260805,10.85,10.98,10.81,10.92,10.85,36679.0,39942.31,0.6452
000021.SZ,20260805,36.58,39.31,36.37,38.7,36.54,1620704.57,6181916.47705,5.9113
000025.SZ,20260805,15.41,15.45,15.08,15.28,15.54,91192.06,139056.51885,-1.6731
000026.SZ,20260805,16.13,17.16,16.05,17.08,16.34,135618.69,226794.00845,4.5288
000027.SZ,20260805,6.53,6.53,6.42,6.44,6.52,251612.56,162318.9844,-1.227
000028.SZ,20260805,20.87,20.88,20.52,20.6,20.83,32455.33,66968.91903,-1.1042
000029.SZ,20260805,21.71,22.08,21.45,22.06,21.57,42520.76,92989.48736,2.2717
000030.SZ,20260805,4.31,4.35,4.25,4.29,4.31,86653.77,37181.59973,-0.464
000031.SZ,20260805,2.24,2.24,2.19,2.24,2.24,252688.0,56130.634,0.0
000032.SZ,20260805,14.12,14.82,14.02,14.62,13.92,530718.73,769406.81572,5.0287
000034.SZ,20260805,24.9,26.57,24.73,25.9,24.9,620011.58,1610935.27473,4.0161
000035.SZ,20260805,5.0,5.29,5.0,5.17,5.02,521349.13,269590.47282,2.988
000036.SZ,20260805,4.11,4.2,4.08,4.18,4.1,242671.66,100548.7335,1.9512
000037.SZ,20260805,10.06,10.12,9.9,10.11,10.1,432929.08,434005.47942,0.099
000039.SZ,20260805,8.61,8.75,8.56,8.68,8.6,322305.93,278906.88238,0.9302
000042.SZ,20260805,8.24,8.35,8.17,8.31,8.23,44907.0,37148.46,0.9721
001914.SZ,20260805,8.92,8.95,8.74,8.79,8.95,91086.37,80443.93935,-1.7877
000045.SZ,20260805,9.85,10.01,9.8,9.98,9.85,79217.92,78560.44356,1.3198
000048.SZ,20260805,20.05,21.4,19.8,21.17,19.82,357442.88,743048.464,6.8113
000049.SZ,20260805,24.72,25.19,24.72,25.08,24.82,93051.24,232784.91619,1.0475
000050.SZ,20260805,6.6,6.78,6.57,6.72,6.58,361359.35,242042.62427,2.1277
000055.SZ,20260805,3.44,3.46,3.39,3.43,3.44,91074.03,31200.02329,-0.2907
000056.SZ,20260805,1.92,2.09,1.89,2.09,1.9,415452.49,83270.64647,10.0
000058.SZ,20260805,6.93,6.97,6.82,6.91,6.93,83135.19,57338.78967,-0.2886
000059.SZ,20260805,4.53,4.56,4.48,4.53,4.55,169257.0,76578.188,-0.4396
000060.SZ,20260805,6.3,6.8,6.25,6.71,6.45,2579494.57,1690438.38819,4.031
000061.SZ,20260805,6.06,6.09,5.89,5.92,6.05,266420.3,158123.29558,-2.1488
000062.SZ,20260805,22.53,23.46,22.49,23.27,22.6,360806.36,832216.45234,2.9646
000063.SZ,20260805,34.0,34.97,33.96,34.74,34.37,1660132.26,5759753.86679,1.0765
000065.SZ,20260805,9.27,9.48,9.2,9.29,9.24,209044.41,194857.17495,0.5411
000066.SZ,20260805,14.3,14.83,14.25,14.72,14.3,1450173.73,2119638.7261,2.9371
000068.SZ,20260805,2.91,2.92,2.84,2.88,2.88,113318.6,32556.4766,0.0
000069.SZ,20260805,1.77,1.83,1.75,1.83,1.77,529023.1,94623.40723,3.3898
000070.SZ,20260805,13.11,14.3,13.11,14.17,13.51,789552.7,1098135.72027,4.8853
000078.SZ,20260805,1.66,1.7,1.62,1.69,1.67,1007703.83,166298.86429,1.1976
000088.SZ,20260805,4.54,4.56,4.47,4.51,4.54,219697.7,98845.75064,-0.6608
000089.SZ,20260805,6.68,6.74,6.61,6.62,6.68,141095.07,93737.04362,-0.8982
000090.SZ,20260805,3.38,3.38,3.32,3.35,3.37,119399.04,39912.53894,-0.5935
