ts_code,trade_date,vol,price,amount
600000.SH,20260827,416800,9.18,3826224.0
600004.SH,20260827,41000,7.61,312010.0
600006.SH,20260827,38200,5.41,206662.0
600007.SH,20260827,1000,18.94,18940.0
600008.SH,20260827,94300,2.88,271584.0
600009.SH,20260827,25500,23.55,600525.0
600010.SH,20260827,1488640,2.25,3349440.0
600011.SH,20260827,296600,6.71,1990186.0
600012.SH,20260827,18800,16.33,307004.0
600015.SH,20260827,417900,6.74,2816646.0
600016.SH,20260827,1619839,3.5,5669437.0
600017.SH,20260827,333300,2.78,926574.0
600018.SH,20260827,50600,5.25,265650.0
600019.SH,20260827,263500,5.87,1546745.0
600020.SH,20260827,56200,3.86,216932.0
600021.SH,20260827,49001,13.73,672784.0
600022.SH,20260827,234000,1.35,315900.0
600023.SH,20260827,278600,4.97,1384642.0
600025.SH,20260827,73100,9.77,714187.0
600026.SH,20260827,861100,18.13,15611743.0
600027.SH,20260827,431100,4.64,2000304.0
600028.SH,20260827,660100,5.33,3518333.0
600029.SH,20260827,1204100,5.05,6080705.0
600030.SH,20260827,1018983,27.67,28195260.0
600031.SH,20260827,116200,18.88,2193856.0
600032.SH,20260827,32700,6.85,223995.0
600033.SH,20260827,7400,3.56,26344.0
600035.SH,20260827,3246896,3.62,11753764.0
600036.SH,20260827,389000,39.63,15416070.0
600037.SH,20260827,42400,7.15,303160.0
600038.SH,20260827,105800,27.6,2920080.0
600039.SH,20260827,20000,8.62,172400.0
600048.SH,20260827,167900,5.24,879796.0
600050.SH,20260827,179800,4.31,774938.0
600051.SH,20260827,8700,6.35,55245.0
600052.SH,20260827,279900,3.97,1111203.0
600053.SH,20260827,30900,7.9,244110.0
600054.SH,20260827,43000,11.39,489770.0
600055.SH,20260827,3200,11.07,35424.0
600056.SH,20260827,16700,9.3,155310.0
600057.SH,20260827,100900,6.42,647778.0
600058.SH,20260827,7900,9.93,78447.0
600059.SH,20260827,222200,8.4,1866480.0
600060.SH,20260827,88500,27.71,2452335.0
600061.SH,20260827,133700,6.46,863702.0
600062.SH,20260827,35100,16.1,565110.0
600063.SH,20260827,51200,5.74,293888.0
600064.SH,20260827,21200,7.76,164512.0
600066.SH,20260827,87900,30.26,2659854.0
600067.SH,20260827,67400,2.9,195460.0
600071.SH,20260827,1500,15.96,23940.0
600072.SH,20260827,23100,8.81,203511.0
600073.SH,20260827,7500,5.37,40275.0
600075.SH,20260827,91700,4.69,430073.0
600076.SH,20260827,43400,3.13,135842.0
600078.SH,20260827,100400,11.11,1115444.0
600079.SH,20260827,67600,18.4,1243840.0
600080.SH,20260827,4800,4.87,23376.0
600081.SH,20260827,32400,10.23,331452.0
600082.SH,20260827,20700,2.97,61479.0
600084.SH,20260827,5000,4.24,21200.0
600085.SH,20260827,37900,24.46,927034.0
600088.SH,20260827,12700,11.51,146177.0
600089.SH,20260827,313900,19.25,6042575.0
600094.SH,20260827,64700,4.15,268505.0
600095.SH,20260827,5313598,9.0,47822382.0
600096.SH,20260827,285500,30.25,8636375.0
600097.SH,20260827,6500,8.76,56940.0
600098.SH,20260827,8800,6.31,55528.0
600099.SH,20260827,22000,9.38,206360.0
600100.SH,20260827,35600,6.84,243504.0
600101.SH,20260827,82900,7.91,655739.0
600103.SH,20260827,22455800,3.71,83311018.0
600104.SH,20260827,103300,10.4,1074320.0
600105.SH,20260827,646400,39.49,25526336.0
600106.SH,20260827,28500,4.32,123120.0
600107.SH,20260827,0,,0.0
600108.SH,20260827,790599,3.48,2751285.0
600109.SH,20260827,700491,8.7,6094272.0
600110.SH,20260827,1628500,11.38,18532330.0
600111.SH,20260827,123400,39.93,4927362.0
600113.SH,20260827,5830,29.5501,172277.0
600114.SH,20260827,426600,28.5,12158100.0
600115.SH,20260827,2333599,3.57,8330948.0
600116.SH,20260827,29600,6.32,187072.0
600117.SH,20260827,106100,2.33,247213.0
600118.SH,20260827,63600,59.95,3812820.0
600119.SH,20260827,46200,4.9,226380.0
600120.SH,20260827,133700,4.94,660478.0
600121.SH,20260827,332600,4.14,1376964.0
600123.SH,20260827,124400,7.22,898168.0
600125.SH,20260827,22800,5.51,125628.0
600126.SH,20260827,226700,6.72,1523424.0
600127.SH,20260827,5329400,10.3,54892820.0
600128.SH,20260827,31500,8.46,266490.0
600129.SH,20260827,46400,14.3,663520.0
600130.SH,20260827,63900,4.38,279882.0
600131.SH,20260827,6300,15.01,94563.0
600132.SH,20260827,12800,40.02,512256.0
600133.SH,20260827,28900,8.21,237269.0
600135.SH,20260827,64500,7.32,472140.0
600136.SH,20260827,29000,1.45,42050.0
600137.SH,20260827,25700,18.17,466969.0
600138.SH,20260827,46200,7.21,333102.0
600141.SH,20260827,185800,30.4,5648320.0
600143.SH,20260827,63300,14.08,891264.0
600148.SH,20260827,6500,15.62,101530.0
600149.SH,20260827,40400,5.0,202000.0
600150.SH,20260827,193600,34.15,6611440.0
600151.SH,20260827,104500,9.91,1035595.0
600152.SH,20260827,29700,8.22,244134.0
600153.SH,20260827,71600,9.01,645116.0
600155.SH,20260827,439700,6.08,2673376.0
600156.SH,20260827,31100,8.42,261862.0
600157.SH,20260827,2065700,1.59,3284463.0
600158.SH,20260827,84900,7.13,605337.0
600159.SH,20260827,24500,2.57,62965.0
600160.SH,20260827,48100,38.22,1838382.0
600161.SH,20260827,42200,12.44,524968.0
600162.SH,20260827,655850,4.43,2905416.0
600163.SH,20260827,35900,4.99,179141.0
600165.SH,20260827,705400,3.35,2363090.0
600166.SH,20260827,441800,2.9,1281220.0
600167.SH,20260827,27800,5.74,159572.0
600168.SH,20260827,27400,4.45,121930.0
600169.SH,20260827,26300,2.06,54178.0
600170.SH,20260827,1763748,2.28,4021345.0
600171.SH,20260827,14400,22.75,327600.0
600172.SH,20260827,1583600,13.92,22043712.0
600173.SH,20260827,19900,6.17,122783.0
600176.SH,20260827,968100,39.98,38704638.0
600177.SH,20260827,40000,7.88,315200.0
600178.SH,20260827,20700,9.65,199755.0
600179.SH,20260827,283700,4.53,1285161.0
600180.SH,20260827,57400,1.54,88396.0
600182.SH,20260827,100,13.58,1358.0
