trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260507,000001.SZ,,,,,,,,,,,,,12.5,10.22,,,,,0.0,0.0,2.0
20260507,000002.SZ,,,,,,,,,,,,,4.41,3.61,,,,,0.0,0.0,2.0
20260507,000006.SZ,,,,,,,,,,,,,10.42,8.52,,,,,0.0,0.0,2.0
20260507,000007.SZ,,,,,,,,,,,,,17.57,14.37,,,,,0.0,0.0,2.0
20260507,000008.SZ,,,,,,,,,,,,,2.97,2.43,,,,,0.0,0.0,2.0
20260507,000009.SZ,,,,,,,,,,,,,9.61,7.87,,,,,0.0,0.0,2.0
20260507,000010.SZ,,,,,,,,,,,,,2.89,2.61,,,,,0.0,0.0,2.0
20260507,000011.SZ,,,,,,,,,,,,,8.8,7.2,,,,,0.0,0.0,2.0
20260507,000012.SZ,,,,,,,,,,,,,4.43,3.63,,,,,0.0,0.0,2.0
20260507,000014.SZ,,,,,,,,,,,,,14.41,11.79,,,,,0.0,0.0,2.0
20260507,000016.SZ,,,,,,,,,,,,,3.23,2.93,,,,,0.0,0.0,2.0
20260507,000017.SZ,,,,,,,,,,,,,7.05,5.77,,,,,0.0,0.0,2.0
20260507,000019.SZ,,,,,,,,,,,,,8.6,7.04,,,,,0.0,0.0,2.0
20260507,000020.SZ,,,,,,,,,,,,,17.55,14.36,,,,,0.0,0.0,2.0
20260507,000021.SZ,,,,,,,,,,,,,33.79,27.65,,,,,0.0,0.0,2.0
20260507,000025.SZ,,,,,,,,,,,,,17.94,14.68,,,,,0.0,0.0,2.0
20260507,000026.SZ,,,,,,,,,,,,,19.64,16.07,,,,,0.0,0.0,2.0
20260507,000027.SZ,,,,,,,,,,,,,7.74,6.34,,,,,0.0,0.0,2.0
20260507,000028.SZ,,,,,,,,,,,,,27.03,22.11,,,,,0.0,0.0,2.0
20260507,000029.SZ,,,,,,,,,,,,,23.25,19.03,,,,,0.0,0.0,2.0
20260507,000030.SZ,,,,,,,,,,,,,5.61,4.59,,,,,0.0,0.0,2.0
20260507,000031.SZ,,,,,,,,,,,,,3.4,2.78,,,,,0.0,0.0,2.0
20260507,000032.SZ,,,,,,,,,,,,,19.62,16.06,,,,,0.0,0.0,2.0
20260507,000034.SZ,,,,,,,,,,,,,43.37,35.49,,,,,0.0,0.0,2.0
20260507,000035.SZ,,,,,,,,,,,,,7.25,5.93,,,,,0.0,0.0,2.0
20260507,000036.SZ,,,,,,,,,,,,,6.15,5.03,,,,,0.0,0.0,2.0
20260507,000037.SZ,,,,,,,,,,,,,12.3,10.06,,,,,0.0,0.0,2.0
20260507,000039.SZ,,,,,,,,,,,,,14.7,12.02,,,,,0.0,0.0,2.0
20260507,000042.SZ,,,,,,,,,,,,,10.74,8.78,,,,,0.0,0.0,2.0
20260507,000045.SZ,,,,,,,,,,,,,13.35,10.93,,,,,0.0,0.0,2.0
20260507,000048.SZ,,,,,,,,,,,,,16.14,13.2,,,,,0.0,0.0,2.0
20260507,000049.SZ,,,,,,,,,,,,,32.33,26.45,,,,,0.0,0.0,2.0
20260507,000050.SZ,,,,,,,,,,,,,8.36,6.84,,,,,0.0,0.0,2.0
20260507,000055.SZ,,,,,,,,,,,,,4.08,3.34,,,,,0.0,0.0,2.0
20260507,000056.SZ,,,,,,,,,,,,,1.88,1.7,,,,,0.0,0.0,2.0
20260507,000058.SZ,,,,,,,,,,,,,9.05,7.41,,,,,0.0,0.0,2.0
20260507,000059.SZ,,,,,,,,,,,,,6.03,4.93,,,,,0.0,0.0,2.0
20260507,000060.SZ,,,,,,,,,,,,,8.17,6.69,,,,,0.0,0.0,2.0
20260507,000061.SZ,,,,,,,,,,,,,8.28,6.78,,,,,0.0,0.0,2.0
20260507,000062.SZ,,,,,,,,,,,,,40.57,33.19,,,,,0.0,0.0,2.0
20260507,000063.SZ,,,,,,,,,,,,,42.08,34.43,,,,,0.0,0.0,2.0
20260507,000065.SZ,,,,,,,,,,,,,14.53,11.89,,,,,0.0,0.0,2.0
20260507,000066.SZ,,U,0.0,580596446.0,580596446.0,104657.0,104657.0,,,,,,23.98,19.62,0.0,,,0.0,1.0,0.0,2.8583193726473075
20260507,000068.SZ,,,,,,,,,,,,,3.6,2.94,,,,,0.0,0.0,2.0
20260507,000069.SZ,,,,,,,,,,,,,2.5,2.04,,,,,0.0,0.0,2.0
20260507,000070.SZ,,U,0.0,173091274.0,173091274.0,103930.0,103930.0,,,,,,20.11,16.45,1.0,5.0,7.0,0.0,1.0,0.0,2.505887880013656
20260507,000078.SZ,,,,,,,,,,,,,3.17,2.87,,,,,0.0,0.0,2.0
20260507,000088.SZ,,,,,,,,,,,,,4.98,4.08,,,,,0.0,0.0,2.0
20260507,000089.SZ,,,,,,,,,,,,,7.76,6.35,,,,,0.0,0.0,2.0
20260507,000090.SZ,,,,,,,,,,,,,3.89,3.19,,,,,0.0,0.0,2.0
20260507,000096.SZ,,,,,,,,,,,,,10.57,8.65,,,,,0.0,0.0,2.0
20260507,000099.SZ,,,,,,,,,,,,,19.62,16.06,,,,,0.0,0.0,2.0
20260507,000100.SZ,,,,,,,,,,,,,4.72,3.86,,,,,0.0,0.0,2.0
20260507,000151.SZ,,,,,,,,,,,,,13.13,10.75,,,,,0.0,0.0,2.0
20260507,000153.SZ,,,,,,,,,,,,,7.15,5.85,,,,,0.0,0.0,2.0
20260507,000155.SZ,,,,,,,,,,,,,19.64,16.07,,,,,0.0,0.0,2.0
20260507,000156.SZ,,,,,,,,,,,,,8.26,6.76,,,,,0.0,0.0,2.0
20260507,000157.SZ,,,,,,,,,,,,,8.82,7.22,,,,,0.0,0.0,2.0
20260507,000158.SZ,,,,,,,,,,,,,19.53,15.98,,,,,0.0,0.0,2.0
20260507,000159.SZ,,,,,,,,,,,,,7.22,5.9,,,,,0.0,0.0,2.0
20260507,000166.SZ,,,,,,,,,,,,,5.26,4.3,,,,,0.0,0.0,2.0
20260507,000301.SZ,,,,,,,,,,,,,14.69,12.02,,,,,0.0,0.0,2.0
20260507,000333.SZ,,,,,,,,,,,,,88.48,72.4,,,,,0.0,0.0,2.0
20260507,000338.SZ,,,,,,,,,,,,,37.75,30.89,,,,,0.0,0.0,2.0
20260507,000400.SZ,,,,,,,,,,,,,28.47,23.29,,,,,0.0,0.0,2.0
20260507,000401.SZ,,,,,,,,,,,,,4.66,3.82,,,,,0.0,0.0,2.0
20260507,000402.SZ,,,,,,,,,,,,,3.84,3.14,,,,,0.0,0.0,2.0
20260507,000403.SZ,,,,,,,,,,,,,12.88,10.54,,,,,0.0,0.0,2.0
20260507,000404.SZ,,,,,,,,,,,,,9.53,7.79,,,,,0.0,0.0,2.0
20260507,000407.SZ,,,,,,,,,,,,,5.23,4.28,,,,,0.0,0.0,2.0
20260507,000408.SZ,,,,,,,,,,,,,99.2,81.16,,,,,0.0,0.0,2.0
20260507,000409.SZ,,,,,,,,,,,,,11.2,9.16,,,,,0.0,0.0,2.0
20260507,000410.SZ,,,,,,,,,,,,,6.74,5.52,,,,,0.0,0.0,2.0
20260507,000411.SZ,,,,,,,,,,,,,11.8,9.66,,,,,0.0,0.0,2.0
20260507,000415.SZ,,,,,,,,,,,,,5.07,4.15,,,,,0.0,0.0,2.0
20260507,000417.SZ,,,,,,,,,,,,,7.44,6.08,,,,,0.0,0.0,2.0
20260507,000419.SZ,,,,,,,,,,,,,6.44,5.27,,,,,0.0,0.0,2.0
20260507,000420.SZ,,,,,,,,,,,,,5.87,4.81,,,,,0.0,0.0,2.0
20260507,000421.SZ,,,,,,,,,,,,,6.97,5.71,,,,,0.0,0.0,2.0
20260507,000422.SZ,,,,,,,,,,,,,18.43,15.08,,,,,0.0,0.0,2.0
20260507,000423.SZ,,,,,,,,,,,,,58.47,47.84,,,,,0.0,0.0,2.0
20260507,000425.SZ,,,,,,,,,,,,,11.13,9.11,,,,,0.0,0.0,2.0
20260507,000426.SZ,,,,,,,,,,,,,49.7,40.66,,,,,0.0,0.0,2.0
20260507,000428.SZ,,,,,,,,,,,,,4.17,3.41,,,,,0.0,0.0,2.0
20260507,000429.SZ,,,,,,,,,,,,,13.78,11.28,,,,,0.0,0.0,2.0
20260507,000430.SZ,,,,,,,,,,,,,7.98,7.22,,,,,0.0,0.0,2.0
20260507,000488.SZ,,,,,,,,,,,,,2.61,2.37,,,,,0.0,0.0,2.0
20260507,000498.SZ,,,,,,,,,,,,,6.08,4.98,,,,,0.0,0.0,2.0
20260507,000501.SZ,,,,,,,,,,,,,9.14,7.48,,,,,0.0,0.0,2.0
20260507,000503.SZ,,,,,,,,,,,,,8.69,7.11,,,,,0.0,0.0,2.0
20260507,000504.SZ,,,,,,,,,,,,,9.67,8.75,,,,,0.0,0.0,2.0
20260507,000505.SZ,,,,,,,,,,,,,7.36,6.02,,,,,0.0,0.0,2.0
20260507,000506.SZ,,,,,,,,,,,,,18.21,14.9,,,,,0.0,0.0,2.0
20260507,000507.SZ,,,,,,,,,,,,,5.79,4.73,,,,,0.0,0.0,2.0
20260507,000509.SZ,,U,0.0,50385351.0,50385351.0,110524.0,110524.0,,,,,,3.93,3.21,1.0,1.0,17.0,0.0,1.0,0.0,2.3244867164773075
20260507,000510.SZ,,,,,,,,,,,,,17.0,13.91,,,,,0.0,0.0,2.0
20260507,000513.SZ,,,,,,,,,,,,,35.84,29.32,,,,,0.0,0.0,2.0
20260507,000514.SZ,,,,,,,,,,,,,5.68,4.64,,,,,0.0,0.0,2.0
20260507,000516.SZ,,,,,,,,,,,,,5.06,4.14,,,,,0.0,0.0,2.0
20260507,000517.SZ,,,,,,,,,,,,,2.29,1.87,,,,,0.0,0.0,2.0
20260507,000518.SZ,,,,,,,,,,,,,3.1,2.8,,,,,0.0,0.0,2.0
20260507,000519.SZ,,,,,,,,,,,,,19.71,16.13,,,,,0.0,0.0,2.0
20260507,000520.SZ,,,,,,,,,,,,,4.38,3.58,,,,,0.0,0.0,2.0
20260507,000521.SZ,,,,,,,,,,,,,6.26,5.12,,,,,0.0,0.0,2.0
20260507,000523.SZ,,,,,,,,,,,,,3.76,3.08,,,,,0.0,0.0,2.0
20260507,000524.SZ,,,,,,,,,,,,,11.08,9.06,,,,,0.0,0.0,2.0
20260507,000525.SZ,,,,,,,,,,,,,5.94,4.86,,,,,0.0,0.0,2.0
20260507,000526.SZ,,,,,,,,,,,,,38.94,31.86,,,,,0.0,0.0,2.0
20260507,000528.SZ,,,,,,,,,,,,,10.92,8.94,,,,,0.0,0.0,2.0
20260507,000529.SZ,,,,,,,,,,,,,6.25,5.11,,,,,0.0,0.0,2.0
20260507,000530.SZ,,,,,,,,,,,,,6.63,5.43,,,,,0.0,0.0,2.0
20260507,000531.SZ,,,,,,,,,,,,,7.9,6.46,,,,,0.0,0.0,2.0
20260507,000532.SZ,,,,,,,,,,,,,13.87,11.35,,,,,0.0,0.0,2.0
20260507,000533.SZ,,,,,,,,,,,,,14.67,12.01,,,,,0.0,0.0,2.0
20260507,000534.SZ,,,,,,,,,,,,,44.88,36.72,,,,,0.0,0.0,2.0
20260507,000536.SZ,,,,,,,,,,,,,4.4,3.6,,,,,0.0,0.0,2.0
20260507,000537.SZ,,,,,,,,,,,,,11.54,9.44,,,,,0.0,0.0,2.0
20260507,000538.SZ,,,,,,,,,,,,,57.92,47.39,,,,,0.0,0.0,2.0
20260507,000539.SZ,,,,,,,,,,,,,7.73,6.33,,,,,0.0,0.0,2.0
20260507,000541.SZ,,,,,,,,,,,,,6.28,5.14,,,,,0.0,0.0,2.0
20260507,000543.SZ,,,,,,,,,,,,,9.02,7.38,,,,,0.0,0.0,2.0
20260507,000544.SZ,,,,,,,,,,,,,9.34,7.64,,,,,0.0,0.0,2.0
20260507,000545.SZ,,,,,,,,,,,,,3.34,2.74,,,,,0.0,0.0,2.0
20260507,000546.SZ,,,,,,,,,,,,,8.6,7.04,,,,,0.0,0.0,2.0
20260507,000547.SZ,,,,,,,,,,,,,27.45,22.46,,,,,0.0,0.0,2.0
20260507,000548.SZ,,,,,,,,,,,,,5.83,4.77,,,,,0.0,0.0,2.0
20260507,000550.SZ,,,,,,,,,,,,,21.01,17.19,,,,,0.0,0.0,2.0
20260507,000551.SZ,,,,,,,,,,,,,18.06,14.78,,,,,0.0,0.0,2.0
20260507,000552.SZ,,,,,,,,,,,,,3.18,2.6,,,,,0.0,0.0,2.0
20260507,000553.SZ,,,,,,,,,,,,,8.25,6.75,,,,,0.0,0.0,2.0
20260507,000554.SZ,,,,,,,,,,,,,8.84,7.24,,,,,0.0,0.0,2.0
20260507,000555.SZ,,,,,,,,,,,,,15.71,12.85,,,,,0.0,0.0,2.0
20260507,000557.SZ,,,,,,,,,,,,,5.17,4.23,,,,,0.0,0.0,2.0
20260507,000558.SZ,,,,,,,,,,,,,4.53,3.71,,,,,0.0,0.0,2.0
20260507,000559.SZ,,,,,,,,,,,,,18.28,14.96,,,,,0.0,0.0,2.0
20260507,000560.SZ,,,,,,,,,,,,,3.4,2.78,,,,,0.0,0.0,2.0
20260507,000561.SZ,,,,,,,,,,,,,10.6,8.68,,,,,0.0,0.0,2.0
20260507,000563.SZ,,,,,,,,,,,,,3.6,2.94,,,,,0.0,0.0,2.0
20260507,000564.SZ,,,,,,,,,,,,,1.99,1.63,,,,,0.0,0.0,2.0
20260507,000565.SZ,,,,,,,,,,,,,8.81,7.21,,,,,0.0,0.0,2.0
20260507,000566.SZ,,,,,,,,,,,,,5.49,4.49,,,,,0.0,0.0,2.0
20260507,000567.SZ,,,,,,,,,,,,,7.3,5.98,,,,,0.0,0.0,2.0
20260507,000568.SZ,,,,,,,,,,,,,108.16,88.5,,,,,0.0,0.0,2.0
20260507,000570.SZ,,,,,,,,,,,,,7.19,5.89,,,,,0.0,0.0,2.0
20260507,000571.SZ,,,,,,,,,,,,,6.09,4.99,,,,,0.0,0.0,2.0
