ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260807,11.23,11.26,11.1,11.19,882977.01,986373.74326
000002.SZ,20260807,3.25,3.27,3.15,3.22,1601052.46,511497.87966
000006.SZ,20260807,6.82,6.82,6.61,6.73,159649.55,106863.0297
000007.SZ,20260807,9.81,9.96,9.49,9.66,84090.0,81478.7148
000008.SZ,20260807,2.44,2.44,2.38,2.42,269961.42,64874.51696
000009.SZ,20260807,7.47,8.24,7.44,8.1,1160294.95,917137.36019
000010.SZ,20260807,1.56,1.57,1.52,1.54,214984.44,33058.8712
000011.SZ,20260807,8.08,8.08,7.75,7.76,111936.0,87814.734
000012.SZ,20260807,3.88,3.89,3.82,3.85,241227.73,92792.8033
000014.SZ,20260807,10.16,10.16,9.74,9.94,53681.2,53085.816
000016.SZ,20260807,2.58,2.63,2.56,2.56,187891.0,48619.758
000017.SZ,20260807,6.1,6.23,6.03,6.18,93978.76,57743.91468
000019.SZ,20260807,6.21,6.22,6.05,6.11,163392.45,99743.67772
000020.SZ,20260807,11.07,11.07,10.72,10.92,32140.0,34927.06
000021.SZ,20260807,39.39,41.29,39.07,40.85,1549369.62,6278235.75573
000025.SZ,20260807,15.25,15.25,14.88,14.95,69979.95,104828.16795
000026.SZ,20260807,16.51,17.47,16.51,17.34,138303.0,234678.22574
000027.SZ,20260807,6.38,6.39,6.3,6.35,191647.4,121265.3846
000028.SZ,20260807,20.4,20.43,20.16,20.32,31138.08,63175.55128
000029.SZ,20260807,22.33,22.66,21.86,22.14,53468.34,118284.80476
000030.SZ,20260807,4.23,4.27,4.17,4.26,124620.91,52572.31147
000031.SZ,20260807,2.24,2.24,2.14,2.19,457902.2,99485.6638
000032.SZ,20260807,14.56,14.88,14.12,14.8,425034.61,621104.06943
000034.SZ,20260807,25.45,25.6,24.61,25.13,410836.74,1028101.65744
000035.SZ,20260807,4.92,4.96,4.78,4.82,534916.32,259237.05852
