trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260901,000001.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9033682351457045,4214144.0,,,,,,12.89,10.55,,,,,0.0,0.0,2.0
20260901,000002.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9911694209663177,41010830.0,,,,,,3.45,2.83,,,,,0.0,0.0,2.0
20260901,000006.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9241831714393843,5751200.0,,,,,,7.9,6.46,,,,,0.0,0.0,2.0
20260901,000007.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3687397502207645,94720.0,,,,,,14.15,11.57,,,,,0.0,0.0,2.0
20260901,000008.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5124258862116816,237567.0,,,,,,2.78,2.28,,,,,0.0,0.0,2.0
20260901,000009.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6316387031663934,460964.0,,,,,,7.78,6.36,,,,,0.0,0.0,2.0
20260901,000010.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5204995584710483,246178.0,,,,,,1.85,1.51,,,,,0.0,0.0,2.0
20260901,000011.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.969345275640217,15411181.0,,,,,,11.08,9.06,,,,,0.0,0.0,2.0
20260901,000012.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4193263529708591,138756.0,,,,,,4.1,3.36,,,,,0.0,0.0,2.0
20260901,000014.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9224170556326479,5634432.0,,,,,,11.92,9.76,,,,,0.0,0.0,2.0
20260901,000016.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9560994070896934,11172336.0,,,,,,2.71,2.21,,,,,0.0,0.0,2.0
20260901,000017.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930616879021067,51387191.0,,,,,,12.33,10.09,,,,,0.0,0.0,2.0
20260901,000019.SZ,,U,1.0,126509581.0,126509581.0,93336.0,93415.0,1.0,ok,,1min,241.0,09:34:00,15:00:00,1.0,0.0,2.7778,0.0,,0.018381,0.0,31.0,0.0,48.3333,71.0,70.0,8.25,8.25,0.0,neutral_limitup,0.9129557209537026,4861977.0,,,,,,7.92,6.48,1.0,6.0,3.0,0.0,1.0,0.0,2.1085673435860066
20260901,000020.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915352592405702,5009004.0,,,,,,13.95,11.41,,,,,0.0,0.0,2.0
20260901,000021.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9637946259619024,13477750.0,,,,,,41.51,33.97,,,,,0.0,0.0,2.0
20260901,000025.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8664059543332913,2690235.0,,,,,,17.38,14.22,,,,,0.0,0.0,2.0
20260901,000026.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8264160464236155,1814565.0,,,,,,22.34,18.28,,,,,0.0,0.0,2.0
20260901,000027.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679323829948278,617464.0,,,,,,7.0,5.72,,,,,0.0,0.0,2.0
20260901,000028.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692443547369749,674949.0,,,,,,21.9,17.92,,,,,0.0,0.0,2.0
20260901,000029.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86489214078466,2663280.0,,,,,,24.3,19.88,,,,,0.0,0.0,2.0
20260901,000030.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3742903998990791,99541.0,,,,,,4.43,3.63,,,,,0.0,0.0,2.0
20260901,000031.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8318405449728775,1927120.0,,,,,,2.42,1.98,,,,,0.0,0.0,2.0
20260901,000032.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6577519868802826,534674.0,,,,,,16.27,13.31,,,,,0.0,0.0,2.0
20260901,000034.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8544215970732938,2373945.0,,,,,,26.62,21.78,,,,,0.0,0.0,2.0
20260901,000035.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7550145073798411,1010492.0,,,,,,5.28,4.32,,,,,0.0,0.0,2.0
