ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260629,10.22,10.32,10.02,10.24,1124139.78,1144166.87764
000002.SZ,20260629,2.96,3.09,2.94,3.04,1558534.53,470554.21362
000004.SZ,20260629,0.28,0.31,0.27,0.31,93218.0,2794.103
000006.SZ,20260629,7.17,7.41,7.08,7.33,226755.25,165207.80222
000007.SZ,20260629,12.63,12.78,12.2,12.29,59304.0,73377.78
000008.SZ,20260629,2.25,2.38,2.17,2.35,491415.32,111727.01872
000009.SZ,20260629,6.17,6.21,5.93,6.14,310221.78,189589.3839
000010.SZ,20260629,1.77,1.81,1.69,1.7,196092.24,33566.14656
000011.SZ,20260629,6.63,6.68,6.47,6.58,36383.53,23967.73586
000012.SZ,20260629,4.73,4.94,4.57,4.69,1154889.97,545443.37473
000014.SZ,20260629,9.27,9.3,8.97,9.18,54148.0,49574.0286
000016.SZ,20260629,2.3,2.33,2.19,2.19,290160.74,64348.39126
000017.SZ,20260629,5.09,5.56,4.87,5.56,215092.91,115464.74114
000019.SZ,20260629,5.69,5.8,5.55,5.8,69308.66,39475.63646
000020.SZ,20260629,10.79,10.88,10.43,10.76,43758.0,46804.254
000021.SZ,20260629,56.0,58.86,55.55,58.86,2396365.82,13770298.1016
000025.SZ,20260629,14.36,14.36,13.12,13.32,90744.23,122717.26146
000026.SZ,20260629,19.68,20.01,18.96,19.58,104422.51,202866.86718
000027.SZ,20260629,6.37,6.4,6.17,6.35,373463.58,235370.50466
000028.SZ,20260629,19.09,19.65,18.7,19.4,27242.45,52533.52523
000029.SZ,20260629,24.2,24.33,22.03,22.06,112308.99,255754.95828
000030.SZ,20260629,3.92,3.95,3.81,3.92,97523.39,37948.38588
000031.SZ,20260629,2.18,2.2,2.08,2.16,334342.12,71910.698
000032.SZ,20260629,24.98,25.22,22.39,24.08,856145.61,2033198.27813
000034.SZ,20260629,26.63,26.98,25.34,25.81,403099.72,1050637.56689
000035.SZ,20260629,4.9,4.94,4.77,4.88,354737.22,172927.89736
000036.SZ,20260629,4.46,4.55,4.34,4.47,232775.6,103672.46175
000037.SZ,20260629,8.8,8.99,8.5,8.87,209835.0,184292.487
000039.SZ,20260629,8.39,8.4,8.0,8.19,435119.99,354747.34291
000042.SZ,20260629,8.36,8.46,7.82,8.21,106021.11,85374.27912
001914.SZ,20260629,8.32,8.48,8.17,8.36,93979.99,78665.44964
000045.SZ,20260629,9.91,10.13,9.79,9.95,73384.0,72885.154
000048.SZ,20260629,21.81,22.3,20.51,21.21,252256.45,535958.90318
000049.SZ,20260629,22.9,23.12,22.35,22.82,77896.63,177094.21669
000050.SZ,20260629,9.96,10.13,9.25,9.48,1096656.94,1054622.97188
000055.SZ,20260629,3.32,3.39,3.23,3.33,147417.33,48863.09289
000056.SZ,20260629,2.17,2.17,2.1,2.17,305633.0,66229.276
000058.SZ,20260629,6.13,6.15,5.93,6.1,85985.95,52138.54863
000059.SZ,20260629,3.82,3.85,3.69,3.82,255946.99,96969.55418
