trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260506,000001.SZ,,,,,,,,,,,,,12.64,10.34,,,,,0.0,0.0,2.0
20260506,000002.SZ,,,,,,,,,,,,,4.3,3.52,,,,,0.0,0.0,2.0
20260506,000006.SZ,,,,,,,,,,,,,10.67,8.73,,,,,0.0,0.0,2.0
20260506,000007.SZ,,,,,,,,,,,,,17.06,13.96,,,,,0.0,0.0,2.0
20260506,000008.SZ,,,,,,,,,,,,,2.96,2.42,,,,,0.0,0.0,2.0
20260506,000009.SZ,,,,,,,,,,,,,9.52,7.79,,,,,0.0,0.0,2.0
20260506,000010.SZ,,,,,,,,,,,,,3.03,2.75,,,,,0.0,0.0,2.0
20260506,000011.SZ,,,,,,,,,,,,,8.88,7.26,,,,,0.0,0.0,2.0
20260506,000012.SZ,,,,,,,,,,,,,4.43,3.63,,,,,0.0,0.0,2.0
20260506,000014.SZ,,,,,,,,,,,,,14.52,11.88,,,,,0.0,0.0,2.0
20260506,000016.SZ,,,,,,,,,,,,,3.4,3.08,,,,,0.0,0.0,2.0
20260506,000017.SZ,,,,,,,,,,,,,7.05,5.77,,,,,0.0,0.0,2.0
20260506,000019.SZ,,,,,,,,,,,,,8.46,6.92,,,,,0.0,0.0,2.0
20260506,000020.SZ,,,,,,,,,,,,,17.56,14.36,,,,,0.0,0.0,2.0
20260506,000021.SZ,,,,,,,,,,,,,32.14,26.3,,,,,0.0,0.0,2.0
20260506,000025.SZ,,,,,,,,,,,,,18.26,14.94,,,,,0.0,0.0,2.0
20260506,000026.SZ,,,,,,,,,,,,,19.94,16.32,,,,,0.0,0.0,2.0
20260506,000027.SZ,,,,,,,,,,,,,7.52,6.16,,,,,0.0,0.0,2.0
20260506,000028.SZ,,,,,,,,,,,,,26.99,22.09,,,,,0.0,0.0,2.0
20260506,000029.SZ,,,,,,,,,,,,,23.39,19.13,,,,,0.0,0.0,2.0
20260506,000030.SZ,,,,,,,,,,,,,5.6,4.58,,,,,0.0,0.0,2.0
20260506,000031.SZ,,,,,,,,,,,,,3.37,2.75,,,,,0.0,0.0,2.0
20260506,000032.SZ,,,,,,,,,,,,,19.07,15.61,,,,,0.0,0.0,2.0
20260506,000034.SZ,,,,,,,,,,,,,41.44,33.9,,,,,0.0,0.0,2.0
20260506,000035.SZ,,,,,,,,,,,,,7.18,5.88,,,,,0.0,0.0,2.0
20260506,000036.SZ,,,,,,,,,,,,,6.15,5.03,,,,,0.0,0.0,2.0
20260506,000037.SZ,,,,,,,,,,,,,11.88,9.72,,,,,0.0,0.0,2.0
20260506,000039.SZ,,,,,,,,,,,,,13.63,11.15,,,,,0.0,0.0,2.0
