trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260605,000001.SZ,,,,,,,,,,,,,11.9,9.74,,,,,0.0,0.0,2.0
20260605,000002.SZ,,,,,,,,,,,,,3.53,2.89,,,,,0.0,0.0,2.0
20260605,000006.SZ,,,,,,,,,,,,,9.24,7.56,,,,,0.0,0.0,2.0
20260605,000007.SZ,,,,,,,,,,,,,13.7,11.21,,,,,0.0,0.0,2.0
20260605,000008.SZ,,,,,,,,,,,,,2.83,2.31,,,,,0.0,0.0,2.0
20260605,000009.SZ,,,,,,,,,,,,,7.8,6.38,,,,,0.0,0.0,2.0
20260605,000010.SZ,,,,,,,,,,,,,2.26,2.04,,,,,1.0,0.0,2.0
20260605,000011.SZ,,,,,,,,,,,,,7.94,6.5,,,,,0.0,0.0,2.0
20260605,000012.SZ,,,,,,,,,,,,,4.62,3.78,,,,,0.0,0.0,2.0
20260605,000014.SZ,,,,,,,,,,,,,11.52,9.42,,,,,0.0,0.0,2.0
20260605,000016.SZ,,,,,,,,,,,,,3.37,3.05,,,,,0.0,0.0,2.0
20260605,000017.SZ,,,,,,,,,,,,,5.78,4.73,,,,,0.0,0.0,2.0
20260605,000019.SZ,,,,,,,,,,,,,7.02,5.74,,,,,0.0,0.0,2.0
20260605,000020.SZ,,,,,,,,,,,,,13.59,11.12,,,,,0.0,0.0,2.0
20260605,000021.SZ,,,,,,,,,,,,,43.65,35.71,,,,,0.0,0.0,2.0
20260605,000025.SZ,,,,,,,,,,,,,16.76,13.72,,,,,0.0,0.0,2.0
20260605,000026.SZ,,,,,,,,,,,,,23.72,19.4,,,,,0.0,0.0,2.0
20260605,000027.SZ,,,,,,,,,,,,,8.57,7.01,,,,,0.0,0.0,2.0
20260605,000028.SZ,,,,,,,,,,,,,24.97,20.43,,,,,0.0,0.0,2.0
20260605,000029.SZ,,,,,,,,,,,,,25.78,21.1,,,,,0.0,0.0,2.0
