ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260715,10.65,10.87,10.63,10.84,981421.55,1059209.08547
000002.SZ,20260715,3.03,3.14,3.02,3.13,1497646.09,465493.10583
000006.SZ,20260715,6.38,6.53,6.32,6.48,161629.0,104126.171
000007.SZ,20260715,10.14,10.52,9.93,10.21,75721.0,77581.611
000008.SZ,20260715,2.86,2.86,2.52,2.53,1344063.19,355815.66744
000009.SZ,20260715,6.1,6.18,6.02,6.13,209562.33,128237.25486
000010.SZ,20260715,1.71,1.76,1.69,1.71,156937.8,27029.1419
000011.SZ,20260715,6.26,6.49,6.26,6.44,29949.0,19219.139
000012.SZ,20260715,3.85,3.9,3.72,3.88,430121.38,164808.33895
000014.SZ,20260715,8.92,9.22,8.89,9.09,44517.0,40516.869
000016.SZ,20260715,2.38,2.6,2.38,2.6,185612.56,47264.8476
000017.SZ,20260715,5.75,6.05,5.72,5.89,144085.92,85006.82564
000019.SZ,20260715,5.97,6.12,5.93,6.11,57985.4,35254.1932
000020.SZ,20260715,10.41,10.61,10.23,10.43,26141.0,27275.627
000021.SZ,20260715,53.76,53.9,47.26,47.26,1835022.82,9081246.72095
000025.SZ,20260715,13.53,13.58,13.32,13.53,31216.45,42129.4688
000026.SZ,20260715,18.74,18.88,18.1,18.41,70840.2,130408.48846
000027.SZ,20260715,6.08,6.21,6.05,6.2,289409.34,178176.40244
000028.SZ,20260715,20.66,21.1,20.61,21.09,41789.94,87594.95164
000029.SZ,20260715,21.23,21.86,20.16,21.84,82307.7,171912.89332
000030.SZ,20260715,4.01,4.11,4.0,4.1,96441.22,39280.67276
000031.SZ,20260715,2.13,2.21,2.1,2.18,476681.83,103852.98773
000032.SZ,20260715,19.11,19.59,18.09,18.17,452915.46,847343.74875
000034.SZ,20260715,26.0,26.75,25.39,25.75,472352.61,1226441.77383
000035.SZ,20260715,4.53,4.66,4.49,4.6,252707.28,116110.3668
000036.SZ,20260715,4.71,4.97,4.65,4.82,622873.71,301988.82876
000037.SZ,20260715,8.3,8.53,8.21,8.46,126256.99,106397.40161
000039.SZ,20260715,7.67,7.8,7.61,7.7,262065.8,202041.72085
000042.SZ,20260715,8.4,8.51,8.01,8.02,170863.54,141019.2292
001914.SZ,20260715,8.6,8.96,8.53,8.94,116636.0,103087.74318
000045.SZ,20260715,9.24,9.36,9.15,9.29,45705.0,42365.333
000048.SZ,20260715,22.01,22.2,20.96,21.11,218295.04,467208.73512
000049.SZ,20260715,25.0,25.04,24.33,24.47,88540.59,217734.78368
000050.SZ,20260715,6.74,7.03,6.58,6.72,702956.04,475918.4247
000055.SZ,20260715,3.36,3.46,3.33,3.42,190734.88,64938.44391
000056.SZ,20260715,2.15,2.18,2.09,2.11,203114.0,43128.686
000058.SZ,20260715,6.02,6.2,6.0,6.16,65213.0,40113.139
000059.SZ,20260715,4.38,4.51,4.32,4.44,405187.32,180385.40936
000060.SZ,20260715,6.45,6.46,6.24,6.26,1006220.24,636334.45151
000061.SZ,20260715,5.64,5.81,5.59,5.77,196455.09,113071.53129
000062.SZ,20260715,27.2,27.34,25.15,25.21,367756.95,951465.82015
000063.SZ,20260715,40.4,41.28,38.79,39.45,2677691.58,10679576.7308
000065.SZ,20260715,8.63,8.8,8.6,8.78,102045.87,89189.59413
000066.SZ,20260715,16.86,17.29,16.29,16.51,1772208.22,2974977.98889
000068.SZ,20260715,2.72,2.81,2.7,2.73,109263.0,30052.9384
000069.SZ,20260715,1.64,1.71,1.62,1.69,645468.8,108899.2894
