trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260423,000001.SZ,,,,,,,,,,,,,12.08,9.88,,,,,0.0,0.0,2.0
20260423,000002.SZ,,,,,,,,,,,,,4.27,3.49,,,,,0.0,0.0,2.0
20260423,000004.SZ,,,,,,,,,,,,,3.38,3.06,,,,,0.0,0.0,2.0
20260423,000006.SZ,,,,,,,,,,,,,10.74,8.78,,,,,0.0,0.0,2.0
20260423,000007.SZ,,,,,,,,,,,,,15.22,12.46,,,,,0.0,0.0,2.0
20260423,000008.SZ,,,,,,,,,,,,,2.97,2.43,,,,,0.0,0.0,2.0
20260423,000009.SZ,,,,,,,,,,,,,9.87,8.07,,,,,0.0,0.0,2.0
20260423,000010.SZ,,,,,,,,,,,,,4.1,3.36,,,,,0.0,0.0,2.0
20260423,000011.SZ,,,,,,,,,,,,,9.26,7.58,,,,,0.0,0.0,2.0
20260423,000012.SZ,,,,,,,,,,,,,4.96,4.06,,,,,0.0,0.0,2.0
20260423,000014.SZ,,,,,,,,,,,,,14.62,11.96,,,,,0.0,0.0,2.0
20260423,000016.SZ,,,,,,,,,,,,,3.73,3.05,,,,,0.0,0.0,2.0
20260423,000017.SZ,,,,,,,,,,,,,7.14,5.84,,,,,0.0,0.0,2.0
20260423,000019.SZ,,,,,,,,,,,,,8.47,6.93,,,,,0.0,0.0,2.0
20260423,000020.SZ,,,,,,,,,,,,,17.47,14.29,,,,,0.0,0.0,2.0
20260423,000021.SZ,,,,,,,,,,,,,32.41,26.51,,,,,0.0,0.0,2.0
20260423,000025.SZ,,,,,,,,,,,,,17.51,14.33,,,,,0.0,0.0,2.0
20260423,000026.SZ,,,,,,,,,,,,,19.14,15.66,,,,,0.0,0.0,2.0
20260423,000027.SZ,,,,,,,,,,,,,7.6,6.22,,,,,0.0,0.0,2.0
20260423,000028.SZ,,,,,,,,,,,,,27.71,22.67,,,,,0.0,0.0,2.0
20260423,000029.SZ,,,,,,,,,,,,,22.15,18.13,,,,,0.0,0.0,2.0
20260423,000030.SZ,,,,,,,,,,,,,5.87,4.81,,,,,0.0,0.0,2.0
20260423,000031.SZ,,,,,,,,,,,,,3.19,2.61,,,,,0.0,0.0,2.0
20260423,000032.SZ,,,,,,,,,,,,,20.27,16.59,,,,,0.0,0.0,2.0
20260423,000034.SZ,,,,,,,,,,,,,41.18,33.7,,,,,0.0,0.0,2.0
20260423,000035.SZ,,,,,,,,,,,,,7.72,6.32,,,,,0.0,0.0,2.0
20260423,000036.SZ,,,,,,,,,,,,,5.63,4.61,,,,,0.0,0.0,2.0
20260423,000037.SZ,,,,,,,,,,,,,12.41,10.15,,,,,0.0,0.0,2.0
20260423,000039.SZ,,,,,,,,,,,,,12.76,10.44,,,,,0.0,0.0,2.0
20260423,000042.SZ,,,,,,,,,,,,,9.92,8.12,,,,,0.0,0.0,2.0
20260423,000045.SZ,,,,,,,,,,,,,13.13,10.75,,,,,0.0,0.0,2.0
20260423,000048.SZ,,,,,,,,,,,,,16.26,13.3,,,,,0.0,0.0,2.0
20260423,000049.SZ,,,,,,,,,,,,,33.19,27.15,,,,,0.0,0.0,2.0
20260423,000050.SZ,,,,,,,,,,,,,9.35,7.65,,,,,0.0,0.0,2.0
20260423,000055.SZ,,,,,,,,,,,,,3.73,3.05,,,,,0.0,0.0,2.0
20260423,000056.SZ,,,,,,,,,,,,,2.18,1.78,,,,,0.0,0.0,2.0
20260423,000058.SZ,,,,,,,,,,,,,8.93,7.31,,,,,0.0,0.0,2.0
20260423,000059.SZ,,,,,,,,,,,,,5.76,4.72,,,,,0.0,0.0,2.0
20260423,000060.SZ,,,,,,,,,,,,,7.49,6.13,,,,,0.0,0.0,2.0
20260423,000061.SZ,,,,,,,,,,,,,8.25,6.75,,,,,0.0,0.0,2.0
20260423,000062.SZ,,,,,,,,,,,,,35.9,29.38,,,,,0.0,0.0,2.0
20260423,000063.SZ,,,,,,,,,,,,,41.07,33.61,,,,,0.0,0.0,2.0
20260423,000065.SZ,,,,,,,,,,,,,15.48,12.66,,,,,0.0,0.0,2.0
20260423,000066.SZ,,,,,,,,,,,,,17.17,14.05,,,,,0.0,0.0,2.0
20260423,000068.SZ,,,,,,,,,,,,,3.51,2.87,,,,,0.0,0.0,2.0
20260423,000069.SZ,,,,,,,,,,,,,2.42,1.98,,,,,0.0,0.0,2.0
20260423,000070.SZ,,,,,,,,,,,,,23.38,19.13,,,,,0.0,0.0,2.0
20260423,000078.SZ,,,,,,,,,,,,,3.91,3.2,,,,,0.0,0.0,2.0
20260423,000088.SZ,,,,,,,,,,,,,4.99,4.09,,,,,0.0,0.0,2.0
20260423,000089.SZ,,,,,,,,,,,,,7.57,6.19,,,,,0.0,0.0,2.0
20260423,000090.SZ,,,,,,,,,,,,,4.02,3.29,,,,,0.0,0.0,2.0
20260423,000096.SZ,,,,,,,,,,,,,10.59,8.67,,,,,0.0,0.0,2.0
20260423,000099.SZ,,,,,,,,,,,,,19.91,16.29,,,,,0.0,0.0,2.0
20260423,000100.SZ,,,,,,,,,,,,,4.79,3.92,,,,,0.0,0.0,2.0
20260423,000151.SZ,,,,,,,,,,,,,11.9,9.74,,,,,0.0,0.0,2.0
20260423,000153.SZ,,,,,,,,,,,,,7.14,5.84,,,,,0.0,0.0,2.0
