trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260616,000001.SZ,,,,,,,,,,,,,12.17,9.95,,,,,0.0,0.0,2.0
20260616,000002.SZ,,,,,,,,,,,,,3.44,2.82,,,,,0.0,0.0,2.0
20260616,000006.SZ,,,,,,,,,,,,,8.67,7.09,,,,,0.0,0.0,2.0
20260616,000007.SZ,,,,,,,,,,,,,15.5,12.68,,,,,0.0,0.0,2.0
20260616,000008.SZ,,,,,,,,,,,,,2.82,2.3,,,,,0.0,0.0,2.0
20260616,000009.SZ,,,,,,,,,,,,,7.67,6.27,,,,,0.0,0.0,2.0
20260616,000010.SZ,,,,,,,,,,,,,2.23,2.01,,,,,0.0,0.0,2.0
20260616,000011.SZ,,,,,,,,,,,,,8.37,6.85,,,,,0.0,0.0,2.0
20260616,000012.SZ,,U,0.0,93956458.0,93956458.0,93751.0,93751.0,,,,,,4.52,3.7,1.0,9.0,5.0,0.0,1.0,0.0,2.383040715042129
20260616,000014.SZ,,,,,,,,,,,,,11.32,9.26,,,,,0.0,0.0,2.0
20260616,000016.SZ,,,,,,,,,,,,,3.0,2.72,,,,,0.0,0.0,2.0
20260616,000017.SZ,,,,,,,,,,,,,5.71,4.67,,,,,0.0,0.0,2.0
20260616,000019.SZ,,,,,,,,,,,,,7.13,5.83,,,,,0.0,0.0,2.0
20260616,000020.SZ,,,,,,,,,,,,,13.15,10.76,,,,,0.0,0.0,2.0
20260616,000021.SZ,,,,,,,,,,,,,43.42,35.52,,,,,0.0,0.0,2.0
20260616,000025.SZ,,,,,,,,,,,,,17.15,14.03,,,,,0.0,0.0,2.0
20260616,000026.SZ,,,,,,,,,,,,,22.73,18.59,,,,,0.0,0.0,2.0
20260616,000027.SZ,,,,,,,,,,,,,8.02,6.56,,,,,0.0,0.0,2.0
20260616,000028.SZ,,,,,,,,,,,,,25.09,20.53,,,,,0.0,0.0,2.0
20260616,000029.SZ,,U,0.0,59295858.0,59295858.0,103257.0,103257.0,,,,,,27.62,22.6,0.0,,,0.0,1.0,0.0,2.0839619065605532
20260616,000030.SZ,,,,,,,,,,,,,4.82,3.94,,,,,0.0,0.0,2.0
20260616,000031.SZ,,,,,,,,,,,,,2.68,2.2,,,,,0.0,0.0,2.0
20260616,000032.SZ,,U,11.0,35252889.0,35252889.0,95739.0,144657.0,,,,,,22.89,18.73,0.0,,,0.0,1.0,0.0,1.1332508127668472
20260616,000034.SZ,,U,6.0,42674986.0,42674986.0,141445.0,142057.0,,,,,,26.47,21.65,0.0,,,0.0,1.0,0.0,1.203284182921306
20260616,000035.SZ,,,,,,,,,,,,,5.5,4.5,,,,,0.0,0.0,2.0
20260616,000036.SZ,,,,,,,,,,,,,5.75,4.71,,,,,0.0,0.0,2.0
