trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260323,000001.SZ,,,,,,,,,,,,,11.85,9.69,,,,,0.0,0.0,2.0
20260323,000002.SZ,,,,,,,,,,,,,4.77,3.91,,,,,0.0,0.0,2.0
20260323,000004.SZ,,,,,,,,,,,,,5.52,5.0,,,,,0.0,0.0,2.0
20260323,000006.SZ,,,,,,,,,,,,,9.66,7.9,,,,,0.0,0.0,2.0
20260323,000007.SZ,,,,,,,,,,,,,15.42,12.62,,,,,0.0,0.0,2.0
20260323,000008.SZ,,,,,,,,,,,,,3.04,2.48,,,,,0.0,0.0,2.0
20260323,000009.SZ,,,,,,,,,,,,,9.78,8.0,,,,,0.0,0.0,2.0
20260323,000010.SZ,,,,,,,,,,,,,5.07,4.15,,,,,0.0,0.0,2.0
20260323,000011.SZ,,,,,,,,,,,,,9.59,7.85,,,,,0.0,0.0,2.0
20260323,000012.SZ,,,,,,,,,,,,,5.01,4.1,,,,,0.0,0.0,2.0
20260323,000014.SZ,,,,,,,,,,,,,16.02,13.1,,,,,0.0,0.0,2.0
20260323,000016.SZ,,,,,,,,,,,,,3.53,2.89,,,,,0.0,0.0,2.0
20260323,000017.SZ,,,,,,,,,,,,,7.46,6.1,,,,,0.0,0.0,2.0
20260323,000019.SZ,,,,,,,,,,,,,8.2,6.71,,,,,0.0,0.0,2.0
20260323,000020.SZ,,,,,,,,,,,,,25.66,21.0,,,,,0.0,0.0,2.0
20260323,000021.SZ,,,,,,,,,,,,,33.54,27.44,,,,,0.0,0.0,2.0
20260323,000025.SZ,,,,,,,,,,,,,17.73,14.51,,,,,0.0,0.0,2.0
20260323,000026.SZ,,,,,,,,,,,,,15.32,12.54,,,,,0.0,0.0,2.0
20260323,000027.SZ,,,,,,,,,,,,,7.92,6.48,,,,,0.0,0.0,2.0
20260323,000028.SZ,,,,,,,,,,,,,28.51,23.33,,,,,0.0,0.0,2.0
20260323,000029.SZ,,,,,,,,,,,,,21.6,17.68,,,,,0.0,0.0,2.0
20260323,000030.SZ,,,,,,,,,,,,,5.51,4.51,,,,,0.0,0.0,2.0
20260323,000031.SZ,,,,,,,,,,,,,3.27,2.67,,,,,0.0,0.0,2.0
20260323,000032.SZ,,,,,,,,,,,,,19.94,16.32,,,,,0.0,0.0,2.0
20260323,000034.SZ,,,,,,,,,,,,,39.17,32.05,,,,,0.0,0.0,2.0
20260323,000035.SZ,,,,,,,,,,,,,7.65,6.26,,,,,0.0,0.0,2.0
20260323,000036.SZ,,,,,,,,,,,,,5.3,4.34,,,,,0.0,0.0,2.0
20260323,000037.SZ,,,,,,,,,,,,,11.44,9.36,,,,,0.0,0.0,2.0
20260323,000039.SZ,,,,,,,,,,,,,11.81,9.67,,,,,0.0,0.0,2.0
20260323,000042.SZ,,,,,,,,,,,,,9.82,8.04,,,,,0.0,0.0,2.0
20260323,000045.SZ,,,,,,,,,,,,,14.96,12.24,,,,,0.0,0.0,2.0
20260323,000048.SZ,,,,,,,,,,,,,22.45,18.37,,,,,0.0,0.0,2.0
20260323,000049.SZ,,,,,,,,,,,,,30.53,24.98,,,,,0.0,0.0,2.0
20260323,000050.SZ,,,,,,,,,,,,,9.22,7.54,,,,,0.0,0.0,2.0
20260323,000055.SZ,,,,,,,,,,,,,3.95,3.23,,,,,0.0,0.0,2.0
20260323,000056.SZ,,,,,,,,,,,,,2.05,1.67,,,,,0.0,0.0,2.0
20260323,000058.SZ,,,,,,,,,,,,,9.09,7.43,,,,,0.0,0.0,2.0
20260323,000059.SZ,,,,,,,,,,,,,6.13,5.01,,,,,0.0,0.0,2.0
20260323,000060.SZ,,,,,,,,,,,,,6.78,5.54,,,,,0.0,0.0,2.0
20260323,000061.SZ,,,,,,,,,,,,,9.33,7.63,,,,,0.0,0.0,2.0
20260323,000062.SZ,,,,,,,,,,,,,28.3,23.16,,,,,0.0,0.0,2.0
20260323,000063.SZ,,,,,,,,,,,,,37.7,30.84,,,,,0.0,0.0,2.0
20260323,000065.SZ,,,,,,,,,,,,,13.87,11.35,,,,,0.0,0.0,2.0
20260323,000066.SZ,,,,,,,,,,,,,17.23,14.09,,,,,0.0,0.0,2.0
20260323,000068.SZ,,,,,,,,,,,,,3.7,3.02,,,,,0.0,0.0,2.0
20260323,000069.SZ,,,,,,,,,,,,,2.52,2.06,,,,,0.0,0.0,2.0
20260323,000070.SZ,,,,,,,,,,,,,16.1,13.18,,,,,0.0,0.0,2.0
20260323,000078.SZ,,,,,,,,,,,,,3.36,2.75,,,,,0.0,0.0,2.0
20260323,000088.SZ,,,,,,,,,,,,,5.12,4.19,,,,,0.0,0.0,2.0
20260323,000089.SZ,,,,,,,,,,,,,7.63,6.25,,,,,0.0,0.0,2.0
20260323,000090.SZ,,,,,,,,,,,,,4.13,3.38,,,,,0.0,0.0,2.0
20260323,000096.SZ,,,,,,,,,,,,,11.18,9.14,,,,,0.0,0.0,2.0
20260323,000099.SZ,,,,,,,,,,,,,20.57,16.83,,,,,0.0,0.0,2.0
20260323,000100.SZ,,,,,,,,,,,,,4.87,3.99,,,,,0.0,0.0,2.0
20260323,000151.SZ,,,,,,,,,,,,,13.37,10.94,,,,,0.0,0.0,2.0
20260323,000153.SZ,,,,,,,,,,,,,6.91,5.65,,,,,0.0,0.0,2.0
20260323,000155.SZ,,,,,,,,,,,,,15.14,12.38,,,,,0.0,0.0,2.0
20260323,000156.SZ,,,,,,,,,,,,,8.47,6.93,,,,,0.0,0.0,2.0
20260323,000157.SZ,,,,,,,,,,,,,9.36,7.66,,,,,0.0,0.0,2.0
