ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260616,11.05,11.12,10.91,10.94,942708.04,1034554.24938
000002.SZ,20260616,3.12,3.13,3.06,3.07,1139539.49,350247.0547
000006.SZ,20260616,7.85,8.08,7.65,7.93,334825.19,263445.13866
000007.SZ,20260616,14.22,14.53,14.1,14.34,69193.0,99278.65788
000008.SZ,20260616,2.58,2.59,2.52,2.54,225266.34,57250.37502
000009.SZ,20260616,6.98,7.14,6.86,7.08,386315.73,271211.97923
000010.SZ,20260616,2.1,2.16,2.03,2.1,237731.0,49701.614
000011.SZ,20260616,7.55,7.61,7.36,7.45,42759.0,31817.529
000012.SZ,20260616,4.1,4.52,4.05,4.52,428469.97,189512.92713
000014.SZ,20260616,10.31,10.31,10.04,10.1,38472.88,38930.95716
000016.SZ,20260616,2.87,2.93,2.8,2.9,235692.0,67368.037
000017.SZ,20260616,5.16,5.35,5.02,5.27,114120.88,59381.1282
000019.SZ,20260616,6.46,6.47,6.33,6.36,69175.82,44050.49312
000020.SZ,20260616,11.95,12.24,11.56,12.2,41699.0,49942.684
000021.SZ,20260616,39.75,41.34,39.74,40.77,1563359.84,6337496.118
000025.SZ,20260616,15.59,16.15,15.45,15.78,120662.74,191676.37613
000026.SZ,20260616,20.66,21.08,20.41,20.76,89261.83,185065.23659
000027.SZ,20260616,7.26,7.68,7.24,7.33,665588.92,495625.03146
000028.SZ,20260616,22.66,22.78,22.39,22.51,15408.6,34630.6989
000029.SZ,20260616,25.34,27.62,25.0,27.62,100466.1,266649.72085
000030.SZ,20260616,4.37,4.48,4.29,4.38,162575.08,71059.88804
000031.SZ,20260616,2.44,2.44,2.35,2.39,388596.03,92214.2001
000032.SZ,20260616,21.47,22.89,20.99,22.89,1010396.98,2257243.00443
000034.SZ,20260616,23.84,26.47,23.75,26.47,666668.33,1699013.41525
000035.SZ,20260616,5.0,5.18,4.94,5.11,408244.96,206899.34248
000036.SZ,20260616,5.23,5.29,5.13,5.15,193836.87,100510.40842
000037.SZ,20260616,11.22,11.69,11.14,11.69,506141.11,581817.83743
000039.SZ,20260616,9.39,9.39,9.0,9.16,359883.9,328058.03628
000042.SZ,20260616,9.36,9.51,9.15,9.4,44822.58,41736.10862
001914.SZ,20260616,9.41,9.41,9.07,9.14,103104.0,94818.59762
000045.SZ,20260616,10.94,11.16,10.74,11.06,46593.75,51259.59025
000048.SZ,20260616,16.9,19.11,16.3,19.11,286014.93,507253.4092
000049.SZ,20260616,23.7,24.56,23.65,24.47,95469.52,230937.57082
000050.SZ,20260616,7.97,8.55,7.93,8.31,599531.02,495044.3647
000055.SZ,20260616,3.77,3.81,3.72,3.74,195357.85,73168.54765
000056.SZ,20260616,1.81,1.84,1.72,1.75,610804.0,106961.907
000058.SZ,20260616,6.88,6.89,6.71,6.84,59645.41,40554.95621
000059.SZ,20260616,4.24,4.47,4.16,4.36,313901.38,136800.15958
000060.SZ,20260616,7.92,8.15,7.82,8.02,2670614.67,2133339.52093
000061.SZ,20260616,6.08,6.12,6.0,6.06,106069.59,64303.26021
000062.SZ,20260616,31.12,31.57,30.8,31.21,432058.27,1348727.4546
000063.SZ,20260616,36.9,38.48,36.55,38.0,2128867.5,8030855.24942
000065.SZ,20260616,12.12,12.86,11.95,12.49,394713.94,495195.46059
000066.SZ,20260616,16.2,16.7,15.96,16.6,1445241.74,2363936.23817
000068.SZ,20260616,3.38,3.43,3.29,3.42,311421.01,105445.96239
000069.SZ,20260616,1.83,1.84,1.8,1.82,352600.88,64087.57828
000070.SZ,20260616,19.37,19.88,19.0,19.49,1320033.18,2557110.44717
000078.SZ,20260616,1.6,1.62,1.55,1.59,747620.8,118335.80696
000088.SZ,20260616,4.41,4.41,4.34,4.36,190140.0,82982.334
000089.SZ,20260616,6.51,6.52,6.41,6.44,83170.07,53563.66121
000090.SZ,20260616,3.6,3.62,3.51,3.55,278641.21,98760.25567
000096.SZ,20260616,7.91,7.92,7.7,7.78,48101.11,37360.0987
000099.SZ,20260616,16.99,17.05,16.68,16.78,224128.21,376863.68421
000100.SZ,20260616,4.6,4.78,4.59,4.65,10527583.27,4933032.19421
000151.SZ,20260616,14.2,14.76,14.08,14.41,272690.97,394113.55218
000153.SZ,20260616,5.5,5.5,5.38,5.47,52018.2,28249.2536
000155.SZ,20260616,13.36,13.62,13.16,13.46,299104.3,400759.79251
000156.SZ,20260616,6.52,6.78,6.42,6.73,169552.85,112385.74891
000157.SZ,20260616,7.65,7.66,7.57,7.58,643189.66,489217.87123
000158.SZ,20260616,15.25,15.25,14.85,15.0,336411.73,503877.33803
000159.SZ,20260616,5.8,5.96,5.63,5.86,178728.0,104107.7495
000166.SZ,20260616,4.57,4.61,4.54,4.6,1016458.28,465152.40976
000301.SZ,20260616,12.65,12.78,12.41,12.45,232146.46,291725.4726
000333.SZ,20260616,80.97,80.99,78.56,78.96,415238.8,3291473.11458
000338.SZ,20260616,29.18,29.58,27.74,28.11,1244114.66,3523236.28735
000400.SZ,20260616,22.89,23.33,22.63,23.06,195410.94,451549.50327
000401.SZ,20260616,3.85,3.86,3.79,3.81,54860.0,20883.376
000402.SZ,20260616,2.78,2.79,2.69,2.73,471501.27,128085.258
000403.SZ,20260616,11.78,12.11,11.63,11.74,111867.72,132967.24756
000404.SZ,20260616,8.03,8.25,7.95,8.1,205221.72,166550.94429
000407.SZ,20260616,4.05,4.06,3.96,4.0,104197.82,41580.64336
000408.SZ,20260616,81.48,81.54,76.23,76.34,177597.76,1392353.65496
000409.SZ,20260616,9.05,9.05,8.88,8.91,49970.04,44548.46569
000410.SZ,20260616,5.25,5.39,5.23,5.35,203493.0,108426.98412
000411.SZ,20260616,10.23,10.45,9.99,10.1,124333.71,126132.50868
000415.SZ,20260616,4.31,4.47,4.28,4.38,912804.4,401035.4654
000417.SZ,20260616,7.42,7.66,7.4,7.6,416673.76,314682.19212
000419.SZ,20260616,4.89,4.91,4.77,4.85,61353.38,29612.20456
000420.SZ,20260616,4.28,4.37,4.24,4.34,653715.4,282402.7136
000421.SZ,20260616,5.51,5.51,5.39,5.44,46004.0,25004.128
000422.SZ,20260616,13.48,13.96,13.4,13.73,332368.71,458013.05552
000423.SZ,20260616,48.85,49.18,47.86,47.97,48991.67,236630.81934
000425.SZ,20260616,9.29,9.35,9.11,9.19,1004750.38,924582.81411
000426.SZ,20260616,39.7,40.67,39.5,40.01,634101.9,2546757.53707
000428.SZ,20260616,3.34,3.34,3.25,3.26,109203.75,35742.9035
000429.SZ,20260616,13.06,13.25,12.84,13.14,86335.0,112795.73675
000430.SZ,20260616,7.89,7.93,7.64,7.77,99860.0,77169.89
000488.SZ,20260616,2.15,2.16,2.12,2.14,86622.0,18528.566
000498.SZ,20260616,5.1,5.11,5.04,5.05,53951.0,27300.852
000501.SZ,20260616,7.35,7.35,7.19,7.32,60738.25,44039.82985
000503.SZ,20260616,6.99,7.28,6.82,7.24,236658.95,167212.30994
000504.SZ,20260616,8.04,8.28,7.93,8.2,71998.61,58415.8201
000505.SZ,20260616,5.6,5.62,5.49,5.54,57324.06,31730.36724
000506.SZ,20260616,15.11,15.7,14.72,15.2,898485.63,1370761.29252
000507.SZ,20260616,4.96,4.96,4.89,4.92,60448.08,29723.54232
000509.SZ,20260616,4.17,4.31,4.06,4.26,712814.0,299275.199
000510.SZ,20260616,22.0,23.28,21.35,22.95,1232267.61,2782611.08838
000513.SZ,20260616,30.46,30.52,29.71,29.74,60804.97,181999.11122
000514.SZ,20260616,4.16,4.18,4.02,4.06,99055.0,40221.095
000516.SZ,20260616,4.0,4.02,3.94,4.01,141711.94,56468.9254
000517.SZ,20260616,1.93,2.02,1.92,1.98,533267.93,104860.30189
000518.SZ,20260616,3.18,3.24,3.11,3.21,368106.98,117256.30866
000519.SZ,20260616,19.44,20.55,19.34,20.42,1085430.05,2175158.66845
000520.SZ,20260616,4.39,4.64,4.28,4.58,805489.73,362866.89506
