ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260722,10.81,10.98,10.77,10.98,1029483.94,1120150.60717
000002.SZ,20260722,3.11,3.22,3.09,3.19,1635722.62,517044.80958
000006.SZ,20260722,5.88,6.04,5.83,5.92,165893.17,98544.57674
000007.SZ,20260722,8.76,9.33,8.71,9.04,99237.0,89934.548
000008.SZ,20260722,2.26,2.3,2.24,2.28,298634.81,67938.62936
000009.SZ,20260722,6.14,6.18,6.06,6.1,222681.59,136047.81181
000010.SZ,20260722,1.43,1.48,1.4,1.43,187259.0,26881.603
000011.SZ,20260722,6.73,6.83,6.63,6.83,68204.72,45852.82188
000012.SZ,20260722,3.83,3.86,3.73,3.75,380483.8,143453.73148
000014.SZ,20260722,8.71,8.84,8.53,8.59,81409.4,70399.0088
000016.SZ,20260722,2.41,2.55,2.4,2.47,168125.5,41570.613
000017.SZ,20260722,5.1,5.24,5.05,5.16,105580.9,54387.9964
000019.SZ,20260722,5.91,5.99,5.84,5.92,53027.59,31266.45222
000020.SZ,20260722,9.77,9.88,9.45,9.6,29929.0,28842.732
000021.SZ,20260722,39.43,42.48,39.43,40.22,2209303.4,9090711.09118
000025.SZ,20260722,13.81,13.85,13.46,13.64,41370.35,56434.61777
000026.SZ,20260722,16.31,16.42,15.77,15.95,69487.0,111496.253
000027.SZ,20260722,6.35,6.48,6.32,6.48,397192.15,254751.71651
000028.SZ,20260722,20.66,20.77,20.31,20.61,39727.88,81553.6516
000029.SZ,20260722,20.48,20.78,19.87,20.05,64663.0,130140.437
000030.SZ,20260722,4.21,4.23,4.08,4.15,134538.98,55454.8596
000031.SZ,20260722,2.05,2.12,2.04,2.11,399446.8,83475.1478
000032.SZ,20260722,15.83,16.49,15.52,15.6,469713.59,747218.55571
000034.SZ,20260722,24.96,27.76,24.7,27.41,1314782.75,3580141.17889
000035.SZ,20260722,4.4,4.43,4.33,4.39,277494.87,121504.82532
000036.SZ,20260722,3.9,4.12,3.85,4.1,476932.2,191158.7729
000037.SZ,20260722,9.36,10.4,9.31,10.31,636087.77,625431.87494
000039.SZ,20260722,7.98,8.22,7.93,8.08,461623.89,373464.90579
000042.SZ,20260722,7.93,7.93,7.7,7.78,70096.51,54739.98731
001914.SZ,20260722,9.0,9.04,8.81,8.97,105593.0,94146.294
000045.SZ,20260722,8.85,8.95,8.63,8.67,51739.9,45278.14922
000048.SZ,20260722,20.33,20.71,18.78,19.15,328397.29,639767.03974
000049.SZ,20260722,24.2,24.3,23.52,23.73,75141.24,178862.34116
000050.SZ,20260722,6.28,6.35,6.21,6.29,307460.41,193224.82864
000055.SZ,20260722,3.2,3.25,3.19,3.21,82539.5,26524.377
000056.SZ,20260722,1.71,1.76,1.68,1.76,157072.0,27283.209
