ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260708,10.44,10.63,10.34,10.6,950760.22,1002624.59724
000002.SZ,20260708,2.98,3.02,2.95,3.0,882884.37,263242.7963
000004.SZ,20260708,0.39,0.41,0.36,0.38,46985.7,1799.7044
000006.SZ,20260708,6.8,6.86,6.65,6.78,140327.5,95092.27853
000007.SZ,20260708,11.81,11.88,11.2,11.2,73979.0,84716.073
000009.SZ,20260708,6.28,6.32,6.12,6.16,168189.28,103860.66376
000010.SZ,20260708,1.8,1.89,1.75,1.85,198062.75,35981.91575
000011.SZ,20260708,6.41,6.41,6.23,6.33,32824.13,20768.16716
000012.SZ,20260708,4.24,4.33,4.17,4.18,502833.6,213235.28154
000014.SZ,20260708,9.0,9.01,8.79,8.92,35356.0,31563.252
000016.SZ,20260708,2.42,2.54,2.37,2.52,245346.6,60937.252
000017.SZ,20260708,6.0,6.24,5.94,6.06,154398.01,93741.05902
000019.SZ,20260708,5.86,5.98,5.8,5.91,42694.3,25142.6334
000020.SZ,20260708,10.41,10.62,10.28,10.38,31898.0,33139.725
000021.SZ,20260708,54.1,55.0,49.33,51.13,1630632.0,8436490.421
000025.SZ,20260708,13.6,13.65,13.25,13.27,38035.96,51020.6382
000026.SZ,20260708,20.38,20.5,18.8,18.8,144371.29,279241.27308
000027.SZ,20260708,6.03,6.09,5.98,6.02,214468.2,129342.9682
000028.SZ,20260708,20.51,20.92,20.27,20.68,28210.86,58301.66988
000029.SZ,20260708,22.29,22.58,21.96,22.11,41129.4,91503.5364
000030.SZ,20260708,4.0,4.06,3.94,4.01,89773.01,36010.562
000031.SZ,20260708,2.08,2.12,2.04,2.1,289665.99,60309.15694
000032.SZ,20260708,21.7,22.0,20.43,21.04,469755.85,997853.0884
000034.SZ,20260708,27.87,29.32,27.53,28.56,921843.54,2612463.37967
000035.SZ,20260708,4.63,4.64,4.54,4.55,271867.7,124440.2105
000036.SZ,20260708,4.16,4.2,4.06,4.08,219944.1,90351.96
