trade_date,ts_code,name,close,pre_close_est,pct_chg,up_limit,down_limit
20260430,000001.SZ,,11.49,15.535424553812872,-0.2604,12.67,10.37
20260430,000002.SZ,,3.91,1.9226986624704958,1.0336,4.26,3.48
20260430,000006.SZ,,9.7,3.23559825210981,1.9979,10.46,8.56
20260430,000007.SZ,,15.51,1.41,10.0,15.51,12.69
20260430,000008.SZ,,2.69,4.2725540025412965,-0.3704,2.97,2.43
20260430,000009.SZ,,8.65,-1.494264787175235,-6.7888,10.21,8.35
20260430,000010.SZ,,2.89,-0.7345839052412181,-4.9342,3.19,2.89
20260430,000011.SZ,,8.07,8.07,0.0,8.88,7.26
20260430,000012.SZ,,4.03,15.434699348908465,-0.7389,4.47,3.65
20260430,000014.SZ,,13.2,13.2,0.0,14.52,11.88
20260430,000016.SZ,,3.24,-0.8129877299074099,-4.9853,3.58,3.24
20260430,000017.SZ,,6.41,6.41,0.0,7.05,5.77
20260430,000019.SZ,,7.69,34.056687333923826,-0.7742,8.53,6.98
20260430,000020.SZ,,15.96,13.430951779853574,0.1883,17.52,14.34
20260430,000021.SZ,,29.22,30.254711120314763,-0.0342,32.15,26.31
20260430,000025.SZ,,16.6,7.276552842677422,1.2813,18.03,14.75
20260430,000026.SZ,,18.13,14.847268855949553,0.2211,19.9,16.28
20260430,000027.SZ,,6.84,-9.44620908714266,-1.7241,7.66,6.26
20260430,000028.SZ,,24.54,-507.02479338842977,-1.0484,27.28,22.32
20260430,000029.SZ,,21.26,8.573617776343912,1.4797,23.05,18.86
20260430,000030.SZ,,5.09,6.331633287722353,-0.1961,5.61,4.59
20260430,000031.SZ,,3.06,0.7592486911644294,3.0303,3.27,2.67
20260430,000032.SZ,,17.34,-11.337038247793396,-2.5295,19.57,16.01
20260430,000034.SZ,,37.67,23.335191723967046,0.6143,41.18,33.7
20260430,000035.SZ,,6.53,-4.247707018799193,-2.5373,7.37,6.03
20260430,000036.SZ,,5.59,1.4877308777346037,2.7574,5.98,4.9
20260430,000037.SZ,,10.8,-109.20121334681498,-1.0989,12.01,9.83
20260430,000039.SZ,,12.39,18.268947213211444,-0.3218,13.67,11.19
20260430,000042.SZ,,9.63,1.0064588950899858,8.5682,9.76,7.98
20260430,000045.SZ,,12.01,3.3717959515988656,2.5619,12.88,10.54
20260430,000048.SZ,,14.74,12.976494409719166,0.1359,16.19,13.25
20260430,000049.SZ,,29.04,-21.98501022030434,-2.3209,32.7,26.76
20260430,000050.SZ,,7.62,-1.3034553540882654,-6.846,9.0,7.36
20260430,000055.SZ,,3.65,2.863418843649486,0.2747,4.0,3.28
20260430,000056.SZ,,1.74,-0.444104134762634,-4.918,1.92,1.74
20260430,000058.SZ,,8.2,4.406233207952713,0.861,8.94,7.32
20260430,000059.SZ,,5.69,2.3454245671887883,1.426,6.17,5.05
20260430,000060.SZ,,6.75,2.695902228612509,1.5038,7.32,5.99
20260430,000061.SZ,,7.38,122.18543046357614,-0.9396,8.2,6.71
20260430,000062.SZ,,36.92,8.092232158513063,3.5624,39.22,32.09
20260430,000063.SZ,,36.7,20.748530076888287,0.7688,40.06,32.78
20260430,000065.SZ,,12.79,6.071106469834338,1.1067,13.92,11.39
20260430,000066.SZ,,19.82,1.8036382167459892,9.9889,19.82,16.22
20260430,000068.SZ,,3.28,3.28,0.0,3.61,2.95
20260430,000069.SZ,,2.26,1.5646635281085572,0.4444,2.48,2.03
20260430,000070.SZ,,18.08,-3.3073574067976437,-6.4666,21.26,17.4
20260430,000088.SZ,,4.53,4.53,0.0,4.98,4.08
20260430,000089.SZ,,7.13,5.5646608912822915,0.2813,7.82,6.4
20260430,000090.SZ,,3.52,2.2400407280132364,0.5714,3.85,3.15
20260430,000096.SZ,,9.73,12.240533400427728,-0.2051,10.73,8.78
20260430,000099.SZ,,17.67,172.2222222222222,-0.8974,19.61,16.05
20260430,000100.SZ,,4.27,-27.12833545108005,-1.1574,4.75,3.89
20260430,000151.SZ,,11.84,10.126582278481012,0.1692,13.0,10.64
20260430,000153.SZ,,6.45,9.335649153278332,-0.3091,7.12,5.82
20260430,000155.SZ,,17.42,-2.047845765003233,-9.5065,21.18,17.33
20260430,000156.SZ,,7.41,115.42056074766349,-0.9358,8.23,6.73
20260430,000157.SZ,,7.95,-8.171446191797717,-1.9729,8.92,7.3
20260430,000158.SZ,,17.2,219.66794380587473,-0.9217,19.1,15.62
20260430,000159.SZ,,6.5,6.5,0.0,7.15,5.85
20260430,000166.SZ,,4.74,4.74,0.0,5.21,4.27
20260430,000301.SZ,,13.27,12.339594569462527,0.0754,14.59,11.93
20260430,000333.SZ,,81.1,109.34340029661587,-0.2583,89.44,73.18
20260430,000338.SZ,,31.2,6.9602462856378,3.4826,33.17,27.14
20260430,000400.SZ,,25.19,86.71256454388985,-0.7095,27.91,22.83
20260430,000401.SZ,,4.28,-0.6730300504772538,-7.3593,5.08,4.16
20260430,000402.SZ,,3.17,0.2863750519450015,10.0694,3.17,2.59
20260430,000403.SZ,,11.95,-14.795097189550573,-1.8077,13.39,10.95
20260430,000404.SZ,,8.28,9.415510575392313,-0.1206,9.12,7.46
20260430,000407.SZ,,4.84,6.097253716301335,-0.2062,5.34,4.37
20260430,000408.SZ,,89.26,-96.71687073355727,-1.9229,100.11,81.91
20260430,000409.SZ,,10.16,7.838296559172967,0.2962,11.14,9.12
20260430,000410.SZ,,6.16,7.35171261487051,-0.1621,6.79,5.55
20260430,000411.SZ,,10.6,13.059011950227916,-0.1883,11.68,9.56
20260430,000415.SZ,,4.68,-5.277401894451962,-1.8868,5.25,4.29
20260430,000417.SZ,,6.69,2.132338879326831,2.1374,7.21,5.9
20260430,000419.SZ,,5.83,2.631697738455288,1.2153,6.34,5.18
20260430,000420.SZ,,5.11,22.884012539184948,-0.7767,5.67,4.64
20260430,000421.SZ,,6.33,-67.48400852878457,-1.0938,7.04,5.76
20260430,000422.SZ,,16.9,-313.5435992578846,-1.0539,18.79,15.37
20260430,000423.SZ,,55.0,40.29304029304029,0.365,60.28,49.32
20260430,000425.SZ,,9.95,-4.149118051791001,-3.3981,11.33,9.27
