trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260710,000001.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8704475448450806,5981850.0,,,,,,11.54,9.44,,,,,0.0,0.0,2.0
20260710,000002.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7369088603007792,1622972.0,,,,,,3.28,2.68,,,,,0.0,0.0,2.0
20260710,000004.SZ,,U,6.0,825567.0,825567.0,93103.0,94806.0,,,,,,,,,,,,,,,,,,,,,,,,0.2049284290632361,72270.0,,,,,,0.46,0.38,0.0,,,0.0,1.0,0.0,1.1438168639454664
20260710,000006.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6988584888566769,1273216.0,,,,,,7.52,6.16,,,,,0.0,0.0,2.0
20260710,000007.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25457510418554086,96565.0,,,,,,11.94,9.77,,,,,0.0,0.0,2.0
20260710,000009.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31980431237543033,138774.0,,,,,,6.7,5.48,,,,,0.0,0.0,2.0
20260710,000010.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4460953071208552,268068.0,,,,,,2.0,1.64,,,,,0.0,0.0,2.0
20260710,000011.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16651567312919008,56070.0,,,,,,6.9,5.64,,,,,0.0,0.0,2.0
20260710,000012.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6599021561877152,977262.0,,,,,,4.74,3.88,,,,,0.0,0.0,2.0
20260710,000014.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20402246783837652,71928.0,,,,,,9.79,8.01,,,,,0.0,0.0,2.0
20260710,000016.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5133176300054357,395280.0,,,,,,2.72,2.22,,,,,0.0,0.0,2.0
20260710,000017.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835296249320529,4009005.0,,,,,,7.21,5.9,,,,,0.0,0.0,2.0
20260710,000019.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043486138793259646,9296.0,,,,,,6.39,5.23,,,,,0.0,0.0,2.0
20260710,000020.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29479978256930606,121325.0,,,,,,11.65,9.53,,,,,0.0,0.0,2.0
