trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260427,000001.SZ,,,,,,,,,,,,,12.1,9.9,,,,,0.0,0.0,2.0
20260427,000002.SZ,,,,,,,,,,,,,4.13,3.38,,,,,0.0,0.0,2.0
20260427,000004.SZ,,,,,,,,,,,,,3.06,2.76,,,,,0.0,0.0,2.0
20260427,000006.SZ,,,,,,,,,,,,,10.87,8.89,,,,,0.0,0.0,2.0
20260427,000007.SZ,,,,,,,,,,,,,15.24,12.47,,,,,0.0,0.0,2.0
20260427,000008.SZ,,,,,,,,,,,,,2.93,2.39,,,,,0.0,0.0,2.0
20260427,000009.SZ,,,,,,,,,,,,,9.79,8.01,,,,,0.0,0.0,2.0
20260427,000010.SZ,,,,,,,,,,,,,3.98,3.26,,,,,0.0,0.0,2.0
20260427,000011.SZ,,,,,,,,,,,,,9.28,7.6,,,,,0.0,0.0,2.0
20260427,000012.SZ,,,,,,,,,,,,,4.9,4.01,,,,,0.0,0.0,2.0
20260427,000014.SZ,,,,,,,,,,,,,14.43,11.81,,,,,0.0,0.0,2.0
20260427,000016.SZ,,,,,,,,,,,,,3.51,2.87,,,,,0.0,0.0,2.0
20260427,000017.SZ,,,,,,,,,,,,,6.99,5.72,,,,,0.0,0.0,2.0
20260427,000019.SZ,,,,,,,,,,,,,8.8,7.2,,,,,0.0,0.0,2.0
20260427,000020.SZ,,,,,,,,,,,,,16.86,13.8,,,,,0.0,0.0,2.0
20260427,000021.SZ,,,,,,,,,,,,,31.74,25.97,,,,,0.0,0.0,2.0
20260427,000025.SZ,,,,,,,,,,,,,17.19,14.07,,,,,0.0,0.0,2.0
20260427,000026.SZ,,,,,,,,,,,,,20.25,16.57,,,,,0.0,0.0,2.0
20260427,000027.SZ,,,,,,,,,,,,,7.62,6.24,,,,,0.0,0.0,2.0
20260427,000028.SZ,,,,,,,,,,,,,27.27,22.31,,,,,0.0,0.0,2.0
20260427,000029.SZ,,,,,,,,,,,,,22.19,18.15,,,,,0.0,0.0,2.0
20260427,000030.SZ,,,,,,,,,,,,,5.63,4.61,,,,,0.0,0.0,2.0
20260427,000031.SZ,,,,,,,,,,,,,3.18,2.6,,,,,0.0,0.0,2.0
20260427,000032.SZ,,,,,,,,,,,,,19.71,16.13,,,,,0.0,0.0,2.0
20260427,000034.SZ,,,,,,,,,,,,,41.28,33.78,,,,,0.0,0.0,2.0
20260427,000035.SZ,,,,,,,,,,,,,7.54,6.17,,,,,0.0,0.0,2.0
20260427,000036.SZ,,,,,,,,,,,,,5.7,4.66,,,,,0.0,0.0,2.0
20260427,000037.SZ,,,,,,,,,,,,,11.86,9.7,,,,,0.0,0.0,2.0
20260427,000039.SZ,,,,,,,,,,,,,12.22,10.0,,,,,0.0,0.0,2.0
20260427,000042.SZ,,,,,,,,,,,,,9.81,8.03,,,,,0.0,0.0,2.0
20260427,000045.SZ,,,,,,,,,,,,,13.07,10.69,,,,,0.0,0.0,2.0
20260427,000048.SZ,,,,,,,,,,,,,15.66,12.82,,,,,0.0,0.0,2.0
20260427,000049.SZ,,,,,,,,,,,,,31.81,26.03,,,,,0.0,0.0,2.0
20260427,000050.SZ,,,,,,,,,,,,,9.0,7.36,,,,,0.0,0.0,2.0
20260427,000055.SZ,,,,,,,,,,,,,3.78,3.1,,,,,0.0,0.0,2.0
20260427,000056.SZ,,,,,,,,,,,,,2.03,1.83,,,,,1.0,0.0,2.0
20260427,000058.SZ,,,,,,,,,,,,,8.81,7.21,,,,,0.0,0.0,2.0
20260427,000059.SZ,,,,,,,,,,,,,5.98,4.9,,,,,0.0,0.0,2.0
20260427,000060.SZ,,,,,,,,,,,,,7.14,5.84,,,,,0.0,0.0,2.0
20260427,000061.SZ,,,,,,,,,,,,,8.17,6.69,,,,,0.0,0.0,2.0
20260427,000062.SZ,,U,11.0,113563436.0,113563436.0,93748.0,111030.0,,,,,,37.77,30.91,1.0,1.0,10.0,0.0,1.0,0.0,1.6302403623848933
20260427,000063.SZ,,,,,,,,,,,,,40.02,32.74,,,,,0.0,0.0,2.0
20260427,000065.SZ,,,,,,,,,,,,,14.93,12.21,,,,,0.0,0.0,2.0
