trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260716,000001.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.850805721528155,4207630.0,,,,,,11.92,9.76,,,,,0.0,0.0,2.0
20260716,000002.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7836320840123121,2346184.0,,,,,,3.44,2.82,,,,,0.0,0.0,2.0
20260716,000006.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3775122216186855,224700.0,,,,,,7.13,5.83,,,,,0.0,0.0,2.0
20260716,000007.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4115516929205142,258816.0,,,,,,11.23,9.19,,,,,0.0,0.0,2.0
20260716,000008.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8839398877421691,5975751.0,,,,,,2.78,2.28,,,,,0.0,0.0,2.0
20260716,000009.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4796306355241716,375765.0,,,,,,6.74,5.52,,,,,0.0,0.0,2.0
20260716,000010.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27557486873076226,127764.0,,,,,,1.88,1.54,,,,,0.0,0.0,2.0
20260716,000011.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34039471301828716,184032.0,,,,,,7.08,5.8,,,,,0.0,0.0,2.0
20260716,000012.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6299112801013942,820003.0,,,,,,4.27,3.49,,,,,0.0,0.0,2.0
20260716,000014.SZ,,U,0.0,11770000.0,11770000.0,105833.0,105833.0,1.0,ok,,1min,241.0,10:59:00,15:00:00,1.0,0.0,0.7,0.0,,0.039286,0.0,31.0,0.0,60.8,68.89,57.0,10.2,10.2,0.0,neutral_limitup,0.4906753575955097,398940.0,,,,,,10.0,8.18,1.0,8.0,2.0,0.0,1.0,0.0,2.2932872488284053
20260716,000016.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873076226688394,5262716.0,,,,,,2.86,2.34,,,,,0.0,0.0,2.0
20260716,000017.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4093789607097592,256940.0,,,,,,6.48,5.3,,,,,0.0,0.0,2.0
20260716,000019.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27584646025710663,127866.0,,,,,,6.72,5.5,,,,,0.0,0.0,2.0
20260716,000020.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20659062103929024,85526.0,,,,,,11.47,9.39,,,,,0.0,0.0,2.0
20260716,000021.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951113525258012,111714240.0,,,,,,51.99,42.53,,,,,0.0,0.0,2.0
20260716,000025.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27720441788882855,128928.0,,,,,,14.88,12.18,,,,,0.0,0.0,2.0
20260716,000026.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37072243346007605,216580.0,,,,,,20.25,16.57,,,,,0.0,0.0,2.0
20260716,000027.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5462610899873257,526536.0,,,,,,6.82,5.58,,,,,0.0,0.0,2.0
20260716,000028.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6395075140322288,865566.0,,,,,,23.2,18.98,,,,,0.0,0.0,2.0
20260716,000029.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49049429657794674,398574.0,,,,,,24.02,19.66,,,,,0.0,0.0,2.0
