ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260422,11.08,11.09,10.95,10.98,839053.99,923203.009
000002.SZ,20260422,3.92,3.92,3.86,3.88,764654.05,296503.187
000004.SZ,20260422,3.22,3.22,3.22,3.22,3585.0,1154.37
000006.SZ,20260422,9.6,9.88,9.55,9.76,271652.15,264414.488
000007.SZ,20260422,13.82,13.93,13.56,13.84,44681.39,61682.155
000008.SZ,20260422,2.7,2.71,2.68,2.7,384061.0,103286.802
000009.SZ,20260422,8.9,9.17,8.9,8.97,322197.29,290983.185
000010.SZ,20260422,3.79,3.79,3.65,3.73,268890.99,99796.697
000011.SZ,20260422,8.38,8.44,8.32,8.42,32552.98,27283.307
000012.SZ,20260422,4.52,4.55,4.49,4.51,131740.05,59618.15
000014.SZ,20260422,13.24,13.29,13.08,13.29,48920.24,64467.297
000016.SZ,20260422,3.35,3.43,3.32,3.39,436453.02,147719.152
000017.SZ,20260422,6.48,6.49,6.34,6.49,85068.84,54553.883
000019.SZ,20260422,7.82,7.83,7.64,7.7,177169.23,136485.988
000020.SZ,20260422,15.89,15.96,15.7,15.88,47662.0,75526.864
000021.SZ,20260422,28.85,29.49,28.58,29.46,675951.24,1970575.539
000025.SZ,20260422,16.22,16.33,15.78,15.92,68032.84,108175.455
000026.SZ,20260422,18.0,18.4,16.92,17.4,272743.66,482437.231
000027.SZ,20260422,6.84,6.97,6.81,6.91,420795.14,290813.441
000028.SZ,20260422,25.1,25.3,24.9,25.19,67468.6,169476.697
000029.SZ,20260422,19.89,20.25,19.86,20.14,33102.8,66386.564
000030.SZ,20260422,5.38,5.42,5.24,5.34,408524.69,217534.981
000031.SZ,20260422,2.89,2.92,2.87,2.9,148216.25,42900.833
000032.SZ,20260422,18.25,18.55,18.0,18.43,176632.46,324278.748
000034.SZ,20260422,36.43,37.6,36.05,37.44,214329.94,791626.683
000035.SZ,20260422,6.97,7.06,6.91,7.02,428009.73,299225.431
000036.SZ,20260422,5.1,5.17,5.07,5.12,217282.31,111131.46
000037.SZ,20260422,11.06,11.3,10.93,11.28,476950.01,530993.817
000039.SZ,20260422,11.3,11.68,10.99,11.6,702363.61,798499.899
000042.SZ,20260422,8.9,9.2,8.87,9.02,57742.46,52173.616
000045.SZ,20260422,11.99,12.02,11.89,11.94,64479.0,76964.636
000048.SZ,20260422,14.9,15.1,14.73,14.78,124007.72,184413.76
000049.SZ,20260422,29.42,31.5,29.42,30.17,410284.84,1242077.269
000050.SZ,20260422,8.36,8.55,8.33,8.5,192538.65,163148.65
000055.SZ,20260422,3.38,3.42,3.37,3.39,64496.81,21896.329
000056.SZ,20260422,1.98,2.09,1.96,1.98,1567708.79,313393.022
000058.SZ,20260422,7.95,8.22,7.89,8.12,134897.0,108817.918
000059.SZ,20260422,5.28,5.33,5.22,5.24,196068.11,102964.857
000060.SZ,20260422,6.51,6.85,6.48,6.81,1618494.0,1081870.109
000061.SZ,20260422,7.48,7.57,7.41,7.5,123224.0,92166.899
000062.SZ,20260422,30.4,32.64,29.87,32.64,726928.79,2268375.61
000063.SZ,20260422,35.08,37.44,35.0,37.34,2308324.6,8493460.079
000065.SZ,20260422,14.3,14.37,13.92,14.07,350342.84,491538.942
000066.SZ,20260422,15.4,15.67,15.28,15.61,632720.62,982930.257
000068.SZ,20260422,3.23,3.23,3.18,3.19,79539.66,25451.797
000069.SZ,20260422,2.2,2.21,2.18,2.2,205929.0,45186.504
000070.SZ,20260422,20.03,22.2,19.95,21.25,1517438.45,3245704.569
000078.SZ,20260422,3.68,3.7,3.49,3.55,1688893.04,600076.347
000088.SZ,20260422,4.56,4.58,4.53,4.54,182990.93,83361.975
000089.SZ,20260422,6.85,6.9,6.84,6.88,53494.1,36753.884
000090.SZ,20260422,3.69,3.72,3.64,3.65,173249.7,63366.157
000096.SZ,20260422,9.62,9.66,9.6,9.63,42513.11,40939.162
000099.SZ,20260422,18.15,18.16,17.94,18.1,88940.63,160607.418
000100.SZ,20260422,4.31,4.37,4.3,4.35,3353677.99,1457481.736
000151.SZ,20260422,10.98,10.98,10.76,10.82,63722.04,68912.942
000153.SZ,20260422,6.44,6.54,6.4,6.49,99211.2,64215.047
000155.SZ,20260422,16.66,17.2,16.6,17.12,754121.25,1277741.633
000156.SZ,20260422,7.55,7.56,7.5,7.51,66183.35,49771.378
000157.SZ,20260422,8.13,8.15,8.02,8.06,781049.91,630842.291
000158.SZ,20260422,17.53,18.36,17.33,18.1,634741.35,1141279.314
000159.SZ,20260422,6.23,6.78,6.2,6.56,393182.39,257863.127
000166.SZ,20260422,4.68,4.75,4.67,4.69,809674.73,381111.074
000301.SZ,20260422,12.7,13.05,12.64,12.92,337599.56,434800.204
000333.SZ,20260422,79.5,79.63,78.87,79.3,202781.6,1606990.585
000338.SZ,20260422,26.66,28.42,26.5,27.98,1209560.81,3333223.353
000400.SZ,20260422,26.18,26.4,26.08,26.24,259321.04,680035.219
000401.SZ,20260422,4.67,4.68,4.62,4.66,109472.25,50955.027
000402.SZ,20260422,2.72,2.75,2.7,2.75,308568.42,84221.569
000403.SZ,20260422,12.87,12.9,12.78,12.8,42711.76,54733.324
000404.SZ,20260422,7.9,8.14,7.78,8.09,598970.38,478670.211
000407.SZ,20260422,4.71,4.72,4.66,4.72,131641.0,61799.935
000408.SZ,20260422,86.12,88.76,85.71,88.29,131401.56,1153823.303
000409.SZ,20260422,10.72,10.8,10.63,10.75,63688.87,68260.284
000410.SZ,20260422,6.68,6.84,6.6,6.83,231899.49,156468.81
000411.SZ,20260422,10.9,10.94,10.78,10.82,38913.08,42109.542
000415.SZ,20260422,4.68,4.75,4.64,4.72,553930.6,259947.967
000417.SZ,20260422,6.44,6.52,6.36,6.49,108570.21,69870.609
000419.SZ,20260422,5.7,5.72,5.57,5.59,86154.0,48448.145
000420.SZ,20260422,5.3,5.34,5.21,5.28,1106584.61,584118.175
000421.SZ,20260422,6.0,6.01,5.96,5.98,56122.0,33545.731
000422.SZ,20260422,16.33,16.77,16.3,16.69,560830.37,931748.76
000423.SZ,20260422,53.05,53.21,52.28,52.42,77012.04,405260.846
000425.SZ,20260422,10.05,10.06,9.87,9.97,1051588.3,1046742.683
000426.SZ,20260422,41.99,43.79,41.39,43.62,902159.62,3872793.782
000428.SZ,20260422,3.82,3.86,3.76,3.81,138466.0,52586.376
000429.SZ,20260422,12.64,12.8,12.58,12.68,50737.0,64225.441
000430.SZ,20260422,7.94,7.94,7.85,7.87,44741.0,35207.435
000488.SZ,20260422,2.54,2.61,2.53,2.55,146725.43,37721.6
000498.SZ,20260422,5.82,5.84,5.73,5.75,213511.3,123224.998
000501.SZ,20260422,8.37,8.38,8.24,8.28,62586.29,51896.905
000503.SZ,20260422,7.39,7.42,7.3,7.37,117751.56,86598.001
000504.SZ,20260422,9.79,9.84,9.66,9.7,17599.44,17143.656
000505.SZ,20260422,6.56,6.61,6.49,6.52,79715.29,52073.917
000506.SZ,20260422,17.33,17.61,17.1,17.48,250604.0,435692.631
000507.SZ,20260422,5.27,5.29,5.24,5.25,100816.0,52989.988
000509.SZ,20260422,3.56,3.6,3.5,3.59,195706.56,69639.694
000510.SZ,20260422,14.79,15.09,14.56,14.75,376607.03,558007.901
000513.SZ,20260422,33.6,33.73,33.5,33.7,29555.73,99213.203
000514.SZ,20260422,4.83,4.83,4.73,4.76,76306.68,36344.137
000516.SZ,20260422,4.6,4.63,4.57,4.62,201849.5,92950.156
000517.SZ,20260422,1.89,1.9,1.87,1.88,133441.97,25155.9
000518.SZ,20260422,2.99,3.01,2.93,2.94,119950.0,35516.723
000519.SZ,20260422,17.91,18.0,17.78,17.92,155264.87,278038.458
000520.SZ,20260422,3.97,4.01,3.96,3.97,113911.95,45334.163
000521.SZ,20260422,5.67,5.68,5.6,5.62,126289.93,71012.736
000523.SZ,20260422,3.26,3.26,3.21,3.23,150346.52,48546.78
000524.SZ,20260422,10.33,10.34,10.19,10.22,97117.04,99220.659
000525.SZ,20260422,5.67,5.74,5.64,5.68,125274.91,71230.36
000526.SZ,20260422,32.22,34.5,32.01,34.06,58189.01,195656.93
000528.SZ,20260422,9.73,9.86,9.72,9.82,191050.61,186856.487
000529.SZ,20260422,5.63,5.65,5.56,5.59,45849.0,25663.007
000530.SZ,20260422,6.05,6.15,6.03,6.1,190927.44,116255.392
000531.SZ,20260422,6.8,7.09,6.78,7.04,383544.29,268001.493
000532.SZ,20260422,13.69,13.88,13.63,13.83,54375.35,74946.278
000533.SZ,20260422,16.39,16.78,15.91,16.05,1095920.7,1776813.064
000534.SZ,20260422,42.38,43.08,39.32,42.69,307719.33,1264753.682
000536.SZ,20260422,4.2,4.21,4.17,4.18,279399.19,116789.648
000537.SZ,20260422,10.35,10.72,10.29,10.59,715270.19,755102.046
000538.SZ,20260422,55.06,55.06,54.46,54.48,84748.11,463438.721
000539.SZ,20260422,6.79,6.9,6.5,6.55,2701087.93,1793882.265
000541.SZ,20260422,5.69,5.71,5.65,5.71,57311.54,32557.807
000543.SZ,20260422,8.25,8.31,8.21,8.24,349252.95,288251.974
000544.SZ,20260422,8.29,8.32,8.26,8.31,37760.23,31310.023
000545.SZ,20260422,2.99,3.03,2.97,3.01,314853.43,94454.69
000546.SZ,20260422,6.76,6.97,6.65,6.69,650277.22,438138.26
000547.SZ,20260422,27.46,27.64,26.86,27.2,1839934.54,4994805.414
000548.SZ,20260422,5.22,5.23,5.16,5.18,57195.9,29710.503
000550.SZ,20260422,18.9,19.44,18.8,19.29,45788.0,88272.7
000551.SZ,20260422,14.58,14.86,14.4,14.76,194046.51,284916.399
000552.SZ,20260422,2.74,2.74,2.62,2.62,1709115.53,452047.571
000553.SZ,20260422,6.14,6.18,6.09,6.11,74114.0,45434.4
000554.SZ,20260422,7.89,7.94,7.78,7.81,164634.01,128718.401
000555.SZ,20260422,15.31,15.5,15.17,15.5,237166.2,364709.824
000557.SZ,20260422,4.67,4.69,4.65,4.67,56754.29,26484.309
000558.SZ,20260422,4.46,4.47,4.4,4.41,240069.74,105986.322
000559.SZ,20260422,16.98,17.34,16.85,17.15,964350.32,1649557.109
000560.SZ,20260422,2.97,2.98,2.93,2.94,630806.23,185851.48
000561.SZ,20260422,9.88,9.97,9.84,9.89,88498.88,87628.834
000563.SZ,20260422,3.35,3.41,3.34,3.4,527466.17,178526.095
000564.SZ,20260422,1.86,1.87,1.84,1.85,1495495.38,276339.958
000565.SZ,20260422,7.27,7.31,7.22,7.25,42070.61,30603.028
000566.SZ,20260422,5.34,5.34,5.26,5.31,228008.55,120572.84
000567.SZ,20260422,5.37,5.66,5.34,5.5,248612.3,137635.462
000568.SZ,20260422,100.63,100.63,99.72,100.24,81208.8,812481.713
000570.SZ,20260422,6.64,6.79,6.6,6.77,438543.8,294563.607
000571.SZ,20260422,6.05,6.22,5.99,6.13,217833.23,133779.307
000572.SZ,20260422,5.75,5.75,5.63,5.68,294482.01,166789.612
000573.SZ,20260422,4.89,5.02,4.85,4.9,296057.36,146073.794
000576.SZ,20260422,9.66,9.79,9.6,9.72,77206.0,75050.87
000581.SZ,20260422,18.93,19.09,18.91,18.97,113372.25,215508.999
000582.SZ,20260422,10.93,11.02,10.88,10.91,185781.3,203221.87
000586.SZ,20260422,20.54,21.17,20.28,20.69,418761.88,873499.728
000589.SZ,20260422,4.58,4.6,4.55,4.58,145081.34,66380.785
000590.SZ,20260422,11.11,11.12,10.9,10.96,34952.1,38302.883
000591.SZ,20260422,5.51,5.55,5.48,5.5,910559.04,501001.646
000592.SZ,20260422,10.93,11.21,10.82,11.08,1385126.86,1526702.583
000593.SZ,20260422,18.28,19.1,17.82,17.85,261148.31,476413.119
000595.SZ,20260422,6.67,6.73,6.53,6.61,125819.02,82846.655
000596.SZ,20260422,105.07,105.41,103.8,104.93,18474.14,193292.97
000597.SZ,20260422,5.15,5.16,5.08,5.12,118462.59,60500.728
000598.SZ,20260422,6.82,6.85,6.78,6.8,124448.54,84771.38
000599.SZ,20260422,5.27,5.35,5.27,5.34,81348.0,43240.214
000600.SZ,20260422,9.4,9.49,9.33,9.39,199913.06,188195.934
000601.SZ,20260422,7.11,7.32,7.0,7.14,1512783.26,1082556.012
000603.SZ,20260422,40.69,41.45,39.72,41.19,166208.99,680865.433
000605.SZ,20260422,6.72,6.78,6.66,6.67,41001.4,27495.82
000607.SZ,20260422,4.03,4.03,3.92,3.94,117434.0,46285.542
000608.SZ,20260422,3.91,3.97,3.85,3.87,133402.84,51857.351
000610.SZ,20260422,8.53,8.59,8.43,8.52,133247.56,113152.843
000612.SZ,20260422,13.35,13.63,13.34,13.49,389645.46,525612.221
000615.SZ,20260422,3.41,3.42,3.35,3.39,74092.6,25016.705
000617.SZ,20260422,9.36,9.37,9.21,9.23,1332000.41,1232039.472
