ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260514,11.14,11.15,11.05,11.05,794368.41,881960.631
000002.SZ,20260514,3.99,4.03,3.86,3.87,1253986.86,490920.735
000006.SZ,20260514,10.38,10.45,9.93,9.94,630318.14,637023.898
000007.SZ,20260514,13.7,13.84,12.79,12.86,227631.0,299541.349
000008.SZ,20260514,2.79,2.87,2.73,2.74,761480.12,213180.878
000009.SZ,20260514,8.31,8.32,8.0,8.01,377147.86,305252.216
000010.SZ,20260514,2.66,2.69,2.6,2.6,532695.77,140543.826
000011.SZ,20260514,8.05,8.09,7.73,7.73,86235.3,67715.597
000012.SZ,20260514,3.83,3.89,3.76,3.85,307332.19,117635.291
000014.SZ,20260514,12.79,12.79,12.28,12.3,71441.33,88976.635
000016.SZ,20260514,3.22,3.29,3.18,3.24,368049.77,118856.256
000017.SZ,20260514,6.16,6.19,5.96,5.97,91223.0,55068.853
000019.SZ,20260514,7.27,7.3,7.12,7.16,143906.1,103379.019
000020.SZ,20260514,13.94,14.7,13.8,13.96,117292.0,166191.181
000021.SZ,20260514,34.8,36.0,34.2,34.34,1813679.63,6362548.986
000025.SZ,20260514,15.8,15.81,15.55,15.56,43112.33,67466.43
000026.SZ,20260514,20.18,20.96,20.05,20.28,185300.0,379618.99
000027.SZ,20260514,7.54,7.72,7.33,7.33,873350.51,652801.034
000028.SZ,20260514,24.5,24.52,24.16,24.19,38842.44,94369.023
000029.SZ,20260514,26.59,28.74,26.33,28.01,192139.04,535612.091
000030.SZ,20260514,4.95,4.97,4.83,4.84,176301.12,85918.683
000031.SZ,20260514,3.01,3.03,2.88,2.89,256212.8,74901.669
000032.SZ,20260514,19.38,19.45,18.35,18.35,246083.2,460525.296
000034.SZ,20260514,43.1,43.12,40.4,40.9,432001.92,1788845.848
000035.SZ,20260514,6.69,6.69,6.42,6.43,584308.65,380860.948
000036.SZ,20260514,6.09,6.1,5.77,5.78,546859.93,321586.213
000037.SZ,20260514,11.53,11.88,11.02,11.03,406620.1,461063.666
000039.SZ,20260514,13.02,13.05,12.6,12.6,420316.54,535879.991
000042.SZ,20260514,10.19,10.35,10.09,10.09,64161.0,65365.223
000045.SZ,20260514,12.43,12.48,12.17,12.24,95693.01,117994.505
000048.SZ,20260514,14.71,14.9,14.56,14.62,112242.3,165275.409
000049.SZ,20260514,28.56,28.8,27.49,27.49,128279.82,359836.956
000050.SZ,20260514,7.87,7.88,7.64,7.72,272610.06,211056.324
000055.SZ,20260514,3.68,3.7,3.61,3.62,96483.0,35165.549
000056.SZ,20260514,1.66,1.68,1.59,1.59,638585.0,102901.924
000058.SZ,20260514,8.29,8.33,8.11,8.11,83011.86,67943.161
000059.SZ,20260514,5.1,5.15,5.07,5.08,224932.42,114724.709
000060.SZ,20260514,7.98,8.35,7.9,7.9,3827442.13,3098565.344
000061.SZ,20260514,7.3,7.32,7.06,7.09,184697.08,131713.92
000062.SZ,20260514,36.8,36.81,33.55,33.66,733660.6,2561316.373
000063.SZ,20260514,39.61,40.2,37.56,37.56,1638006.62,6364577.815
000065.SZ,20260514,13.1,13.15,12.83,12.83,211654.08,274843.875
000066.SZ,20260514,25.38,25.61,22.67,22.67,5240208.32,12233908.224
000068.SZ,20260514,3.46,3.49,3.34,3.35,225342.66,76518.55
000069.SZ,20260514,2.23,2.23,2.14,2.14,726292.88,157182.241
000070.SZ,20260514,21.15,21.9,20.45,20.45,1344378.76,2845831.333
000078.SZ,20260514,2.22,2.22,2.22,2.22,22353.0,4962.366
000088.SZ,20260514,4.64,4.7,4.59,4.63,409118.93,190428.533
000089.SZ,20260514,6.87,6.92,6.83,6.86,96701.0,66401.556
000090.SZ,20260514,3.56,3.57,3.46,3.46,205773.55,71867.288
000096.SZ,20260514,9.23,9.26,9.07,9.07,70638.48,64438.298
000099.SZ,20260514,17.6,17.62,17.08,17.08,113290.47,195151.264
000100.SZ,20260514,4.37,4.41,4.28,4.28,4623411.43,2006975.347
000151.SZ,20260514,12.43,12.45,12.0,12.0,82133.4,99673.809
000153.SZ,20260514,6.39,6.41,6.26,6.28,78353.06,49469.941
000155.SZ,20260514,16.3,16.31,15.75,15.75,541788.17,864089.762
000156.SZ,20260514,7.58,7.6,7.32,7.32,115675.0,85661.34
000157.SZ,20260514,7.87,7.87,7.6,7.6,1184818.92,912757.764
000158.SZ,20260514,17.78,17.85,17.07,17.07,331863.41,574107.385
000159.SZ,20260514,6.29,6.89,6.18,6.89,532201.68,351853.781
000166.SZ,20260514,4.75,4.77,4.66,4.67,876916.99,413614.839
000301.SZ,20260514,12.81,13.47,12.72,13.06,358288.84,470922.28
000333.SZ,20260514,80.39,82.08,80.39,81.81,389266.88,3174393.395
000338.SZ,20260514,35.2,35.56,34.2,34.2,1231578.77,4293298.36
000400.SZ,20260514,27.8,27.85,26.51,26.53,371552.46,1006140.398
000401.SZ,20260514,4.28,4.28,4.17,4.17,127872.6,53745.146
000402.SZ,20260514,3.19,3.2,3.02,3.04,855244.25,263759.673
000403.SZ,20260514,11.7,11.72,11.35,11.35,101283.93,116010.465
000404.SZ,20260514,8.33,8.48,8.25,8.41,207145.98,174116.169
000407.SZ,20260514,4.56,4.58,4.45,4.45,173443.23,78115.877
000408.SZ,20260514,90.84,92.14,87.68,87.68,133720.35,1196524.122
000409.SZ,20260514,10.15,10.15,9.89,9.89,91561.61,91151.435
000410.SZ,20260514,6.15,6.15,5.91,5.93,324681.0,194980.443
000411.SZ,20260514,11.5,11.98,11.48,11.78,181156.86,213624.901
000415.SZ,20260514,4.43,4.5,4.38,4.43,635557.53,281926.476
000417.SZ,20260514,7.31,7.65,7.21,7.46,605598.73,452999.83
000419.SZ,20260514,5.66,5.68,5.58,5.59,71776.47,40379.905
000420.SZ,20260514,5.45,5.45,5.13,5.14,1294478.25,679859.76
000421.SZ,20260514,6.24,6.3,6.2,6.24,79290.32,49642.872
000422.SZ,20260514,15.89,15.95,15.18,15.19,499982.82,773152.176
000423.SZ,20260514,52.74,53.98,52.5,53.2,72451.28,385256.176
000425.SZ,20260514,10.5,10.57,10.24,10.25,986148.73,1022278.295
000426.SZ,20260514,50.0,50.65,48.17,48.17,722599.26,3556836.22
000428.SZ,20260514,3.83,3.85,3.76,3.77,132443.22,50366.879
000429.SZ,20260514,13.26,13.3,13.05,13.05,70461.02,92807.77
000430.SZ,20260514,8.44,8.44,8.18,8.26,255657.99,213753.377
000488.SZ,20260514,2.42,2.45,2.37,2.37,143863.0,34456.037
000498.SZ,20260514,5.53,5.53,5.45,5.45,102309.28,56129.717
