trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260720,000001.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9248460702643969,8801842.0,,,,,,11.86,9.7,,,,,0.0,0.0,2.0
20260720,000002.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8482433900760594,3608193.0,,,,,,3.41,2.79,,,,,0.0,0.0,2.0
20260720,000006.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5112278160086925,484270.0,,,,,,6.68,5.46,,,,,0.0,0.0,2.0
20260720,000007.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3074972835929011,197610.0,,,,,,10.35,8.47,,,,,0.0,0.0,2.0
20260720,000008.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4063745019920319,305944.0,,,,,,2.52,2.06,,,,,0.0,0.0,2.0
20260720,000009.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6950380296993843,1220684.0,,,,,,6.66,5.45,,,,,0.0,0.0,2.0
20260720,000010.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40402028250633826,303105.0,,,,,,1.85,1.51,,,,,0.0,0.0,2.0
20260720,000011.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13908004346251357,71940.0,,,,,,7.29,5.97,,,,,0.0,0.0,2.0
20260720,000012.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4148859109018472,317060.0,,,,,,4.19,3.43,,,,,0.0,0.0,2.0
20260720,000014.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7895689967403114,2293217.0,,,,,,10.31,8.43,,,,,0.0,0.0,2.0
