trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260528,000001.SZ,,,,,,,,,,,,,11.84,9.68,,,,,0.0,0.0,2.0
20260528,000002.SZ,,,,,,,,,,,,,3.66,3.0,,,,,0.0,0.0,2.0
20260528,000006.SZ,,,,,,,,,,,,,10.84,8.87,,,,,0.0,0.0,2.0
20260528,000007.SZ,,,,,,,,,,,,,13.18,10.78,,,,,0.0,0.0,2.0
20260528,000008.SZ,,,,,,,,,,,,,2.84,2.32,,,,,0.0,0.0,2.0
20260528,000009.SZ,,,,,,,,,,,,,8.16,6.68,,,,,0.0,0.0,2.0
20260528,000010.SZ,,,,,,,,,,,,,2.01,1.81,,,,,0.0,0.0,2.0
20260528,000011.SZ,,,,,,,,,,,,,7.94,6.5,,,,,0.0,0.0,2.0
20260528,000012.SZ,,,,,,,,,,,,,4.9,4.01,,,,,0.0,0.0,2.0
20260528,000014.SZ,,,,,,,,,,,,,11.77,9.63,,,,,0.0,0.0,2.0
20260528,000016.SZ,,,,,,,,,,,,,3.69,3.33,,,,,0.0,0.0,2.0
20260528,000017.SZ,,,,,,,,,,,,,5.94,4.86,,,,,0.0,0.0,2.0
20260528,000019.SZ,,,,,,,,,,,,,7.12,5.82,,,,,0.0,0.0,2.0
20260528,000020.SZ,,,,,,,,,,,,,13.73,11.23,,,,,0.0,0.0,2.0
20260528,000021.SZ,,,,,,,,,,,,,48.38,39.58,,,,,0.0,0.0,2.0
20260528,000025.SZ,,,,,,,,,,,,,15.65,12.81,,,,,0.0,0.0,2.0
20260528,000026.SZ,,,,,,,,,,,,,24.85,20.33,,,,,0.0,0.0,2.0
20260528,000027.SZ,,,,,,,,,,,,,8.46,6.92,,,,,0.0,0.0,2.0
20260528,000028.SZ,,,,,,,,,,,,,25.72,21.04,,,,,0.0,0.0,2.0
20260528,000029.SZ,,,,,,,,,,,,,28.03,22.93,,,,,0.0,0.0,2.0
20260528,000030.SZ,,,,,,,,,,,,,5.07,4.15,,,,,0.0,0.0,2.0
20260528,000031.SZ,,,,,,,,,,,,,2.75,2.25,,,,,0.0,0.0,2.0
20260528,000032.SZ,,,,,,,,,,,,,19.2,15.71,,,,,0.0,0.0,2.0
20260528,000034.SZ,,,,,,,,,,,,,28.47,23.29,,,,,0.0,0.0,2.0
20260528,000035.SZ,,,,,,,,,,,,,6.64,5.44,,,,,0.0,0.0,2.0
20260528,000036.SZ,,,,,,,,,,,,,5.79,4.73,,,,,0.0,0.0,2.0
20260528,000037.SZ,,,,,,,,,,,,,11.31,9.25,,,,,0.0,0.0,2.0
20260528,000039.SZ,,,,,,,,,,,,,11.37,9.31,,,,,0.0,0.0,2.0
20260528,000042.SZ,,,,,,,,,,,,,10.85,8.87,,,,,0.0,0.0,2.0
