trade_date,ts_code,name,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength
20260804,000001.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9413556740289414,6532278.0,,,,,,12.78,10.46,,,,,0.0,0.0,2.0
20260804,000002.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7897943640517898,1308612.0,,,,,,3.7,3.02,,,,,0.0,0.0,2.0
20260804,000006.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6245239908606245,449460.0,,,,,,7.28,5.96,,,,,0.0,0.0,2.0
20260804,000007.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5307184564610307,281826.0,,,,,,10.09,8.25,,,,,0.0,0.0,2.0
20260804,000008.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8535161208428536,2212132.0,,,,,,2.68,2.2,,,,,0.0,0.0,2.0
20260804,000009.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9689007362274689,12897684.0,,,,,,8.67,7.09,,,,,0.0,0.0,2.0
20260804,000010.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5436659050520437,296808.0,,,,,,1.83,1.49,,,,,0.0,0.0,2.0
20260804,000011.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5637217567910637,327156.0,,,,,,8.73,7.15,,,,,0.0,0.0,2.0
20260804,000012.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33828382838283827,89325.0,,,,,,4.37,3.57,,,,,0.0,0.0,2.0
20260804,000014.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28357451129728356,54484.0,,,,,,11.21,9.17,,,,,0.0,0.0,2.0
20260804,000016.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5925361766945926,382098.0,,,,,,2.83,2.31,,,,,0.0,0.0,2.0
20260804,000017.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3686214775323686,114492.0,,,,,,6.64,5.44,,,,,0.0,0.0,2.0
20260804,000019.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43323178471693324,166936.0,,,,,,6.8,5.56,,,,,0.0,0.0,2.0
20260804,000020.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42853516120842855,162112.0,,,,,,11.9,9.74,,,,,0.0,0.0,2.0
20260804,000021.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9827367352119827,23421920.0,,,,,,37.96,31.06,,,,,0.0,0.0,2.0
20260804,000025.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876999238385377,2745050.0,,,,,,17.24,14.1,,,,,0.0,0.0,2.0
20260804,000026.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7223914699162224,803291.0,,,,,,17.28,14.14,,,,,0.0,0.0,2.0
20260804,000027.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5808580858085809,358923.0,,,,,,7.25,5.93,,,,,0.0,0.0,2.0
20260804,000028.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3335872048743336,86762.1,,,,,,23.21,18.99,,,,,0.0,0.0,2.0
20260804,000029.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5145976136075145,261888.0,,,,,,22.51,18.41,,,,,0.0,0.0,2.0
20260804,000030.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28585935516628586,55936.0,,,,,,4.81,3.93,,,,,0.0,0.0,2.0
20260804,000031.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3479309469408479,96929.0,,,,,,2.51,2.05,,,,,0.0,0.0,2.0
20260804,000032.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894008631632394,3260465.0,,,,,,14.43,11.81,,,,,0.0,0.0,2.0
20260804,000034.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9122873825844123,4334764.0,,,,,,26.27,21.49,,,,,0.0,0.0,2.0
20260804,000035.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6264280274181264,455260.0,,,,,,5.67,4.64,,,,,0.0,0.0,2.0
20260804,000036.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8559279004823559,2263999.92,,,,,,4.46,3.65,,,,,0.0,0.0,2.0
20260804,000037.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9753744605229754,16302660.0,,,,,,11.09,9.07,,,,,0.0,0.0,2.0
20260804,000039.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7702462553947702,1131273.0,,,,,,9.63,7.88,,,,,0.0,0.0,2.0
20260804,000042.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23368875349073367,26796.0,,,,,,8.93,7.31,,,,,0.0,0.0,2.0
20260804,001914.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4521452145214521,184426.0,,,,,,10.04,8.22,,,,,0.0,0.0,2.0
20260804,000045.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4291698400609292,162680.0,,,,,,10.75,8.79,,,,,0.0,0.0,2.0
20260804,000048.SZ,,U,1.0,58745964.0,58745964.0,93557.0,93703.0,,,,,,,,,,,,,,,,,,,,,,,,0.8744605229753745,2677220.0,,,,,,19.82,16.22,0.0,,,0.0,1.0,0.0,1.563866976432745
20260804,000049.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7918253363797918,1328236.0,,,,,,27.27,22.31,,,,,0.0,0.0,2.0
20260804,000050.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6504188880426505,522832.0,,,,,,7.18,5.88,,,,,0.0,0.0,2.0
20260804,000055.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5015232292460016,242555.0,,,,,,3.83,3.13,,,,,0.0,0.0,2.0
20260804,000056.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8080731150038081,1515783.9,,,,,,2.11,1.73,,,,,0.0,0.0,2.0
20260804,000058.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7694846407717695,1125183.0,,,,,,7.78,6.36,,,,,0.0,0.0,2.0
20260804,000059.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3787763391723788,121769.0,,,,,,5.09,4.17,,,,,0.0,0.0,2.0
20260804,000060.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8832190911398832,2934335.0,,,,,,6.99,5.72,,,,,0.0,0.0,2.0
20260804,000061.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595963442498096,389844.0,,,,,,6.72,5.5,,,,,0.0,0.0,2.0
20260804,000062.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8165778116273166,1610268.0,,,,,,24.22,19.82,,,,,0.0,0.0,2.0
20260804,000063.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9834983498349835,24337792.0,,,,,,37.42,30.62,,,,,0.0,0.0,2.0
20260804,000065.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9111449606499111,4217228.0,,,,,,10.14,8.3,,,,,0.0,0.0,2.0
20260804,000066.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9207920792079208,4851810.0,,,,,,15.21,12.45,,,,,0.0,0.0,2.0
20260804,000068.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6565118050266565,539690.0,,,,,,3.19,2.61,,,,,0.0,0.0,2.0
20260804,000069.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6873571972581873,651196.0,,,,,,2.0,1.64,,,,,0.0,0.0,2.0
20260804,000070.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8908352373698908,3171664.0,,,,,,14.29,11.69,,,,,0.0,0.0,2.0
20260804,000078.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7575526783447576,1022281.0,,,,,,1.84,1.5,,,,,0.0,0.0,2.0
20260804,000088.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6218583396801218,443482.0,,,,,,5.07,4.15,,,,,0.0,0.0,2.0
20260804,000089.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5378268596090379,290178.0,,,,,,7.51,6.15,,,,,0.0,0.0,2.0
20260804,000090.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5210713379030211,269352.0,,,,,,3.8,3.11,,,,,0.0,0.0,2.0
20260804,000096.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6803757298806804,621600.0,,,,,,8.75,7.16,,,,,0.0,0.0,2.0
20260804,000099.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525006346788525,274355.0,,,,,,16.28,13.32,,,,,0.0,0.0,2.0
20260804,000100.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9711855800964712,13867676.24,,,,,,5.17,4.23,,,,,0.0,0.0,2.0
