ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260508,11.34,11.42,11.3,11.3,798819.86,905737.835
000002.SZ,20260508,3.97,4.03,3.95,4.0,1109767.36,443314.476
000006.SZ,20260508,9.41,9.63,9.37,9.45,247958.96,235372.191
000007.SZ,20260508,17.12,17.79,16.65,17.21,194332.56,338605.034
000008.SZ,20260508,2.72,2.83,2.71,2.81,1108616.92,309161.102
000009.SZ,20260508,8.58,8.8,8.56,8.62,296922.44,257371.973
000010.SZ,20260508,2.48,2.48,2.48,2.48,21726.0,5388.048
000011.SZ,20260508,7.91,8.12,7.88,8.05,62405.01,49848.14
000012.SZ,20260508,4.02,4.05,4.01,4.03,177239.48,71448.008
000014.SZ,20260508,12.93,13.18,12.82,13.11,66406.6,86910.886
000016.SZ,20260508,2.94,3.09,2.94,3.09,861165.88,262523.325
000017.SZ,20260508,6.38,6.45,6.36,6.43,56718.68,36310.376
000019.SZ,20260508,7.61,7.93,7.59,7.65,198673.11,153348.619
000020.SZ,20260508,14.94,16.0,14.42,14.42,78488.0,114361.992
000021.SZ,20260508,30.88,31.16,30.46,31.02,902210.55,2783560.892
000025.SZ,20260508,16.07,16.15,15.96,16.05,47107.56,75584.966
000026.SZ,20260508,18.48,20.2,18.25,19.9,304022.91,584846.266
000027.SZ,20260508,7.07,7.2,7.05,7.08,431101.2,307030.82
000028.SZ,20260508,24.59,24.59,24.48,24.53,31152.12,76411.524
000029.SZ,20260508,21.43,22.1,21.3,21.89,62643.0,135881.301
000030.SZ,20260508,5.08,5.12,5.07,5.11,134415.41,68470.875
000031.SZ,20260508,3.03,3.12,3.01,3.09,260388.15,79902.704
000032.SZ,20260508,18.1,18.47,17.91,18.29,166898.8,305176.181
000034.SZ,20260508,41.0,41.05,39.94,40.02,375635.66,1515576.086
000035.SZ,20260508,6.68,6.77,6.51,6.59,535306.25,352970.954
000036.SZ,20260508,5.78,6.07,5.66,6.07,986895.07,590979.074
000037.SZ,20260508,11.3,11.73,11.06,11.15,338865.01,381839.941
000039.SZ,20260508,13.21,13.4,12.69,12.81,566305.91,729008.214
000042.SZ,20260508,9.61,10.23,9.6,10.16,144905.82,145493.6
000045.SZ,20260508,12.1,12.3,12.02,12.27,82417.03,100294.521
000048.SZ,20260508,14.95,15.25,14.81,15.04,135477.67,204234.052
000049.SZ,20260508,28.88,29.4,28.5,28.59,144695.56,417431.425
000050.SZ,20260508,7.69,7.79,7.62,7.77,238455.91,183499.296
000055.SZ,20260508,3.7,3.73,3.66,3.72,89171.33,33007.116
000056.SZ,20260508,1.65,1.75,1.62,1.69,729673.31,122289.05
000058.SZ,20260508,8.13,8.25,8.13,8.22,62070.0,50880.728
000059.SZ,20260508,5.2,5.24,5.15,5.2,300098.81,155769.43
000060.SZ,20260508,7.81,8.23,7.77,7.95,4315316.14,3436378.637
000061.SZ,20260508,7.39,7.5,7.37,7.42,124652.33,92526.73
000062.SZ,20260508,36.05,36.36,35.2,35.54,910752.18,3261794.173
000063.SZ,20260508,38.52,38.9,37.93,38.68,1378173.77,5295615.756
000065.SZ,20260508,13.5,13.74,13.24,13.43,422777.73,566551.434
000066.SZ,20260508,23.78,24.42,22.68,23.09,6605505.66,15440406.337
000068.SZ,20260508,3.27,3.3,3.26,3.29,110903.65,36395.472
000069.SZ,20260508,2.23,2.28,2.22,2.26,526616.51,118594.818
000070.SZ,20260508,19.97,21.22,19.69,21.07,1608189.15,3327161.389
000078.SZ,20260508,2.73,2.73,2.73,2.73,24852.0,6784.596
000088.SZ,20260508,4.56,4.61,4.55,4.59,322535.49,147955.953
000089.SZ,20260508,6.96,7.03,6.95,6.98,92262.93,64431.434
000090.SZ,20260508,3.52,3.56,3.51,3.54,163390.18,57718.597
000096.SZ,20260508,9.46,9.54,9.45,9.52,51709.9,49140.752
000099.SZ,20260508,17.96,18.25,17.86,18.22,114959.53,208125.35
000100.SZ,20260508,4.28,4.29,4.18,4.22,6493101.18,2738014.701
000151.SZ,20260508,12.0,12.29,11.96,12.08,68776.36,83414.12
000153.SZ,20260508,6.41,6.53,6.39,6.45,106704.8,68654.72
000155.SZ,20260508,17.36,17.66,16.67,16.68,864557.61,1473721.231
000156.SZ,20260508,7.57,7.66,7.55,7.6,128795.52,97914.701
000157.SZ,20260508,8.05,8.05,7.75,7.78,1413083.1,1105788.73
000158.SZ,20260508,17.6,18.2,17.46,17.93,345067.61,618579.767
000159.SZ,20260508,6.46,6.59,6.46,6.56,175884.87,115290.746
000166.SZ,20260508,4.74,4.78,4.72,4.74,690200.95,327469.152
000301.SZ,20260508,12.82,13.03,12.72,12.85,235618.29,304122.074
000333.SZ,20260508,79.65,81.09,79.32,80.4,282423.27,2273797.15
000338.SZ,20260508,34.31,34.5,32.88,33.06,1451545.23,4838192.087
000400.SZ,20260508,26.49,26.59,26.14,26.41,320377.9,843644.989
000401.SZ,20260508,4.23,4.28,4.22,4.27,131452.91,55917.731
000402.SZ,20260508,3.33,3.44,3.23,3.27,1784473.67,591821.297
000403.SZ,20260508,11.66,11.84,11.65,11.71,81991.53,96484.144
000404.SZ,20260508,8.37,8.67,8.31,8.46,255878.57,217277.886
000407.SZ,20260508,4.63,4.69,4.62,4.67,179233.5,83686.079
000408.SZ,20260508,88.05,89.58,85.6,87.7,179960.02,1567634.968
000409.SZ,20260508,10.18,10.42,10.16,10.37,80152.24,82804.207
000410.SZ,20260508,6.2,6.4,6.2,6.37,340699.68,215977.196
000411.SZ,20260508,10.76,10.82,10.69,10.78,31709.81,34112.809
000415.SZ,20260508,4.72,4.91,4.64,4.81,787644.77,379855.792
000417.SZ,20260508,7.02,7.11,6.97,7.02,164503.76,115352.677
000419.SZ,20260508,5.74,5.85,5.73,5.83,69097.0,40159.395
000420.SZ,20260508,5.52,5.59,5.46,5.49,1374863.84,757927.921
000421.SZ,20260508,6.25,6.32,6.25,6.31,74816.97,47100.461
000422.SZ,20260508,16.05,16.59,15.9,16.16,504505.5,815527.363
000423.SZ,20260508,53.25,54.45,53.25,53.66,56969.98,307217.481
000425.SZ,20260508,10.32,10.35,9.9,9.97,1484288.21,1486902.51
000426.SZ,20260508,47.57,50.92,47.53,49.75,1114497.39,5533776.113
000428.SZ,20260508,3.74,3.81,3.74,3.8,88957.0,33634.48
000429.SZ,20260508,12.49,12.78,12.49,12.69,68199.01,86301.407
000430.SZ,20260508,7.8,7.93,7.78,7.93,57070.7,44923.495
000488.SZ,20260508,2.51,2.53,2.5,2.51,137849.22,34654.126
000498.SZ,20260508,5.52,5.59,5.52,5.57,169081.88,93944.81
000501.SZ,20260508,8.34,8.38,8.29,8.36,57186.59,47636.839
000503.SZ,20260508,7.92,8.25,7.88,8.04,203226.53,164371.618
000504.SZ,20260508,9.27,9.59,9.16,9.46,93485.02,87102.249
000505.SZ,20260508,6.59,6.75,6.59,6.74,131481.43,88123.363
000506.SZ,20260508,16.6,17.28,16.54,17.12,429954.1,729950.481
000507.SZ,20260508,5.25,5.3,5.23,5.27,141931.53,74866.199
000509.SZ,20260508,4.02,4.23,3.91,4.04,1297068.13,520281.453
000510.SZ,20260508,16.41,17.0,16.09,16.44,524330.1,868443.301
000513.SZ,20260508,32.3,32.33,31.94,32.03,93167.82,298631.558
000514.SZ,20260508,5.04,5.14,5.03,5.1,120692.32,61486.117
000516.SZ,20260508,4.63,4.7,4.61,4.66,294559.52,136908.039
000517.SZ,20260508,2.03,2.08,2.0,2.06,318128.0,65097.011
000518.SZ,20260508,3.02,3.11,3.02,3.1,192921.82,59283.464
000519.SZ,20260508,17.73,18.2,17.65,18.12,328011.16,591250.419
000520.SZ,20260508,4.1,4.27,4.06,4.18,253989.13,106023.146
000521.SZ,20260508,5.71,5.85,5.69,5.82,134651.13,78119.692
000523.SZ,20260508,3.36,3.4,3.36,3.39,203911.81,68928.354
000524.SZ,20260508,10.05,10.17,9.95,10.14,80657.77,81465.057
000525.SZ,20260508,5.4,5.62,5.34,5.56,319918.11,175729.948
000526.SZ,20260508,35.29,36.26,35.2,35.54,29856.02,106889.485
000528.SZ,20260508,9.82,9.83,9.67,9.73,382965.35,372249.365
000529.SZ,20260508,5.66,5.69,5.61,5.67,37859.11,21400.726
000530.SZ,20260508,6.01,6.1,5.98,6.08,157979.01,95661.282
000531.SZ,20260508,7.24,7.38,7.16,7.19,242560.3,175615.345
000532.SZ,20260508,12.58,12.81,12.57,12.79,79623.74,100919.594
000533.SZ,20260508,13.92,13.92,13.28,13.44,621289.69,837029.526
000534.SZ,20260508,41.52,41.61,39.3,39.4,308968.71,1236603.466
000536.SZ,20260508,4.04,4.12,4.01,4.12,437347.43,178727.067
000537.SZ,20260508,10.7,11.09,10.61,10.72,658518.6,709567.843
000538.SZ,20260508,52.61,52.67,52.53,52.62,71385.84,375449.084
000539.SZ,20260508,7.18,7.44,7.02,7.09,1745045.85,1252607.242
000541.SZ,20260508,5.73,5.77,5.68,5.77,80293.96,45923.267
000543.SZ,20260508,8.26,8.43,8.2,8.24,396269.84,328711.267
000544.SZ,20260508,8.45,8.49,8.38,8.47,57477.19,48496.632
000545.SZ,20260508,2.94,3.15,2.94,3.11,997742.69,307741.401
000546.SZ,20260508,7.64,8.27,7.59,7.83,1587880.13,1255377.704
000547.SZ,20260508,24.83,27.59,24.68,27.59,2462303.03,6484442.306
000548.SZ,20260508,5.3,5.33,5.23,5.32,68074.0,36035.37
000550.SZ,20260508,19.41,19.5,18.58,18.82,74820.5,141149.828
000551.SZ,20260508,16.43,17.09,16.38,16.99,302159.58,510985.644
000552.SZ,20260508,2.81,2.84,2.77,2.79,797744.6,223330.92
000553.SZ,20260508,7.31,7.5,7.06,7.11,355528.68,254749.596
000554.SZ,20260508,7.87,7.96,7.83,7.94,245343.37,194210.892
000555.SZ,20260508,14.59,14.77,14.41,14.71,228629.24,334426.426
000557.SZ,20260508,4.69,4.72,4.67,4.7,70307.0,33038.122
000558.SZ,20260508,4.13,4.21,4.09,4.19,312058.47,129797.223
000559.SZ,20260508,17.2,18.54,17.02,17.68,1755211.98,3128763.493
000560.SZ,20260508,3.05,3.22,3.05,3.14,1451936.6,458407.851
000561.SZ,20260508,9.65,9.94,9.57,9.9,148735.22,145770.949
000563.SZ,20260508,3.25,3.27,3.24,3.25,350382.0,113830.95
000564.SZ,20260508,1.76,1.82,1.75,1.79,2591400.89,464099.483
000565.SZ,20260508,7.9,8.2,7.89,8.14,182439.16,148236.614
000566.SZ,20260508,4.95,5.13,4.94,5.05,388942.73,196797.289
000567.SZ,20260508,6.67,6.91,6.63,6.83,524723.28,357532.811
000568.SZ,20260508,98.99,99.02,97.5,97.53,68554.7,672134.636
000570.SZ,20260508,6.56,6.68,6.53,6.68,224309.0,148888.649
000571.SZ,20260508,5.47,5.5,5.28,5.48,171943.22,93313.655
000572.SZ,20260508,5.6,5.69,5.58,5.67,361896.2,204737.363
000573.SZ,20260508,4.84,4.92,4.78,4.88,279180.0,135793.485
000576.SZ,20260508,8.8,9.03,8.68,9.02,118097.02,104872.561
000581.SZ,20260508,19.81,20.1,19.72,19.99,137697.74,274157.229
000582.SZ,20260508,12.36,13.67,12.35,13.67,1010992.38,1369663.229
000586.SZ,20260508,18.99,19.99,18.8,19.89,323463.01,632825.735
000589.SZ,20260508,5.02,5.06,4.99,5.03,255035.98,128127.06
000590.SZ,20260508,11.08,11.08,10.98,11.03,28119.0,31017.053
000591.SZ,20260508,5.25,5.43,5.22,5.29,983204.47,523463.695
000592.SZ,20260508,11.37,11.59,11.2,11.44,2567107.88,2933287.178
000593.SZ,20260508,25.68,26.56,24.4,26.29,486892.95,1246128.225
000595.SZ,20260508,6.66,6.98,6.59,6.84,221617.04,150849.223
000596.SZ,20260508,108.21,108.66,106.0,106.36,24305.96,259344.494
000597.SZ,20260508,4.93,4.97,4.93,4.96,117716.82,58280.285
000598.SZ,20260508,6.76,6.83,6.71,6.74,224175.99,151512.965
000599.SZ,20260508,5.8,6.06,5.72,5.92,221476.93,130509.553
000600.SZ,20260508,9.9,10.14,9.79,9.93,477392.38,474458.704
