trade_date,ts_code,name,close,pre_close_est,pct_chg,up_limit,down_limit
20260626,000001.SZ,,10.23,10.419998248055036,-1.8234,11.46,9.38
20260626,000002.SZ,,3.01,2.949999950996678,2.0339,3.25,2.66
20260626,000004.SZ,,0.28,0.2600000185714299,7.6923,0.29,0.23
20260626,000006.SZ,,7.17,7.359998357601483,-2.5815,8.1,6.62
20260626,000007.SZ,,12.66,13.029999876492893,-2.8396,14.33,11.73
20260626,000008.SZ,,2.25,2.340001123200539,-3.8462,2.57,2.11
20260626,000009.SZ,,6.19,6.580003380357149,-5.9271,7.24,5.92
20260626,000010.SZ,,1.78,1.8199999591011247,-2.1978,1.91,1.73
20260626,000011.SZ,,6.63,6.860002152157538,-3.3528,7.55,6.17
20260626,000012.SZ,,4.8,4.7700014608129475,0.6289,5.25,4.29
20260626,000014.SZ,,9.28,9.57999762564714,-3.1315,10.54,8.62
20260626,000016.SZ,,2.31,2.36999889194857,-2.5316,2.49,2.25
20260626,000017.SZ,,5.05,5.120000648871369,-1.3672,5.63,4.61
20260626,000019.SZ,,5.69,5.780000386010571,-1.5571,6.36,5.2
20260626,000020.SZ,,10.85,11.07000528503478,-1.9874,12.18,9.96
20260626,000021.SZ,,53.51,53.20000357914432,0.5827,58.52,47.88
20260626,000025.SZ,,14.48,14.12999990241713,2.477,15.54,12.72
20260626,000026.SZ,,19.72,20.820004096430825,-5.2834,22.9,18.74
20260626,000027.SZ,,6.41,6.670003402638241,-3.8981,7.34,6.0
20260626,000028.SZ,,19.1,19.450002800393076,-1.7995,21.4,17.51
20260626,000029.SZ,,23.34,24.05000422472225,-2.9522,26.46,21.65
20260626,000030.SZ,,3.93,4.009999489821948,-1.995,4.41,3.61
20260626,000031.SZ,,2.17,2.2300003905069805,-2.6906,2.45,2.01
20260626,000032.SZ,,24.22,25.68001136621477,-5.6854,28.25,23.11
20260626,000034.SZ,,26.62,27.939997229091183,-4.7244,30.73,25.15
20260626,000035.SZ,,4.95,5.039999266909198,-1.7857,5.54,4.54
20260626,000036.SZ,,4.48,4.709998654286099,-4.8832,5.18,4.24
20260626,000037.SZ,,8.87,9.15999632360914,-3.1659,10.08,8.24
20260626,000039.SZ,,8.43,8.810001807983763,-4.3133,9.69,7.93
20260626,000042.SZ,,8.34,8.949995922064208,-6.8156,9.85,8.06
20260626,001914.SZ,,8.33,8.420001394910194,-1.0689,9.26,7.58
20260626,000045.SZ,,10.0,10.149996650501105,-1.4778,11.17,9.14
20260626,000048.SZ,,21.73,22.309992885032184,-2.5997,24.54,20.08
20260626,000049.SZ,,23.1,24.78001036254979,-6.7797,27.26,22.3
20260626,000050.SZ,,9.88,10.380004832795773,-4.817,11.42,9.34
20260626,000055.SZ,,3.36,3.44000065523822,-2.3256,3.78,3.1
20260626,000056.SZ,,2.07,1.9700007899036982,5.0761,2.07,1.87
20260626,000058.SZ,,6.13,6.25,-1.92,6.88,5.63
20260626,000059.SZ,,3.83,3.950001031331862,-3.038,4.35,3.56
20260626,000060.SZ,,7.68,7.960000995000124,-3.5176,8.76,7.16
20260626,000061.SZ,,5.31,5.409998410621935,-1.8484,5.95,4.87
20260626,000062.SZ,,30.77,34.13999283248769,-9.8711,37.55,30.73
20260626,000063.SZ,,35.67,38.43998534388,-7.206,42.28,34.6
20260626,000065.SZ,,10.4,11.359999475692332,-8.4507,12.5,10.22
