ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260914,11.73,11.9,11.72,11.85,741248.02,876071.01822
000002.SZ,20260914,3.05,3.07,3.03,3.05,720262.65,219386.56176
000006.SZ,20260914,6.77,6.85,6.7,6.79,78903.32,53458.38096
000007.SZ,20260914,10.88,11.14,10.74,10.99,61900.0,67799.13894
000008.SZ,20260914,2.45,2.47,2.43,2.46,207241.0,50857.653
000009.SZ,20260914,6.89,6.96,6.87,6.94,87451.52,60503.2337
000010.SZ,20260914,1.7,1.73,1.66,1.72,207360.0,35203.169
000011.SZ,20260914,8.88,8.94,8.58,8.58,139298.0,120859.624
000012.SZ,20260914,3.81,3.83,3.74,3.77,220878.28,83528.69268
000014.SZ,20260914,10.33,10.38,10.14,10.27,39385.0,40440.363
000017.SZ,20260914,7.33,7.54,7.17,7.5,631664.88,464621.89922
000019.SZ,20260914,7.2,7.31,6.9,6.96,331486.55,232979.70393
000020.SZ,20260914,13.24,13.5,12.8,12.8,152396.34,199140.1463
000021.SZ,20260914,34.18,34.44,33.45,33.77,518786.84,1759237.04649
000025.SZ,20260914,14.68,14.84,14.55,14.69,35648.7,52430.29502
000026.SZ,20260914,18.52,18.56,18.0,18.23,62409.0,113797.814
000027.SZ,20260914,6.35,6.46,6.32,6.37,222226.0,142064.75468
000028.SZ,20260914,19.76,20.03,19.7,20.0,15778.84,31451.02246
000029.SZ,20260914,21.95,22.0,20.8,21.19,46889.26,99903.36222
000030.SZ,20260914,3.95,4.12,3.95,4.06,144007.8,58500.3016
000031.SZ,20260914,2.17,2.21,2.15,2.19,285514.32,62210.18676
000032.SZ,20260914,13.6,14.06,13.41,13.93,243942.73,337173.19234
000034.SZ,20260914,22.63,23.24,22.63,23.1,116537.92,268578.80645
000035.SZ,20260914,4.92,4.98,4.85,4.88,237609.13,116406.34735
000036.SZ,20260914,3.8,3.86,3.79,3.81,126232.0,48245.656
000037.SZ,20260914,9.47,10.26,9.47,9.69,272338.3,266603.97559
000039.SZ,20260914,9.12,9.27,9.06,9.22,212500.01,194816.54935
000042.SZ,20260914,8.15,8.27,8.11,8.21,31111.0,25550.611
001914.SZ,20260914,8.77,8.87,8.73,8.84,64462.0,56790.348
000045.SZ,20260914,10.79,11.02,10.71,10.92,33938.0,37061.986
000048.SZ,20260914,21.76,22.14,19.96,20.11,198515.06,407408.01631
000049.SZ,20260914,21.68,22.22,21.62,22.13,37843.84,83493.12976
000050.SZ,20260914,6.44,6.59,6.39,6.54,180660.81,117907.69318
000055.SZ,20260914,3.51,3.61,3.51,3.57,96550.0,34446.936
000056.SZ,20260914,2.61,2.8,2.57,2.77,458942.65,124443.6393
000058.SZ,20260914,7.04,7.14,6.96,7.03,55189.0,38823.316
000059.SZ,20260914,5.62,5.67,5.41,5.44,405178.43,221944.60449
000060.SZ,20260914,6.13,6.22,6.11,6.17,516662.6,318735.13468
000061.SZ,20260914,6.31,6.35,6.1,6.16,250155.25,154308.83084
000062.SZ,20260914,22.3,22.78,22.11,22.59,118355.02,266415.51902
000063.SZ,20260914,31.9,32.14,31.8,31.95,359229.9,1147077.21588
000065.SZ,20260914,9.47,9.56,9.38,9.44,113237.68,106996.85078
