ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20260714,10.53,10.7,10.48,10.69,1193715.35,1267511.18368
000002.SZ,20260714,3.03,3.05,2.99,3.05,838587.0,253676.766
000006.SZ,20260714,6.57,6.57,6.37,6.47,233152.0,150498.647
000007.SZ,20260714,10.07,10.42,9.96,10.18,86335.6,87829.4777
000008.SZ,20260714,2.6,2.6,2.6,2.6,122948.03,31966.4878
000009.SZ,20260714,5.99,6.12,5.97,6.11,178009.83,107733.83866
000010.SZ,20260714,1.68,1.76,1.66,1.75,165693.06,28460.48914
000011.SZ,20260714,6.27,6.35,6.18,6.32,30743.49,19321.92966
000012.SZ,20260714,3.91,3.99,3.88,3.95,343628.1,135285.29544
000014.SZ,20260714,8.85,9.05,8.71,9.01,50340.4,44797.4474
000016.SZ,20260714,2.31,2.4,2.3,2.36,174176.0,40910.261
000017.SZ,20260714,5.69,5.94,5.59,5.8,157287.84,90724.06048
000019.SZ,20260714,5.91,6.02,5.89,6.0,55680.24,33288.22019
000020.SZ,20260714,10.1,10.41,10.0,10.4,40810.0,41710.985
000021.SZ,20260714,52.12,53.99,48.88,52.51,2069584.21,10711843.93
000025.SZ,20260714,13.15,13.76,13.15,13.48,43504.45,58523.45805
000026.SZ,20260714,17.28,18.49,16.8,18.28,101569.0,182358.6
000027.SZ,20260714,5.97,6.1,5.94,6.1,240617.96,145306.2318
000028.SZ,20260714,20.39,21.07,20.29,20.77,44376.1,92466.23017
000029.SZ,20260714,22.6,22.6,21.01,21.32,59240.82,127857.53498
000030.SZ,20260714,3.92,4.04,3.9,4.01,109195.4,43500.249
000031.SZ,20260714,2.1,2.15,2.06,2.14,323979.0,68320.853
000032.SZ,20260714,20.13,20.7,18.7,18.99,714414.6,1389686.81176
000034.SZ,20260714,27.59,28.17,25.0,26.02,705807.43,1855667.28766
000035.SZ,20260714,4.4,4.55,4.38,4.52,345653.93,155293.22692
000036.SZ,20260714,4.22,4.63,4.14,4.63,635412.79,283795.79437
000037.SZ,20260714,8.02,8.36,7.99,8.35,117341.58,96501.43655
000039.SZ,20260714,7.66,7.71,7.51,7.7,333670.01,254420.69838
000042.SZ,20260714,7.83,8.01,7.33,7.92,89246.16,68274.87912
001914.SZ,20260714,8.48,8.65,8.45,8.6,85510.0,73324.65
000045.SZ,20260714,9.17,9.27,9.01,9.26,40396.01,36939.91215
000048.SZ,20260714,22.93,23.39,21.76,22.1,292127.87,647387.79929
000049.SZ,20260714,24.32,24.86,23.87,24.82,141919.22,347107.96519
000050.SZ,20260714,7.15,7.25,6.89,7.09,500908.77,352778.09561
000055.SZ,20260714,3.24,3.39,3.24,3.38,275069.57,91537.19532
000056.SZ,20260714,2.07,2.18,2.04,2.14,240366.02,50960.74516
000058.SZ,20260714,5.96,6.12,5.9,6.05,65934.0,39773.19
000059.SZ,20260714,4.29,4.49,4.27,4.42,541922.27,237817.30254
000060.SZ,20260714,6.11,6.45,6.07,6.45,1285916.48,804226.55159
000061.SZ,20260714,5.65,5.7,5.57,5.65,195554.94,110173.5641
000062.SZ,20260714,27.7,27.9,25.56,26.88,455553.61,1212177.41174
000063.SZ,20260714,41.0,41.58,37.61,39.91,3071295.93,11991109.1069
000065.SZ,20260714,8.54,8.67,8.45,8.63,127919.46,109825.1414
000066.SZ,20260714,18.11,18.44,16.25,16.83,2757924.65,4642523.42748
000068.SZ,20260714,2.64,2.75,2.62,2.75,125670.6,33846.9722
000069.SZ,20260714,1.63,1.66,1.62,1.65,315735.0,51712.319
000070.SZ,20260714,15.22,16.52,14.68,16.37,848222.26,1317558.37094
000078.SZ,20260714,2.13,2.29,2.01,2.29,3448008.35,769421.35606
000088.SZ,20260714,4.22,4.3,4.19,4.29,207920.6,88923.7312
000089.SZ,20260714,6.24,6.39,6.24,6.35,130479.05,82875.48255
000090.SZ,20260714,3.21,3.25,3.17,3.23,121499.0,38987.597
000096.SZ,20260714,7.24,7.39,7.22,7.37,71630.83,52569.41682
000099.SZ,20260714,13.37,13.43,13.19,13.37,69165.0,92108.694
000100.SZ,20260714,4.99,5.16,4.91,5.13,11272724.19,5680738.28767
000151.SZ,20260714,9.07,9.3,8.93,9.27,74601.4,68010.80983
000153.SZ,20260714,5.39,5.56,5.29,5.55,138190.1,75711.52158
000155.SZ,20260714,10.83,11.22,10.73,11.17,473064.85,521473.84415
000156.SZ,20260714,6.38,6.51,6.35,6.44,90943.93,58537.26616
000157.SZ,20260714,6.99,7.13,6.94,7.13,504267.53,354612.59705
000158.SZ,20260714,13.02,13.09,12.36,12.68,352123.05,444445.86759
000159.SZ,20260714,5.37,5.53,5.31,5.51,109956.0,60052.223
000166.SZ,20260714,4.49,4.57,4.46,4.57,1006161.59,454777.19292
000301.SZ,20260714,11.46,12.37,11.25,12.23,418289.01,496567.3396
000333.SZ,20260714,80.43,82.0,79.91,81.18,457503.33,3706958.30933
000338.SZ,20260714,26.23,27.65,25.53,27.65,1045525.24,2774738.93109
000400.SZ,20260714,19.66,19.87,19.37,19.85,133334.0,261300.8926
000401.SZ,20260714,3.44,3.56,3.44,3.54,91949.01,32302.86954
000402.SZ,20260714,2.38,2.45,2.35,2.44,345318.87,82980.54811
000403.SZ,20260714,9.12,9.44,9.12,9.27,111649.76,104118.80662
000404.SZ,20260714,7.36,7.45,7.28,7.4,126657.45,93256.68011
000407.SZ,20260714,3.72,3.87,3.72,3.87,201504.0,76932.217
000408.SZ,20260714,67.09,71.8,66.5,70.98,165222.89,1146332.60137
000409.SZ,20260714,7.92,8.01,7.8,8.01,45135.41,35709.50372
000410.SZ,20260714,4.34,4.49,4.32,4.49,183069.88,80930.73232
000411.SZ,20260714,9.35,9.5,9.18,9.41,71510.2,67317.8298
000415.SZ,20260714,4.1,4.32,4.08,4.31,754768.1,319540.04523
000417.SZ,20260714,7.08,7.17,6.58,6.83,494709.54,336844.23125
000419.SZ,20260714,4.66,4.8,4.62,4.79,79493.68,37678.0691
000420.SZ,20260714,3.55,3.67,3.53,3.66,524326.55,189377.54495
000421.SZ,20260714,5.09,5.32,5.09,5.3,81171.21,42335.76204
000422.SZ,20260714,12.62,12.86,12.6,12.8,185765.28,236579.52208
000423.SZ,20260714,48.58,49.87,48.3,49.07,66640.31,328909.85459
000425.SZ,20260714,8.08,8.22,7.96,8.22,693945.18,563150.9391
000426.SZ,20260714,30.0,31.99,29.5,31.97,507432.63,1559655.94547
000428.SZ,20260714,3.03,3.1,2.99,3.08,100852.0,30809.426
000429.SZ,20260714,13.4,13.97,13.36,13.83,78628.64,108246.23218
000430.SZ,20260714,6.22,6.23,5.96,6.16,105131.31,63804.12399
000488.SZ,20260714,1.94,1.98,1.93,1.95,55445.23,10859.54008
000498.SZ,20260714,4.91,4.99,4.87,4.97,82706.22,41042.77112
000501.SZ,20260714,6.81,6.9,6.68,6.86,105662.5,71967.94466
000503.SZ,20260714,6.34,6.58,6.34,6.45,127373.09,81995.35322
000504.SZ,20260714,7.74,7.89,7.58,7.74,43641.11,33805.54067
000505.SZ,20260714,5.25,5.38,5.22,5.38,68747.0,36650.782
000506.SZ,20260714,13.11,13.67,12.88,13.63,538177.58,716344.10699
000507.SZ,20260714,4.8,4.96,4.75,4.84,349174.9,169593.02589
000509.SZ,20260714,2.97,3.08,2.85,3.06,499217.4,147837.828
000510.SZ,20260714,16.89,17.84,16.28,17.76,543241.0,934016.627
000513.SZ,20260714,30.37,30.95,30.1,30.8,63401.1,194579.50178
000514.SZ,20260714,3.66,3.75,3.61,3.73,98583.0,36472.483
000516.SZ,20260714,4.07,4.23,4.07,4.22,536350.74,223918.2524
000517.SZ,20260714,1.69,1.73,1.68,1.73,205526.81,35066.80389
000518.SZ,20260714,3.85,4.09,3.77,3.94,735793.0,288188.501
000519.SZ,20260714,15.77,15.84,14.67,15.14,849068.23,1282070.40076
000520.SZ,20260714,4.05,4.12,3.91,4.08,189151.0,76591.852
000521.SZ,20260714,5.33,5.55,5.31,5.47,152358.23,83031.76609
000523.SZ,20260714,2.65,2.76,2.64,2.76,238426.2,64540.3328
000524.SZ,20260714,8.71,8.75,8.15,8.27,205936.61,172294.58937
000525.SZ,20260714,3.95,4.01,3.92,4.0,159193.17,63229.01758
000526.SZ,20260714,27.51,27.82,26.72,27.43,29826.0,81067.97
000528.SZ,20260714,7.72,8.02,7.7,7.98,298753.08,235265.41976
000529.SZ,20260714,4.58,4.73,4.55,4.71,43669.22,20383.4123
000530.SZ,20260714,4.78,4.84,4.68,4.84,130084.41,62009.70352
000531.SZ,20260714,5.57,5.78,5.56,5.76,102582.68,58310.05784
000532.SZ,20260714,10.09,10.23,9.91,10.22,40231.0,40550.234
000533.SZ,20260714,8.38,8.47,8.11,8.46,172650.38,143155.59018
000534.SZ,20260714,26.21,28.05,25.81,27.82,220478.21,600382.47475
000536.SZ,20260714,3.22,3.23,3.1,3.19,553425.87,174636.29006
000537.SZ,20260714,6.92,7.04,6.87,7.04,149199.04,103834.8752
000538.SZ,20260714,49.53,50.46,49.09,50.05,159587.89,798252.37678
000539.SZ,20260714,5.9,5.9,5.74,5.9,595459.0,347249.68812
000541.SZ,20260714,4.88,4.98,4.85,4.98,68526.44,33764.31695
000543.SZ,20260714,7.67,7.88,7.65,7.86,282914.73,221102.61279
000544.SZ,20260714,7.1,7.28,7.09,7.27,62409.13,44991.20375
000545.SZ,20260714,2.51,2.59,2.34,2.52,509189.96,125248.80096
000546.SZ,20260714,4.32,4.44,4.24,4.43,185522.0,80727.487
000547.SZ,20260714,15.55,15.55,14.72,15.14,1424146.79,2121658.15055
000548.SZ,20260714,4.1,4.25,4.08,4.24,70696.09,29529.25091
000550.SZ,20260714,15.65,16.13,15.5,16.01,42814.0,68147.65
000551.SZ,20260714,16.24,16.54,15.12,15.51,387816.74,606851.46488
000552.SZ,20260714,2.41,2.49,2.41,2.47,635282.0,156491.515
000553.SZ,20260714,5.69,5.83,5.63,5.83,68469.0,39397.4511
000554.SZ,20260714,6.12,6.44,6.08,6.44,398633.92,253598.26812
000555.SZ,20260714,9.7,9.84,9.45,9.73,182989.96,175924.95555
000557.SZ,20260714,3.51,3.63,3.5,3.6,93774.44,33531.14428
000558.SZ,20260714,3.1,3.18,3.08,3.16,251183.5,78738.276
000559.SZ,20260714,11.16,11.31,10.95,11.25,348311.58,387948.61716
000560.SZ,20260714,1.99,2.03,1.97,2.03,515385.97,103213.29797
000561.SZ,20260714,6.88,6.91,6.64,6.87,162413.72,109876.47272
000563.SZ,20260714,2.88,2.95,2.87,2.93,546570.04,159452.54233
000564.SZ,20260714,1.33,1.35,1.3,1.33,1760436.52,232018.24709
000565.SZ,20260714,5.55,5.77,5.5,5.75,85568.68,48389.7415
000566.SZ,20260714,4.66,4.76,4.36,4.68,1831264.73,841835.43939
000567.SZ,20260714,5.7,6.01,5.65,5.99,252007.06,147930.1552
000568.SZ,20260714,76.8,77.98,76.35,77.65,108606.09,837777.55673
000570.SZ,20260714,4.7,4.87,4.66,4.86,114748.72,54674.419
000571.SZ,20260714,6.05,6.05,5.7,5.92,219377.73,128928.2048
000572.SZ,20260714,3.48,3.5,3.34,3.5,599962.61,206321.36005
000573.SZ,20260714,3.75,3.77,3.48,3.64,360040.53,129227.55387
000576.SZ,20260714,6.5,6.54,6.31,6.46,142704.22,91619.463
000581.SZ,20260714,17.4,17.63,17.38,17.44,91589.17,160179.22433
000582.SZ,20260714,10.78,11.24,10.77,11.21,303659.48,334629.29432
000586.SZ,20260714,11.56,11.78,11.23,11.76,66543.45,76670.09786
000589.SZ,20260714,4.23,4.34,4.22,4.34,260299.3,111632.75908
000590.SZ,20260714,7.98,8.34,7.9,8.31,56851.0,46377.801
000591.SZ,20260714,4.13,4.2,4.12,4.2,434688.51,181029.88216
000592.SZ,20260714,5.7,5.79,5.5,5.78,889701.2,504414.27305
000593.SZ,20260714,19.63,20.13,18.06,19.6,275599.77,521104.50718
000595.SZ,20260714,5.11,5.19,4.86,4.89,294460.0,146597.247
000596.SZ,20260714,78.93,81.0,78.37,80.48,49917.59,397687.65095
000597.SZ,20260714,4.58,4.73,4.5,4.72,194971.0,91110.219
000598.SZ,20260714,6.62,6.82,6.58,6.78,281582.62,189858.73506
000599.SZ,20260714,4.21,4.39,4.21,4.39,130541.77,56253.27161
000600.SZ,20260714,7.71,7.92,7.66,7.9,229343.0,178909.242
000601.SZ,20260714,6.29,6.31,6.08,6.24,504988.67,312460.55538
000603.SZ,20260714,20.8,21.85,20.26,21.73,251246.0,529037.40792
000605.SZ,20260714,5.32,5.56,5.24,5.55,53435.0,28973.971
000607.SZ,20260714,3.16,3.21,3.09,3.19,127984.1,40478.0183
000608.SZ,20260714,6.04,6.56,5.76,6.49,584608.51,365997.11287
000609.SZ,20260714,11.85,12.36,11.43,12.31,78767.01,94115.03479
000610.SZ,20260714,5.38,5.47,5.28,5.44,23992.0,12894.315
000612.SZ,20260714,10.36,10.95,10.23,10.87,589945.41,625022.36392
000615.SZ,20260714,3.07,3.11,3.07,3.09,37155.2,11466.7736
000617.SZ,20260714,6.53,6.63,6.52,6.63,591597.56,389122.17604
000619.SZ,20260714,4.3,4.45,4.23,4.42,85788.0,37441.974
000620.SZ,20260714,3.38,3.42,3.16,3.28,3379995.27,1106363.56449
000623.SZ,20260714,17.54,17.9,17.27,17.89,156337.02,276042.36732
000625.SZ,20260714,6.88,6.95,6.85,6.94,433702.82,299813.18948
000626.SZ,20260714,6.35,6.58,6.23,6.56,183660.0,117657.65
000628.SZ,20260714,39.89,40.38,37.72,39.08,110322.19,429290.73783
000629.SZ,20260714,2.99,3.06,2.94,3.06,1010022.84,303126.09242
000630.SZ,20260714,5.89,6.24,5.87,6.19,3395168.5,2046878.27284
000631.SZ,20260714,2.76,2.82,2.72,2.81,85938.82,23831.9716
000632.SZ,20260714,3.2,3.29,3.15,3.24,65679.01,21252.45224
000633.SZ,20260714,4.79,4.95,4.73,4.93,107453.0,52177.846
000635.SZ,20260714,5.77,5.91,5.71,5.89,48276.61,28162.72688
000636.SZ,20260714,52.12,59.41,50.23,59.41,1330266.41,7331329.49961
000637.SZ,20260714,3.54,3.67,3.48,3.67,157134.72,56377.30148
000639.SZ,20260714,1.49,1.58,1.43,1.58,1284245.99,197456.48295
000650.SZ,20260714,5.38,5.51,5.32,5.45,257245.7,140483.97471
000651.SZ,20260714,38.63,39.19,38.63,39.18,498962.26,1942817.89326
000652.SZ,20260714,3.31,3.43,3.3,3.43,102845.89,34840.61382
