ts_code,trade_date,vol,price,amount
600000.SH,20260915,342400,9.39,3215136.0
600004.SH,20260915,11700,7.73,90441.0
600006.SH,20260915,313400,5.36,1679824.0
600007.SH,20260915,7900,18.93,149547.0
600008.SH,20260915,171100,2.79,477369.0
600009.SH,20260915,20900,23.08,482372.0
600010.SH,20260915,1152296,2.11,2431345.0
600011.SH,20260915,226100,6.96,1573656.0
600012.SH,20260915,35100,16.11,565461.0
600015.SH,20260915,238000,6.37,1516060.0
600016.SH,20260915,5639400,3.6,20301840.0
600017.SH,20260915,59100,2.86,169026.0
600018.SH,20260915,73300,5.48,401684.0
600019.SH,20260915,188500,5.85,1102725.0
600020.SH,20260915,52900,3.86,204194.0
600021.SH,20260915,202300,14.05,2842315.0
600022.SH,20260915,270900,1.32,357588.0
600023.SH,20260915,102100,5.03,513563.0
600025.SH,20260915,33800,9.89,334282.0
600026.SH,20260915,576800,21.32,12297376.0
600027.SH,20260915,256900,4.93,1266517.0
600028.SH,20260915,701300,5.39,3780007.0
600029.SH,20260915,124800,4.9,611520.0
600030.SH,20260915,329700,26.61,8773317.0
600031.SH,20260915,110200,19.98,2201796.0
600032.SH,20260915,215500,7.23,1558065.0
600033.SH,20260915,120400,3.67,441868.0
600035.SH,20260915,12000,3.68,44160.0
600036.SH,20260915,343700,41.78,14359786.0
600037.SH,20260915,40500,6.95,281475.0
600038.SH,20260915,6400,27.3,174720.0
600039.SH,20260915,38100,9.1,346710.0
600048.SH,20260915,334500,5.07,1695915.0
600050.SH,20260915,521000,4.22,2198620.0
600051.SH,20260915,14700,6.21,91287.0
600052.SH,20260915,146500,3.8,556700.0
600053.SH,20260915,6700,7.41,49647.0
600054.SH,20260915,60800,11.01,669408.0
600055.SH,20260915,7224,10.2301,73902.0
600056.SH,20260915,30940,8.97001,277532.0
600057.SH,20260915,93900,6.11,573729.0
600058.SH,20260915,40500,9.14,370170.0
600059.SH,20260915,619100,8.76,5423316.0
600060.SH,20260915,10700,28.07,300349.0
600061.SH,20260915,82300,6.3,518490.0
600062.SH,20260915,8000,16.02,128160.0
600063.SH,20260915,82500,5.58,460350.0
600064.SH,20260915,22200,7.67,170274.0
600066.SH,20260915,32300,27.06,874038.0
600067.SH,20260915,6200,2.79,17298.0
600071.SH,20260915,2500,16.52,41300.0
600072.SH,20260915,106400,8.82,938448.0
600073.SH,20260915,27400,5.6,153440.0
600075.SH,20260915,53300,4.76,253708.0
600076.SH,20260915,542800,2.29,1243012.0
600078.SH,20260915,10300,10.23,105369.0
600079.SH,20260915,10900,18.53,201977.0
600080.SH,20260915,2000,4.84,9680.0
600081.SH,20260915,5400,10.39,56106.0
600082.SH,20260915,526500,3.2,1684800.0
600084.SH,20260915,4600,4.35,20010.0
600085.SH,20260915,11046,23.52,259802.0
600088.SH,20260915,4689959,16.2,75977336.0
600089.SH,20260915,163000,18.43,3004090.0
600094.SH,20260915,36800,3.94,144992.0
600095.SH,20260915,113700,8.45,960765.0
600096.SH,20260915,91700,28.99,2658383.0
600097.SH,20260915,23500,9.25,217375.0
600098.SH,20260915,80900,6.29,508861.0
600099.SH,20260915,9700,9.32,90404.0
600100.SH,20260915,68200,6.84,466488.0
600101.SH,20260915,228100,8.1,1847610.0
600103.SH,20260915,742000,3.56,2641520.0
600104.SH,20260915,498900,11.6,5787240.0
600105.SH,20260915,675500,40.0,27020000.0
600106.SH,20260915,12600,4.46,56196.0
600107.SH,20260915,0,,0.0
600108.SH,20260915,4965250,4.19,20804398.0
600109.SH,20260915,36900,8.28,305532.0
600110.SH,20260915,532300,10.91,5807393.0
600111.SH,20260915,49800,37.1,1847580.0
600113.SH,20260915,9100,30.25,275275.0
600114.SH,20260915,11200,27.16,304192.0
600115.SH,20260915,365800,3.37,1232746.0
600116.SH,20260915,147800,6.29,929662.0
600117.SH,20260915,500,2.24,1120.0
600118.SH,20260915,43300,57.28,2480224.0
600119.SH,20260915,16700,5.04,84168.0
600120.SH,20260915,78500,4.75,372875.0
600121.SH,20260915,843800,5.06,4269628.0
600123.SH,20260915,80800,7.0,565600.0
600125.SH,20260915,3300,5.39,17787.0
600126.SH,20260915,81400,6.17,502238.0
600127.SH,20260915,2849213,14.12,40230888.0
600128.SH,20260915,19100,8.47,161777.0
600129.SH,20260915,22400,13.6,304640.0
600130.SH,20260915,51200,4.4,225280.0
600131.SH,20260915,9400,14.43,135642.0
600132.SH,20260915,8300,38.6,320380.0
600133.SH,20260915,36700,7.94,291398.0
600135.SH,20260915,15600,7.53,117468.0
600136.SH,20260915,44500,1.49,66305.0
600137.SH,20260915,5300,17.38,92114.0
600138.SH,20260915,37400,7.21,269654.0
600141.SH,20260915,54500,29.11,1586495.0
600143.SH,20260915,18000,13.14,236520.0
600148.SH,20260915,4700,16.09,75623.0
600149.SH,20260915,67000,5.05,338350.0
600150.SH,20260915,2039600,38.5,78524600.0
600151.SH,20260915,58200,9.58,557556.0
600152.SH,20260915,18700,8.06,150722.0
600153.SH,20260915,16500,8.41,138765.0
600155.SH,20260915,34600,5.95,205870.0
600156.SH,20260915,31900,8.26,263494.0
600157.SH,20260915,3790600,1.53,5799618.0
600158.SH,20260915,42400,7.12,301888.0
600159.SH,20260915,21400,2.71,57994.0
600160.SH,20260915,56000,34.84,1951040.0
600161.SH,20260915,13400,12.31,164954.0
600162.SH,20260915,361100,4.7,1697170.0
600163.SH,20260915,740100,5.6,4144560.0
600165.SH,20260915,79900,3.27,261273.0
600166.SH,20260915,192400,2.87,552188.0
600167.SH,20260915,17000,5.74,97580.0
600168.SH,20260915,3400,4.45,15130.0
600169.SH,20260915,67500,2.15,145125.0
600170.SH,20260915,135800,2.23,302834.0
600171.SH,20260915,19200,21.97,421824.0
600172.SH,20260915,5601900,16.58,92879502.0
600173.SH,20260915,7000,5.95,41650.0
600176.SH,20260915,1297700,45.19,58643063.0
600177.SH,20260915,158153,8.45,1336393.0
600178.SH,20260915,8300,9.95,82585.0
600179.SH,20260915,56700,4.54,257418.0
600180.SH,20260915,2450300,1.86,4557558.0
600182.SH,20260915,11700,13.03,152451.0
600183.SH,20260915,350485,146.0,51170810.0
600184.SH,20260915,956900,20.48,19597312.0
600185.SH,20260915,200600,4.91,984946.0
600186.SH,20260915,4589699,13.09,60079160.0
600187.SH,20260915,204500,1.31,267895.0
600188.SH,20260915,141400,20.4,2884560.0
600189.SH,20260915,3700,7.87,29119.0
600191.SH,20260915,8800,9.3,81840.0
600192.SH,20260915,396900,7.91,3139479.0
600195.SH,20260915,2000,6.82,13640.0
600196.SH,20260915,59900,21.95,1314805.0
600197.SH,20260915,2100,9.4,19740.0
600198.SH,20260915,137300,7.9,1084670.0
600199.SH,20260915,50400,7.06,355824.0
600201.SH,20260915,14900,11.84,176416.0
600202.SH,20260915,14600,5.04,73584.0
600203.SH,20260915,79000,10.03,792370.0
600206.SH,20260915,279700,46.6,13034020.0
600207.SH,20260915,2655324,5.04,13382833.0
600208.SH,20260915,143300,2.81,402673.0
600210.SH,20260915,17200,6.27,107844.0
600211.SH,20260915,54982,36.15,1987599.0
600212.SH,20260915,2100,6.15,12915.0
600215.SH,20260915,19600,6.24,122304.0
600216.SH,20260915,26200,12.52,328024.0
600217.SH,20260915,22900,3.3,75570.0
600218.SH,20260915,2900,7.57,21953.0
600219.SH,20260915,252800,4.79,1210912.0
600221.SH,20260915,1709426,1.27,2170971.0
600222.SH,20260915,42200,7.49,316078.0
600223.SH,20260915,20600,5.6,115360.0
600226.SH,20260915,335000,5.89,1973150.0
600227.SH,20260915,1793600,4.2,7533120.0
600228.SH,20260915,561800,10.76,6044968.0
600229.SH,20260915,54000,5.53,298620.0
600230.SH,20260915,42500,13.74,583950.0
600231.SH,20260915,140600,1.74,244644.0
600232.SH,20260915,20300,6.48,131544.0
600233.SH,20260915,59600,17.26,1028696.0
600234.SH,20260915,26900,20.81,559789.0
600235.SH,20260915,14300,5.74,82082.0
600236.SH,20260915,101000,9.9,999900.0
600237.SH,20260915,1234700,9.66,11927202.0
600238.SH,20260915,100,4.51,451.0
600239.SH,20260915,110285,1.44,158810.0
600241.SH,20260915,22400,7.3,163520.0
600243.SH,20260915,3200,3.53,11296.0
600246.SH,20260915,332800,12.05,4010240.0
600248.SH,20260915,48400,2.88,139392.0
600249.SH,20260915,15100,5.43,81993.0
600250.SH,20260915,50900,9.17,466753.0
600251.SH,20260915,53700,10.31,553647.0
600252.SH,20260915,107300,2.25,241425.0
600255.SH,20260915,1207700,3.75,4528875.0
600256.SH,20260915,689130,6.93,4775671.0
600257.SH,20260915,16800,5.62,94416.0
600258.SH,20260915,59700,11.58,691326.0
600259.SH,20260915,8100,75.86,614466.0
600261.SH,20260915,20200,3.24,65448.0
600262.SH,20260915,3100,15.16,46996.0
600265.SH,20260915,0,,0.0
600266.SH,20260915,41900,4.12,172628.0
600267.SH,20260915,50700,11.35,575445.0
600268.SH,20260915,82700,10.37,857599.0
600269.SH,20260915,94100,3.84,361344.0
600271.SH,20260915,20700,6.79,140553.0
600272.SH,20260915,99400,15.51,1541694.0
600273.SH,20260915,34700,6.62,229714.0
600276.SH,20260915,376000,43.16,16228160.0
600278.SH,20260915,49000,6.56,321440.0
600279.SH,20260915,23700,4.4,104280.0
600280.SH,20260915,3578400,3.22,11522448.0
600281.SH,20260915,20300,4.77,96831.0
600282.SH,20260915,61100,4.79,292669.0
600283.SH,20260915,11800,8.2,96760.0
600284.SH,20260915,4800,5.11,24528.0
600285.SH,20260915,10300,19.15,197245.0
600287.SH,20260915,64700,4.97,321559.0
600288.SH,20260915,18200,10.8,196560.0
600289.SH,20260915,16000,4.06,64960.0
600292.SH,20260915,18100,11.9,215390.0
600293.SH,20260915,502900,3.14,1579106.0
600295.SH,20260915,11700,13.59,159003.0
600298.SH,20260915,10500,40.65,426825.0
600299.SH,20260915,94100,8.52,801732.0
600300.SH,20260915,116900,3.22,376418.0
600302.SH,20260915,10000,6.82,68200.0
600303.SH,20260915,370400,3.08,1140832.0
600305.SH,20260915,22000,6.74,148280.0
600307.SH,20260915,71900,1.5,107850.0
600308.SH,20260915,15300,3.26,49878.0
600309.SH,20260915,59800,73.15,4374370.0
600310.SH,20260915,718100,4.83,3468423.0
600312.SH,20260915,15200,19.17,291384.0
600313.SH,20260915,398100,6.85,2726985.0
600315.SH,20260915,19600,17.88,350448.0
600316.SH,20260915,35700,32.5,1160250.0
600318.SH,20260915,1310500,6.48,8492040.0
600319.SH,20260915,11500,6.44,74060.0
600320.SH,20260915,41200,4.2,173040.0
600322.SH,20260915,106300,2.66,282758.0
600323.SH,20260915,6600,29.06,191796.0
600325.SH,20260915,94900,2.42,229658.0
600326.SH,20260915,37100,6.89,255619.0
600327.SH,20260915,15500,4.04,62620.0
600328.SH,20260915,10500,5.96,62580.0
600329.SH,20260915,2700,34.56,93312.0
600330.SH,20260915,1584944,30.0,47548320.0
600331.SH,20260915,137800,11.56,1592968.0
600332.SH,20260915,13900,19.78,274942.0
600333.SH,20260915,20400,6.85,139740.0
600335.SH,20260915,68900,5.24,361036.0
600336.SH,20260915,61900,6.46,399874.0
600337.SH,20260915,71700,3.14,225138.0
600338.SH,20260915,225800,12.75,2878950.0
600339.SH,20260915,297200,3.34,992648.0
600340.SH,20260915,595300,1.07,636971.0
600343.SH,20260915,70700,19.6,1385720.0
600345.SH,20260915,96800,52.86,5116848.0
600346.SH,20260915,50400,16.88,850752.0
600348.SH,20260915,92000,8.98,826160.0
