ts_code,trade_date,vol,price,amount
600000.SH,20260713,309700,9.04,2799688.0
600004.SH,20260713,24500,7.42,181790.0
600006.SH,20260713,211100,5.26,1110386.0
600007.SH,20260713,5800,19.66,114028.0
600008.SH,20260713,201000,2.8,562800.0
600009.SH,20260713,41400,22.73,941022.0
600010.SH,20260713,1708500,2.16,3690360.0
600011.SH,20260713,518700,6.82,3537534.0
600012.SH,20260713,15500,16.68,258540.0
600015.SH,20260713,342200,6.76,2313272.0
600016.SH,20260713,742700,3.33,2473191.0
600017.SH,20260713,281300,2.59,728567.0
600018.SH,20260713,93100,5.05,470155.0
600019.SH,20260713,363400,5.46,1984164.0
600020.SH,20260713,245800,3.68,904544.0
600021.SH,20260713,171800,14.06,2415508.0
600022.SH,20260713,1517600,1.29,1957704.0
600023.SH,20260713,146800,5.39,791252.0
600025.SH,20260713,103500,9.59,992565.0
600026.SH,20260713,766200,16.0,12259200.0
600027.SH,20260713,427400,4.48,1914752.0
600028.SH,20260713,4314700,4.81,20753707.0
600029.SH,20260713,1225200,5.03,6162756.0
600030.SH,20260713,1745400,28.38,49534452.0
600031.SH,20260713,411200,18.8,7730560.0
600032.SH,20260713,104000,6.61,687440.0
600033.SH,20260713,99800,3.43,342314.0
600035.SH,20260713,28100,3.48,97788.0
600036.SH,20260713,493200,36.81,18154692.0
600037.SH,20260713,600200,6.36,3817272.0
600038.SH,20260713,15900,25.41,404019.0
600039.SH,20260713,32600,8.44,275144.0
600048.SH,20260713,893600,4.77,4262472.0
600050.SH,20260713,2512400,4.16,10451584.0
600051.SH,20260713,6800,5.88,39984.0
600052.SH,20260713,43300,3.7,160210.0
600053.SH,20260713,7100,8.11,57581.0
600054.SH,20260713,40100,10.8,433080.0
600055.SH,20260713,29700,10.78,320166.0
600056.SH,20260713,96600,9.12,880992.0
600057.SH,20260713,35200,5.75,202400.0
600058.SH,20260713,1056400,11.38,12021832.0
600059.SH,20260713,35500,7.64,271220.0
600060.SH,20260713,17500,26.7,467250.0
600061.SH,20260713,118600,6.48,768528.0
600062.SH,20260713,36300,16.59,602217.0
600063.SH,20260713,416700,6.0,2500200.0
600064.SH,20260713,217680,7.33,1595594.0
