ts_code,trade_date,vol,price,amount
600000.SH,20260820,590922,9.03,5336026.0
600004.SH,20260820,45600,7.46,340176.0
600006.SH,20260820,28500,5.22,148770.0
600007.SH,20260820,16000,18.82,301120.0
600008.SH,20260820,116400,2.8,325920.0
600009.SH,20260820,137200,23.1,3169320.0
600010.SH,20260820,6747000,2.19,14775930.0
600011.SH,20260820,1177200,6.66,7840152.0
600012.SH,20260820,47400,15.87,752238.0
600015.SH,20260820,817700,6.57,5372289.0
600016.SH,20260820,971200,3.42,3321504.0
600017.SH,20260820,73600,2.66,195776.0
600018.SH,20260820,142800,5.15,735420.0
600019.SH,20260820,340300,5.88,2000964.0
600020.SH,20260820,28700,3.74,107338.0
600021.SH,20260820,49300,13.65,672945.0
600022.SH,20260820,137630,1.29,177543.0
600023.SH,20260820,95800,4.85,464630.0
600025.SH,20260820,152501,9.71,1480785.0
600026.SH,20260820,436100,18.5,8067850.0
600027.SH,20260820,164500,4.51,741895.0
600028.SH,20260820,1071500,5.14,5507510.0
600029.SH,20260820,194200,5.0,971000.0
600030.SH,20260820,391800,27.15,10637370.0
600031.SH,20260820,199700,18.8,3754360.0
600032.SH,20260820,41500,6.77,280955.0
600033.SH,20260820,15300,3.54,54162.0
600035.SH,20260820,17100,3.35,57285.0
600036.SH,20260820,897400,38.8,34819120.0
600037.SH,20260820,29100,6.83,198753.0
600038.SH,20260820,14300,25.75,368225.0
600039.SH,20260820,54400,8.48,461312.0
600048.SH,20260820,744000,5.2,3868800.0
600050.SH,20260820,874700,4.15,3630005.0
600051.SH,20260820,37700,6.22,234494.0
600052.SH,20260820,39200,3.78,148176.0
600053.SH,20260820,100,6.83,683.0
600054.SH,20260820,10201,11.09,113129.0
600055.SH,20260820,4100,10.97,44977.0
600056.SH,20260820,75100,9.43,708193.0
600057.SH,20260820,31500,6.31,198765.0
600058.SH,20260820,8400,10.61,89124.0
600059.SH,20260820,623700,7.95,4958415.0
600060.SH,20260820,5200,25.92,134784.0
600061.SH,20260820,46200,6.22,287364.0
600062.SH,20260820,38600,15.98,616828.0
600063.SH,20260820,158300,5.87,929221.0
600064.SH,20260820,128000,7.66,980480.0
600066.SH,20260820,82800,29.83,2469924.0
600067.SH,20260820,41700,2.75,114675.0
600071.SH,20260820,2000,15.55,31100.0
600072.SH,20260820,27800,8.56,237968.0
600073.SH,20260820,37100,5.25,194775.0
600075.SH,20260820,311200,4.55,1415960.0
600076.SH,20260820,206000,3.13,644780.0
600078.SH,20260820,236600,10.8,2555280.0
600079.SH,20260820,43500,18.04,784740.0
600080.SH,20260820,0,,0.0
600081.SH,20260820,3200,9.93,31776.0
600082.SH,20260820,10300,2.71,27913.0
600084.SH,20260820,15400,4.05,62370.0
600085.SH,20260820,33100,24.12,798372.0
600088.SH,20260820,11100,11.27,125097.0
600089.SH,20260820,271500,20.33,5519595.0
600094.SH,20260820,52300,3.95,206585.0
600095.SH,20260820,28000,7.71,215880.0
600096.SH,20260820,245800,29.9,7349420.0
600097.SH,20260820,16700,8.43,140781.0
600098.SH,20260820,102300,6.17,631191.0
600099.SH,20260820,23400,8.86,207324.0
600100.SH,20260820,75700,6.65,503405.0
600101.SH,20260820,30200,7.82,236164.0
600103.SH,20260820,241500,2.84,685860.0
600104.SH,20260820,114900,9.99,1147851.0
600105.SH,20260820,666500,38.5,25660250.0
600106.SH,20260820,22800,4.26,97128.0
600107.SH,20260820,37400,5.7,213180.0
600108.SH,20260820,9674800,3.36,32507328.0
600109.SH,20260820,22200,8.47,188034.0
600110.SH,20260820,461600,10.05,4639080.0
600111.SH,20260820,292929,41.4,12127261.0
600113.SH,20260820,52100,31.37,1634377.0
600114.SH,20260820,94000,28.75,2702500.0
600115.SH,20260820,1293300,3.45,4461885.0
600116.SH,20260820,99500,6.37,633815.0
600117.SH,20260820,3700,2.24,8288.0
600118.SH,20260820,1177400,65.03,76566322.0
600119.SH,20260820,4900,4.4,21560.0
600120.SH,20260820,239700,4.79,1148163.0
600121.SH,20260820,4761400,3.9,18569460.0
600123.SH,20260820,143200,7.24,1036768.0
600125.SH,20260820,106600,5.38,573508.0
600126.SH,20260820,438900,6.83,2997687.0
600127.SH,20260820,38733382,8.14,315289729.0
600128.SH,20260820,15400,8.14,125356.0
600129.SH,20260820,174400,15.66,2731104.0
600130.SH,20260820,75000,4.35,326250.0
600131.SH,20260820,1000,15.54,15540.0
600132.SH,20260820,66600,41.76,2781216.0
600133.SH,20260820,47100,8.17,384807.0
600135.SH,20260820,13500,7.18,96930.0
600136.SH,20260820,68300,1.4,95620.0
600137.SH,20260820,9900,17.77,175923.0
600138.SH,20260820,112400,6.9,775560.0
600141.SH,20260820,123200,31.77,3914064.0
600143.SH,20260820,197300,14.83,2925959.0
600148.SH,20260820,6400,15.21,97344.0
600149.SH,20260820,34900,4.86,169614.0
600150.SH,20260820,199800,33.13,6619374.0
600151.SH,20260820,355878,9.75,3469811.0
600152.SH,20260820,35900,7.9,283610.0
600153.SH,20260820,45600,8.8,401280.0
600155.SH,20260820,28500,5.73,163305.0
600156.SH,20260820,72700,8.0,581600.0
600157.SH,20260820,913200,1.55,1415460.0
600158.SH,20260820,45700,6.83,312131.0
600159.SH,20260820,61800,2.48,153264.0
600160.SH,20260820,149300,39.01,5824193.0
600161.SH,20260820,92800,12.45,1155360.0
600162.SH,20260820,1584600,4.2,6655320.0
600163.SH,20260820,10700,4.94,52858.0
600165.SH,20260820,722200,2.97,2144934.0
600166.SH,20260820,394100,2.9,1142890.0
600167.SH,20260820,20700,5.58,115506.0
600168.SH,20260820,36600,4.41,161406.0
600169.SH,20260820,300,2.02,606.0
600170.SH,20260820,436100,2.23,972503.0
600171.SH,20260820,23400,22.64,529776.0
600172.SH,20260820,3723600,14.28,53173008.0
600173.SH,20260820,73700,6.05,445885.0
600176.SH,20260820,1175200,41.27,48500504.0
600177.SH,20260820,25462,7.92,201659.0
600178.SH,20260820,14900,9.08,135292.0
600179.SH,20260820,290400,4.3,1248720.0
600180.SH,20260820,118300,1.5,177450.0
600182.SH,20260820,20800,13.58,282464.0
600183.SH,20260820,472500,128.19,60569775.0
600184.SH,20260820,18800,17.55,329940.0
600185.SH,20260820,14000,4.5,63000.0
600186.SH,20260820,2590500,11.56,29946180.0
600187.SH,20260820,792500,1.3,1030250.0
600188.SH,20260820,585200,21.55,12611060.0
600189.SH,20260820,83100,7.31,607461.0
600191.SH,20260820,89100,10.58,942678.0
600192.SH,20260820,31900,6.83,217877.0
600195.SH,20260820,59800,6.64,397072.0
600196.SH,20260820,1360900,24.9,33886410.0
600197.SH,20260820,22500,10.41,234225.0
600198.SH,20260820,120300,7.41,891423.0
600199.SH,20260820,191500,7.1,1359650.0
600201.SH,20260820,60100,13.36,802936.0
600202.SH,20260820,34900,4.91,171359.0
600203.SH,20260820,61400,9.75,598650.0
600206.SH,20260820,1890100,57.82,109285582.0
600207.SH,20260820,48800,4.29,209352.0
600208.SH,20260820,316600,2.92,924472.0
600210.SH,20260820,61800,5.97,368946.0
600211.SH,20260820,317800,40.25,12791450.0
600212.SH,20260820,16700,5.48,91516.0
600215.SH,20260820,26600,6.48,172368.0
600216.SH,20260820,1448500,14.15,20496275.0
600217.SH,20260820,19400,3.06,59364.0
600218.SH,20260820,20400,7.51,153204.0
600219.SH,20260820,3035200,4.96,15054592.0
600221.SH,20260820,3005700,1.31,3937467.0
600222.SH,20260820,204200,8.3,1694860.0
600223.SH,20260820,19800,5.48,108504.0
600226.SH,20260820,550900,6.15,3388035.0
600227.SH,20260820,2904600,3.62,10514652.0
600228.SH,20260820,106000,8.38,888280.0
600229.SH,20260820,7400,5.1,37740.0
600230.SH,20260820,26600,14.86,395276.0
600231.SH,20260820,2200,1.65,3630.0
600232.SH,20260820,83800,6.21,520398.0
600233.SH,20260820,124216,18.55,2304207.0
600234.SH,20260820,4000,21.33,85320.0
600235.SH,20260820,18100,5.65,102265.0
600236.SH,20260820,26100,10.06,262566.0
600237.SH,20260820,91500,8.37,765855.0
600238.SH,20260820,14800,4.68,69264.0
600239.SH,20260820,318900,1.37,436893.0
600241.SH,20260820,8800,7.11,62568.0
600243.SH,20260820,46800,3.69,172692.0
600246.SH,20260820,1100700,12.01,13219407.0
600248.SH,20260820,37100,2.85,105735.0
600249.SH,20260820,28700,5.2,149240.0
600250.SH,20260820,89500,8.61,770595.0
600251.SH,20260820,173500,9.9,1717650.0
600252.SH,20260820,1567800,2.29,3590262.0
600255.SH,20260820,181700,3.18,577806.0
600256.SH,20260820,594800,6.1,3628280.0
600257.SH,20260820,81800,5.58,456444.0
600258.SH,20260820,71100,12.15,863865.0
600259.SH,20260820,37700,87.6,3302520.0
600261.SH,20260820,51600,3.15,162540.0
600262.SH,20260820,21100,14.5,305950.0
600265.SH,20260820,2600,22.25,57850.0
600266.SH,20260820,1086100,4.16,4518176.0
600267.SH,20260820,1175100,14.25,16745175.0
600268.SH,20260820,209100,10.78,2254098.0
600269.SH,20260820,10700,3.75,40125.0
600271.SH,20260820,17800,6.65,118370.0
600272.SH,20260820,1345000,20.47,27532150.0
600273.SH,20260820,9700,6.78,65766.0
600276.SH,20260820,4101600,51.0,209181600.0
600278.SH,20260820,8400,6.11,51324.0
600279.SH,20260820,48400,4.25,205700.0
600280.SH,20260820,81300,2.95,239835.0
600281.SH,20260820,489000,4.83,2361870.0
600282.SH,20260820,101000,4.76,480760.0
600283.SH,20260820,1500,7.84,11760.0
600284.SH,20260820,139300,5.0,696500.0
600285.SH,20260820,104500,19.95,2084775.0
600287.SH,20260820,16700,4.74,79158.0
600288.SH,20260820,181900,11.41,2075479.0
600289.SH,20260820,0,,0.0
600292.SH,20260820,11000,12.0,132000.0
600293.SH,20260820,118400,2.77,327968.0
600295.SH,20260820,43296,13.01,563281.0
600298.SH,20260820,24300,42.39,1030077.0
600299.SH,20260820,102200,8.52,870744.0
600300.SH,20260820,154600,3.2,494720.0
600301.SH,20260820,21300,48.07,1023891.0
600302.SH,20260820,10900,6.43,70087.0
600303.SH,20260820,49200,2.79,137268.0
600305.SH,20260820,16400,6.75,110700.0
600307.SH,20260820,317100,1.41,447111.0
600308.SH,20260820,50700,3.2,162240.0
600309.SH,20260820,120600,73.41,8853246.0
600310.SH,20260820,71200,4.1,291920.0
600312.SH,20260820,166100,19.96,3315356.0
600313.SH,20260820,6669900,6.42,42820758.0
600315.SH,20260820,635300,18.34,11651402.0
600316.SH,20260820,16200,28.32,458784.0
600318.SH,20260820,3900,6.35,24765.0
600319.SH,20260820,8700,6.18,53766.0
600320.SH,20260820,108100,4.04,436724.0
600322.SH,20260820,12800,2.6,33280.0
600323.SH,20260820,17400,29.94,520956.0
600325.SH,20260820,237900,2.32,551928.0
600326.SH,20260820,368200,7.24,2665768.0
600327.SH,20260820,38200,3.88,148216.0
600328.SH,20260820,12800,6.26,80128.0
600329.SH,20260820,23090,35.93,829624.0
600330.SH,20260820,931900,27.26,25403594.0
600331.SH,20260820,176000,12.53,2205280.0
600332.SH,20260820,48400,21.15,1023660.0
600333.SH,20260820,5300,6.25,33125.0
600335.SH,20260820,83700,4.98,416826.0
600336.SH,20260820,15900,6.09,96831.0
600337.SH,20260820,32300,3.03,97869.0
600338.SH,20260820,449100,13.37,6004467.0
600339.SH,20260820,362300,3.34,1210082.0
600340.SH,20260820,208200,1.08,224856.0
600343.SH,20260820,454700,18.93,8607471.0
600345.SH,20260820,17600,45.5,800800.0
600346.SH,20260820,226100,18.77,4243897.0
600348.SH,20260820,466600,8.8,4106080.0
600350.SH,20260820,70600,10.5,741300.0
600351.SH,20260820,302100,7.08,2138868.0
600352.SH,20260820,80500,12.81,1031205.0
600353.SH,20260820,1037100,33.1,34328010.0
600354.SH,20260820,5381028,6.75,36321939.0
600356.SH,20260820,23500,8.84,207740.0
600358.SH,20260820,26900,5.03,135307.0
600359.SH,20260820,564400,6.58,3713752.0
600360.SH,20260820,200100,10.8,2161080.0
600361.SH,20260820,173900,3.58,622562.0
600362.SH,20260820,1073342,45.3,48622393.0
600363.SH,20260820,269100,18.5,4978350.0
600365.SH,20260820,600,2.72,1632.0
600366.SH,20260820,123400,11.85,1462290.0
600367.SH,20260820,864400,38.5,33279400.0
600368.SH,20260820,46700,3.93,183531.0
600369.SH,20260820,51700,4.0,206800.0
600370.SH,20260820,304300,1.45,441235.0
600371.SH,20260820,2071900,8.06,16699514.0
600372.SH,20260820,93400,10.87,1015258.0
600373.SH,20260820,13800,6.99,96462.0
600375.SH,20260820,37100,3.84,142464.0
600376.SH,20260820,1213400,3.66,4441044.0
600377.SH,20260820,40700,11.9,484330.0
600378.SH,20260820,270000,46.3,12501000.0
600379.SH,20260820,102400,14.77,1512448.0
600380.SH,20260820,49300,10.15,500395.0
600381.SH,20260820,19800,4.45,88110.0
600382.SH,20260820,62300,6.17,384391.0
600383.SH,20260820,491000,2.18,1070380.0
600386.SH,20260820,18900,3.3,62370.0
600388.SH,20260820,25200,17.54,442008.0
600389.SH,20260820,40900,19.02,777918.0
600390.SH,20260820,103000,4.75,489250.0
600391.SH,20260820,29500,29.88,881460.0
600392.SH,20260820,480000,22.79,10939200.0
600395.SH,20260820,366300,5.18,1897434.0
600396.SH,20260820,1306500,14.44,18865860.0
600397.SH,20260820,946200,16.98,16066476.0
600398.SH,20260820,59768,5.97,356815.0
600399.SH,20260820,72000,4.2,302400.0
600400.SH,20260820,413200,3.08,1272656.0
600403.SH,20260820,5290300,6.5,34386950.0
600405.SH,20260820,23900,4.41,105399.0
600406.SH,20260820,168100,23.45,3941945.0
600408.SH,20260820,3363000,2.85,9584550.0
600409.SH,20260820,85000,6.75,573750.0
600410.SH,20260820,225400,14.0,3155600.0
600415.SH,20260820,360800,12.09,4362072.0
600416.SH,20260820,38900,8.45,328705.0
600418.SH,20260820,425200,21.1,8971720.0
600419.SH,20260820,48800,8.84,431392.0
600420.SH,20260820,555300,8.87,4925511.0
600422.SH,20260820,56200,8.64,485568.0
600423.SH,20260820,5000,2.77,13850.0
600425.SH,20260820,71400,3.58,255612.0
600426.SH,20260820,250600,21.27,5330262.0
600428.SH,20260820,137600,11.92,1640192.0
600429.SH,20260820,17400,4.57,79518.0
600433.SH,20260820,141500,3.24,458460.0
600435.SH,20260820,85600,10.78,922768.0
600436.SH,20260820,12400,127.94,1586456.0
600438.SH,20260820,105400,12.32,1298528.0
600439.SH,20260820,204200,1.86,379812.0
600444.SH,20260820,280400,14.19,3978876.0
600446.SH,20260820,27400,10.43,285782.0
600448.SH,20260820,31300,2.87,89831.0
600449.SH,20260820,115600,11.65,1346740.0
600452.SH,20260820,56900,8.98,510962.0
600455.SH,20260820,13600,23.75,323000.0
600456.SH,20260820,19100,26.67,509397.0
600458.SH,20260820,440800,11.59,5108872.0
600459.SH,20260820,429320,22.4,9616768.0
600460.SH,20260820,1183100,34.49,40805119.0
600461.SH,20260820,12800,8.89,113792.0
600463.SH,20260820,13200,7.99,105468.0
600467.SH,20260820,117300,2.33,273309.0
600468.SH,20260820,69500,5.85,406575.0
600469.SH,20260820,46600,5.17,240922.0
600470.SH,20260820,481400,5.68,2734352.0
600475.SH,20260820,16100,14.74,237314.0
600476.SH,20260820,100,9.2,920.0
600477.SH,20260820,53800,2.35,126430.0
600478.SH,20260820,74900,4.78,358022.0
600479.SH,20260820,22600,9.94,224644.0
600480.SH,20260820,68400,8.28,566352.0
600481.SH,20260820,67500,4.18,282150.0
600482.SH,20260820,61700,31.81,1962677.0
600483.SH,20260820,25700,10.27,263939.0
600486.SH,20260820,12100,55.2,667920.0
600487.SH,20260820,977450,59.8,58451510.0
600488.SH,20260820,362400,6.0,2174400.0
600489.SH,20260820,1818000,26.4,47995200.0
600490.SH,20260820,1251000,7.35,9194850.0
600491.SH,20260820,1610500,1.56,2512380.0
600493.SH,20260820,25700,6.03,154971.0
600495.SH,20260820,33600,4.09,137424.0
600496.SH,20260820,621600,3.3,2051280.0
600497.SH,20260820,799500,9.86,7883070.0
600498.SH,20260820,204400,37.96,7759024.0
600499.SH,20260820,48700,14.12,687644.0
600500.SH,20260820,368600,5.25,1935150.0
600501.SH,20260820,47600,14.02,667352.0
600502.SH,20260820,40500,4.44,179820.0
600503.SH,20260820,38400,2.09,80256.0
600505.SH,20260820,31600,10.45,330220.0
600506.SH,20260820,8800,14.48,127424.0
600507.SH,20260820,38100,4.2,160020.0
600508.SH,20260820,109500,8.66,948270.0
600509.SH,20260820,44100,7.37,325017.0
600510.SH,20260820,8100,6.46,52326.0
600511.SH,20260820,86000,26.8,2304800.0
600512.SH,20260820,126200,1.99,251138.0
600513.SH,20260820,207900,17.75,3690225.0
600515.SH,20260820,182400,2.79,508896.0
600516.SH,20260820,129300,5.07,655551.0
600517.SH,20260820,39900,4.86,193914.0
600518.SH,20260820,1945700,1.36,2646152.0
600519.SH,20260820,35400,1299.8,46012920.0
600520.SH,20260820,9800,24.7,242060.0
600521.SH,20260820,376000,17.5,6580000.0
600522.SH,20260820,793700,32.44,25747628.0
600523.SH,20260820,7300,11.66,85118.0
600525.SH,20260820,33600,5.5,184800.0
600526.SH,20260820,382400,4.55,1739920.0
600527.SH,20260820,145300,2.12,308036.0
600528.SH,20260820,46800,6.96,325728.0
600529.SH,20260820,50100,19.15,959415.0
600530.SH,20260820,12100,3.69,44649.0
600531.SH,20260820,1065400,13.33,14201782.0
600533.SH,20260820,77000,2.12,163240.0
