ts_code,trade_date,open,high,low,close,pre_close,vol,amount,pct_chg
000001.SZ,20260820,11.2,11.4,11.19,11.4,11.27,1183578.23,1338932.69729,1.1535
000002.SZ,20260820,3.07,3.2,3.06,3.14,3.07,1423714.23,445542.6569,2.2801
000006.SZ,20260820,7.02,7.32,6.93,7.14,6.91,233570.72,166100.87483,3.3285
000007.SZ,20260820,11.16,12.09,10.93,12.09,10.99,181149.85,214508.93677,10.0091
000008.SZ,20260820,2.39,2.43,2.38,2.42,2.38,313528.76,75664.05112,1.6807
000009.SZ,20260820,7.47,7.65,7.41,7.5,7.41,219899.96,165276.57919,1.2146
000010.SZ,20260820,1.45,1.5,1.44,1.48,1.44,192122.0,28089.443,2.7778
000011.SZ,20260820,8.18,8.4,7.97,8.21,8.04,101589.0,83184.857,2.1144
000012.SZ,20260820,3.74,3.78,3.72,3.75,3.73,193060.1,72347.1024,0.5362
000014.SZ,20260820,9.93,10.27,9.76,10.13,9.85,53252.4,53624.2816,2.8426
000016.SZ,20260820,2.26,2.33,2.26,2.31,2.27,119658.0,27478.897,1.7621
000017.SZ,20260820,5.91,6.46,5.91,6.46,5.87,104706.21,66504.39965,10.0511
000019.SZ,20260820,6.71,6.98,6.43,6.86,6.77,472402.06,315525.62321,1.3294
000020.SZ,20260820,12.5,12.78,12.37,12.37,13.74,148401.67,184128.2208,-9.9709
000021.SZ,20260820,38.03,38.48,37.09,37.53,37.44,771324.56,2909156.7981,0.2404
000025.SZ,20260820,15.68,15.85,15.1,15.48,15.69,172548.32,265845.15262,-1.3384
000026.SZ,20260820,21.98,22.0,20.98,21.16,21.05,102087.0,218120.11188,0.5226
000027.SZ,20260820,6.11,6.16,6.11,6.14,6.11,135798.19,83327.64668,0.491
000028.SZ,20260820,20.0,20.25,19.81,19.84,19.94,46149.04,92319.3029,-0.5015
000029.SZ,20260820,22.49,22.81,22.27,22.3,22.6,48528.21,109261.31122,-1.3274
000030.SZ,20260820,4.29,4.34,4.27,4.33,4.27,76168.35,32914.79805,1.4052
000031.SZ,20260820,2.13,2.23,2.12,2.21,2.12,508389.8,110876.47184,4.2453
000032.SZ,20260820,14.59,14.62,14.18,14.44,14.3,318167.6,457874.23655,0.979
000034.SZ,20260820,24.03,24.08,23.64,23.82,23.81,199414.61,475493.71982,0.042
000035.SZ,20260820,4.61,4.66,4.56,4.57,4.54,233753.7,107482.6445,0.6608
000036.SZ,20260820,3.93,4.05,3.9,3.99,3.9,250235.83,99556.39575,2.3077
000037.SZ,20260820,9.52,9.61,9.3,9.36,9.56,138810.1,130820.702,-2.0921
000039.SZ,20260820,9.44,9.52,9.12,9.2,9.31,322318.54,300247.11981,-1.1815
000042.SZ,20260820,8.9,9.14,8.88,9.05,8.82,73731.25,66426.839,2.6077
001914.SZ,20260820,8.76,8.94,8.68,8.89,8.79,103004.37,91153.93214,1.1377
000045.SZ,20260820,10.1,10.25,10.04,10.24,10.04,59843.0,60939.718,1.992
000048.SZ,20260820,22.63,23.0,22.12,22.43,22.45,120719.88,271289.20526,-0.0891
000049.SZ,20260820,23.67,23.75,23.39,23.53,23.54,71483.37,168378.03503,-0.0425
000050.SZ,20260820,6.48,6.56,6.42,6.53,6.41,211023.03,137346.89074,1.8721
000055.SZ,20260820,3.53,3.57,3.51,3.55,3.5,67926.4,24043.7618,1.4286
000056.SZ,20260820,1.94,1.96,1.91,1.94,1.93,128743.0,24964.263,0.5181
000058.SZ,20260820,6.72,6.75,6.55,6.73,6.58,65858.02,44088.91644,2.2796
000059.SZ,20260820,4.9,5.11,4.78,4.87,5.07,1058936.31,520862.28862,-3.9448
000060.SZ,20260820,6.54,6.67,6.46,6.51,6.43,1043488.36,685255.31215,1.2442
000061.SZ,20260820,5.78,5.86,5.66,5.8,5.79,321584.92,185554.71905,0.1727
000062.SZ,20260820,22.53,22.58,22.09,22.24,22.2,133953.71,299524.02291,0.1802
000063.SZ,20260820,33.8,34.09,33.61,33.84,33.67,588251.08,1990448.24703,0.5049
000065.SZ,20260820,8.79,9.02,8.79,8.93,8.76,125425.74,112071.30242,1.9406
000066.SZ,20260820,14.35,14.43,14.13,14.15,14.28,686839.32,980042.57755,-0.9104
000068.SZ,20260820,3.04,3.07,3.01,3.04,3.01,96244.0,29227.033,0.9967
000069.SZ,20260820,1.76,1.82,1.75,1.79,1.76,510490.08,91345.89828,1.7045
000070.SZ,20260820,14.47,14.84,14.12,14.6,14.2,389614.06,567029.34923,2.8169
000078.SZ,20260820,1.6,1.68,1.6,1.64,1.57,813746.05,133715.88847,4.4586
000088.SZ,20260820,4.43,4.49,4.4,4.47,4.43,240534.71,106940.67332,0.9029
000089.SZ,20260820,6.44,6.53,6.38,6.47,6.43,186544.1,120282.9975,0.6221
