ts_code,trade_date,open,high,low,close,pre_close,vol,amount,pct_chg
000001.SZ,20260804,11.58,11.62,11.42,11.44,11.62,1221129.84,1401213.60003,-1.5491
000002.SZ,20260804,3.34,3.36,3.24,3.26,3.36,1768651.48,578989.47397,-2.9762
000006.SZ,20260804,6.6,6.74,6.58,6.7,6.62,178471.67,119080.48905,1.2085
000007.SZ,20260804,9.18,9.37,9.14,9.28,9.17,84192.0,78051.75,1.1996
000008.SZ,20260804,2.47,2.51,2.42,2.44,2.44,353952.41,86745.55204,0.0
000009.SZ,20260804,7.78,7.99,7.74,7.91,7.88,851745.95,671777.82431,0.3807
000010.SZ,20260804,1.66,1.68,1.59,1.61,1.66,242089.0,39275.004,-3.012
000011.SZ,20260804,7.96,8.19,7.96,8.0,7.94,136747.0,110298.99541,0.7557
000012.SZ,20260804,3.97,4.0,3.94,3.95,3.97,236419.21,93655.19008,-0.5038
000014.SZ,20260804,10.28,10.28,10.04,10.1,10.19,58011.01,58793.00413,-0.8832
000016.SZ,20260804,2.58,2.59,2.54,2.58,2.57,156353.0,40103.301,0.3891
000017.SZ,20260804,6.09,6.14,6.02,6.07,6.04,70856.01,43067.30709,0.4967
000019.SZ,20260804,6.16,6.23,6.09,6.11,6.18,64613.07,39642.5067,-1.1327
000020.SZ,20260804,10.88,10.99,10.75,10.85,10.82,47347.0,51420.954,0.2773
000021.SZ,20260804,34.88,36.91,34.51,36.54,34.51,1305717.9,4686872.31083,5.8824
000025.SZ,20260804,15.5,15.7,15.2,15.54,15.67,114418.35,176494.20579,-0.8296
000026.SZ,20260804,15.97,16.37,15.5,16.34,15.71,156833.0,250479.6765,4.0102
000027.SZ,20260804,6.61,6.65,6.51,6.52,6.59,232132.3,151851.27124,-1.0622
000028.SZ,20260804,21.11,21.19,20.81,20.83,21.1,27249.4,57080.99597,-1.2796
000029.SZ,20260804,20.46,21.84,20.38,21.57,20.46,58843.83,125025.33824,5.4252
000030.SZ,20260804,4.37,4.38,4.3,4.31,4.37,104996.22,45392.39382,-1.373
000031.SZ,20260804,2.27,2.29,2.22,2.24,2.28,298189.03,66728.86434,-1.7544
000032.SZ,20260804,13.39,14.1,13.21,13.92,13.12,556674.8,765824.24426,6.0976
000034.SZ,20260804,24.38,25.05,24.17,24.9,23.88,434731.42,1075821.74472,4.2714
000035.SZ,20260804,5.15,5.18,5.0,5.02,5.15,432934.0,218958.23874,-2.5243
