ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
000001.SZ,20260309,10.79,10.82,10.74,10.76,835892.38,900716.851,-0.5545
000002.SZ,20260309,4.65,4.67,4.62,4.65,920222.91,426883.196,-1.4831
000004.SZ,20260309,5.07,5.15,5.07,5.07,81543.46,41384.17,-5.0562
000006.SZ,20260309,9.02,9.06,8.63,8.85,359697.63,316014.578,-3.0668
000007.SZ,20260309,13.15,13.42,12.91,13.23,73906.5,96999.737,-0.3014
000008.SZ,20260309,2.91,2.93,2.86,2.91,396719.0,114771.931,-0.6826
000009.SZ,20260309,9.04,9.11,8.81,9.08,298321.96,267203.401,-0.5476
000010.SZ,20260309,4.33,4.37,4.17,4.26,555854.0,235891.819,-3.4014
000011.SZ,20260309,8.45,8.53,8.36,8.44,38515.78,32450.642,-1.4019
000012.SZ,20260309,4.88,4.9,4.79,4.84,486680.38,235694.24,0.0
000014.SZ,20260309,13.11,13.17,12.83,13.01,57854.0,75105.919,-1.2149
000016.SZ,20260309,3.45,3.48,3.37,3.45,466444.64,159260.043,-2.5424
000017.SZ,20260309,7.5,7.52,7.36,7.47,70880.25,52622.584,-0.7968
000019.SZ,20260309,7.49,7.79,7.49,7.58,364571.24,277853.462,1.745
000020.SZ,20260309,14.41,14.44,14.14,14.3,26610.0,37983.506,-1.5152
000021.SZ,20260309,30.45,31.35,29.48,31.14,1273634.14,3841160.265,-3.8295
000025.SZ,20260309,17.21,17.25,16.8,17.22,85497.81,145597.285,-1.3181
000026.SZ,20260309,15.05,15.39,15.03,15.16,39019.0,59153.819,-1.0444
000027.SZ,20260309,7.1,7.19,7.05,7.07,419914.52,298343.412,0.0
000028.SZ,20260309,25.45,25.73,25.37,25.52,45825.26,117080.049,-0.1174
000029.SZ,20260309,21.58,21.77,20.7,21.32,63046.29,133274.044,-2.112
000030.SZ,20260309,5.3,5.32,5.23,5.27,161697.39,85182.44,-1.4953
000031.SZ,20260309,3.26,3.32,3.2,3.28,301258.0,97953.52,-1.7964
000032.SZ,20260309,18.71,19.27,18.17,19.14,241712.29,450443.855,0.9494
000034.SZ,20260309,38.0,40.37,37.43,40.01,470968.03,1830222.663,3.5188
000035.SZ,20260309,7.81,8.19,7.65,7.74,2673698.55,2125837.22,-1.023
000036.SZ,20260309,5.13,5.19,5.01,5.16,365886.18,186193.798,-1.1494
000037.SZ,20260309,10.05,10.16,9.98,10.06,114488.0,115204.947,-0.396
000039.SZ,20260309,13.16,13.2,12.8,13.01,677639.92,881790.23,-2.9104
000042.SZ,20260309,8.59,8.7,8.45,8.54,67463.04,57558.769,-1.8391
000045.SZ,20260309,12.55,12.82,12.34,12.51,113171.0,141518.263,-2.1127
000048.SZ,20260309,18.25,19.21,18.1,18.7,129584.19,241973.12,1.8519
000049.SZ,20260309,25.05,25.64,24.61,25.54,68857.52,172465.6,0.5512
000050.SZ,20260309,9.23,9.3,8.92,9.23,450657.44,409112.23,-1.7039
000055.SZ,20260309,3.92,3.98,3.88,3.94,93702.0,36796.046,-0.2532
000056.SZ,20260309,1.99,2.01,1.94,2.0,508305.0,100310.108,-0.9901
000058.SZ,20260309,8.5,8.57,8.4,8.56,75940.82,64390.197,-0.6961
000059.SZ,20260309,6.37,6.44,5.8,5.82,1026774.97,620745.242,-4.7463
000060.SZ,20260309,7.34,7.45,7.12,7.4,1593469.57,1160587.296,-1.9868
000061.SZ,20260309,9.3,9.56,9.14,9.16,157790.74,146552.132,-1.3994
000062.SZ,20260309,23.23,23.67,22.72,23.54,89412.95,206466.752,0.1702
000063.SZ,20260309,36.0,36.0,34.8,35.7,1492069.82,5261724.249,-4.5455
000065.SZ,20260309,13.5,13.95,13.4,13.92,373534.38,513588.941,3.4944
000066.SZ,20260309,15.55,17.26,15.31,17.26,2247120.96,3710296.236,10.0064
000068.SZ,20260309,3.51,3.55,3.47,3.49,112535.0,39396.593,-1.6901
000069.SZ,20260309,2.42,2.43,2.38,2.4,656974.43,157357.824,-2.439
000070.SZ,20260309,16.52,16.7,15.39,16.47,1091081.38,1745197.223,-3.4584
000078.SZ,20260309,3.31,3.34,3.26,3.31,536593.04,176868.58,-1.4881
000088.SZ,20260309,4.59,4.66,4.56,4.58,341790.34,156886.923,-0.8658
