ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
000001.SZ,20260320,10.87,10.94,10.76,10.77,834082.56,903819.004,-1.011
000002.SZ,20260320,4.51,4.53,4.33,4.34,1824086.76,801026.816,-3.5556
000004.SZ,20260320,5.26,5.77,5.26,5.26,167213.1,89165.727,-5.0542
000006.SZ,20260320,9.11,9.24,8.78,8.78,263502.43,236504.153,-3.1974
000007.SZ,20260320,14.53,14.7,13.95,14.02,75494.28,107989.677,-2.7739
000008.SZ,20260320,2.83,2.83,2.75,2.76,497885.26,138518.892,-2.1277
000009.SZ,20260320,8.96,9.14,8.87,8.89,292127.54,262483.502,-0.3363
000010.SZ,20260320,4.65,4.75,4.51,4.61,581535.23,268541.004,0.655
000011.SZ,20260320,9.06,9.09,8.7,8.72,80975.01,71637.274,-2.7871
000012.SZ,20260320,4.68,4.69,4.55,4.55,327920.7,150873.154,-1.7279
000014.SZ,20260320,15.24,15.3,14.56,14.56,141536.0,211080.39,-2.6738
000016.SZ,20260320,3.27,3.34,3.17,3.21,377713.37,122677.589,-1.5337
000017.SZ,20260320,6.93,7.02,6.71,6.78,111301.58,76399.719,-2.8653
000019.SZ,20260320,7.55,7.62,7.4,7.45,144527.12,108530.284,-0.9309
000020.SZ,20260320,23.33,23.33,23.33,23.33,52640.59,122810.496,9.9953
000021.SZ,20260320,32.52,32.7,30.41,30.49,1252329.78,3938990.432,-5.9821
000025.SZ,20260320,16.53,16.62,16.11,16.12,50391.08,82322.668,-2.303
000026.SZ,20260320,14.17,14.28,13.88,13.93,32353.09,45544.312,-1.3456
000027.SZ,20260320,7.16,7.36,7.12,7.2,592596.93,429026.367,0.5587
000028.SZ,20260320,26.08,26.38,25.88,25.92,44266.54,115535.331,-0.6135
000029.SZ,20260320,20.35,20.42,19.5,19.64,57060.26,113182.051,-3.0123
000030.SZ,20260320,5.1,5.13,5.0,5.01,131268.92,66335.923,-1.5717
000031.SZ,20260320,3.02,3.08,2.95,2.97,248706.28,74859.46,-1.6556
000032.SZ,20260320,19.33,19.45,18.09,18.13,476450.53,893412.567,-4.3776
000034.SZ,20260320,37.45,37.66,35.52,35.61,252738.18,915530.219,-4.8115
000035.SZ,20260320,7.05,7.3,6.88,6.95,1187962.34,837850.299,-4.1379
000036.SZ,20260320,4.87,4.97,4.81,4.82,290222.92,141836.697,-0.823
000037.SZ,20260320,10.49,10.78,10.18,10.4,632470.23,662651.86,-1.8868
000039.SZ,20260320,11.0,11.13,10.67,10.74,415752.36,452629.622,-2.3636
000042.SZ,20260320,9.2,9.3,8.93,8.93,94680.5,86035.377,-2.0833
000045.SZ,20260320,13.37,13.71,13.26,13.6,339741.0,459641.639,2.3326
000048.SZ,20260320,21.23,21.65,20.31,20.41,188969.96,394212.263,-4.6262
000049.SZ,20260320,26.83,28.18,26.79,27.75,238194.29,658873.97,3.429
000050.SZ,20260320,8.62,8.72,8.38,8.38,308532.9,263604.823,-2.7842
000055.SZ,20260320,3.77,3.78,3.59,3.59,141106.82,51661.453,-4.7745
000056.SZ,20260320,1.93,1.95,1.85,1.86,474465.52,89038.124,-3.6269
000058.SZ,20260320,8.45,8.5,8.26,8.26,65530.0,54835.355,-1.7836
000059.SZ,20260320,5.68,5.74,5.57,5.57,304233.0,171624.411,-2.6224
000060.SZ,20260320,6.35,6.37,6.16,6.16,1173855.86,736240.291,-1.7544
000061.SZ,20260320,8.5,8.72,8.45,8.48,109110.12,92988.573,0.1181
000062.SZ,20260320,26.5,27.07,25.66,25.73,335738.11,882884.806,-3.2343
000063.SZ,20260320,35.45,35.64,34.27,34.27,801583.72,2789730.871,-3.0552
000065.SZ,20260320,12.46,12.85,12.28,12.61,243345.17,306189.304,1.4481
000066.SZ,20260320,15.97,16.25,15.54,15.66,962429.38,1531381.98,-1.6949
000068.SZ,20260320,3.44,3.48,3.34,3.36,162504.99,54940.061,-2.3256
000069.SZ,20260320,2.35,2.36,2.29,2.29,400018.77,92643.248,-2.5532
000070.SZ,20260320,15.47,15.6,14.59,14.64,480304.0,725072.74,-3.8108
000078.SZ,20260320,3.11,3.13,3.04,3.05,453185.47,139337.558,-1.9293
000088.SZ,20260320,4.56,4.73,4.55,4.65,581222.78,270599.573,1.7505
000089.SZ,20260320,7.08,7.13,6.94,6.94,167372.72,117571.961,-2.1157
000090.SZ,20260320,3.81,3.84,3.75,3.75,225683.92,85557.926,-1.5748
000096.SZ,20260320,10.41,10.48,10.15,10.16,139147.0,143307.357,-4.6904
000099.SZ,20260320,19.5,19.64,18.69,18.7,130991.62,249931.127,-4.2008
000100.SZ,20260320,4.49,4.56,4.42,4.43,3425855.34,1538642.336,-0.8949
000151.SZ,20260320,12.45,12.52,12.14,12.15,40463.0,49663.301,-2.2526
000153.SZ,20260320,6.49,6.53,6.27,6.28,98899.8,62860.011,-3.2357
000155.SZ,20260320,13.92,14.41,13.69,13.76,527454.91,738161.655,-0.5061
000156.SZ,20260320,7.98,8.0,7.7,7.7,180032.95,140560.003,-3.3877
000157.SZ,20260320,8.59,8.74,8.51,8.51,649305.6,558955.19,-0.4678
000158.SZ,20260320,19.51,19.67,18.37,18.47,629111.7,1182435.88,-7.2791
000159.SZ,20260320,6.44,6.52,6.29,6.37,216892.0,138682.941,-1.5456
000166.SZ,20260320,4.94,4.96,4.88,4.89,761622.84,374812.746,-0.8114
000301.SZ,20260320,10.78,10.92,10.63,10.65,237691.54,255898.672,-1.4801
000333.SZ,20260320,75.92,76.15,75.12,75.12,219125.95,1657477.564,-1.1579
000338.SZ,20260320,24.07,24.3,23.22,23.36,1090391.94,2574780.389,-1.8487
000400.SZ,20260320,28.69,29.28,28.48,28.5,317044.24,913597.098,-0.5236
000401.SZ,20260320,4.98,5.16,4.92,5.09,349866.61,176856.336,2.8283
000402.SZ,20260320,2.71,2.71,2.65,2.66,224185.26,59920.507,-1.4815
000403.SZ,20260320,13.81,13.94,13.57,13.66,83134.99,114018.253,-1.2292
000404.SZ,20260320,7.15,7.15,6.89,6.89,121525.0,85080.605,-2.6836
000407.SZ,20260320,5.08,5.12,5.0,5.01,607037.0,306340.737,-4.5714
000408.SZ,20260320,73.89,74.58,72.66,72.88,214112.71,1571619.169,0.6074
000409.SZ,20260320,10.8,10.83,10.4,10.41,100512.45,105941.618,-3.1628
000410.SZ,20260320,6.98,7.02,6.66,6.67,256604.14,174874.72,-4.1667
000411.SZ,20260320,11.12,11.21,10.92,10.97,38939.16,43004.395,-1.2601
000415.SZ,20260320,4.16,4.18,4.03,4.05,1096585.5,449954.464,-0.978
000417.SZ,20260320,7.16,7.2,6.83,6.85,205792.35,143454.226,-4.0616
000419.SZ,20260320,6.06,6.11,5.88,5.9,62738.46,37452.834,-2.6403
000420.SZ,20260320,4.8,4.89,4.45,4.46,2490860.98,1152117.651,-7.0833
000421.SZ,20260320,6.72,6.82,6.62,6.71,132570.0,89221.597,-1.4684
000422.SZ,20260320,16.5,16.65,15.8,15.81,601079.04,973188.162,-4.0655
000423.SZ,20260320,55.09,57.09,55.09,56.02,235398.11,1326334.386,6.1387
000425.SZ,20260320,10.38,10.64,10.33,10.41,1101265.32,1156376.208,1.561
000426.SZ,20260320,41.44,41.76,39.2,39.37,732633.25,2965389.404,-2.3804
000428.SZ,20260320,3.85,3.89,3.74,3.78,183778.82,70031.515,-1.0471
000429.SZ,20260320,12.65,12.84,12.61,12.76,63741.25,81273.391,0.9494
000430.SZ,20260320,7.36,7.44,7.31,7.32,33245.0,24480.454,-0.1364
000488.SZ,20260320,2.87,3.02,2.83,2.94,710455.04,207940.494,1.7301
000498.SZ,20260320,6.0,6.04,5.89,5.9,166997.35,99545.893,-1.6667
000501.SZ,20260320,8.73,8.77,8.55,8.57,60140.13,52068.238,-1.6073
000503.SZ,20260320,8.51,8.6,8.18,8.2,142849.06,119176.733,-3.5294
000504.SZ,20260320,10.12,10.12,9.64,9.64,51791.01,50793.102,-4.2701
000505.SZ,20260320,7.09,7.09,6.76,6.77,225643.58,155207.718,-4.6479
000506.SZ,20260320,16.61,16.94,16.38,16.4,308496.47,513045.613,-1.1453
000507.SZ,20260320,5.63,5.75,5.61,5.64,273969.88,155496.448,-0.177
000509.SZ,20260320,4.15,4.54,4.1,4.54,789709.88,348481.795,9.9274
000510.SZ,20260320,15.34,15.91,15.15,15.26,612643.63,944138.308,1.8692
000513.SZ,20260320,34.53,34.89,34.2,34.26,40545.37,140011.84,-0.7819
000514.SZ,20260320,4.92,4.94,4.78,4.78,135728.05,65645.135,-2.449
000516.SZ,20260320,5.03,5.04,4.85,4.86,510042.0,251585.752,-2.6052
000517.SZ,20260320,2.04,2.06,1.99,2.01,264827.53,53495.58,-1.4706
000518.SZ,20260320,3.04,3.06,2.89,2.92,279447.34,82631.806,-3.9474
000519.SZ,20260320,17.15,17.22,16.74,16.74,265085.19,449596.345,-1.9906
000520.SZ,20260320,4.29,4.36,4.23,4.23,168982.27,72490.387,-1.8561
000521.SZ,20260320,6.2,6.23,6.12,6.13,78805.12,48635.092,-1.129
000523.SZ,20260320,3.56,3.59,3.44,3.45,336415.72,117523.727,-3.0899
000524.SZ,20260320,13.07,13.25,12.89,12.91,107117.59,140028.447,-0.6159
000525.SZ,20260320,6.26,6.44,6.16,6.24,419850.55,263689.934,-0.3195
000526.SZ,20260320,33.78,34.24,33.1,33.33,12478.69,41866.164,-1.1273
000528.SZ,20260320,9.69,9.73,9.49,9.5,357904.21,344092.004,-1.4523
000529.SZ,20260320,5.96,5.96,5.73,5.74,117559.03,68408.882,-3.367
000530.SZ,20260320,6.25,6.29,6.06,6.06,131363.4,80834.277,-2.5723
000531.SZ,20260320,7.33,7.54,7.22,7.35,427748.45,317261.777,1.1004
000532.SZ,20260320,14.43,14.43,13.9,13.92,64827.0,91316.264,-2.7933
000533.SZ,20260320,18.4,19.45,16.72,16.75,1971547.92,3465274.362,-9.8493
000534.SZ,20260320,42.36,42.87,40.82,41.43,182679.57,760274.045,-1.2396
000536.SZ,20260320,4.54,4.63,4.45,4.46,528859.13,239593.662,-1.1086
000537.SZ,20260320,11.33,11.95,10.89,11.1,1453539.29,1658732.326,-4.5572
000538.SZ,20260320,56.8,57.37,56.71,56.74,86199.88,492408.775,0.0176
000539.SZ,20260320,6.06,6.78,5.85,6.66,3509966.55,2201395.101,7.9417
000541.SZ,20260320,6.0,6.01,5.8,5.82,122523.86,72441.207,-2.6756
000543.SZ,20260320,8.44,8.68,8.36,8.44,542330.75,462692.903,0.1186
000544.SZ,20260320,8.8,9.01,8.74,8.83,66603.92,58947.642,0.4551
000545.SZ,20260320,3.41,3.52,3.28,3.29,1105218.5,371985.853,-7.3239
000546.SZ,20260320,5.73,5.78,5.47,5.56,265118.15,148771.227,-2.1127
000547.SZ,20260320,30.58,30.76,27.6,28.0,2065761.71,5996466.025,-7.7734
000548.SZ,20260320,5.54,5.59,5.37,5.37,118817.04,64627.936,-3.0686
000550.SZ,20260320,17.6,17.73,17.4,17.41,37836.0,66372.786,-1.0795
000551.SZ,20260320,13.6,13.76,13.31,13.33,78469.98,106064.372,-1.6962
000552.SZ,20260320,2.73,2.8,2.7,2.74,825430.2,227048.753,-0.3636
