ts_code,trade_date,vol,price,amount
600000.SH,20260910,228600,9.22,2107692.0
600004.SH,20260910,15300,7.82,119646.0
600006.SH,20260910,24200,5.37,129954.0
600007.SH,20260910,8400,19.31,162204.0
600008.SH,20260910,31300,2.82,88266.0
600009.SH,20260910,13000,23.72,308360.0
600010.SH,20260910,2356200,2.21,5207202.0
600011.SH,20260910,467600,7.03,3287228.0
600012.SH,20260910,49000,15.84,776160.0
600015.SH,20260910,118200,6.36,751752.0
600016.SH,20260910,637400,3.64,2320136.0
600017.SH,20260910,86200,2.92,251704.0
600018.SH,20260910,161700,5.48,886116.0
600019.SH,20260910,320500,5.89,1887745.0
600020.SH,20260910,62200,3.92,243824.0
600021.SH,20260910,201000,13.7,2753700.0
600022.SH,20260910,326800,1.36,444448.0
600023.SH,20260910,181900,5.0,909500.0
600025.SH,20260910,38300,9.75,373425.0
600026.SH,20260910,721500,21.5,15512250.0
600027.SH,20260910,73500,4.89,359415.0
600028.SH,20260910,624900,5.61,3505689.0
600029.SH,20260910,540900,5.01,2709909.0
600030.SH,20260910,586700,27.3,16016910.0
600031.SH,20260910,141600,20.21,2861736.0
600032.SH,20260910,87500,7.0,612500.0
600033.SH,20260910,147700,3.64,537628.0
600035.SH,20260910,93600,3.73,349128.0
600036.SH,20260910,245500,41.0,10065500.0
600037.SH,20260910,29500,7.03,207385.0
600038.SH,20260910,29500,28.0,826000.0
600039.SH,20260910,30700,9.2,282440.0
600048.SH,20260910,397400,5.21,2070454.0
600050.SH,20260910,198600,4.2,834120.0
600051.SH,20260910,15400,6.46,99484.0
600052.SH,20260910,93200,3.92,365344.0
600053.SH,20260910,2000,7.98,15960.0
600054.SH,20260910,49100,11.76,577416.0
600055.SH,20260910,13500,10.43,140805.0
600056.SH,20260910,44800,9.08,406784.0
600057.SH,20260910,55800,6.48,361584.0
600058.SH,20260910,6600,9.71,64086.0
600059.SH,20260910,2763200,9.36,25863552.0
600060.SH,20260910,10000,27.62,276200.0
600061.SH,20260910,143000,6.46,923780.0
600062.SH,20260910,5300,16.21,85913.0
600063.SH,20260910,207400,5.61,1163514.0
600064.SH,20260910,30400,7.75,235600.0
600066.SH,20260910,248000,27.86,6909280.0
600067.SH,20260910,189600,2.91,551736.0
600071.SH,20260910,1600,16.76,26816.0
600072.SH,20260910,169800,9.15,1553670.0
600073.SH,20260910,45600,5.83,265848.0
600075.SH,20260910,407500,5.21,2123075.0
600076.SH,20260910,1104500,2.51,2772295.0
600078.SH,20260910,135200,11.13,1504776.0
600079.SH,20260910,44600,18.54,826884.0
600080.SH,20260910,12500,4.97,62125.0
600081.SH,20260910,29900,10.31,308269.0
600082.SH,20260910,1200,3.04,3648.0
600084.SH,20260910,4300,4.33,18619.0
600085.SH,20260910,37500,23.9,896250.0
600088.SH,20260910,93700,12.52,1173124.0
600089.SH,20260910,366600,19.14,7016724.0
600094.SH,20260910,15900,4.05,64395.0
600095.SH,20260910,267400,9.17,2452058.0
