rank,trade_date,base_date,buy_date,target_date,ts_code,name,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
25,20260624,20260624,20260625,20260626,603938.SH,三孚股份,化工原料,71.63,FULL,0,0,Outside TOP20,只观察不追,≤71.99,只观察不追,≤71.99,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤71.99,只观察不追,≤71.99,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.225891,0.225891,47.5816,47.5816,0.610411,0.610411,52.3679,52.3679,0.511282,53.7772,0.712796,58.1229,0.848733661460717,0.9326755709026676,0.17477927104615948,0.43451119497720164,0.6424322865365396,0.556772868450776,0.45805737713931416,0.42837340351898434,0.8068199929300123,0.08653080415797938,0.10312019561660786,0.009432799652224162,0.05617554062612975,0.5132543161736771,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.27573,0.225891,historical_bin_blend_v1,28.8435,55.1523,53.8551,65.5038,40.756,40.756,50,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.677141,0.498894,0.434511,0.547686,0.396226,0.317654,80.102,25.3688,47.18,48.98,0.0,0.0,71.2194,71.2194,0.155482,28.6781,63.5359,45.9223,55.3793,42.022,0.42022,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,22,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.09087313059576811,0.09087313059576811,up,high,0.942966,ehx:model_v1,-0.048498032912741684,0.031424853134464595,0.08697841282577179,0.142531972517079,0.2224548585642867,68.23897944637191,73.91670371661016,78.13924234457487,82.6029961724626,89.47585740174542,0.8545220148191011,0.8545220148191011,37,31,31,0.6398046196901819,0.0,0.5800973991851619,,,,,,,,
26,20260624,20260624,20260625,20260626,000925.SZ,众合科技,运输设备,9.09,FULL,0,0,Outside TOP20,只观察不追,≤9.14,只观察不追,≤9.14,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤9.14,只观察不追,≤9.14,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.337915,0.337915,37.9491,37.9491,0.565662,0.565662,52.4369,52.4369,0.04361,25.4716,0.609596,29.7453,0.8440106165545246,0.9146242296395098,0.5791843671252288,0.46267476849688344,0.48842789667305936,0.7569823615058573,0.7004298136991477,0.30769742647303033,0.6967839568826432,0.0791498147142998,0.09751624201360296,0.018743874528033156,0.07006306699820311,0.6446464589067349,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.418512,0.337915,historical_bin_blend_v1,36.4529,57.8997,48.4837,65.3037,44.011,44.011,40,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.6436,0.544307,0.462675,0.655182,0.343458,0.276063,73.1378,25.3688,53.87,69.37,0.355,0.0,74.7296,74.7296,0.205947,63.2306,93.1221,49.3604,67.3353,41.1497,0.411497,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,23,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.08037643355810888,0.08037643355810888,up,high,0.93725,ehx:model_v1,-0.06637027345490647,0.018392096092266795,0.07730952999767228,0.13622696390307776,0.22098933345025257,8.50627932378943,9.258731056027026,9.82062178104321,10.416612339497549,11.338049045318172,0.8119333857978375,0.8119333857978375,36,42,42,0.4841601332038615,0.0,0.4417252806273184,,,,,,,,
27,20260624,20260624,20260625,20260626,301396.SZ,宏景科技,软件服务,297.6,FULL,0,0,Outside TOP20,只观察不追,≤299.09,只观察不追,≤299.09,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤299.09,只观察不追,≤299.09,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.132545,0.132545,31.3216,31.3216,0.607262,0.607262,45.7849,45.7849,0.173451,34.0913,0.664306,38.5047,0.8517639066464002,0.9364335421405702,0.14004849326533594,0.2947517758682657,0.6479549568855375,0.5945440387695585,0.47210401258459833,0.36776507436196215,0.7012391117888023,0.08231880199765282,0.10563737367490733,0.013749249232768853,0.06593079288109303,0.49405717803166815,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.150069,0.132545,historical_bin_blend_v1,17.9809,61.5538,28.5889,65.9066,28.7779,28.7779,94,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.675723,0.416028,0.294752,0.594888,0.35162,0.277214,86.4031,25.3688,58.39,72.89,0.313,0.0,75.8454,75.8454,0.199455,44.8605,85.6159,41.1397,64.182,40.9937,0.409937,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,25,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.0994670862915152,0.0994670862915152,up,high,0.954473,ehx:model_v1,-0.023948513697354096,0.04612100676698171,0.09482559540455404,0.14353018404212636,0.21359970450646346,290.5575865746882,311.64705382163146,327.20140488035497,343.53207592635636,368.46657703139346,0.9054423091649445,0.9054423091649445,75,23,23,0.4827581195904062,0.0,0.4252022689440536,,,,,,,,
28,20260624,20260624,20260625,20260626,603083.SH,剑桥科技,通信设备,262.21,FULL,0,0,Outside TOP20,只观察不追,≤263.52,只观察不追,≤263.52,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤263.52,只观察不追,≤263.52,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.142037,0.142037,33.6077,33.6077,0.623014,0.623014,47.2992,47.2992,0.222126,39.8066,0.743062,43.8931,0.8517639066464002,0.9364335421405702,0.14004849326533594,0.2947517758682657,0.6479549568855375,0.5945440387695585,0.47210401258459833,0.36776507436196215,0.7012391117888023,0.08231880199765282,0.10563737367490733,0.013749249232768853,0.06593079288109303,0.49405717803166815,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.164672,0.142037,historical_bin_blend_v1,18.893,61.9476,36.083,66.5177,31.2272,31.2272,83,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.687064,0.419445,0.294752,0.599073,0.347921,0.274529,86.4031,25.3688,56.13,71.13,0.334,0.0,76.0176,76.0176,0.202271,44.8605,85.6159,41.4748,64.4988,40.9407,0.409407,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,26,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.0994670862915152,0.0994670862915152,up,high,0.971934,ehx:model_v1,-0.010471903575980879,0.05164723430220371,0.09482559540455404,0.1380039565069044,0.20012309438509007,259.4784891838684,276.10823474835416,288.29126469649816,301.0118599905387,320.3034423459001,0.9307329307867884,0.9307329307867884,60,22,22,0.4914400880737433,0.0,0.4505147483850585,,,,,,,,
29,20260624,20260624,20260625,20260626,605277.SH,新亚电子,元器件,19.5,FULL,0,0,Outside TOP20,只观察不追,≤19.60,只观察不追,≤19.60,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤19.60,只观察不追,≤19.60,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.483496,0.483496,66.6762,66.6762,0.540818,0.540818,57.3824,57.3824,0.651093,64.2267,0.713068,66.3025,0.7506510584380777,0.9451436039718829,0.6860816021215815,0.6830920845722341,0.5277041448573181,0.4451314205417884,0.43186846106319476,0.40693591283977737,0.6404551887404129,0.07197969254479392,0.09326118459548913,0.02424022612334993,0.022191361723757956,0.59047728380081,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.675585,0.483496,historical_bin_blend_v1,53.775,55.0383,71.8425,65.0556,59.5153,59.5153,9,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.599571,0.684612,0.683092,0.525944,0.440251,0.281964,61.6188,25.3688,47.18,48.98,0.0,0.0,70.8609,70.8609,0.155722,73.1245,18.8024,58.0376,51.6897,40.6088,0.406088,0,0,WATCH,t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,27,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.0712061164509587,0.0712061164509587,up,high,0.93016,ehx:model_v1,-0.08067500011273157,0.0074974677865559045,0.06878522528419892,0.13007298278184193,0.21824545068113102,17.988622333479803,19.646750061340786,20.888519270793697,22.208774273812,24.255900715322564,0.7754755428503689,0.7754755428503689,21,54,54,0.7450347048576902,0.0,0.7132275892465372,,,,,,,,
30,20260624,20260624,20260625,20260626,603386.SH,骏亚科技,元器件,20.25,FULL,0,0,Outside TOP20,只观察不追,≤20.35,只观察不追,≤20.35,观察池：t1_high_profit<0.50；若竞价弱于预期不追,观察池：t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤20.35,只观察不追,≤20.35,观察池：t1_high_profit<0.50；若竞价弱于预期不追,观察池：t1_high_profit<0.50；若竞价弱于预期不追,0.48361,0.48361,65.6417,65.6417,0.563015,0.563015,57.9327,57.9327,0.667412,63.7162,0.770895,68.3886,0.6871662390570618,0.9001949384160067,0.6793363350301429,0.6692542618358457,0.5292430515627798,0.4862064756788943,0.47101070582258286,0.451002428521541,0.6416133235425766,0.07332645317215146,0.0941361856361489,0.029399602120786985,0.03256339634765384,0.5894162202077831,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.675759,0.48361,historical_bin_blend_v1,53.4307,57.9151,72.8544,66.6694,59.933,59.933,7,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.597777,0.667086,0.669254,0.56676,0.425213,0.274061,67.3543,25.3688,60.65,74.65,0.292,0.0,76.7726,76.7726,0.209217,78.6089,32.4398,59.747,58.4541,39.8779,0.398779,0,0,WATCH,t1_high_profit<0.50,professional_score_rule_guarded,28,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.07267821803691644,0.07267821803691644,up,high,0.97627,ehx:model_v1,-0.030446556127758817,0.028904341992940723,0.07015852867901107,0.1114127153650814,0.170763613485782,19.64274850585085,20.84385406121406,21.72173391524756,22.636587403612523,24.020758813069087,0.8743224950446236,0.8743224950446236,17,44,44,0.6976111267187506,0.0,0.6538059676262025,,,,,,,,
31,20260624,20260624,20260625,20260626,002192.SZ,融捷股份,小金属,93.39,FULL,0,0,Outside TOP20,只观察不追,≤93.86,只观察不追,≤93.86,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤93.86,只观察不追,≤93.86,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.228582,0.228582,42.7216,42.7216,0.599516,0.599516,50.5578,50.5578,0.600976,42.2436,0.803308,61.1629,0.8410030442981339,0.9408680241540405,0.14225280573621174,0.4304032197357215,0.6114726158594136,0.4377833451247593,0.41017606627822173,0.48454754443774445,0.7862869980719924,0.08605669952598588,0.10476639367073974,0.0016757444906598798,0.05127063455559206,0.4747816159573262,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.27987,0.228582,historical_bin_blend_v1,28.4773,50.1942,48.4901,66.5236,39.0191,39.0191,55,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.667132,0.500678,0.430403,0.528724,0.395216,0.30854,99.0051,25.3688,56.13,71.13,0.334,0.0,76.0223,76.0223,0.219893,17.7932,55.141,47.5866,53.742,39.7681,0.397681,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,29,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.12,0.12,up,high,0.972103,ehx:model_v1,0.008777220312348386,0.07045624338743336,0.11332868530700317,0.15620112722657298,0.21788015030165908,94.2133125170122,100.20724751349661,104.59680000000002,109.17863569465331,116.1246779032897,0.9627020501135786,0.9627020501135786,43,2,2,0.5771139173143096,0.0,0.5226651421730676,,,,,,,,
32,20260624,20260624,20260625,20260626,600226.SH,亨通股份,供气供热,11.41,FULL,0,0,Outside TOP20,只观察不追,≤11.47,只观察不追,≤11.47,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤11.47,只观察不追,≤11.47,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.376125,0.376125,39.7352,39.7352,0.473408,0.473408,49.3987,49.3987,0.319899,37.4235,0.75104,47.4073,0.8429729021073666,0.9313453466068182,0.5447525981529427,0.41276253910779603,0.4408468024209942,0.6377760610590919,0.32293829660900625,0.44043167104487224,0.7052460248737191,0.08040145925370648,0.09726842243298249,0.007781659837971187,0.05910878311869711,0.5314274565131164,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.477297,0.376125,historical_bin_blend_v1,38.4842,41.7704,44.2493,66.5131,43.2155,43.2155,44,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.576886,0.544776,0.412763,0.483415,0.428614,0.293095,97.0153,25.3688,56.13,71.13,0.334,0.0,76.0139,76.0139,0.222866,25.5435,72.3506,49.873,53.1477,39.55,0.3955,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,30,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.10914679426209829,0.10914679426209829,up,high,0.971803,ehx:model_v1,-0.0013294281758066961,0.060567299698640574,0.10359106594049916,0.14661483218235774,0.20851156005680613,11.394841302946128,12.12243009671757,12.655364922530541,13.211729005208538,14.055330571476043,0.9478133750837866,0.9478133750837866,49,5,5,0.513679345240388,0.0,0.4542512088990409,,,,,,,,
33,20260624,20260624,20260625,20260626,603045.SH,福达合金,小金属,93.12,FULL,0,0,Outside TOP20,只观察不追,≤93.59,只观察不追,≤93.59,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤93.59,只观察不追,≤93.59,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.227443,0.227443,44.4719,44.4719,0.602317,0.602317,50.9271,50.9271,0.595133,46.6193,0.817315,62.3528,0.8410030442981339,0.9408680241540405,0.14225280573621174,0.4304032197357215,0.6114726158594136,0.4377833451247593,0.41017606627822173,0.48454754443774445,0.7862869980719924,0.08605669952598588,0.10476639367073974,0.0016757444906598798,0.05127063455559206,0.4747816159573262,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.278117,0.227443,historical_bin_blend_v1,28.5703,50.2642,50.7648,66.2366,39.6005,39.6005,51,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.669149,0.500268,0.430403,0.529468,0.394558,0.309283,99.0051,25.3688,53.87,69.37,0.355,0.0,75.4759,75.4759,0.22414,17.7932,55.141,47.5211,53.6537,39.2382,0.392382,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,31,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.12,0.12,up,high,0.963904,ehx:model_v1,0.0010480810293782145,0.06728682749245432,0.11332868530700317,0.15937054312155202,0.22560928958462934,93.2176484682706,99.60135923902361,104.29440000000001,109.2085685824485,116.68736607384422,0.9515636396007228,0.9515636396007228,40,3,3,0.5480446361922008,0.0,0.5123166453875914,,,,,,,,
34,20260624,20260624,20260625,20260626,003018.SZ,金富科技,塑料,74.11,FULL,0,0,Outside TOP20,只观察不追,≤74.48,只观察不追,≤74.48,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤74.48,只观察不追,≤74.48,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.200147,0.200147,43.7856,43.7856,0.612454,0.612454,50.6993,50.6993,0.400295,43.4987,0.723011,51.431,0.8572574268658135,0.9373852485163282,0.16576480673864682,0.4397686439652907,0.6424322865365396,0.5576949686480724,0.45805737713931416,0.42837340351898434,0.8068199929300123,0.08653080415797938,0.10637376291484818,0.009432799652224162,0.05617554062612975,0.5141362762369579,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.236124,0.200147,historical_bin_blend_v1,26.705,55.2034,49.5367,66.37,38.5646,38.5646,56,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.680999,0.492838,0.439769,0.554049,0.387233,0.313039,84.4133,25.3688,58.39,72.89,0.313,0.0,76.2162,76.2162,0.215176,28.6781,63.5359,46.9908,57.8504,38.6,0.386,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,33,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.09743945404233027,0.09743945404233027,up,high,0.967713,ehx:model_v1,-0.017023063371451777,0.04787189351174111,0.09297969728581769,0.13808750105989426,0.20298245794308833,72.85909807247295,77.7440771074285,81.3312379390771,85.08391263764487,90.78852799032826,0.9177826931970863,0.9177826931970863,42,24,24,0.546845144991864,0.0,0.4993517268789202,,,,,,,,
35,20260624,20260624,20260625,20260626,002025.SZ,航天电器,元器件,66.61,FULL,0,0,Outside TOP20,只观察不追,≤66.94,只观察不追,≤66.94,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤66.94,只观察不追,≤66.94,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.231574,0.231574,52.9649,52.9649,0.633069,0.633069,52.3141,52.3141,0.246116,39.8121,0.715204,44.1597,0.8778575268899313,0.9374548886427145,0.30091224120551463,0.6173348829390772,0.6820571162205441,0.5346151651709654,0.4595854303131181,0.42755254812011223,0.7179555675267945,0.09401629750618831,0.11100981427731792,0.023962258924931198,0.06257954960017359,0.5732033449848676,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.284473,0.231574,historical_bin_blend_v1,33.0818,70.1643,56.2687,66.5474,44.9118,44.9118,39,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.70161,0.568095,0.617335,0.593882,0.407798,0.292051,55.7764,25.3688,60.65,74.65,0.292,0.0,76.6749,76.6749,0.210052,72.3801,79.6639,51.7029,67.0899,38.0784,0.380784,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,34,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.07050453250539788,0.07050453250539788,up,high,0.972783,ehx:model_v1,-0.03778355370012451,0.024699056291171403,0.06813006304648188,0.11156106980179235,0.17404367979308938,64.14019039730408,68.27568994670048,71.30630691018456,74.47144670582935,79.27306379469607,0.8549881502899939,0.8549881502899939,39,58,58,0.6511531541465918,0.0,0.6090404888256913,,,,,,,,
36,20260624,20260624,20260625,20260626,301132.SZ,满坤科技,元器件,54.74,FULL,0,0,Outside TOP20,只观察不追,≤55.01,只观察不追,≤55.01,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤55.01,只观察不追,≤55.01,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.277768,0.277768,56.2252,56.2252,0.672766,0.672766,55.0715,55.0715,0.325337,48.1683,0.660229,47.9988,0.8439587069118887,0.9195514712721181,0.3684839148041654,0.6159641248029976,0.7583502604224193,0.5812976626875729,0.49451139436032643,0.49859914984858555,0.7790302162237378,0.08924725486184269,0.10534279615954027,0.025771098220836734,0.05378648094511466,0.6032469199848335,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.35554,0.277768,historical_bin_blend_v1,36.7092,73.6652,61.8984,65.9248,48.5479,48.5479,33,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.7207,0.579218,0.615964,0.617353,0.409407,0.311421,55.7764,25.3688,60.65,74.65,0.292,0.0,76.1768,76.1768,0.215022,74.8975,59.8544,53.5556,66.8913,38.0178,0.380178,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,35,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.07050453250539788,0.07050453250539788,up,high,0.954993,ehx:model_v1,-0.051803586293964685,0.0189499925824934,0.06813006304648188,0.11731013351047036,0.1880637123869297,51.97647005957338,55.78721360107897,58.599418109345486,61.553384388559486,66.06627573627259,0.8249468570694729,0.8249468570694729,30,59,59,0.6475601269705398,0.0,0.6020845538024548,,,,,,,,
37,20260624,20260624,20260625,20260626,002520.SZ,日发精机,机床制造,7.56,FULL,0,0,Outside TOP20,只观察不追,≤7.60,只观察不追,≤7.60,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤7.60,只观察不追,≤7.60,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.357684,0.357684,41.5679,41.5679,0.471849,0.471849,50.0741,50.0741,0.351893,36.9241,0.678156,46.6977,0.860417282769238,0.9333001028269189,0.4905120882803945,0.44663767108242497,0.4193984389787551,0.5964008330056997,0.4221961014353812,0.46193129131570004,0.7366949558099701,0.0695396746747459,0.09521722171124836,0.012497232295432707,0.06237369942091273,0.5412804325270217,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.448926,0.357684,historical_bin_blend_v1,37.9495,44.8478,46.5734,65.9186,43.6115,43.6115,43,0.5787931803288419,0.0665063399480776,0.24385657980961786,0.11084389991346266,0.580648,0.55088,0.446638,0.511475,0.44534,0.307348,82.7551,25.3688,60.65,74.65,0.292,0.0,76.1719,76.1719,0.221231,39.8525,78.9406,49.7265,56.2267,37.9108,0.379108,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,36,5511.0,0.25911812738160045,-0.011887766535768179,-0.020408163265306034,158.0,0.02866993286154963,257.0,0.04663400471783705,3297117946.5805902,0.2536884704994417,0.0,0.09289829527921169,0.09289829527921169,up,high,0.954817,ehx:model_v1,-0.03444415499606726,0.03828198020932232,0.08883315388521229,0.13938432756110225,0.21211046276649315,7.304035730544767,7.855022769267924,8.26231111231084,8.690717636580123,9.346310373473996,0.8820456693977999,0.8820456693977999,46,27,27,0.5857619050538501,0.0,0.5193852969223106,,,,,,,,
