rank,trade_date,base_date,buy_date,target_date,ts_code,name,sector,close_T,upD,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
11,20260612,20260612,20260615,20260616,002270.SZ,华明装备,电气设备,20.13,1,TOP20,0,1,TOP20,市价竞价,≤20.79,市价竞价,≤20.79,冲高至21.59附近优先兑现；强势放量再看22.33；弱于19.83止损,冲高至21.59附近优先兑现；强势放量再看22.33；弱于19.83止损,市价竞价,≤20.79,市价竞价,≤20.79,冲高至21.59附近优先兑现；强势放量再看22.33；弱于19.83止损,冲高至21.59附近优先兑现；强势放量再看22.33；弱于19.83止损,0.607282,0.607282,71.8425,71.8425,0.698791,0.698791,69.2534,69.2534,0.184514,40.5354,0.747492,42.7517,0.7884677071501726,0.9271388753129821,0.677919131696512,0.8592274697927519,0.023216221648020233,0.08808131000212019,0.8061123197238467,limitup_probability_engine:model_v1,0.607282,0.607282,historical_bin_blend_v1,67.5971,73.8549,78.7577,67.5,70.7966,70.7966,11,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,19.88820986536248,20.876941675771022,21.59301252908313,22.33364432982357,23.44394961827015,0.919717009878865,0.919717009878865,11,52,52,0.1430770573948728,0.0,0.0,,,,,,,,
12,20260612,20260612,20260615,20260616,000969.SZ,安泰科技,小金属,24.46,1,TOP20,0,1,TOP20,限价竞价,≤25.21,限价竞价,≤25.21,冲高至26.46附近优先兑现；强势放量再看27.36；弱于24.09止损,冲高至26.46附近优先兑现；强势放量再看27.36；弱于24.09止损,限价竞价,≤25.21,限价竞价,≤25.21,冲高至26.46附近优先兑现；强势放量再看27.36；弱于24.09止损,冲高至26.46附近优先兑现；强势放量再看27.36；弱于24.09止损,0.661073,0.661073,72.2207,72.2207,0.596876,0.596876,67.7345,67.7345,0.329162,44.8749,0.783413,50.5205,0.8033199819155222,0.9045116268402228,0.516931529039279,0.763973648952879,0.004230317416082121,0.07551205380031938,0.7511188299832401,limitup_probability_engine:model_v1,0.661073,0.661073,historical_bin_blend_v1,71.1005,45.1707,76.8107,67.5,70.3524,70.3524,12,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.0816499663627956,0.0816499663627956,up,high,1.0,ehx:model_v1,-0.0037550593059921117,0.04476313443952084,0.07848762195069196,0.11221210946186308,0.1607303032073769,24.36832348247904,25.57978176638494,26.457158177233982,27.36462825242092,28.725046239576965,0.9417636418450381,0.9417636418450381,16,40,40,0.1633087371214424,0.0,0.0,,,,,,,,
13,20260612,20260612,20260615,20260616,000547.SZ,航天发展,通信设备,20.65,1,TOP20,0,1,TOP20,市价竞价,≤21.30,市价竞价,≤21.30,冲高至22.15附近优先兑现；强势放量再看22.91；弱于20.34止损,冲高至22.15附近优先兑现；强势放量再看22.91；弱于20.34止损,市价竞价,≤21.30,市价竞价,≤21.30,冲高至22.15附近优先兑现；强势放量再看22.91；弱于20.34止损,冲高至22.15附近优先兑现；强势放量再看22.91；弱于20.34止损,0.623382,0.623382,68.3749,68.3749,0.673981,0.673981,68.4534,68.4534,0.158867,39.766,0.747492,41.5335,0.8224598436589028,0.874474395354918,0.6424763053391169,0.8853780301623397,0.024022700186864532,0.09222070396936898,0.7999053249784757,limitup_probability_engine:model_v1,0.623382,0.623382,historical_bin_blend_v1,67.4615,72.6146,76.2423,67.5,70.0075,70.0075,13,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,20.401963920503487,21.416236741414384,22.150805202462326,22.91056907157758,24.049555867723726,0.919717009878865,0.919717009878865,12,56,56,0.1232926961553131,0.0,0.0,,,,,,,,
14,20260612,20260612,20260615,20260616,002637.SZ,赞宇科技,日用化工,12.68,1,TOP20,0,1,TOP20,限价竞价,≤13.08,限价竞价,≤13.08,冲高至13.64附近优先兑现；强势放量再看14.10；弱于12.49止损,冲高至13.64附近优先兑现；强势放量再看14.10；弱于12.49止损,限价竞价,≤13.08,限价竞价,≤13.08,冲高至13.64附近优先兑现；强势放量再看14.10；弱于12.49止损,冲高至13.64附近优先兑现；强势放量再看14.10；弱于12.49止损,0.638271,0.638271,69.9662,69.9662,0.646782,0.646782,67.5345,67.5345,0.276019,43.2806,0.768011,47.6112,0.7935219758527327,0.8775656530363997,0.5948271178363327,0.7659963485966105,0.019043344066149163,0.08314513194745442,0.7607303365561311,limitup_probability_engine:model_v1,0.638271,0.638271,historical_bin_blend_v1,68.7483,65.7696,75.0232,67.5,69.9697,69.9697,14,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07547346099843759,0.07547346099843759,up,high,1.0,ehx:model_v1,-0.009481687801613375,0.039036505943899576,0.0727609934550707,0.10648548096624183,0.15500367471175563,12.560340382714912,13.18477104641069,13.637003485460188,14.104747318542147,14.805957354338563,0.927195799020156,0.927195799020156,17,43,43,0.1801142608627098,0.0,0.0,,,,,,,,
15,20260612,20260612,20260615,20260616,603815.SH,交建股份,建筑工程,6.07,1,TOP20,0,1,TOP20,市价竞价,≤6.30,市价竞价,≤6.30,冲高至6.72附近优先兑现；强势放量再看6.95；弱于5.98止损,冲高至6.72附近优先兑现；强势放量再看6.95；弱于5.98止损,市价竞价,≤6.30,市价竞价,≤6.30,冲高至6.72附近优先兑现；强势放量再看6.95；弱于5.98止损,冲高至6.72附近优先兑现；强势放量再看6.95；弱于5.98止损,0.605594,0.605594,74.073,74.073,0.677211,0.677211,68.3667,68.3667,0.621854,53.6556,0.864466,66.4497,0.5986249978297251,0.8768459520846384,0.5969583463253708,0.7594195503881901,0.014435577072599183,0.060917882851834276,0.6918827564011346,limitup_probability_engine:model_v1,0.605594,0.605594,historical_bin_blend_v1,66.7933,59.6695,79.2264,67.5,69.4909,69.4909,15,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.10715135414620218,0.10715135414620218,up,high,1.0,ehx:model_v1,0.01954768773650653,0.06806588148201947,0.1017903689931906,0.13551485650436174,0.18403305024987554,6.189821768395623,6.497545476291062,6.720408719667447,6.950916084263064,7.296477192603981,0.9791151494509621,0.9791151494509621,13,8,8,0.1122835413676763,0.0,0.0,,,,,,,,
16,20260612,20260612,20260615,20260616,002203.SZ,海亮股份,铜,23.44,1,TOP20,0,1,TOP20,限价竞价,≤24.13,限价竞价,≤24.13,冲高至25.12附近优先兑现；强势放量再看25.98；弱于23.09止损,冲高至25.12附近优先兑现；强势放量再看25.98；弱于23.09止损,限价竞价,≤24.13,限价竞价,≤24.13,冲高至25.12附近优先兑现；强势放量再看25.98；弱于23.09止损,冲高至25.12附近优先兑现；强势放量再看25.98；弱于23.09止损,0.608654,0.608654,72.7627,72.7627,0.619811,0.619811,67.2713,67.2713,0.315175,44.4553,0.730463,48.5324,0.7344302125575669,0.9163425303566481,0.5723880270374998,0.8252608224381163,0.01413483609315972,0.08720054395752465,0.7530223371094028,limitup_probability_engine:model_v1,0.608654,0.608654,historical_bin_blend_v1,67.5935,61.6038,75.8315,67.5,69.2308,69.2308,16,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.0717374637131465,0.0717374637131465,up,high,1.0,ehx:model_v1,-0.0129615518544344,0.03555664189107855,0.06928112940224967,0.1030056169134208,0.1515238106589346,23.138141726414883,24.28844217645645,25.121526149436153,25.983184573629877,27.2749248206195,0.9170689113939658,0.9170689113939658,19,61,61,0.2276181456629357,0.0,0.0,,,,,,,,
17,20260612,20260612,20260615,20260616,001257.SZ,盛龙股份,小金属,27.74,1,TOP20,0,1,TOP20,限价竞价,≤28.71,限价竞价,≤28.71,冲高至30.16附近优先兑现；强势放量再看31.20；弱于27.32止损,冲高至30.16附近优先兑现；强势放量再看31.20；弱于27.32止损,限价竞价,≤28.71,限价竞价,≤28.71,冲高至30.16附近优先兑现；强势放量再看31.20；弱于27.32止损,冲高至30.16附近优先兑现；强势放量再看31.20；弱于27.32止损,0.617474,0.617474,70.5014,70.5014,0.68938,0.68938,67.8528,67.8528,0.467584,49.0275,0.804957,57.6342,0.6817124739669306,0.8481731855046295,0.6398474216672304,0.744778931653755,0.01192286268824461,0.08328342705091835,0.7223213574294539,limitup_probability_engine:model_v1,0.617474,0.617474,historical_bin_blend_v1,66.7754,62.1182,76.2139,67.5,68.8957,68.8957,17,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08739115095038966,0.08739115095038966,up,high,1.0,ehx:model_v1,0.0015387066344701439,0.050056900379983095,0.08378138789115422,0.11750587540232535,0.16602406914783918,27.782716577752947,29.16391960436776,30.16423052736381,31.198851719906596,32.74988609416747,0.9530944358808269,0.9530944358808269,15,32,32,0.1857612273965134,0.0,0.0,,,,,,,,
18,20260612,20260612,20260615,20260616,301348.SZ,蓝箭电子,半导体,30.02,1,TOP20,0,1,TOP20,限价竞价,≤31.04,限价竞价,≤31.04,冲高至32.54附近优先兑现；强势放量再看33.65；弱于29.57止损,冲高至32.54附近优先兑现；强势放量再看33.65；弱于29.57止损,限价竞价,≤31.04,限价竞价,≤31.04,冲高至32.54附近优先兑现；强势放量再看33.65；弱于29.57止损,冲高至32.54附近优先兑现；强势放量再看33.65；弱于29.57止损,0.627599,0.627599,68.7827,68.7827,0.679927,0.679927,67.9537,67.9537,0.511976,50.3593,0.794546,59.4825,0.6771512726345457,0.8106501633168042,0.6308048161904174,0.789839454712443,0.012119227838964885,0.08749260971249079,0.7158426085057628,limitup_probability_engine:model_v1,0.627599,0.627599,historical_bin_blend_v1,66.6571,62.5602,75.6174,67.5,68.7097,68.7097,18,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08379990704604372,0.08379990704604372,up,high,1.0,ehx:model_v1,-0.0017693828735172723,0.04674881087199568,0.0804732983831668,0.11419778589433793,0.16271597963985174,29.96693009047708,31.456720133991567,32.53567320952224,33.651633949368765,35.32460709190952,0.9462427546132048,0.9462427546132048,14,36,36,0.2310728741520608,0.0,0.0,,,,,,,,
19,20260612,20260612,20260615,20260616,002597.SZ,金禾实业,食品,22.24,1,TOP20,0,1,TOP20,限价竞价,≤22.94,限价竞价,≤22.94,冲高至23.86附近优先兑现；强势放量再看24.67；弱于21.91止损,冲高至23.86附近优先兑现；强势放量再看24.67；弱于21.91止损,限价竞价,≤22.94,限价竞价,≤22.94,冲高至23.86附近优先兑现；强势放量再看24.67；弱于21.91止损,冲高至23.86附近优先兑现；强势放量再看24.67；弱于21.91止损,0.600222,0.600222,68.1434,68.1434,0.663008,0.663008,67.2771,67.2771,0.101994,38.0598,0.747492,38.832,0.8137486217298388,0.8819912288831877,0.6268002327840729,0.8844540343269078,0.01345387079228705,0.09324609624859155,0.7946779881712949,limitup_probability_engine:model_v1,0.600222,0.600222,historical_bin_blend_v1,65.9062,65.7793,73.4947,67.5,67.9718,67.9718,19,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,21.97286574295388,23.06523511520852,23.85636356914102,24.674627416556195,25.901313438168312,0.919717009878865,0.919717009878865,18,54,54,0.0675849300908199,0.0,0.0,,,,,,,,
20,20260612,20260612,20260615,20260616,002985.SZ,北摩高科,航空,29.99,1,TOP20,0,1,TOP20,限价竞价,≤30.90,限价竞价,≤30.90,冲高至32.50附近优先兑现；强势放量再看33.62；弱于29.54止损,冲高至32.50附近优先兑现；强势放量再看33.62；弱于29.54止损,限价竞价,≤30.90,限价竞价,≤30.90,冲高至32.50附近优先兑现；强势放量再看33.62；弱于29.54止损,冲高至32.50附近优先兑现；强势放量再看33.62；弱于29.54止损,0.618178,0.618178,69.9182,69.9182,0.576737,0.576737,65.0135,65.0135,0.436787,48.1036,0.794546,55.9111,0.6959171095905332,0.8446119214701534,0.48339067623950965,0.7571598296597718,0.007215068469582178,0.06291901038209272,0.6891456122330681,limitup_probability_engine:model_v1,0.618178,0.618178,historical_bin_blend_v1,66.7037,41.7727,72.3857,67.5,66.5152,66.5152,20,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08379990704604372,0.08379990704604372,up,high,1.0,ehx:model_v1,-0.0017693828735172723,0.04674881087199568,0.0804732983831668,0.11419778589433793,0.16271597963985174,29.936983125030235,31.42528437103288,32.50315921231085,33.61800473489571,35.289306018866306,0.9462427546132048,0.9462427546132048,23,35,35,0.1979799005358344,0.0,0.0,,,,,,,,
21,20260612,20260612,20260615,20260616,603225.SH,新凤鸣,化纤,20.16,1,FULL,0,0,Outside TOP20,只观察不追,≤20.36,只观察不追,≤20.36,冲高至21.63附近优先兑现；强势放量再看22.37；弱于19.86止损,冲高至21.63附近优先兑现；强势放量再看22.37；弱于19.86止损,只观察不追,≤20.36,只观察不追,≤20.36,冲高至21.63附近优先兑现；强势放量再看22.37；弱于19.86止损,冲高至21.63附近优先兑现；强势放量再看22.37；弱于19.86止损,0.42239,0.42239,71.3764,71.3764,0.68712,0.68712,65.0484,65.0484,0.286117,43.5835,0.747492,47.5779,0.7312666208370068,0.899050398604401,0.6612463040178898,0.8628911654618171,0.023520241388287084,0.08189747090511514,0.7754511677677975,limitup_probability_engine:model_v1,0.597722,0.42239,historical_bin_blend_v1,53.7326,71.2512,73.6954,67.5,61.4673,61.4673,21,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,19.917849522389847,20.90805485263506,21.625192875624236,22.36692844954015,23.478888440354012,0.919717009878865,0.919717009878865,22,49,49,0.2057020613470988,0.0,0.0,,,,,,,,
22,20260612,20260612,20260615,20260616,002927.SZ,泰永长征,电气设备,20.17,1,FULL,0,0,Outside TOP20,只观察不追,≤20.37,只观察不追,≤20.37,冲高至21.64附近优先兑现；强势放量再看22.38；弱于19.87止损,冲高至21.64附近优先兑现；强势放量再看22.38；弱于19.87止损,只观察不追,≤20.37,只观察不追,≤20.37,冲高至21.64附近优先兑现；强势放量再看22.38；弱于19.87止损,冲高至21.64附近优先兑现；强势放量再看22.38；弱于19.87止损,0.408726,0.408726,71.4386,71.4386,0.700094,0.700094,64.9916,64.9916,0.130666,38.92,0.747492,40.1939,0.7678578669003195,0.9311767524867863,0.6797800541586729,0.8846313456058709,0.027244372419613114,0.08935774952757614,0.8041841569173573,limitup_probability_engine:model_v1,0.5767,0.408726,historical_bin_blend_v1,53.3333,75.3827,72.8632,67.5,61.3135,61.3135,22,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,19.927729408065638,20.918425911589743,21.63591965780461,22.378023156112345,23.490534714381965,0.919717009878865,0.919717009878865,24,50,50,0.0982744851000848,0.0,0.0,,,,,,,,
23,20260612,20260612,20260615,20260616,600067.SH,冠城新材,电气设备,3.48,1,FULL,0,0,Outside TOP20,只观察不追,≤3.51,只观察不追,≤3.51,冲高至3.89附近优先兑现；强势放量再看4.02；弱于3.43止损,冲高至3.89附近优先兑现；强势放量再看4.02；弱于3.43止损,只观察不追,≤3.51,只观察不追,≤3.51,冲高至3.89附近优先兑现；强势放量再看4.02；弱于3.43止损,冲高至3.89附近优先兑现；强势放量再看4.02；弱于3.43止损,0.422498,0.422498,72.0319,72.0319,0.710578,0.710578,65.5839,65.5839,0.618034,53.541,0.874306,66.5142,0.5892533959855566,0.8435917897925926,0.640408194323684,0.8315022138706558,0.01712254518874463,0.07669509013548058,0.7019640167046123,limitup_probability_engine:model_v1,0.597888,0.422498,historical_bin_blend_v1,52.8077,68.0077,74.9583,67.5,61.0353,61.0353,23,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.11732829246068442,0.11732829246068442,up,high,1.0,ehx:model_v1,0.028697701163998737,0.0772158949095117,0.11094038242068281,0.14466486993185393,0.19318306367736776,3.581314797823743,3.7593579644871316,3.888302457763182,4.021669696226916,4.2216048732254725,0.9867500932706749,0.9867500932706749,20,5,5,0.0372791253138668,0.0,0.0,,,,,,,,
24,20260612,20260612,20260615,20260616,600162.SH,香江控股,全国地产,3.47,1,FULL,0,0,Outside TOP20,只观察不追,≤3.50,只观察不追,≤3.50,冲高至3.88附近优先兑现；强势放量再看4.01；弱于3.42止损,冲高至3.88附近优先兑现；强势放量再看4.01；弱于3.42止损,只观察不追,≤3.50,只观察不追,≤3.50,冲高至3.88附近优先兑现；强势放量再看4.01；弱于3.42止损,冲高至3.88附近优先兑现；强势放量再看4.01；弱于3.42止损,0.416089,0.416089,71.6375,71.6375,0.710578,0.710578,65.1846,65.1846,0.585169,52.5551,0.874306,64.9532,0.5892533959855566,0.8435917897925926,0.640408194323684,0.8315022138706558,0.01712254518874463,0.07669509013548058,0.7019640167046123,limitup_probability_engine:model_v1,0.588028,0.416089,historical_bin_blend_v1,52.3068,68.0077,74.2868,67.5,60.5828,60.5828,24,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.11732829246068442,0.11732829246068442,up,high,1.0,ehx:model_v1,0.028697701163998737,0.0772158949095117,0.11094038242068281,0.14466486993185393,0.19318306367736776,3.5710236633472383,3.7485552117156167,3.877129174838575,4.010113174111322,4.2094738247391925,0.9867500932706749,0.9867500932706749,21,6,6,0.0222532758515461,0.0,0.0,,,,,,,,
25,20260612,20260612,20260615,20260616,002882.SZ,金龙羽,电气设备,21.86,1,FULL,0,0,Outside TOP20,只观察不追,≤22.08,只观察不追,≤22.08,冲高至23.45附近优先兑现；强势放量再看24.25；弱于21.53止损,冲高至23.45附近优先兑现；强势放量再看24.25；弱于21.53止损,只观察不追,≤22.08,只观察不追,≤22.08,冲高至23.45附近优先兑现；强势放量再看24.25；弱于21.53止损,冲高至23.45附近优先兑现；强势放量再看24.25；弱于21.53止损,0.420541,0.420541,70.3169,70.3169,0.694063,0.694063,64.8799,64.8799,0.249488,42.4846,0.747492,45.838,0.7429006033506819,0.8887171863127216,0.6711655433330499,0.8682064881279293,0.01296249846307713,0.07625825239394737,0.7802168668033709,limitup_probability_engine:model_v1,0.594877,0.420541,historical_bin_blend_v1,53.3076,63.7577,71.7554,67.5,60.2314,60.2314,25,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,21.59743008727391,22.671134874930676,23.448745846286997,24.25302856681288,25.458755025106083,0.919717009878865,0.919717009878865,25,48,48,0.1852160875181815,0.0,0.0,,,,,,,,
26,20260612,20260612,20260615,20260616,603990.SH,麦迪科技,软件服务,22.04,1,FULL,0,0,Outside TOP20,只观察不追,≤22.26,只观察不追,≤22.26,冲高至23.64附近优先兑现；强势放量再看24.45；弱于21.71止损,冲高至23.64附近优先兑现；强势放量再看24.45；弱于21.71止损,只观察不追,≤22.26,只观察不追,≤22.26,冲高至23.64附近优先兑现；强势放量再看24.45；弱于21.71止损,冲高至23.64附近优先兑现；强势放量再看24.45；弱于21.71止损,0.418803,0.418803,71.8408,71.8408,0.674323,0.674323,64.369,64.369,0.248094,42.4428,0.747492,45.7717,0.7396780289790118,0.9143944212012467,0.6429645771130531,0.8313929626307877,0.010532295308706764,0.08725816386308705,0.7729360041158472,limitup_probability_engine:model_v1,0.592203,0.418803,historical_bin_blend_v1,53.797,58.5498,71.8001,67.5,60.1666,60.1666,26,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,21.775268029438106,22.85781393611492,23.64182792553364,24.452733285112345,25.668387957609244,0.919717009878865,0.919717009878865,27,53,53,0.1843989633625535,0.0,0.0,,,,,,,,
27,20260612,20260612,20260615,20260616,601233.SH,桐昆股份,化纤,22.3,1,FULL,0,0,Outside TOP20,只观察不追,≤22.52,只观察不追,≤22.52,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,只观察不追,≤22.52,只观察不追,≤22.52,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,0.420772,0.420772,67.9438,67.9438,0.65923,0.65923,63.4564,63.4564,0.085363,37.5609,0.747492,38.042,0.8137486217298388,0.8819912288831877,0.6214027790169983,0.8844540343269078,0.01345387079228705,0.09324609624859155,0.7933286247295261,limitup_probability_engine:model_v1,0.595233,0.420772,historical_bin_blend_v1,52.9658,65.415,67.288,67.5,59.035,59.035,27,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,22.03214505700861,23.127461468936602,23.92072426222324,24.74119565598935,25.971191082336034,0.919717009878865,0.919717009878865,32,57,57,0.0460777650119376,0.0,0.0,,,,,,,,
28,20260612,20260612,20260615,20260616,000751.SZ,锌业股份,铅锌,5.09,1,FULL,0,0,Outside TOP20,只观察不追,≤5.14,只观察不追,≤5.14,冲高至5.56附近优先兑现；强势放量再看5.75；弱于5.01止损,冲高至5.56附近优先兑现；强势放量再看5.75；弱于5.01止损,只观察不追,≤5.14,只观察不追,≤5.14,冲高至5.56附近优先兑现；强势放量再看5.75；弱于5.01止损,冲高至5.56附近优先兑现；强势放量再看5.75；弱于5.01止损,0.394122,0.394122,69.0664,69.0664,0.745613,0.745613,64.1051,64.1051,0.226144,41.7843,0.839852,47.0381,0.6948422367804649,0.8725454437202156,0.7052248211140453,0.8153620013381049,0.025067972816870114,0.07366011053103791,0.7599416492824437,limitup_probability_engine:model_v1,0.554233,0.394122,historical_bin_blend_v1,50.9892,73.4777,69.2659,67.5,58.9525,58.9525,28,0.5690171449320871,0.0680499244844073,0.2495163897761601,0.1134165408073455,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.091479291985757,0.091479291985757,up,high,1.0,ehx:model_v1,0.005291243501353876,0.05380943724686683,0.08753392475803795,0.12125841226920908,0.1697766060147229,5.117003808281746,5.371392940007535,5.555629596207503,5.746185496943637,6.031854062782303,0.9599993471352812,0.9599993471352812,29,16,16,0.0358170787097548,0.0,0.0,,,,,,,,
