ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
000001.SZ,20260522,10.7,10.73,10.65,10.68,954132.73,1020057.083,-0.1869
000002.SZ,20260522,3.48,3.5,3.43,3.46,866518.3,300537.453,-0.2882
000006.SZ,20260522,10.62,11.08,10.45,10.88,481893.68,519744.625,4.0153
000007.SZ,20260522,11.62,12.78,11.62,12.46,309779.9,389559.8,7.2289
000008.SZ,20260522,2.61,2.62,2.59,2.62,288969.32,75248.335,0.3831
000009.SZ,20260522,7.78,7.82,7.69,7.76,170258.36,131777.456,0.129
000010.SZ,20260522,2.24,2.32,2.23,2.23,399042.97,89476.723,-5.1064
000011.SZ,20260522,7.47,7.62,7.37,7.56,39205.0,29355.057,1.3405
000012.SZ,20260522,4.0,4.4,3.86,4.4,1257725.57,518235.465,10.0
000014.SZ,20260522,11.21,11.46,11.04,11.37,53008.8,59726.688,1.6086
000016.SZ,20260522,3.26,3.33,3.21,3.3,276327.17,90368.436,1.227
000017.SZ,20260522,5.61,5.72,5.56,5.71,63962.85,36136.411,1.9643
000019.SZ,20260522,6.81,6.84,6.65,6.73,102753.04,69166.725,-0.2963
000020.SZ,20260522,13.0,13.37,12.67,13.21,76840.0,100542.105,3.2031
000021.SZ,20260522,37.22,37.98,35.9,37.73,1912395.92,7072333.515,3.7393
000025.SZ,20260522,14.75,14.96,14.64,14.88,30298.96,44918.605,1.7784
000026.SZ,20260522,23.5,25.55,23.5,25.55,239173.19,588024.673,9.9871
000027.SZ,20260522,7.27,7.37,7.18,7.31,396812.6,289699.999,0.8276
000028.SZ,20260522,23.9,23.94,23.7,23.8,17503.52,41696.954,-0.4184
000029.SZ,20260522,24.81,26.75,23.26,25.5,219019.18,548283.339,3.3644
000030.SZ,20260522,4.71,4.75,4.64,4.71,105437.3,49446.121,0.4264
000031.SZ,20260522,2.63,2.69,2.6,2.64,347562.0,91716.539,0.0
000032.SZ,20260522,19.25,19.46,18.5,19.19,355021.53,674973.89,0.3136
000034.SZ,20260522,28.3,29.25,27.87,29.07,495698.57,1424713.166,3.7844
000035.SZ,20260522,6.05,6.08,5.97,5.99,323145.95,194647.432,-0.6633
000036.SZ,20260522,5.39,5.47,5.35,5.44,259032.1,140206.98,0.7407
000037.SZ,20260522,9.7,9.9,9.49,9.89,158132.0,154193.708,2.9136
000039.SZ,20260522,10.32,10.38,9.76,10.33,806776.54,821365.946,1.3739
000042.SZ,20260522,10.02,10.09,9.9,10.03,45952.3,45916.062,0.0998
000045.SZ,20260522,11.98,12.3,11.73,12.2,102136.9,123151.393,3.3023
000048.SZ,20260522,13.77,13.87,13.51,13.61,64265.54,87867.571,-0.5117
000049.SZ,20260522,26.42,27.8,26.19,27.42,115938.1,314832.003,3.785
000050.SZ,20260522,7.68,7.98,7.37,7.95,939951.63,716938.06,4.6053
000055.SZ,20260522,3.57,3.64,3.48,3.59,121438.5,43328.979,2.2792
000056.SZ,20260522,1.28,1.31,1.25,1.26,587893.72,74347.538,-4.5455
000058.SZ,20260522,7.59,7.66,7.46,7.58,60699.0,45892.367,0.664
000059.SZ,20260522,4.74,4.76,4.62,4.71,196439.4,92149.997,-0.8421
000060.SZ,20260522,6.99,7.57,6.87,7.57,1784372.36,1298780.346,10.0291
000061.SZ,20260522,6.53,6.63,6.42,6.53,124504.48,81272.651,0.7716
000062.SZ,20260522,33.05,34.71,33.01,34.63,585361.16,1991429.172,4.2131
000063.SZ,20260522,35.11,35.7,34.66,35.64,1196842.8,4217793.336,2.3256
000065.SZ,20260522,12.31,12.39,12.01,12.19,178603.57,217573.723,-0.082
000066.SZ,20260522,20.98,21.25,20.27,20.93,2827052.69,5860302.81,3.1034
000068.SZ,20260522,3.16,3.17,3.05,3.1,138360.66,42686.015,-0.9585
000069.SZ,20260522,1.96,1.97,1.93,1.95,395306.02,76904.119,-0.5102
000070.SZ,20260522,17.99,18.5,17.55,18.48,707555.02,1283460.454,2.7237
000078.SZ,20260522,1.63,1.65,1.63,1.63,464785.0,75803.209,-5.2326
000088.SZ,20260522,4.5,4.51,4.47,4.48,260192.24,116676.489,-0.2227
000089.SZ,20260522,6.77,6.79,6.68,6.7,75391.0,50653.971,-0.4458
000090.SZ,20260522,3.28,3.33,3.26,3.31,112442.85,37021.596,1.2232
000096.SZ,20260522,8.68,8.71,8.54,8.63,49301.0,42402.533,-0.1157
000099.SZ,20260522,16.86,17.07,16.48,16.57,103807.14,172457.629,-1.6617
000100.SZ,20260522,4.25,4.45,4.13,4.38,19596776.23,8329801.613,0.2288
000151.SZ,20260522,11.48,11.75,11.32,11.57,79483.44,91719.271,1.3135
000153.SZ,20260522,5.96,6.06,5.88,6.0,58379.6,34868.493,1.0101
000155.SZ,20260522,14.42,14.55,14.11,14.3,478879.67,683507.054,-0.5563
000156.SZ,20260522,7.28,7.31,7.11,7.22,131094.0,94499.183,-0.4138
000157.SZ,20260522,7.3,7.34,7.16,7.3,660557.42,479101.386,0.4127
000158.SZ,20260522,15.42,15.52,15.12,15.45,244525.55,374653.007,0.1946
000159.SZ,20260522,6.89,7.3,6.79,7.09,553808.47,392292.75,4.2647
000166.SZ,20260522,4.49,4.5,4.4,4.42,976207.17,432468.456,-1.1186
000301.SZ,20260522,12.45,12.62,12.33,12.39,260454.12,324250.064,-1.0383
000333.SZ,20260522,81.67,82.0,79.89,80.28,309848.02,2493884.552,-1.4969
000338.SZ,20260522,32.8,34.1,32.79,34.01,1004087.06,3368399.384,5.3594
000400.SZ,20260522,25.85,26.13,25.73,25.92,160732.78,417621.051,-0.0386
000401.SZ,20260522,3.98,4.03,3.94,3.98,103875.39,41465.107,0.5051
000402.SZ,20260522,2.89,2.95,2.86,2.93,589714.56,171749.384,2.0906
000403.SZ,20260522,11.49,11.63,11.23,11.51,265019.66,302196.434,-0.3463
000404.SZ,20260522,9.88,9.99,9.55,9.73,578560.36,562840.987,-1.4184
000407.SZ,20260522,4.85,4.85,4.67,4.74,315099.65,149376.053,-2.268
000408.SZ,20260522,79.15,81.39,78.02,80.96,124263.14,991876.36,3.5427
000409.SZ,20260522,9.5,9.6,9.35,9.55,52177.57,49435.315,0.5263
000410.SZ,20260522,5.77,5.82,5.63,5.8,213734.66,122377.494,0.8696
000411.SZ,20260522,11.9,12.12,11.7,12.12,195612.66,233707.638,1.7632
000415.SZ,20260522,4.15,4.2,4.1,4.14,640139.37,265608.113,0.0
000417.SZ,20260522,9.8,10.24,9.5,10.24,2595716.89,2587952.755,9.9893
000419.SZ,20260522,5.39,5.41,5.24,5.33,68076.66,36117.463,0.188
000420.SZ,20260522,4.72,4.83,4.67,4.8,823030.12,391257.831,2.7837
000421.SZ,20260522,6.03,6.08,5.94,6.07,63167.01,37983.97,1.1667
000422.SZ,20260522,14.41,14.52,14.18,14.37,236238.48,338331.92,-0.2776
000423.SZ,20260522,49.68,49.8,48.95,49.52,51397.31,253394.323,-0.2618
000425.SZ,20260522,9.64,9.87,9.56,9.65,932064.32,900077.855,0.8359
000426.SZ,20260522,40.02,42.06,39.24,41.47,579071.61,2366779.017,4.0391
000428.SZ,20260522,3.8,3.81,3.61,3.7,177921.39,65248.896,-1.5957
000429.SZ,20260522,13.28,13.39,13.15,13.29,70153.7,93177.469,0.3776
000430.SZ,20260522,7.35,7.39,7.2,7.29,74466.74,54116.028,-0.9511
000488.SZ,20260522,2.3,2.31,2.27,2.29,138699.56,31753.917,-0.8658
000498.SZ,20260522,5.29,5.31,5.23,5.27,68618.52,36187.834,-0.3781
000501.SZ,20260522,7.59,7.63,7.45,7.52,58035.73,43610.063,-0.6605
000503.SZ,20260522,7.32,7.33,7.18,7.25,111980.13,81241.661,-0.4121
000504.SZ,20260522,9.25,9.5,9.06,9.49,54879.01,51288.243,2.5946
000505.SZ,20260522,6.22,6.27,6.13,6.23,81194.16,50367.499,1.1364
000506.SZ,20260522,14.0,14.49,13.73,14.2,309905.63,437021.436,1.7921
000507.SZ,20260522,5.18,5.22,5.16,5.21,80143.86,41594.876,0.3854
000509.SZ,20260522,3.79,3.94,3.66,3.92,514671.2,196203.127,3.1579
000510.SZ,20260522,13.9,14.94,13.6,14.94,323627.5,470852.826,10.0147
000513.SZ,20260522,31.01,31.12,30.66,30.8,40582.37,125102.625,-0.6772
000514.SZ,20260522,4.5,4.56,4.44,4.5,88418.48,39727.016,1.1236
000516.SZ,20260522,4.43,4.44,4.38,4.39,169319.55,74467.742,-1.1261
000517.SZ,20260522,1.87,1.9,1.83,1.89,200108.0,37344.145,2.7174
000518.SZ,20260522,4.07,4.13,3.97,4.13,1712634.25,705070.644,10.1333
000519.SZ,20260522,16.95,18.0,16.9,17.91,514030.05,907398.147,6.4804
000520.SZ,20260522,3.92,3.92,3.81,3.86,137578.99,52902.549,0.0
000521.SZ,20260522,5.47,5.5,5.39,5.47,64120.25,34862.061,-0.1825
000523.SZ,20260522,3.24,3.26,3.2,3.25,187300.0,60436.773,0.9317
000524.SZ,20260522,9.2,9.26,9.03,9.09,69263.92,63052.484,-0.8724
000525.SZ,20260522,5.04,5.05,4.9,5.02,152641.09,76088.856,0.0
000526.SZ,20260522,31.4,31.62,30.83,31.4,14545.0,45475.735,0.0
000528.SZ,20260522,9.15,9.21,9.04,9.16,213821.35,195282.663,0.7701
000529.SZ,20260522,5.28,5.28,5.17,5.27,38779.0,20228.396,0.0
000530.SZ,20260522,5.69,5.78,5.58,5.74,151555.14,86095.345,1.2346
000531.SZ,20260522,6.97,7.08,6.86,7.03,157747.84,110013.695,0.8608
000532.SZ,20260522,12.43,13.64,12.43,13.64,275506.19,362979.163,10.0
000533.SZ,20260522,12.29,12.37,12.02,12.32,294898.15,361760.778,1.7341
000534.SZ,20260522,36.0,36.75,34.9,35.91,166723.4,594872.613,0.4195
000536.SZ,20260522,4.14,4.46,4.1,4.38,2650703.57,1133213.569,2.0979
000537.SZ,20260522,10.2,10.34,10.03,10.26,337581.94,345046.638,0.6869
000538.SZ,20260522,50.16,50.25,49.8,49.8,63073.4,314679.7,-0.6583
000539.SZ,20260522,6.38,6.57,6.22,6.53,668623.27,432725.311,1.3975
000541.SZ,20260522,5.11,5.27,4.98,5.18,196332.65,99765.086,1.3699
000543.SZ,20260522,8.51,8.85,8.38,8.73,710487.77,615851.741,3.1915
000544.SZ,20260522,8.05,8.12,7.97,8.08,40393.33,32471.311,0.6227
000545.SZ,20260522,2.63,2.69,2.55,2.68,370923.8,97926.043,3.0769
000546.SZ,20260522,6.01,6.18,5.92,6.13,367708.0,222054.967,1.9967
000547.SZ,20260522,23.5,23.8,22.95,23.7,735575.51,1721976.711,1.2388
000548.SZ,20260522,5.14,5.33,4.99,5.26,240883.21,124110.911,2.3346
000550.SZ,20260522,17.68,17.81,17.45,17.56,33012.0,58035.444,-0.791
000551.SZ,20260522,17.03,17.36,16.44,17.34,300687.25,509808.947,0.0
000552.SZ,20260522,2.63,2.67,2.61,2.65,502306.0,132370.336,0.3788
000553.SZ,20260522,6.41,6.55,6.4,6.5,124181.76,80383.277,1.2461
000554.SZ,20260522,7.31,7.34,7.22,7.33,137294.57,99962.341,0.2736
000555.SZ,20260522,14.11,14.29,13.71,13.9,695463.73,978709.45,7.0054
000557.SZ,20260522,4.36,4.54,4.32,4.4,110401.13,48568.657,0.9174
000558.SZ,20260522,3.75,3.77,3.67,3.75,219336.0,81889.191,1.0782
000559.SZ,20260522,17.8,18.2,17.36,17.91,1202553.01,2149008.228,-0.995
000560.SZ,20260522,2.84,2.86,2.81,2.85,681524.34,193365.191,0.3521
000561.SZ,20260522,8.85,8.97,8.71,8.95,89227.11,79108.415,1.8203
000563.SZ,20260522,3.05,3.06,3.01,3.03,353266.26,106994.228,-0.9804
000564.SZ,20260522,1.6,1.72,1.59,1.64,6202383.62,1038010.453,5.1282
000565.SZ,20260522,7.54,7.79,7.52,7.71,103908.75,79666.199,2.8
000566.SZ,20260522,4.28,4.33,4.23,4.28,213252.32,91062.305,0.2342
000567.SZ,20260522,6.2,6.23,6.0,6.11,260595.06,158910.31,-1.1327
000568.SZ,20260522,91.41,91.97,89.69,90.02,78198.7,704539.788,-1.5314
000570.SZ,20260522,6.11,6.16,5.96,6.13,153548.2,93104.926,1.6584
000571.SZ,20260522,5.7,5.99,5.67,5.85,236278.66,137460.101,2.6316
000572.SZ,20260522,4.87,4.95,4.83,4.9,323218.74,158460.295,1.2397
000573.SZ,20260522,4.5,4.67,4.42,4.59,186928.29,84855.513,3.1461
000576.SZ,20260522,8.15,8.26,8.03,8.2,76710.0,62587.971,1.3597
000581.SZ,20260522,19.93,19.98,19.56,19.7,121494.58,239568.724,-0.8056
000582.SZ,20260522,12.64,12.72,12.21,12.38,452697.4,559029.136,-1.4331
000586.SZ,20260522,17.66,17.73,16.91,17.62,182839.0,319362.338,-2.0022
000589.SZ,20260522,4.71,4.78,4.65,4.74,279687.0,131851.148,0.6369
000590.SZ,20260522,10.28,10.63,10.14,10.44,39618.0,41107.911,2.4534
000591.SZ,20260522,5.8,5.87,5.66,5.82,1353640.6,782151.838,-0.5128
000592.SZ,20260522,10.01,10.09,9.83,10.02,925138.88,925087.567,0.2
000593.SZ,20260522,23.28,23.65,22.88,23.21,209650.85,486476.464,-1.0235
000595.SZ,20260522,7.65,7.93,7.51,7.93,240819.44,188407.275,5.0331
000596.SZ,20260522,95.0,95.09,91.8,92.25,36209.98,335236.341,-2.8845
000597.SZ,20260522,4.85,4.85,4.73,4.76,106030.47,50652.8,-1.8557
000598.SZ,20260522,6.58,6.62,6.52,6.58,162094.99,106550.978,0.458
000599.SZ,20260522,5.46,5.56,5.41,5.55,141757.0,77914.899,1.8349
000600.SZ,20260522,10.13,10.35,9.95,10.13,606164.47,614482.314,0.0
000601.SZ,20260522,7.2,7.45,7.02,7.33,915570.98,666649.414,0.9642
000603.SZ,20260522,32.53,33.49,31.91,33.05,138265.36,453616.929,2.0062
000605.SZ,20260522,6.74,6.86,6.57,6.8,61024.2,41025.245,2.8744
000607.SZ,20260522,3.8,3.83,3.67,3.8,146766.44,55017.628,1.3333
000608.SZ,20260522,3.92,4.03,3.72,3.88,295422.25,114090.754,-2.0202
000609.SZ,20260522,14.35,14.43,14.08,14.08,102639.64,144846.427,-4.9933
000610.SZ,20260522,7.51,7.72,7.43,7.65,49642.0,37552.967,2.0
000612.SZ,20260522,11.96,12.6,11.84,12.47,490706.19,601969.447,5.2321
000615.SZ,20260522,3.48,3.58,3.47,3.56,107972.8,38191.529,2.5937
000617.SZ,20260522,8.27,8.31,8.07,8.13,1054513.86,859308.755,-1.4545
000619.SZ,20260522,5.78,5.99,5.71,5.96,68663.0,40310.159,3.4722
000620.SZ,20260522,3.09,3.18,3.06,3.13,1809178.76,562766.735,1.9544
000623.SZ,20260522,17.63,17.71,17.33,17.42,118701.83,206999.001,-0.5708
000625.SZ,20260522,8.43,8.49,8.3,8.44,743470.19,624973.083,-0.3542
000626.SZ,20260522,7.98,8.1,7.8,8.01,94105.0,75011.294,1.2642
000628.SZ,20260522,59.55,59.97,58.06,59.38,100477.05,593411.651,2.2735
000629.SZ,20260522,3.52,3.79,3.48,3.74,2339356.94,854298.696,7.4713
000630.SZ,20260522,5.81,6.36,5.75,6.36,4910185.28,3024948.637,10.0346
000631.SZ,20260522,3.18,3.26,3.15,3.21,155815.0,49776.696,0.9434
000632.SZ,20260522,3.82,4.04,3.82,3.9,152507.0,59922.569,-0.5102
000633.SZ,20260522,6.06,6.22,5.92,6.18,93825.0,57281.95,3.0
000635.SZ,20260522,7.4,7.55,7.31,7.52,65157.0,48730.719,2.5921
000636.SZ,20260522,36.89,37.62,36.21,37.62,313716.85,1172661.612,10.0
000637.SZ,20260522,4.44,4.61,4.38,4.56,94732.75,42524.875,2.9345
000639.SZ,20260522,1.55,1.62,1.5,1.58,446920.88,70053.846,1.9355
000650.SZ,20260522,5.42,5.44,5.37,5.38,110657.0,59735.228,-0.5545
000651.SZ,20260522,38.9,38.99,38.42,38.74,386699.56,1495945.911,-0.3088
000652.SZ,20260522,3.78,3.85,3.72,3.83,186748.63,70895.826,2.1333
000655.SZ,20260522,7.4,7.75,7.31,7.59,95802.0,72441.494,3.125
000656.SZ,20260522,1.45,1.47,1.44,1.47,919751.64,133976.649,1.3793
000657.SZ,20260522,57.24,62.38,57.2,62.38,918080.38,5545023.114,9.9982
000659.SZ,20260522,4.18,4.2,4.09,4.14,247814.3,102375.874,0.2421
000661.SZ,20260522,80.89,80.99,78.78,79.0,47176.06,373725.832,-1.9851
000663.SZ,20260522,6.4,6.55,6.28,6.47,62506.0,40074.964,2.5357
000665.SZ,20260522,4.72,4.73,4.53,4.59,191241.8,87751.919,-1.5021
000668.SZ,20260522,17.77,17.92,17.2,17.9,16100.2,28290.453,2.8736
000669.SZ,20260522,4.26,4.36,4.17,4.17,233563.68,98656.554,-5.0114
000670.SZ,20260522,8.09,8.9,8.01,8.9,1339649.9,1156970.185,10.0124
000672.SZ,20260522,18.05,18.98,18.05,18.64,346759.85,643935.243,3.0404
000676.SZ,20260522,6.8,6.88,6.67,6.81,208299.49,141143.666,0.1471
000677.SZ,20260522,2.15,2.15,2.15,2.15,31947.0,6868.605,-4.8673
000678.SZ,20260522,12.3,12.47,11.9,12.38,147220.15,180917.698,0.2429
000679.SZ,20260522,6.69,6.8,6.6,6.77,54453.81,36562.176,1.3473
