trade_date,ts_code,name,industry,is_hot_board,board_rank,board_limit_up_count,is_st_like
20260602,000055.SZ,方大集团,其他建材,0,,,0
20260602,000062.SZ,深圳华强,元器件,1,1.0,14.0,0
20260602,000586.SZ,汇源通信,通信设备,1,3.0,6.0,0
20260602,000601.SZ,韶能股份,水力发电,0,,,0
20260602,000700.SZ,模塑科技,汽车配件,1,5.0,3.0,0
20260602,000960.SZ,锡业股份,小金属,1,2.0,6.0,0
20260602,001210.SZ,金房能源,供气供热,0,,,0
20260602,002137.SZ,实益达,元器件,1,1.0,14.0,0
20260602,002314.SZ,南山控股,区域地产,0,,,0
20260602,002384.SZ,东山精密,元器件,1,1.0,14.0,0
20260602,002404.SZ,嘉欣丝绸,纺织,0,,,0
20260602,002421.SZ,达实智能,软件服务,0,,,0
20260602,002515.SZ,金字火腿,食品,0,,,0
20260602,002575.SZ,群兴玩具,文教休闲,0,,,0
20260602,002579.SZ,中京电子,元器件,1,1.0,14.0,0
20260602,002806.SZ,华锋股份,汽车配件,1,5.0,3.0,0
20260602,002851.SZ,麦格米特,电气设备,1,6.0,3.0,0
20260602,002876.SZ,三利谱,元器件,1,1.0,14.0,0
20260602,002896.SZ,中大力德,机械基件,0,,,0
20260602,002897.SZ,意华股份,元器件,1,1.0,14.0,0
20260602,002903.SZ,宇环数控,机床制造,0,,,0
20260602,002951.SZ,金时科技,广告包装,1,10.0,2.0,0
20260602,002957.SZ,科瑞技术,专用机械,1,4.0,3.0,0
20260602,002962.SZ,五方光电,元器件,1,1.0,14.0,0
20260602,002975.SZ,博杰股份,专用机械,1,4.0,3.0,0
20260602,002980.SZ,华盛昌,电器仪表,0,,,0
20260602,300197.SZ,节能铁汉,环境保护,0,,,0
20260602,300486.SZ,东杰智能,专用机械,1,4.0,3.0,0
20260602,301419.SZ,阿莱德,通信设备,1,3.0,6.0,0
20260602,301563.SZ,云汉芯城,元器件,1,1.0,14.0,0
20260602,301566.SZ,达利凯普,元器件,1,1.0,14.0,0
20260602,600105.SH,永鼎股份,通信设备,1,3.0,6.0,0
20260602,600114.SH,东睦股份,机械基件,0,,,0
20260602,600121.SH,郑州煤电,煤炭开采,0,,,0
20260602,600162.SH,香江控股,全国地产,0,,,0
20260602,600255.SH,鑫科材料,小金属,1,2.0,6.0,0
20260602,600280.SH,中央商场,百货,0,,,0
20260602,600301.SH,华锡有色,小金属,1,2.0,6.0,0
20260602,600345.SH,长江通信,通信设备,1,3.0,6.0,0
20260602,600360.SH,华微电子,半导体,1,8.0,2.0,0
20260602,600362.SH,江西铜业,铜,0,,,0
20260602,600367.SH,红星发展,化工原料,1,7.0,2.0,0
20260602,600403.SH,大有能源,煤炭开采,0,,,0
20260602,600459.SH,贵研铂业,小金属,1,2.0,6.0,0
20260602,600487.SH,亨通光电,通信设备,1,3.0,6.0,0
20260602,600500.SH,中化国际,塑料,1,9.0,2.0,0
20260602,600667.SH,太极实业,半导体,1,8.0,2.0,0
20260602,600696.SH,退市岩石,,0,,,0
20260602,600869.SH,远东股份,电气设备,1,6.0,3.0,0
20260602,600936.SH,北投科技,软件服务,0,,,0
20260602,601137.SH,XD博威合,小金属,1,2.0,6.0,0
20260602,601686.SH,友发集团,钢加工,0,,,0
20260602,601869.SH,长飞光纤,通信设备,1,3.0,6.0,0
20260602,603045.SH,福达合金,小金属,1,2.0,6.0,0
20260602,603267.SH,鸿远电子,元器件,1,1.0,14.0,0
20260602,603311.SH,金海高科,家用电器,0,,,0
20260602,603330.SH,天洋新材,塑料,1,9.0,2.0,0
20260602,603373.SH,安邦护卫,仓储物流,0,,,0
20260602,603678.SH,火炬电子,元器件,1,1.0,14.0,0
20260602,603687.SH,大胜达,广告包装,1,10.0,2.0,0
20260602,603890.SH,春秋电子,元器件,1,1.0,14.0,0
20260602,603997.SH,继峰股份,汽车配件,1,5.0,3.0,0
20260602,605288.SH,凯迪股份,电气设备,1,6.0,3.0,0
20260602,605589.SH,圣泉集团,化工原料,1,7.0,2.0,0
20260602,688079.SH,美迪凯,元器件,1,1.0,14.0,0
20260602,920128.BJ,胜业电气,元器件,1,1.0,14.0,0
20260602,920725.BJ,惠丰钻石,矿物制品,0,,,0
