ts_code,trade_date,up_limit,down_limit
000001.SZ,20260506,12.64,10.34
000002.SZ,20260506,4.3,3.52
000004.SZ,20260506,2.9,2.62
000006.SZ,20260506,10.67,8.73
000007.SZ,20260506,17.06,13.96
000008.SZ,20260506,2.96,2.42
000009.SZ,20260506,9.52,7.79
000010.SZ,20260506,3.03,2.75
000011.SZ,20260506,8.88,7.26
000012.SZ,20260506,4.43,3.63
000014.SZ,20260506,14.52,11.88
000016.SZ,20260506,3.4,3.08
000017.SZ,20260506,7.05,5.77
000019.SZ,20260506,8.46,6.92
000020.SZ,20260506,17.56,14.36
000021.SZ,20260506,32.14,26.3
000025.SZ,20260506,18.26,14.94
000026.SZ,20260506,19.94,16.32
000027.SZ,20260506,7.52,6.16
000028.SZ,20260506,26.99,22.09
000029.SZ,20260506,23.39,19.13
000030.SZ,20260506,5.6,4.58
000031.SZ,20260506,3.37,2.75
000032.SZ,20260506,19.07,15.61
000034.SZ,20260506,41.44,33.9
000035.SZ,20260506,7.18,5.88
000036.SZ,20260506,6.15,5.03
000037.SZ,20260506,11.88,9.72
000039.SZ,20260506,13.63,11.15
000042.SZ,20260506,10.59,8.67
000045.SZ,20260506,13.21,10.81
000048.SZ,20260506,16.21,13.27
000049.SZ,20260506,31.94,26.14
000050.SZ,20260506,8.38,6.86
000055.SZ,20260506,4.02,3.29
000056.SZ,20260506,1.83,1.65
000058.SZ,20260506,9.02,7.38
000059.SZ,20260506,6.26,5.12
000060.SZ,20260506,7.43,6.08
000061.SZ,20260506,8.12,6.64
000062.SZ,20260506,40.61,33.23
000063.SZ,20260506,40.37,33.03
000065.SZ,20260506,14.07,11.51
000066.SZ,20260506,21.8,17.84
000068.SZ,20260506,3.61,2.95
000069.SZ,20260506,2.49,2.03
000070.SZ,20260506,19.89,16.27
000078.SZ,20260506,3.34,3.02
000088.SZ,20260506,4.98,4.08
000089.SZ,20260506,7.84,6.42
000090.SZ,20260506,3.87,3.17
000096.SZ,20260506,10.7,8.76
000099.SZ,20260506,19.44,15.9
000100.SZ,20260506,4.7,3.84
000151.SZ,20260506,13.02,10.66
000153.SZ,20260506,7.1,5.81
000155.SZ,20260506,19.16,15.68
000156.SZ,20260506,8.15,6.67
000157.SZ,20260506,8.75,7.16
000158.SZ,20260506,18.92,15.48
000159.SZ,20260506,7.15,5.85
000166.SZ,20260506,5.21,4.27
000301.SZ,20260506,14.6,11.94
000333.SZ,20260506,89.21,72.99
000338.SZ,20260506,34.32,28.08
000400.SZ,20260506,27.71,22.67
000401.SZ,20260506,4.71,3.85
000402.SZ,20260506,3.49,2.85
000403.SZ,20260506,13.15,10.76
000404.SZ,20260506,9.11,7.45
000407.SZ,20260506,5.32,4.36
000408.SZ,20260506,98.19,80.33
000409.SZ,20260506,11.18,9.14
000410.SZ,20260506,6.78,5.54
000411.SZ,20260506,11.66,9.54
000415.SZ,20260506,5.15,4.21
000417.SZ,20260506,7.36,6.02
000419.SZ,20260506,6.41,5.25
000420.SZ,20260506,5.62,4.6
000421.SZ,20260506,6.96,5.7
000422.SZ,20260506,18.59,15.21
000423.SZ,20260506,60.5,49.5
000425.SZ,20260506,10.95,8.96
000426.SZ,20260506,46.62,38.14
000428.SZ,20260506,4.25,3.47
000429.SZ,20260506,13.84,11.32
000430.SZ,20260506,8.12,7.34
000488.SZ,20260506,2.7,2.44
000498.SZ,20260506,6.09,4.99
000501.SZ,20260506,9.22,7.54
000503.SZ,20260506,8.7,7.12
000504.SZ,20260506,9.64,8.72
000505.SZ,20260506,7.27,5.95
000506.SZ,20260506,17.6,14.4
000507.SZ,20260506,5.71,4.67
000509.SZ,20260506,3.95,3.23
000510.SZ,20260506,15.55,12.73
000513.SZ,20260506,35.92,29.39
000514.SZ,20260506,5.42,4.44
000516.SZ,20260506,5.06,4.14
000517.SZ,20260506,2.22,1.82
000518.SZ,20260506,3.06,2.76
000519.SZ,20260506,19.51,15.97
000520.SZ,20260506,4.35,3.56
000521.SZ,20260506,6.23,5.09
000523.SZ,20260506,3.8,3.11
000524.SZ,20260506,11.18,9.14
000525.SZ,20260506,6.11,5.0
000526.SZ,20260506,38.24,31.28
000528.SZ,20260506,10.63,8.69
000529.SZ,20260506,6.23,5.09
000530.SZ,20260506,6.5,5.32
000531.SZ,20260506,7.76,6.35
000532.SZ,20260506,13.93,11.39
000533.SZ,20260506,13.89,11.37
000534.SZ,20260506,43.48,35.58
000536.SZ,20260506,4.33,3.55
000537.SZ,20260506,10.88,8.9
000538.SZ,20260506,58.36,47.75
000539.SZ,20260506,7.18,5.88
000541.SZ,20260506,6.23,5.09
000543.SZ,20260506,8.89,7.27
000544.SZ,20260506,9.3,7.61
000545.SZ,20260506,3.32,2.72
000546.SZ,20260506,8.49,6.95
000547.SZ,20260506,27.04,22.12
000548.SZ,20260506,5.86,4.8
000550.SZ,20260506,20.63,16.88
000551.SZ,20260506,17.91,14.65
000552.SZ,20260506,3.17,2.59
000553.SZ,20260506,7.5,6.14
000554.SZ,20260506,9.01,7.37
000555.SZ,20260506,15.08,12.34
000557.SZ,20260506,5.17,4.23
000558.SZ,20260506,4.68,3.83
000559.SZ,20260506,17.7,14.48
000560.SZ,20260506,3.27,2.67
000561.SZ,20260506,10.46,8.56
000563.SZ,20260506,3.59,2.93
000564.SZ,20260506,1.93,1.58
000565.SZ,20260506,8.66,7.08
000566.SZ,20260506,5.5,4.5
000567.SZ,20260506,7.34,6.0
000568.SZ,20260506,110.11,90.09
000570.SZ,20260506,7.06,5.78
000571.SZ,20260506,6.12,5.0
000572.SZ,20260506,6.15,5.03
000573.SZ,20260506,5.53,4.53
000576.SZ,20260506,9.7,7.94
000581.SZ,20260506,21.49,17.59
000582.SZ,20260506,12.72,10.4
000586.SZ,20260506,19.48,15.94
000589.SZ,20260506,5.53,4.53
000590.SZ,20260506,12.28,10.04
000591.SZ,20260506,5.49,4.49
000592.SZ,20260506,11.84,9.68
000593.SZ,20260506,27.83,22.77
000595.SZ,20260506,6.68,6.04
000596.SZ,20260506,117.95,96.51
000597.SZ,20260506,5.42,4.44
000598.SZ,20260506,7.59,6.21
000599.SZ,20260506,6.56,5.36
000600.SZ,20260506,10.47,8.57
000601.SZ,20260506,7.23,5.91
000603.SZ,20260506,40.13,32.83
000605.SZ,20260506,7.92,6.48
000607.SZ,20260506,4.55,3.73
000608.SZ,20260506,3.97,3.59
000609.SZ,20260506,15.14,13.7
000610.SZ,20260506,8.14,7.36
000612.SZ,20260506,14.62,11.96
000615.SZ,20260506,3.5,3.16
000617.SZ,20260506,10.38,8.5
000619.SZ,20260506,6.8,5.56
000620.SZ,20260506,3.08,2.52
000623.SZ,20260506,20.76,16.98
000625.SZ,20260506,10.48,8.58
000626.SZ,20260506,10.29,8.42
000628.SZ,20260506,72.8,59.56
000629.SZ,20260506,4.0,3.28
000630.SZ,20260506,6.77,5.54
000631.SZ,20260506,3.53,2.89
000632.SZ,20260506,4.1,3.71
000633.SZ,20260506,7.51,6.15
000635.SZ,20260506,8.98,7.34
000636.SZ,20260506,27.6,22.58
000637.SZ,20260506,5.3,4.34
000638.SZ,20260506,0.93,0.85
000639.SZ,20260506,2.13,1.93
000650.SZ,20260506,6.26,5.12
000651.SZ,20260506,44.06,36.05
000652.SZ,20260506,4.72,3.86
000655.SZ,20260506,9.13,7.47
000656.SZ,20260506,1.47,1.33
000657.SZ,20260506,64.01,52.37
000659.SZ,20260506,4.43,3.63
000661.SZ,20260506,93.42,76.44
000663.SZ,20260506,7.57,6.19
000665.SZ,20260506,5.27,4.31
000668.SZ,20260506,16.64,15.06
000669.SZ,20260506,4.4,3.98
000670.SZ,20260506,8.33,6.81
000672.SZ,20260506,15.4,12.6
000676.SZ,20260506,8.12,6.64
000677.SZ,20260506,4.01,3.63
000678.SZ,20260506,12.8,10.48
000679.SZ,20260506,7.96,6.52
000680.SZ,20260506,13.1,10.72
