ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
000001.SZ,20260817,0.4787,1.1385,1.23,21540569.202,
000002.SZ,20260817,0.8993,1.3497,0.59,3722381.364,
000006.SZ,20260817,1.6777,2.6626,0.77,989546.335,
000007.SZ,20260817,2.0099,3.0266,0.71,368274.224,
000008.SZ,20260817,0.787,1.2925,0.73,651930.648,
000009.SZ,20260817,1.08,1.8172,0.57,2009207.706,
000010.SZ,20260817,1.6388,1.9359,0.81,178196.1065,
000011.SZ,20260817,1.2934,3.641,0.56,489894.8202,
000012.SZ,20260817,0.8997,1.3459,0.72,1162223.0816,
000014.SZ,20260817,1.441,2.1839,0.51,246160.9854,
000016.SZ,20260817,0.818,1.2177,0.87,577906.896,
000017.SZ,20260817,0.9594,1.7661,0.61,414889.3098,
000019.SZ,20260817,5.7236,8.7999,2.93,729554.8449,
000020.SZ,20260817,1.533,4.4886,1.01,321387.962,
000021.SZ,20260817,10.1637,15.4493,1.47,6706815.2628,
000025.SZ,20260817,1.177,2.5516,0.74,653053.3245,
000026.SZ,20260817,4.8434,8.7593,0.92,933662.964,
000027.SZ,20260817,0.2884,1.1542,0.71,2968611.2976,
000028.SZ,20260817,0.5494,1.5794,0.51,1226279.6645,
000029.SZ,20260817,0.4377,1.378,0.8,2470473.72,
000030.SZ,20260817,0.5781,2.0856,1.33,744678.1197,
000031.SZ,20260817,0.712,2.7682,0.67,930129.9861,
000032.SZ,20260817,4.1043,6.1324,1.29,1900540.4252,
000034.SZ,20260817,4.8575,5.1885,0.93,2562183.792,
000035.SZ,20260817,1.1094,1.6022,0.8,1134315.5325,
000036.SZ,20260817,3.2607,4.6476,2.24,571354.2109,
000037.SZ,20260817,5.553,9.4034,0.62,586488.0098,
000039.SZ,20260817,1.9035,2.1618,0.58,4869445.8309,
000042.SZ,20260817,0.7269,1.5591,0.68,587710.6924,
001914.SZ,20260817,0.6422,1.7297,0.99,912521.4334,
000045.SZ,20260817,1.0821,2.2181,1.05,509560.9308,
000048.SZ,20260817,3.505,7.6784,0.92,1282560.5732,
000049.SZ,20260817,3.7318,6.8479,2.15,989290.4792,
000050.SZ,20260817,0.8199,1.4615,0.84,1629533.8764,
000055.SZ,20260817,1.3209,1.6078,0.98,382299.2152,
000056.SZ,20260817,2.7895,3.4887,1.05,235323.1158,
000058.SZ,20260817,0.7569,2.5829,1.08,843372.4795,
000059.SZ,20260817,1.0003,1.8886,0.9,735743.596,
000060.SZ,20260817,2.2337,3.1938,0.78,2988909.0925,
000061.SZ,20260817,1.6819,4.2578,1.47,1159217.3408,
000062.SZ,20260817,1.979,5.9392,1.02,2482988.6782,
000063.SZ,20260817,4.5487,5.9702,1.21,17230292.7098,
000065.SZ,20260817,1.3362,2.5612,0.93,1066203.9396,
000066.SZ,20260817,3.4998,5.8452,0.92,4899988.8329,
000068.SZ,20260817,1.8782,3.2977,1.66,306028.136,
000069.SZ,20260817,0.4849,0.9768,0.65,1422683.1837,
