ts_code,trade_date,vol,price,amount
600000.SH,20260826,172400,9.05,1560220.0
600004.SH,20260826,8200,7.54,61828.0
600006.SH,20260826,41100,5.37,220707.0
600007.SH,20260826,5900,18.77,110743.0
600008.SH,20260826,210600,2.86,602316.0
600009.SH,20260826,29600,23.33,690568.0
600010.SH,20260826,1207480,2.24,2704755.0
600011.SH,20260826,293600,6.69,1964184.0
600012.SH,20260826,12700,16.32,207264.0
600015.SH,20260826,297400,6.73,2001502.0
600016.SH,20260826,318823,3.49,1112692.0
600017.SH,20260826,125600,2.71,340376.0
600018.SH,20260826,79900,5.23,417877.0
600019.SH,20260826,130600,5.84,762704.0
600020.SH,20260826,11400,3.8,43320.0
600021.SH,20260826,69200,13.65,944580.0
600022.SH,20260826,93300,1.34,125022.0
600023.SH,20260826,153500,4.89,750615.0
600025.SH,20260826,226500,9.7,2197050.0
600026.SH,20260826,703000,18.6,13075800.0
600027.SH,20260826,188200,4.6,865720.0
600028.SH,20260826,3112500,5.29,16465125.0
600029.SH,20260826,2827600,5.12,14477312.0
600030.SH,20260826,272300,27.15,7392945.0
600031.SH,20260826,231800,19.0,4404200.0
600032.SH,20260826,32200,6.81,219282.0
600033.SH,20260826,9800,3.51,34398.0
600035.SH,20260826,172500,3.41,588225.0
600036.SH,20260826,331800,39.41,13076238.0
600037.SH,20260826,31300,7.04,220352.0
600038.SH,20260826,4400,27.17,119548.0
600039.SH,20260826,30800,8.58,264264.0
600048.SH,20260826,186200,5.1,949620.0
600050.SH,20260826,92000,4.32,397440.0
600051.SH,20260826,26200,6.31,165322.0
600052.SH,20260826,29900,3.88,116012.0
600053.SH,20260826,107000,7.8,834600.0
600054.SH,20260826,57900,11.26,651954.0
600055.SH,20260826,51800,11.23,581714.0
600056.SH,20260826,115600,9.31,1076236.0
600057.SH,20260826,39200,6.16,241472.0
600058.SH,20260826,14300,10.01,143143.0
600059.SH,20260826,90400,8.11,733144.0
600060.SH,20260826,64700,26.34,1704198.0
600061.SH,20260826,43000,6.29,270470.0
600062.SH,20260826,49400,16.05,792870.0
600063.SH,20260826,83400,5.65,471210.0
600064.SH,20260826,53900,7.66,412874.0
600066.SH,20260826,29700,29.95,889515.0
600067.SH,20260826,45200,2.84,128368.0
600071.SH,20260826,8000,15.84,126720.0
600072.SH,20260826,27200,8.81,239632.0
600073.SH,20260826,57400,5.35,307090.0
600075.SH,20260826,323800,4.62,1495956.0
600076.SH,20260826,42200,3.15,132930.0
600078.SH,20260826,173900,10.68,1857252.0
600079.SH,20260826,225200,18.33,4127916.0
600080.SH,20260826,800,4.81,3848.0
600081.SH,20260826,13600,10.1,137360.0
600082.SH,20260826,20600,2.95,60770.0
600084.SH,20260826,18000,4.24,76320.0
600085.SH,20260826,12800,24.25,310400.0
600088.SH,20260826,3100,11.51,35681.0
600089.SH,20260826,208300,18.99,3955617.0
600094.SH,20260826,71700,4.02,288234.0
600095.SH,20260826,90400,7.88,712352.0
600096.SH,20260826,356800,29.62,10568416.0
600097.SH,20260826,21100,8.75,184625.0
600098.SH,20260826,114800,6.25,717500.0
600099.SH,20260826,28100,9.21,258801.0
600100.SH,20260826,70400,6.73,473792.0
600101.SH,20260826,13300,7.92,105336.0
600103.SH,20260826,9525900,3.2,30482880.0
600104.SH,20260826,66700,10.3,687010.0
600105.SH,20260826,1060100,39.25,41608925.0
600106.SH,20260826,18500,4.26,78810.0
600107.SH,20260826,12800,5.97,76416.0
600108.SH,20260826,1930900,3.32,6410588.0
600109.SH,20260826,64700,8.53,551891.0
