ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
000001.SZ,20260708,0.4899,1.1651,1.02,20570273.292,
000002.SZ,20260708,0.9086,1.3637,0.7,3579212.85,
000004.SZ,20260708,3.7205,4.961,0.56,5030.4514,
000006.SZ,20260708,1.0395,1.6498,0.8,915296.61,
000007.SZ,20260708,2.1354,3.2154,0.68,388021.76,
000009.SZ,20260708,0.6529,1.0537,0.75,1588795.824,
000010.SZ,20260708,2.2686,2.7048,0.87,212685.6755,
000011.SZ,20260708,0.6235,1.7551,0.99,377254.7703,
000012.SZ,20260708,2.5664,3.8392,0.38,1271751.9584,
000014.SZ,20260708,1.4607,2.2138,0.66,215905.2104,
000016.SZ,20260708,1.5367,2.2875,0.79,606802.2408,
000017.SZ,20260708,3.5025,6.4473,0.84,417646.0494,
000019.SZ,20260708,1.0258,1.5771,0.73,681148.3623,
000020.SZ,20260708,1.7607,5.1552,0.72,293921.3256,
000021.SZ,20260708,10.3588,15.7458,0.77,8049752.6851,
000025.SZ,20260708,0.9684,2.0993,0.8,572014.3641,
000026.SZ,20260708,3.9601,7.1619,0.89,762836.32,
000027.SZ,20260708,0.4508,1.8044,0.6,2863948.7198,
000028.SZ,20260708,0.5365,1.5423,0.74,1266074.062,
000029.SZ,20260708,0.4613,1.5059,0.55,2236780.26,
000030.SZ,20260708,0.5373,1.9382,0.96,689644.1709,
000031.SZ,20260708,0.6758,2.6274,0.84,900125.793,
000032.SZ,20260708,4.1281,6.382,0.78,2556737.2703,
000034.SZ,20260708,10.8561,11.5959,1.26,2903808.2976,
000035.SZ,20260708,1.1754,1.6974,0.75,1086554.8785,
000036.SZ,20260708,1.5677,2.2345,0.93,572758.0296,
000037.SZ,20260708,2.6669,4.5161,0.53,492457.0442,
000039.SZ,20260708,1.2772,1.4505,0.81,4260091.037,
000042.SZ,20260708,1.1852,2.5421,0.98,499952.9872,
001914.SZ,20260708,0.4944,1.3315,0.6,894608.1951,
000045.SZ,20260708,0.9096,1.8645,0.73,481195.71,
000048.SZ,20260708,3.4792,7.6217,0.81,1158493.118,
000049.SZ,20260708,1.6685,3.0616,0.7,921978.7242,
000050.SZ,20260708,2.8197,5.0262,0.81,1914519.6216,
000055.SZ,20260708,1.3409,1.6321,0.71,346861.3666,
000056.SZ,20260708,3.0424,3.805,0.44,258973.6802,
000058.SZ,20260708,0.6457,2.2034,0.95,742414.0221,
000059.SZ,20260708,1.5943,3.0102,0.55,647774.253,
000060.SZ,20260708,3.2834,4.6946,0.58,2926732.6775,
000061.SZ,20260708,0.7743,1.9602,0.72,1101653.466,
000062.SZ,20260708,7.6292,22.8962,1.58,3541448.8898,
000063.SZ,20260708,4.9037,6.4361,1.24,17636893.1763,
000065.SZ,20260708,1.4918,3.124,0.87,1040652.2112,
000066.SZ,20260708,10.4276,17.4159,1.65,6229018.0621,
000068.SZ,20260708,1.1563,2.0303,0.45,275827.991,
000069.SZ,20260708,0.6765,1.3626,0.88,1318192.3284,
000070.SZ,20260708,7.7183,12.6894,0.72,1512740.4318,
000078.SZ,20260708,4.4624,8.3156,1.14,520962.4134,
000088.SZ,20260708,0.3861,0.7424,0.8,2178583.5027,
000089.SZ,20260708,0.431,1.0016,0.75,1300187.863,
000090.SZ,20260708,0.8017,1.3268,0.92,573643.4378,
000096.SZ,20260708,1.4394,3.1326,1.2,380688.0,
000099.SZ,20260708,0.9694,1.5796,0.78,1071338.5081,
000100.SZ,20260708,6.128,6.3236,0.61,10483634.6496,
000151.SZ,20260708,2.3225,3.521,0.63,329501.0157,
000153.SZ,20260708,1.6723,2.2897,0.94,244424.573,
000155.SZ,20260708,1.776,2.9336,1.11,2073247.0009,
000156.SZ,20260708,0.5287,1.0066,0.97,1208111.99,
000157.SZ,20260708,1.0367,1.4284,0.88,6183702.668,
000158.SZ,20260708,2.2295,3.3972,1.26,2065412.7764,
000159.SZ,20260708,1.6076,2.083,0.63,261973.87,
000166.SZ,20260708,0.3961,0.9615,0.59,11443254.6365,
000301.SZ,20260708,0.9941,3.2115,1.13,8475599.8086,
000333.SZ,20260708,0.4597,0.6722,0.64,60458318.3049,
000338.SZ,20260708,1.7291,1.7562,0.73,24176045.5786,
000400.SZ,20260708,1.1662,1.8866,0.71,2057617.046,
000401.SZ,20260708,0.2069,0.5729,0.64,919743.1858,
000402.SZ,20260708,1.0493,2.176,0.78,723321.0358,
000403.SZ,20260708,1.0466,1.6919,0.63,858208.8396,
000404.SZ,20260708,3.8855,5.6106,0.86,577676.597,
000407.SZ,20260708,1.0025,1.3417,0.49,332672.0166,
000408.SZ,20260708,0.7692,1.7299,0.72,11070262.8288,
000409.SZ,20260708,0.7742,1.2307,0.91,553044.4121,
000410.SZ,20260708,0.9042,1.2158,0.74,1200030.069,
